name,count,rank,pctapi,pctblack,pctaian,pctwhite,pcttworace,pcthispanic,prop100k,year
Shirk,6487,4969,0.32,0.63,0.09,97.27,0.82,0.86,2.4,2000
Howerton,6486,4971,0.35,5.64,0.86,90.38,1.31,1.45,2.4,2000
Matthew,6486,4971,3.92,29.94,0.99,59.9,2.62,2.64,2.4,2000
Copley,6485,4973,0.39,1.2,0.35,95.4,0.89,1.76,2.4,2000
Pohl,6485,5369,0.93,0.23,0.37,90.16,1.37,6.94,2.2,2010
Brigham,6485,5369,0.57,16.72,0.46,77.96,1.71,2.58,2.2,2010
Rosenfeld,6484,5371,0.68,0.35,0.14,94.9,1.1,2.84,2.2,2010
Stebbins,6484,5371,0.48,1.99,0.54,92.87,1.84,2.28,2.2,2010
Marchese,6483,4974,0.4,0.2,0.14,94.85,1.11,3.3,2.4,2000
Echeverria,6481,4975,0.65,0.2,0.2,8.44,0.35,90.16,2.4,2000
Cushing,6480,5373,0.83,0.25,0.35,95.22,1.37,1.98,2.2,2010
Soper,6479,4976,0.52,0.22,0.42,96.08,1.56,1.2,2.4,2000
Cantwell,6478,4977,0.26,0.32,0.68,96.05,1.08,1.61,2.4,2000
Nelms,6477,4978,0.31,18.57,0.4,77.67,1.25,1.79,2.4,2000
Canter,6477,5374,0.68,5,0.36,90.12,1.39,2.45,2.2,2010
Billups,6475,5375,0.46,67.12,0.31,27.63,2.21,2.27,2.2,2010
Tuggle,6475,4979,0.32,25.59,0.59,70.93,1.62,0.94,2.4,2000
Valentino,6474,5376,2.13,1.98,0.65,85.63,1.3,8.31,2.19,2010
Dumont,6472,4980,0.32,3.51,2.07,89.99,1.7,2.41,2.4,2000
Newhouse,6471,5377,0.56,7.29,0.25,88.44,1.7,1.76,2.19,2010
Campo,6470,5378,3.94,1.72,0.25,61.76,1.04,31.3,2.19,2010
Bard,6470,4981,1.04,6.26,0.59,85.27,1.9,4.95,2.4,2000
Gower,6469,4982,0.56,1.73,0.97,94.33,1.22,1.19,2.4,2000
Mathes,6468,4983,0.4,8.4,0.68,88.22,1.21,1.1,2.4,2000
Hatley,6468,5379,0.48,10.19,0.83,84.49,1.48,2.52,2.19,2010
Hack,6468,5379,2.5,7.27,0.29,85.78,1.44,2.72,2.19,2010
Rathbun,6467,5381,0.84,0.23,0.48,94.74,1.96,1.75,2.19,2010
Atherton,6466,5382,0.59,2.06,0.23,92.16,1.59,3.37,2.19,2010
Laing,6465,5383,1.58,17.31,0.14,75.33,1.86,3.79,2.19,2010
Yeung,6464,4984,95.96,,,1.73,1.64,0.36,2.4,2000
Buell,6462,4985,0.53,1.07,0.39,95.36,1.18,1.49,2.4,2000
Sheikh,6462,5384,71.62,14.25,0.12,8.02,3.87,2.12,2.19,2010
Pablo,6462,5384,21.02,1.44,12.6,3.4,2.77,58.77,2.19,2010
Chitwood,6461,5386,0.5,0.62,0.79,94.63,1.67,1.8,2.19,2010
Witmer,6461,5386,0.56,0.2,0.14,96.13,1.27,1.7,2.19,2010
Burd,6461,4986,0.36,8.87,1.05,86.95,1.56,1.21,2.4,2000
Broadway,6461,4986,0.2,29.35,0.39,66.8,2.06,1.21,2.4,2000
Bastian,6461,4986,0.79,5.48,0.36,87.8,1.36,4.21,2.4,2000
Peng,6460,4989,78.3,0.4,0.15,3.13,1.39,16.63,2.39,2000
Rigby,6458,5388,0.93,7.9,0.37,87.47,1.64,1.69,2.19,2010
August,6456,5389,0.93,27.29,0.29,65.13,2.04,4.31,2.19,2010
Weil,6455,5390,0.95,1.22,0.25,93.49,1.21,2.88,2.19,2010
Stowell,6455,5390,0.74,2.43,0.26,92.44,2.03,2.09,2.19,2010
Kissinger,6455,5390,0.64,0.26,0.33,95.2,1.25,2.32,2.19,2010
Greenwell,6454,4990,0.4,3.46,0.17,94.1,0.96,0.91,2.39,2000
Deane,6454,5393,1.7,10.61,1.04,81.86,2.09,2.7,2.19,2010
Vanover,6453,4991,0.31,2.57,0.45,94.42,1.04,1.21,2.39,2000
Ingalls,6453,5394,0.71,1.64,0.34,93.62,1.52,2.17,2.19,2010
Fee,6453,5394,1.36,2.37,0.65,91.8,1.66,2.15,2.19,2010
Correll,6452,4992,0.28,2.63,0.45,94.59,0.74,1.3,2.39,2000
Blanchette,6452,5396,0.71,2.05,0.17,92.89,1.94,2.25,2.19,2010
Blaine,6451,5397,0.88,12.9,3.27,78.31,1.94,2.7,2.19,2010
Quan,6451,5397,82.7,0.78,0.33,6.39,4.4,5.41,2.19,2010
Tindall,6450,4993,0.4,8.16,0.82,86.99,1.94,1.69,2.39,2000
Eberhardt,6450,5399,0.67,11.74,0.5,82.57,1.95,2.57,2.19,2010
Rounds,6447,5400,0.59,14.84,0.53,80.15,1.71,2.19,2.19,2010
Abad,6446,5401,34.35,1.13,0.19,9.29,3.51,51.54,2.19,2010
Bill,6445,4994,1.3,12.12,5.26,75.25,1.75,4.31,2.39,2000
Mulcahy,6444,4995,0.51,0.16,0.37,96.57,1.1,1.29,2.39,2000
Walther,6444,5402,0.84,0.65,0.5,93.2,1.89,2.92,2.18,2010
Dionne,6443,4996,0.61,0.76,2.44,93.19,1.55,1.46,2.39,2000
Payan,6443,5403,0.9,0.93,0.09,10.66,0.39,87.02,2.18,2010
Messick,6441,5404,0.43,1.89,0.4,94.16,1.35,1.75,2.18,2010
Abercrombie,6439,5405,0.37,16.93,0.81,78.16,1.72,2,2.18,2010
Roundtree,6439,5405,0.14,69.27,0.71,23.92,3.6,2.36,2.18,2010
Rathbun,6438,4997,0.9,0.11,0.34,96.09,1.2,1.37,2.39,2000
Marker,6438,5407,1.1,1.07,0.48,93.06,1.32,2.97,2.18,2010
Matthew,6436,5408,5.72,32.64,0.9,54.37,2.59,3.78,2.18,2010
Krantz,6436,5408,0.54,0.3,0.42,94.72,1.24,2.78,2.18,2010
Baeza,6436,4998,0.37,0.33,0.19,6.18,0.44,92.5,2.39,2000
Booher,6436,4998,0.22,1.38,0.67,95.15,1.01,1.57,2.39,2000
Lavin,6435,5000,0.62,0.73,0.23,88.1,1.12,9.2,2.39,2000
Mcginley,6435,5000,0.64,0.47,0.28,96.53,1.01,1.07,2.39,2000
Fried,6435,5000,0.42,0.33,0.14,96.04,1.9,1.18,2.39,2000
Atherton,6435,5000,0.59,1.66,0.31,93.41,1.59,2.44,2.39,2000
Groth,6434,5410,0.75,0.16,0.28,95.83,0.84,2.14,2.18,2010
Yepez,6433,5411,0.37,0.19,0.14,3.67,0.12,95.51,2.18,2010
Donnell,6432,5004,0.37,22.68,1.79,71.81,1.55,1.79,2.38,2000
Bays,6431,5005,0.4,4.14,0.56,92.05,1.4,1.45,2.38,2000
Chevalier,6431,5412,0.59,14.46,1.17,72.31,2.39,9.08,2.18,2010
Riedel,6430,5006,0.48,0.4,0.3,95.18,1.17,2.47,2.38,2000
Ritz,6430,5413,1.35,0.5,0.44,92.15,1.54,4.03,2.18,2010
Fell,6429,5414,0.44,3.53,0.25,92.24,1.26,2.29,2.18,2010
Grenier,6429,5007,0.45,0.31,0.47,95.82,1.38,1.57,2.38,2000
Styles,6428,5008,0.3,31.49,0.44,64.9,1.45,1.43,2.38,2000
Zachary,6428,5008,0.37,20.4,0.54,74.52,2.19,1.98,2.38,2000
Harold,6428,5008,0.73,24.19,0.78,70.38,1.88,2.04,2.38,2000
Umana,6426,5415,0.39,2.49,,4.64,,92.23,2.18,2010
Babin,6426,5415,1.06,4.84,0.34,90.54,1,2.23,2.18,2010
Theis,6425,5417,0.78,0.44,0.4,94.65,1.46,2.27,2.18,2010
Wisdom,6425,5011,0.47,12.84,1.59,80.7,2.21,2.19,2.38,2000
Raley,6424,5012,0.62,3.52,0.5,92.78,1.18,1.4,2.38,2000
Theriot,6424,5418,0.48,4.93,0.56,90.6,1.15,2.27,2.18,2010
Tamez,6423,5013,0.37,0.45,0.3,6.73,0.36,91.8,2.38,2000
Gist,6422,5419,0.47,43.8,1.34,48.86,2.96,2.57,2.18,2010
Soper,6421,5420,0.37,0.47,0.73,94.74,1.51,2.18,2.18,2010
Arena,6421,5014,1.23,0.51,0.11,90.28,1.01,6.85,2.38,2000
Garces,6420,5421,6.32,0.84,0.08,7.29,0.83,84.64,2.18,2010
Bogart,6420,5421,0.59,1.01,0.55,93.13,1.25,3.47,2.18,2010
Hann,6420,5421,3.1,4.88,0.31,87.6,1.76,2.35,2.18,2010
Money,6420,5421,1.29,9.22,0.44,84.78,1.96,2.31,2.18,2010
Hazelwood,6419,5015,0.34,11.79,0.45,84.42,1.45,1.54,2.38,2000
Morelli,6419,5015,0.39,0.22,0.22,94.55,1.17,3.46,2.38,2000
Somerville,6419,5015,0.41,25.77,0.23,70.93,1.48,1.18,2.38,2000
Torrence,6419,5425,0.34,47.3,0.23,46.46,3.16,2.51,2.18,2010
Saechao,6419,5425,95.42,0.08,0.08,1.04,2.35,1.03,2.18,2010
Medlock,6416,5427,0.51,27.65,0.87,65.57,2.98,2.42,2.18,2010
Gammon,6415,5428,0.73,7.26,0.59,87.42,1.79,2.2,2.17,2010
Lapp,6415,5018,0.55,0.25,0.19,97.18,0.92,0.92,2.38,2000
Dollar,6414,5429,0.89,5.24,1.12,89.43,1.75,1.57,2.17,2010
Bolling,6414,5429,0.58,29.67,0.47,65.17,2.04,2.07,2.17,2010
Rood,6413,5019,0.76,1.09,0.45,94.25,1.51,1.93,2.38,2000
Mumford,6413,5431,0.58,25.59,0.23,69.05,2.14,2.42,2.17,2010
Salem,6413,5019,3.59,3.27,0.3,76.06,12.13,4.65,2.38,2000
Albritton,6412,5021,0.2,20.4,0.3,76.84,0.86,1.4,2.38,2000
Olivera,6412,5021,0.95,2.09,0.25,18.51,3.46,74.73,2.38,2000
Pape,6412,5021,0.42,0.83,0.19,96.58,0.69,1.29,2.38,2000
Crittenden,6411,5432,0.56,25.78,3.82,63.13,3.87,2.84,2.17,2010
Carvajal,6411,5024,1.79,0.19,0.12,7.53,0.42,89.94,2.38,2000
Zayas,6410,5025,0.5,1.68,0.22,10.5,0.25,86.85,2.38,2000
Myer,6408,5026,1,3.36,0.69,92.2,1.2,1.56,2.38,2000
Hixson,6408,5433,0.39,5.17,0.78,90.03,1.36,2.28,2.17,2010
Obryan,6408,5433,0.53,1.78,0.53,93.26,1.45,2.45,2.17,2010
Albanese,6407,5435,0.66,,,95.36,0.92,2.79,2.17,2010
Pohl,6406,5027,0.73,0.33,0.36,91.34,1.23,6.01,2.37,2000
Haynie,6406,5027,0.25,14.05,0.64,82.61,1.36,1.09,2.37,2000
Delapaz,6404,5436,11.77,0.37,0.3,5.2,1.05,81.31,2.17,2010
Aguero,6402,5437,1.11,0.17,0.86,6.94,0.39,90.53,2.17,2010
Wampler,6401,5029,0.48,0.42,0.3,96.66,0.97,1.17,2.37,2000
Mariscal,6401,5029,0.36,0.22,0.16,4.19,0.47,94.61,2.37,2000
Rife,6400,5031,0.33,1.77,0.36,95.09,1.52,0.94,2.37,2000
Haynie,6400,5438,0.27,14.81,0.75,80.41,1.84,1.92,2.17,2010
Olivier,6400,5438,0.44,22.92,0.3,67.25,2.63,6.47,2.17,2010
Prichard,6400,5438,0.64,2.77,0.52,92.33,1.45,2.3,2.17,2010
Leeper,6400,5031,0.67,10.67,0.61,84.69,1.7,1.66,2.37,2000
Newhouse,6399,5033,0.55,6.97,0.3,89.4,1.44,1.34,2.37,2000
Fairley,6398,5441,0.33,63.21,0.3,31.68,2.53,1.95,2.17,2010
Rodney,6396,5034,0.61,26.58,0.23,68.18,2.17,2.22,2.37,2000
Rawson,6395,5442,0.84,1.2,0.52,93.89,1.16,2.39,2.17,2010
Vandenberg,6395,5035,0.59,0.16,0.45,96.58,0.88,1.34,2.37,2000
Spitzer,6395,5035,0.39,0.31,0.19,96.31,1.41,1.39,2.37,2000
Kingston,6395,5035,0.67,8.41,0.44,87.6,1.13,1.75,2.37,2000
Wessel,6394,5038,0.7,0.27,0.33,96.48,1.3,0.92,2.37,2000
Quirk,6392,5443,0.67,0.48,0.19,94.9,1.42,2.33,2.17,2010
Mudd,6391,5444,0.61,7.14,0.34,88.3,1.58,2.03,2.17,2010
Wyrick,6391,5444,0.25,10.28,0.88,83.96,2.21,2.43,2.17,2010
Fulkerson,6391,5444,0.42,0.75,0.55,94.55,1.55,2.17,2.17,2010
Mchale,6391,5444,0.49,0.3,0.11,95.52,1.47,2.11,2.17,2010
Carswell,6390,5448,0.31,41.42,0.38,54.13,2.16,1.6,2.17,2010
Hartzell,6389,5039,0.33,0.31,0.23,97.21,0.95,0.95,2.37,2000
Durden,6389,5039,0.31,34.89,0.39,61.53,1.67,1.21,2.37,2000
Ingersoll,6388,5449,0.8,2.43,0.63,91.62,1.89,2.63,2.17,2010
Hartnett,6387,5450,0.64,1.17,0.14,94.07,1.13,2.85,2.17,2010
Marques,6386,5041,0.77,1.93,0.45,67.13,5.97,23.76,2.37,2000
Born,6385,5042,1,1.24,0.23,95.63,0.94,0.96,2.37,2000
Lett,6385,5451,0.53,43.05,0.38,51.35,2.68,2,2.16,2010
Scribner,6384,5043,0.66,3.63,0.64,91.71,1.43,1.93,2.37,2000
Dawes,6383,5452,0.55,15.46,6.5,72.57,1.94,2.98,2.16,2010
Hsieh,6382,5453,93.73,,,1.94,3.51,0.67,2.16,2010
Lefebvre,6381,5454,0.58,0.22,0.25,95.53,1.25,2.16,2.16,2010
Fawcett,6381,5454,0.83,1.38,1.38,92.4,1.44,2.57,2.16,2010
Germain,6380,5044,0.66,21.82,0.52,71.02,3.28,2.71,2.37,2000
Rocco,6380,5044,0.67,0.49,0.17,92.46,1.14,5.06,2.37,2000
Tinoco,6379,5046,0.67,0.2,0.16,3.62,0.41,94.94,2.36,2000
Pinkney,6378,5456,0.25,83.35,0.3,10.11,3.48,2.51,2.16,2010
Kwiatkowski,6377,5457,0.61,0.16,0.2,96.27,1.14,1.62,2.16,2010
Agustin,6375,5458,46.34,1.4,0.16,3.2,3.18,45.73,2.16,2010
Valdovinos,6375,5047,,0.13,,2.87,0.13,96.74,2.36,2000
Musselman,6375,5047,0.35,0.16,0.09,97,0.82,1.58,2.36,2000
Parsley,6374,5049,0.27,3.34,0.22,93.05,1.57,1.55,2.36,2000
Fike,6374,5459,0.77,1.79,0.39,93.93,1.52,1.6,2.16,2010
Crittenden,6374,5049,0.28,25.02,3.66,66.49,2.73,1.82,2.36,2000
Vicente,6374,5049,11.89,1.73,2.56,13.15,4.79,65.89,2.36,2000
Tibbetts,6373,5052,0.47,0.08,2.29,94.29,1.63,1.24,2.36,2000
Mccleary,6373,5052,0.6,11.61,0.28,84.5,1.19,1.82,2.36,2000
Hulse,6373,5052,0.77,1.79,0.52,92.45,1.71,2.76,2.36,2000
Soule,6372,5460,0.97,2.06,0.47,92.22,1.66,2.62,2.16,2010
Hochstetler,6372,5460,0.25,,,98.23,0.61,0.74,2.16,2010
Barboza,6371,5055,0.93,3.8,0.3,23.75,5.54,65.69,2.36,2000
Felipe,6370,5462,13.56,0.58,0.86,8.26,1.37,75.37,2.16,2010
Perrone,6368,5463,0.6,0.42,0.24,92.45,0.77,5.53,2.16,2010
Velarde,6367,5056,4.22,0.14,2.54,12.63,0.86,79.6,2.36,2000
Albarran,6366,5464,0.2,0.28,,3.83,,95.48,2.16,2010
Brodie,6365,5057,0.52,26.17,1.07,68.81,1.54,1.89,2.36,2000
Kempf,6364,5465,0.86,0.36,0.42,95.51,1.16,1.68,2.16,2010
Beaudoin,6364,5058,0.42,1.95,0.3,94.25,1.73,1.35,2.36,2000
Moreira,6363,5059,0.49,2.17,0.08,35.74,5.39,56.14,2.36,2000
Wingfield,6362,5466,0.36,33.02,0.44,61.47,2.53,2.17,2.16,2010
Ramires,6362,5466,0.49,0.3,0.08,2.86,0.13,96.15,2.16,2010
Gault,6360,5468,0.66,7.52,0.49,87.58,1.48,2.28,2.16,2010
Jara,6359,5060,2.39,,,10.85,0.86,85.5,2.36,2000
Maggard,6359,5060,0.22,0.97,0.93,95.25,1.27,1.35,2.36,2000
Izaguirre,6358,5469,0.16,0.22,0.09,4.22,0.19,95.12,2.16,2010
Larkins,6357,5470,0.53,36.95,0.36,56.76,3.02,2.38,2.16,2010
Book,6356,5471,1.15,1.54,0.31,93.36,1.84,1.79,2.15,2010
Grillo,6355,5472,0.96,0.72,0.09,84.82,0.83,12.57,2.15,2010
Bunnell,6355,5472,0.58,2.14,0.6,92.95,1.87,1.86,2.15,2010
Ferrante,6355,5062,0.46,0.88,0.25,94.37,1.72,2.33,2.36,2000
Overby,6354,5063,0.31,11.8,0.6,85.03,1.1,1.15,2.36,2000
Friesen,6353,5064,0.76,0.3,0.22,95.88,1.23,1.62,2.36,2000
Mulholland,6353,5474,0.85,1.54,0.52,93.5,1.43,2.16,2.15,2010
Viola,6353,5064,2.5,0.99,0.2,91.83,0.88,3.59,2.36,2000
Nelsen,6352,5066,0.63,0.44,0.38,96.41,0.93,1.21,2.35,2000
Jarman,6351,5475,0.55,9.1,0.54,86.13,1.51,2.17,2.15,2010
Hash,6351,5067,0.39,9.78,0.54,86.71,1.28,1.31,2.35,2000
Machuca,6351,5475,0.25,0.2,0.14,3.37,0.11,95.92,2.15,2010
Bay,6350,5477,5.31,5.18,0.55,83.04,1.72,4.2,2.15,2010
Pape,6350,5477,0.31,0.99,0.24,94.96,1.13,2.36,2.15,2010
Deese,6350,5068,0.31,10.22,8.46,78.19,1.45,1.37,2.35,2000
Doane,6350,5068,1.06,1.18,0.16,95.07,1.37,1.17,2.35,2000
Reza,6349,5479,8.77,0.3,0.38,8.32,0.96,81.27,2.15,2010
Messick,6349,5070,0.25,1.45,0.35,95.97,0.82,1.17,2.35,2000
Warrick,6347,5480,1.04,15.35,0.44,78.78,2.58,1.81,2.15,2010
Bay,6346,5071,3.15,5.96,0.6,85.53,1.76,2.99,2.35,2000
Huss,6346,5481,0.72,0.66,0.43,95.48,0.79,1.92,2.15,2010
Anton,6345,5072,1.72,1.18,0.9,82.74,1.5,11.96,2.35,2000
Wampler,6345,5482,0.55,0.36,0.41,95.48,1.37,1.83,2.15,2010
Orth,6345,5482,0.79,0.43,0.14,95.45,1.32,1.88,2.15,2010
Ingersoll,6344,5073,0.52,1.99,0.74,93.33,1.4,2.02,2.35,2000
Saucier,6344,5073,0.36,5.39,0.61,91.2,1.43,0.99,2.35,2000
Lemoine,6343,5484,0.44,2.65,0.3,90.26,1.1,5.25,2.15,2010
Kwiatkowski,6342,5075,0.36,0.16,0.16,97.27,1.1,0.95,2.35,2000
Rawson,6340,5076,0.65,1.18,0.33,95.14,1.29,1.4,2.35,2000
Pender,6340,5485,0.57,29.35,0.33,65.69,1.77,2.29,2.15,2010
Alejo,6339,5486,11.88,0.43,0.38,2.74,0.88,83.69,2.15,2010
Galaviz,6339,5486,0.22,0.19,0.19,4.16,0.14,95.09,2.15,2010
Brophy,6339,5077,0.41,0.33,0.17,96.47,1.03,1.59,2.35,2000
Ladner,6339,5077,0.17,3.14,0.24,94.51,0.88,1.06,2.35,2000
Lehr,6338,5079,0.55,0.46,0.27,96.42,0.92,1.39,2.35,2000
Weil,6338,5079,0.63,1.04,0.28,95.2,0.98,1.86,2.35,2000
Spiegel,6338,5488,0.44,0.41,0.19,95.36,1.63,1.97,2.15,2010
Yocum,6338,5079,0.54,2.68,0.71,93.15,1.31,1.61,2.35,2000
Brasher,6337,5082,0.28,4.7,0.5,91.34,1.26,1.91,2.35,2000
Denison,6336,5083,0.58,1.14,0.71,94.46,1.64,1.47,2.35,2000
Hutcherson,6336,5083,0.28,33.98,0.51,62.42,1.67,1.14,2.35,2000
Landaverde,6336,5489,0.16,0.08,0.13,2.64,0.09,96.91,2.15,2010
Hewett,6336,5489,0.68,7.75,0.63,87.23,2.05,1.66,2.15,2010
Baylor,6336,5489,0.55,48.75,0.32,44.92,2.24,3.22,2.15,2010
Hoagland,6335,5492,0.54,2.78,0.68,92.42,1.53,2.05,2.15,2010
Wimmer,6334,5493,0.66,0.58,0.82,94.41,1.52,2.01,2.15,2010
Stowers,6333,5085,0.96,19.97,0.6,74.85,2.21,1.41,2.35,2000
Emerick,6333,5494,0.68,0.47,0.54,93.92,1.86,2.53,2.15,2010
Buehler,6333,5494,0.76,0.25,0.08,95.8,1.53,1.58,2.15,2010
Karnes,6333,5494,0.41,1.22,0.69,94.06,1.56,2.05,2.15,2010
Carty,6332,5497,0.63,20.25,0.84,71.72,1.6,4.97,2.15,2010
Geller,6331,5086,0.43,0.47,0.3,96.1,1.15,1.55,2.35,2000
Pfaff,6331,5498,0.74,0.16,0.58,95.61,1.03,1.88,2.15,2010
Fortenberry,6330,5087,0.13,15.06,0.25,82.31,1.2,1.06,2.35,2000
Conyers,6329,5088,0.24,56.17,0.4,40.29,1.55,1.36,2.35,2000
Stebbins,6329,5088,0.4,1.74,0.46,94.3,1.47,1.64,2.35,2000
Toole,6328,5090,0.3,8.68,0.46,88.1,1.07,1.39,2.35,2000
Ozuna,6327,5499,0.17,0.4,0.6,5.29,0.38,93.16,2.14,2010
Stoker,6327,5091,0.32,7.84,0.63,88.37,1.11,1.74,2.35,2000
Roden,6325,5092,0.38,3.6,0.96,92.58,1.11,1.36,2.34,2000
Kingsbury,6325,5500,0.6,2.58,0.24,91.7,1.2,3.68,2.14,2010
Cifuentes,6325,5500,0.3,0.27,0.13,4.24,0.17,94.89,2.14,2010
Luevano,6324,5502,0.13,0.13,0.22,4.97,0.14,94.42,2.14,2010
Chitwood,6324,5093,0.32,0.52,0.76,96.14,0.96,1.3,2.34,2000
Beeman,6322,5094,0.55,4.22,0.49,91.62,1.31,1.8,2.34,2000
Fannin,6321,5095,0.46,7.64,0.3,89.23,1.23,1.14,2.34,2000
Shreve,6321,5503,0.43,1.42,0.43,93.8,1.77,2.15,2.14,2010
Mccrea,6320,5504,0.47,27.86,1.42,66.58,1.71,1.95,2.14,2010
Strait,6319,5096,0.3,4.95,0.73,91.42,1.23,1.36,2.34,2000
Mclellan,6318,5505,0.79,7.01,0.71,85.14,2.63,3.72,2.14,2010
Marlowe,6318,5097,0.28,6.11,0.59,90.19,1.11,1.73,2.34,2000
Gaynor,6318,5505,0.78,18.5,0.22,75.77,1.65,3.09,2.14,2010
Myer,6317,5507,1.22,3.04,0.46,90.95,1.76,2.58,2.14,2010
Hann,6316,5098,2.45,4.2,0.28,90.01,1.68,1.38,2.34,2000
Greenwald,6316,5098,0.65,0.35,0.14,96.64,0.78,1.44,2.34,2000
Mangan,6315,5508,2.58,1.95,1.17,90.31,1.6,2.39,2.14,2010
Stumpf,6315,5100,0.54,0.11,0.25,96.83,0.92,1.35,2.34,2000
Parsley,6315,5508,0.35,3.69,0.35,91.58,1.74,2.3,2.14,2010
Passmore,6314,5510,0.55,15.73,0.81,78.75,1.87,2.3,2.14,2010
Samaniego,6314,5101,5.24,0.29,0.25,7.1,0.71,86.41,2.34,2000
Colton,6313,5102,0.54,10.6,0.62,84.1,1.5,2.65,2.34,2000
Manns,6312,5511,0.36,40.78,0.43,52.76,3.44,2.23,2.14,2010
Overby,6311,5512,0.43,11.84,0.35,83.9,1.44,2.04,2.14,2010
Bogart,6310,5103,0.36,0.84,0.51,95.64,1.14,1.51,2.34,2000
Morel,6309,5104,0.48,2.62,0.25,44.78,0.79,51.09,2.34,2000
Morehouse,6309,5513,0.7,3.28,0.44,91.49,1.9,2.19,2.14,2010
Montelongo,6308,5105,0.11,0.08,0.57,4.61,0.44,94.18,2.34,2000
Kocher,6308,5514,1.51,0.62,0.22,93.96,1.55,2.14,2.14,2010
Rohr,6308,5514,0.38,0.44,0.57,95.39,1.08,2.14,2.14,2010
Musselman,6306,5516,0.52,0.27,0.13,95.94,1.05,2.09,2.14,2010
Boylan,6306,5106,0.49,2.68,0.25,93.85,1.09,1.63,2.34,2000
Alger,6306,5516,1.36,0.48,0.79,92.67,2.11,2.58,2.14,2010
Wyrick,6302,5107,0.13,9.97,1.13,85.89,1.08,1.81,2.34,2000
Horsley,6302,5107,0.49,14.76,0.44,81.67,1.36,1.27,2.34,2000
Guido,6302,5107,0.97,1.13,0.13,69.31,0.97,27.5,2.34,2000
Tenorio,6301,5110,7.68,0.43,9.14,7.01,1.38,74.35,2.34,2000
Mccluskey,6301,5518,0.6,2.75,0.83,91.73,1.75,2.35,2.14,2010
Runyan,6301,5518,0.41,0.67,0.4,94.68,1.65,2.19,2.14,2010
Sallee,6299,5111,6.13,4.56,0.87,85.57,1.25,1.62,2.34,2000
Whyte,6298,5112,0.79,32.38,1,61.45,2,2.38,2.33,2000
Morehouse,6298,5112,0.49,3.14,0.59,93.28,1.25,1.24,2.33,2000
Halvorson,6298,5520,0.7,0.29,0.64,95.27,1.41,1.7,2.14,2010
Speck,6297,5521,0.59,0.7,1.14,94.09,1.14,2.33,2.13,2010
Neilson,6297,5114,0.67,1.94,0.35,94.35,1.48,1.22,2.33,2000
Weddle,6296,5522,0.57,7.13,0.57,87.53,1.51,2.68,2.13,2010
Hodson,6296,5522,0.64,2.05,0.65,91.99,2.46,2.21,2.13,2010
Palmieri,6296,5522,0.56,0.21,0.14,93.87,0.7,4.53,2.13,2010
Watanabe,6295,5115,83.94,0.14,0.1,6.39,7.47,1.97,2.33,2000
Magallanes,6294,5116,4,0.13,0.13,4.37,0.86,90.51,2.33,2000
Mudd,6294,5116,0.52,6.75,0.35,90.36,1.13,0.89,2.33,2000
Miracle,6291,5525,0.57,2.99,0.46,93.07,1.26,1.65,2.13,2010
Brigham,6291,5118,0.48,15.45,0.59,80.81,1.16,1.51,2.33,2000
Tinker,6291,5525,0.6,12.73,3.56,78.4,2.51,2.19,2.13,2010
Guerin,6291,5525,1.05,6.14,0.48,84.99,1.62,5.72,2.13,2010
Mansour,6291,5525,2.46,,,87.59,4.28,3.39,2.13,2010
Kieffer,6291,5118,0.25,0.3,0.68,95.69,1.13,1.94,2.33,2000
Carrigan,6290,5529,0.67,4.79,0.49,89.84,2.02,2.19,2.13,2010
Dollar,6289,5120,0.43,4.8,0.89,90.84,1.83,1.21,2.33,2000
Kamara,6288,5530,0.46,93.91,0.08,3.12,1.81,0.62,2.13,2010
Huss,6286,5121,0.6,1.24,0.27,95.9,0.64,1.35,2.33,2000
Albanese,6286,5121,0.59,,,96.5,0.78,1.83,2.33,2000
Hixson,6285,5123,0.35,4.44,0.56,92.25,1.1,1.3,2.33,2000
Rounds,6285,5123,0.6,13.64,0.48,81.64,1.59,2.05,2.33,2000
Spiegel,6285,5123,0.53,0.41,0.14,96.69,1.08,1.15,2.33,2000
Vanderpool,6284,5126,0.41,5.41,1.45,87.65,1.48,3.6,2.33,2000
Blanchette,6284,5126,0.41,1.94,0.22,94.75,1.03,1.64,2.33,2000
Orth,6284,5126,0.46,0.22,0.22,96.26,1.08,1.75,2.33,2000
Cundiff,6283,5531,0.53,4.01,0.35,92.11,1.27,1.73,2.13,2010
Hardee,6283,5531,0.51,7.62,0.51,88.17,1.35,1.83,2.13,2010
Pfaff,6282,5129,0.38,0.25,0.59,96.86,0.81,1.1,2.33,2000
Speck,6282,5129,0.64,0.64,1.03,95.11,1.03,1.54,2.33,2000
Shreve,6282,5129,0.53,1.15,0.41,95.02,1.02,1.88,2.33,2000
Sevilla,6281,5132,15.38,0.56,0.22,7.86,1.48,74.49,2.33,2000
Boylan,6280,5533,0.81,2.2,0.16,93.11,1.43,2.29,2.13,2010
Neri,6280,5133,6.34,1.27,0.13,41.86,1.46,48.93,2.33,2000
Linden,6276,5534,0.81,4.51,0.54,89.26,1.88,3,2.13,2010
Pilgrim,6275,5535,0.67,18.69,0.69,74.58,2.18,3.19,2.13,2010
Dee,6275,5535,10.2,8.1,4.67,72.48,2.02,2.53,2.13,2010
Rascon,6274,5537,0.19,0.24,0.29,6.39,0.18,92.72,2.13,2010
