name,count,rank,pctapi,pctblack,pctaian,pctwhite,pcttworace,pcthispanic,prop100k,year
Nolasco,6720,4803,6.26,0.3,0.19,6.19,0.61,86.44,2.49,2000
Fife,6719,5202,0.42,6.15,0.86,88.72,1.73,2.13,2.28,2010
Trainor,6719,4804,0.58,1.79,0.18,95.09,0.95,1.41,2.49,2000
Weatherly,6718,4805,0.27,12.19,0.49,83.97,1.38,1.7,2.49,2000
Farah,6718,5203,1.99,48.33,0.36,42.13,2.28,4.91,2.28,2010
Huebner,6717,4806,0.43,0.15,0.27,96.69,0.83,1.62,2.49,2000
Kerrigan,6714,5204,0.55,0.57,0.28,94.76,1.46,2.38,2.28,2010
Farkas,6714,5204,0.54,0.48,0.19,95.23,0.92,2.64,2.28,2010
Bosch,6713,4807,0.83,0.37,0.37,84.49,1.06,12.87,2.49,2000
Lash,6712,5206,0.64,10.37,0.3,84.51,1.67,2.52,2.28,2010
Gayle,6712,4808,0.57,55.35,0.27,36.43,4.02,3.37,2.49,2000
Ribeiro,6712,5206,2.55,7.54,0.21,81.03,1.83,6.84,2.28,2010
Kuhns,6710,4809,0.98,0.13,0.33,96.39,1.28,0.88,2.49,2000
Byron,6709,4810,0.69,14.41,0.43,80.68,1.45,2.34,2.49,2000
Glaze,6709,4810,0.27,21.17,0.63,74.57,1.39,1.98,2.49,2000
Schnell,6708,5208,0.57,0.61,0.1,95.5,1.21,2.01,2.27,2010
Arena,6706,5209,2.16,0.75,0.07,86.46,1.09,9.47,2.27,2010
Poulin,6704,4812,0.42,0.19,0.34,96.66,0.92,1.46,2.49,2000
Colton,6704,5210,0.64,11.35,0.75,81.67,1.98,3.61,2.27,2010
Kesler,6704,5210,0.48,2.83,0.7,92.53,1.39,2.07,2.27,2010
Mandel,6703,5212,1.4,0.87,0.18,92.93,0.82,3.8,2.27,2010
Comeaux,6702,4813,0.18,18.19,0.3,79.57,0.94,0.82,2.48,2000
Large,6702,4813,0.39,2.13,1.39,92.03,1.46,2.6,2.48,2000
Enright,6702,4813,0.7,0.45,0.66,95.12,1.31,1.76,2.48,2000
Ison,6697,5213,3.72,6.42,0.52,86.22,1.49,1.63,2.27,2010
Gilmer,6697,5213,0.61,20.41,0.3,74.87,1.85,1.96,2.27,2010
Stott,6693,5215,0.78,4.68,0.52,90.44,1.54,2.05,2.27,2010
Rountree,6693,4816,0.3,24.22,0.45,72.11,1.6,1.33,2.48,2000
Nowlin,6692,5216,0.55,21.77,1.11,70.64,2.99,2.94,2.27,2010
Bejarano,6692,5216,0.15,0.18,0.39,5.93,0.19,93.16,2.27,2010
Brush,6690,5218,0.69,1.63,0.67,93.17,1.51,2.33,2.27,2010
Tavarez,6690,4817,0.21,0.39,0.1,3.47,0.67,95.16,2.48,2000
Vanover,6689,5219,0.36,3.03,0.43,92.82,1.49,1.85,2.27,2010
Beardsley,6689,4818,0.48,0.52,0.69,95.13,1.2,1.99,2.48,2000
Mashburn,6688,5220,0.46,1.47,1.38,92.64,1.76,2.29,2.27,2010
Rubino,6687,4819,1.2,0.31,0.18,93.09,0.9,4.32,2.48,2000
Fee,6687,4819,2.27,3.33,0.69,91.36,1.2,1.15,2.48,2000
Mackie,6686,5221,0.49,13.27,0.64,81.51,1.57,2.51,2.27,2010
Vanpelt,6685,5222,0.6,4.64,2.06,89.23,1.27,2.2,2.27,2010
Grider,6685,4821,0.33,7.67,0.61,88.2,1.65,1.54,2.48,2000
Byars,6683,5223,0.39,17.16,0.94,77.05,2.11,2.35,2.27,2010
Bechtel,6683,4822,0.46,0.12,0.12,96.84,1.05,1.41,2.48,2000
Lavin,6679,5224,1.12,0.75,0.19,86.08,1,10.85,2.26,2010
Claudio,6679,5224,5.33,1.14,,10.48,,82.39,2.26,2010
Dacosta,6679,5224,3.02,23.94,0.18,59.66,3.04,10.15,2.26,2010
Wallin,6677,4823,0.37,0.37,0.6,95.49,1.45,1.71,2.48,2000
Gaona,6677,4823,0.55,0.19,0.12,5.17,0.15,93.81,2.48,2000
Darr,6677,5227,1.3,1.47,0.28,93.5,1.53,1.92,2.26,2010
Dombrowski,6676,5228,0.46,0.22,0.18,96.18,1.15,1.8,2.26,2010
Mashburn,6675,4825,0.34,1.33,1.3,93.96,1.45,1.6,2.47,2000
Dalrymple,6674,4826,0.43,3.82,0.4,92.34,1.39,1.6,2.47,2000
Gingerich,6674,4826,,,0.27,97.86,1.02,0.69,2.47,2000
Hass,6672,4828,0.6,1.02,0.52,95.2,1.26,1.39,2.47,2000
Vaccaro,6672,4828,0.39,0.36,0.13,96.07,0.96,2.08,2.47,2000
Manzano,6670,4830,15.22,1.05,0.21,7.36,1.87,74.29,2.47,2000
Marchese,6670,5229,0.39,0.42,0.15,93.18,0.91,4.95,2.26,2010
Tyner,6669,4831,0.52,18.44,2.28,75.27,2.17,1.3,2.47,2000
Lashley,6669,5230,0.33,26.42,0.57,68.12,1.84,2.71,2.26,2010
Towne,6666,5231,0.89,1.46,2.54,91.52,1.58,2.03,2.26,2010
Laurent,6665,5232,1.08,37.67,0.29,54.19,1.88,4.89,2.26,2010
Loza,6665,4832,0.48,0.54,0.32,6.8,0.51,91.36,2.47,2000
Lowell,6665,4832,0.65,1.82,0.5,93.91,1.46,1.68,2.47,2000
Hembree,6665,5232,0.53,0.75,1.02,94.03,2.12,1.56,2.26,2010
Kaufmann,6664,4834,0.68,0.39,0.18,96.31,1.01,1.44,2.47,2000
Greenwald,6664,5234,0.81,0.39,0.35,95.59,0.89,1.98,2.26,2010
Stockwell,6664,5234,1.04,0.54,0.26,93.83,1.85,2.49,2.26,2010
Haile,6663,5236,1.1,52.21,0.63,41.98,2.18,1.91,2.26,2010
Bischoff,6663,4835,0.5,0.2,0.26,95.77,0.96,2.33,2.47,2000
Musgrove,6660,5237,0.5,12.18,1.05,81.46,2.12,2.7,2.26,2010
Boettcher,6659,5238,0.78,0.3,0.42,95.89,1.11,1.5,2.26,2010
Shivers,6658,4836,0.36,44.31,0.39,51.64,2,1.31,2.47,2000
Doolittle,6658,4836,0.84,4.01,0.62,92.25,1.17,1.11,2.47,2000
Metzler,6657,5239,0.47,1.04,0.3,94.02,1.35,2.82,2.26,2010
Valente,6657,4838,1.25,0.26,0.17,84.41,1.61,12.32,2.47,2000
Stowers,6657,5239,1.71,20.02,0.54,72.21,3.33,2.18,2.26,2010
Kieffer,6656,5241,0.48,0.45,1.04,94.16,1.19,2.69,2.26,2010
La,6655,5242,88.91,0.99,0.09,6,1.76,2.25,2.26,2010
Mcdougall,6655,5242,0.84,3.53,1.01,89.17,1.97,3.49,2.26,2010
Bozeman,6654,4839,0.21,25.77,0.5,70.87,1.59,1.05,2.47,2000
Hasty,6654,5244,0.47,10.75,0.44,84.79,1.49,2.07,2.26,2010
Roden,6653,5245,0.74,3.38,0.98,90.25,1.44,3.22,2.26,2010
Howes,6652,4840,0.39,1.32,0.83,94.5,1.25,1.71,2.47,2000
Felts,6652,4840,0.32,5.25,0.39,92.05,0.87,1.13,2.47,2000
Feller,6650,4842,0.39,0.57,0.6,96.08,0.98,1.38,2.47,2000
Justus,6649,4843,0.35,1.28,0.51,94.93,1.5,1.43,2.46,2000
Pedro,6649,5246,8.32,5.32,5.26,35.4,3.56,42.13,2.25,2010
Schnell,6647,4844,0.51,0.48,0.21,96.74,0.69,1.37,2.46,2000
Chrisman,6647,5247,0.47,1.61,0.75,92.22,1.87,3.08,2.25,2010
Peel,6647,5247,0.51,9.3,0.45,86.07,1.26,2.41,2.25,2010
Broadway,6647,5247,0.42,29.52,0.36,64.63,2.84,2.23,2.25,2010
Boettcher,6646,4845,0.48,0.32,0.5,96.75,0.87,1.08,2.46,2000
Harrigan,6646,5250,0.77,15,0.23,77.73,1.75,4.53,2.25,2010
Ivory,6645,4846,0.33,74.79,0.21,21.78,1.7,1.19,2.46,2000
Bordelon,6644,5251,0.39,2.26,0.47,93.93,1.31,1.64,2.25,2010
Dorris,6644,5251,0.63,12.97,0.54,81.32,1.79,2.74,2.25,2010
Corn,6643,4847,0.75,3.3,3.04,88.94,2.09,1.88,2.46,2000
Thorson,6643,4847,0.44,0.26,0.35,96.78,1.08,1.1,2.46,2000
Baxley,6641,4849,0.33,4.14,0.95,92.46,0.86,1.26,2.46,2000
Hasty,6641,4849,0.32,10.6,0.68,85.62,0.95,1.84,2.46,2000
Heilman,6641,4849,0.39,0.36,0.23,97.21,0.63,1.17,2.46,2000
Snook,6641,4849,0.62,0.32,0.54,96.4,1.14,0.98,2.46,2000
Baran,6640,5253,2.5,0.74,0.2,91.57,1.39,3.61,2.25,2010
Batiste,6640,5253,0.45,87.91,1.39,4.29,3.13,2.83,2.25,2010
Kiley,6639,5255,0.8,5.38,0.33,90.33,1.57,1.6,2.25,2010
Desouza,6639,5255,9.01,18.3,0.3,60.52,4.05,7.82,2.25,2010
Wasserman,6638,4853,0.39,0.29,0.15,96.85,0.83,1.49,2.46,2000
Pitre,6637,5257,0.87,19.45,0.86,66.42,2.05,10.35,2.25,2010
Nazario,6636,5258,2.03,1.42,,8.42,,87.28,2.25,2010
Huebner,6635,5259,0.5,0.2,0.47,95.19,1.18,2.47,2.25,2010
Cantwell,6635,5259,0.51,0.17,0.68,94.27,1.31,3.06,2.25,2010
Brasher,6634,5261,0.65,5.23,0.66,89.81,1.28,2.37,2.25,2010
Barringer,6634,4854,0.33,11.23,0.33,85.66,0.96,1.48,2.46,2000
Frankel,6633,4855,,0.77,,95.37,1.58,1.52,2.46,2000
Peltier,6633,4855,0.63,3.06,8.34,84.19,2.08,1.7,2.46,2000
Guarino,6632,4857,0.97,0.2,0.11,95.51,0.97,2.26,2.46,2000
Avina,6631,4858,0.44,0.48,0.23,5.87,0.57,92.41,2.46,2000
Sturdivant,6631,4858,0.2,52.84,0.77,43.13,1.63,1.43,2.46,2000
Wessel,6630,5262,0.78,0.3,0.42,95.08,1.55,1.86,2.25,2010
Pabon,6630,5262,1,2.1,0.08,8.52,0.35,87.96,2.25,2010
Montemayor,6630,4860,7.83,0.21,0.09,8.63,1.07,82.17,2.46,2000
Lien,6630,4860,27.68,0.15,0.48,68.57,1.63,1.49,2.46,2000
Giddens,6629,4862,0.38,23.65,0.44,71.07,1.87,2.59,2.46,2000
Burchfield,6628,4863,0.39,2.01,0.53,94.61,1.18,1.28,2.46,2000
Valverde,6628,4863,0.47,0.44,0.42,10.03,0.54,88.1,2.46,2000
Bowe,6628,5264,0.57,19,0.2,76.27,2.2,1.77,2.25,2010
Holbert,6627,4865,0.3,15.1,0.47,80.53,1.99,1.6,2.46,2000
Pang,6627,4865,88.47,0.36,0.08,4.04,5.28,1.77,2.46,2000
Deese,6626,5265,0.48,11.12,9.03,75.08,1.87,2.41,2.25,2010
Rooks,6625,4867,0.41,28.88,1.34,66.48,1.34,1.55,2.46,2000
Maggard,6625,5266,0.35,1.1,0.63,94.22,1.84,1.86,2.25,2010
Erdman,6624,4868,0.21,0.24,0.17,97.37,0.66,1.34,2.46,2000
Mcmaster,6623,4869,0.45,2.58,0.41,93.82,1.31,1.42,2.46,2000
Felts,6621,5267,0.42,5.57,0.8,90.36,1.16,1.68,2.24,2010
Iniguez,6621,4870,0.26,0.08,0.17,3.23,0.29,95.98,2.45,2000
Hartwell,6621,4870,0.39,16.48,0.35,79.34,1.51,1.93,2.45,2000
Rife,6620,5268,0.39,2.3,0.47,93.14,2.04,1.66,2.24,2010
Menchaca,6618,4872,0.35,0.3,0.41,7.95,0.53,90.47,2.45,2000
Cowell,6618,5269,0.7,10.28,0.62,84.15,2.01,2.25,2.24,2010
Novotny,6617,5270,0.29,0.38,0.35,96.31,1.03,1.65,2.24,2010
Escalera,6616,5271,0.8,0.88,0.29,4.72,0.35,92.97,2.24,2010
Viola,6616,5271,3.61,1.04,0.2,87.76,0.82,6.57,2.24,2010
Bordelon,6616,4873,0.24,2,0.23,95.06,0.86,1.62,2.45,2000
Vollmer,6614,5273,0.64,0.2,0.26,95.37,1.25,2.28,2.24,2010
Farkas,6613,4874,0.41,0.29,0.14,95.71,1.69,1.77,2.45,2000
Chrisman,6613,4874,0.27,1.33,0.51,94.66,1.24,1.98,2.45,2000
Burchfield,6612,5274,0.45,2.5,0.82,92.83,1.57,1.83,2.24,2010
Fredrick,6612,4876,0.59,17.63,0.65,78.34,1.44,1.35,2.45,2000
Metzler,6612,4876,0.33,0.6,0.17,96.29,0.91,1.69,2.45,2000
Porterfield,6611,4878,0.33,14.82,0.38,81.85,1.38,1.24,2.45,2000
Marchand,6610,5275,0.79,4.11,2.78,84.81,1.83,5.67,2.24,2010
Byron,6610,5275,0.79,15.33,0.47,78.4,1.63,3.39,2.24,2010
Slayton,6609,4879,0.41,12.51,0.76,82.64,1.62,2.06,2.45,2000
Heiser,6606,5277,0.7,0.2,0.26,95.46,1.23,2.16,2.24,2010
Keil,6603,5278,1.62,1.5,0.29,92.14,1.89,2.56,2.24,2010
Hembree,6603,4880,0.44,0.65,1,95.44,1.41,1.06,2.45,2000
Peel,6603,4880,0.56,8.91,0.53,87.31,1.11,1.59,2.45,2000
Quesada,6603,4880,2.33,0.23,0.67,10.33,0.64,85.81,2.45,2000
Woodley,6603,4880,0.41,45.36,0.55,49.16,2.01,2.51,2.45,2000
Mather,6602,4884,4.48,1.08,0.83,90.85,1.51,1.24,2.45,2000
Waltz,6602,4884,0.59,1.09,0.23,96.21,0.88,1,2.45,2000
Totten,6600,4886,0.7,12.44,0.39,82.59,1.89,1.98,2.45,2000
Forney,6600,4886,0.58,23.38,0.3,72.91,1.35,1.48,2.45,2000
Woolley,6598,4888,0.44,3.08,0.5,92.65,1.61,1.73,2.45,2000
Trombley,6597,4889,0.5,0.41,1.77,94.77,1.38,1.17,2.45,2000
Mulcahy,6595,5279,0.55,0.14,0.2,95.86,1.06,2.2,2.24,2010
Yarborough,6595,4890,0.29,27.64,0.49,69.23,1.18,1.17,2.44,2000
Javier,6594,4891,39.72,1.8,0.3,4.85,3.52,49.8,2.44,2000
Amundson,6594,5280,0.39,0.21,0.53,95.44,1.32,2.11,2.24,2010
Durr,6594,4891,0.64,31.18,0.27,64.54,1.88,1.49,2.44,2000
Leeper,6593,5281,0.61,10.77,0.5,82.8,2.7,2.62,2.24,2010
Hadden,6593,5281,0.73,10.56,0.53,84.92,1.73,1.53,2.24,2010
Raley,6593,5281,0.73,3.34,0.58,91.2,1.56,2.59,2.24,2010
Macon,6592,4893,0.24,61.56,0.83,33.92,1.99,1.46,2.44,2000
Pine,6592,5284,1.96,3.41,3.2,86.36,1.85,3.22,2.23,2010
Macklin,6592,4893,0.46,53.09,0.2,42.67,2.12,1.46,2.44,2000
Novotny,6591,4895,0.32,0.23,0.2,97.31,0.8,1.14,2.44,2000
Tuggle,6589,5285,0.46,26.03,0.44,69.01,2.47,1.59,2.23,2010
Fortenberry,6589,5285,0.2,16.06,0.39,80.07,1.67,1.61,2.23,2010
Kidder,6589,4896,0.67,0.18,0.71,95.2,1.53,1.7,2.44,2000
Flagg,6589,4896,0.53,30.57,0.33,65.43,1.82,1.32,2.44,2000
Amundson,6589,4896,0.47,0.14,0.29,96.89,1.08,1.14,2.44,2000
Bays,6588,5287,0.76,4.28,0.7,90.35,1.9,2.02,2.23,2010
Oxendine,6587,4899,0.18,7.89,63.55,22.95,4.48,0.94,2.44,2000
Brodie,6585,5288,0.91,27.08,0.99,65.76,2.28,2.99,2.23,2010
Arguello,6585,4900,0.32,0.15,0.32,9.29,0.47,89.45,2.44,2000
Marler,6584,4901,0.32,0.26,1.18,95.15,1.31,1.78,2.44,2000
Mallett,6584,4901,0.5,24.68,0.21,71.04,1.28,2.29,2.44,2000
Penrod,6584,4901,0.47,0.3,0.38,95.5,1.26,2.08,2.44,2000
Council,6584,4901,0.24,60.92,0.35,35.36,1.66,1.47,2.44,2000
Conyers,6583,5289,0.43,57.19,0.26,37.44,2.66,2.02,2.23,2010
Rocco,6583,5289,1.09,0.49,0.2,90.54,1.5,6.18,2.23,2010
Richman,6583,5289,0.65,2.05,0.3,93.48,1.03,2.48,2.23,2010
Mallard,6583,5289,10.39,33.84,0.35,51.54,1.87,2.01,2.23,2010
Kinard,6583,4905,0.26,30.29,0.32,66.73,1.2,1.2,2.44,2000
Towne,6581,4906,0.71,1.69,2.29,92.36,1.66,1.29,2.44,2000
Bremer,6581,4906,0.67,0.65,0.56,95.41,0.93,1.78,2.44,2000
Koster,6580,5293,0.62,1.23,0.73,94.24,1.06,2.11,2.23,2010
Harless,6580,4908,0.38,0.91,0.88,95.55,1.14,1.14,2.44,2000
Leija,6580,5293,0.24,0.17,0.08,4.97,0.17,94.38,2.23,2010
Riedel,6578,5295,0.93,0.5,0.29,93.75,1.41,3.12,2.23,2010
Beeman,6578,5295,0.5,4.48,0.4,90.13,1.55,2.93,2.23,2010
Birmingham,6577,5297,0.61,8.79,0.61,84.93,1.51,3.56,2.23,2010
Wasserman,6577,5297,0.59,0.38,0.15,95.97,0.67,2.24,2.23,2010
Correll,6577,5297,0.55,2.74,0.38,92.49,1.46,2.39,2.23,2010
Merkel,6577,4909,0.33,0.36,0.17,97.42,0.87,0.85,2.44,2000
Silverstein,6576,5300,0.99,0.36,0.08,94.59,1.22,2.77,2.23,2010
Fife,6574,4910,0.64,6.51,1.08,89.06,1.11,1.6,2.44,2000
Giese,6574,4910,0.43,0.12,0.3,97,0.76,1.38,2.44,2000
Hume,6573,5301,0.87,2.98,0.64,90.99,1.99,2.53,2.23,2010
Byars,6573,4912,0.32,16.28,1.06,79.32,1.43,1.58,2.44,2000
Grande,6572,4913,3.32,0.4,0.14,67.32,1.1,27.74,2.44,2000
Kuo,6570,4914,94.02,,,2.6,2.66,0.53,2.44,2000
Lowell,6569,5302,0.67,1.55,0.55,92.92,1.57,2.74,2.23,2010
Levi,6569,4915,2.94,17.67,2.53,72.2,2.41,2.25,2.44,2000
Darr,6568,4916,0.96,1.98,0.44,94.03,1.1,1.49,2.43,2000
Copley,6568,5303,0.55,1.23,0.38,94.12,1.52,2.19,2.23,2010
Hazelwood,6567,5304,0.41,12.78,0.64,81.97,2.19,2.01,2.23,2010
Sanabria,6566,4917,,1.23,,6.88,0.58,91.14,2.43,2000
Rawlins,6566,5305,1.43,17.33,0.41,74.44,2.88,3.5,2.23,2010
Horsley,6565,5306,0.72,15.05,0.35,79.91,1.84,2.13,2.23,2010
Cobbs,6565,5306,0.21,71.41,0.62,21.74,3.5,2.51,2.23,2010
Karl,6564,5308,2.73,1.95,0.29,91.04,1.45,2.54,2.23,2010
Pounds,6564,4918,0.3,25.66,0.52,70.72,1.71,1.1,2.43,2000
Beaudoin,6562,5309,0.62,2.64,0.41,92.12,1.68,2.53,2.22,2010
Roeder,6561,4919,0.37,0.17,0.35,96.71,0.9,1.51,2.43,2000
Brush,6561,4919,0.41,1.71,0.58,94.6,1.28,1.42,2.43,2000
Keim,6561,4919,0.5,0.34,0.34,96.71,0.82,1.3,2.43,2000
Stocker,6561,5310,0.61,7.47,0.24,88.72,1.13,1.83,2.22,2010
Taveras,6559,4922,0.23,0.52,0.09,3.28,0.69,95.2,2.43,2000
Dreyer,6559,4922,0.59,0.17,0.26,96.78,0.99,1.2,2.43,2000
Scribner,6558,5311,0.9,3.78,0.9,89.51,1.66,3.25,2.22,2010
Erdman,6558,5311,0.56,0.24,0.41,96.11,0.91,1.75,2.22,2010
Furlong,6558,4924,0.37,0.52,0.24,95.5,1.07,2.3,2.43,2000
Brophy,6557,5313,0.64,0.34,0.27,94.89,1.24,2.62,2.22,2010
Baines,6557,5313,0.7,47.61,0.87,45.72,2.23,2.87,2.22,2010
Mallett,6556,5315,0.46,25.58,0.24,69.16,1.77,2.79,2.22,2010
Dorris,6556,4925,0.72,11.49,0.55,84.35,1.43,1.46,2.43,2000
Barcia,6555,5316,1.46,0.75,0.4,15.51,0.18,81.69,2.22,2010
Musgrove,6554,4926,0.37,11.18,0.82,84.53,1.57,1.53,2.43,2000
Gower,6554,5317,0.55,1.86,1.04,93.18,1.37,2,2.22,2010
Mccleary,6554,5317,0.69,11.52,0.2,82.9,2.01,2.69,2.22,2010
Prior,6554,4926,0.44,5.81,0.58,89.41,1.62,2.14,2.43,2000
Mathes,6553,5319,0.72,8.15,0.56,87.17,1.85,1.56,2.22,2010
Giese,6553,5319,0.47,0.17,0.32,95.74,0.95,2.35,2.22,2010
Neilson,6553,5319,0.61,2.43,0.56,92.34,1.71,2.35,2.22,2010
Ladner,6551,5322,0.23,3.07,0.34,93.94,1.02,1.4,2.22,2010
Weiler,6551,4928,0.44,0.34,0.35,96.46,1.02,1.39,2.43,2000
Munro,6551,4928,0.34,3.71,0.6,91.79,1.16,2.41,2.43,2000
Leake,6550,4930,0.37,23.69,0.53,72.27,1.4,1.73,2.43,2000
Beiler,6549,5323,0.11,0.29,0.17,97.56,0.69,1.19,2.22,2010
Musick,6549,4931,0.29,0.29,0.69,95.71,1.27,1.76,2.43,2000
Vollmer,6549,4931,0.61,0.2,0.27,96.49,0.86,1.57,2.43,2000
Hetrick,6548,4933,0.4,0.23,0.27,96.85,1.1,1.15,2.43,2000
Yin,6548,5324,93.97,,,1.7,2.26,1.8,2.22,2010
Perdomo,6544,4934,0.11,0.76,0.18,6.49,0.38,92.07,2.43,2000
Lock,6543,4935,6.59,10.82,0.7,78.3,1.65,1.94,2.43,2000
Kester,6543,4935,0.46,1.24,0.95,95.11,1.05,1.19,2.43,2000
Marlowe,6543,5325,0.52,6.86,0.41,88.46,1.45,2.29,2.22,2010
Recinos,6540,5326,0.28,0.35,,3.13,,96.02,2.22,2010
Tibbetts,6538,5327,0.69,0.44,2.39,92.14,2.22,2.13,2.22,2010
Baskin,6537,4937,0.26,37.11,0.23,59.65,1.7,1.06,2.42,2000
Pine,6537,4937,1.07,3.69,3.12,87.64,2,2.48,2.42,2000
Lehr,6537,5328,0.7,0.55,0.28,95.32,1.24,1.91,2.22,2010
Mouton,6535,5329,0.5,47.62,0.15,45.97,2.77,2.98,2.22,2010
Marston,6535,5329,0.7,6.27,0.46,88.13,2,2.43,2.22,2010
Plank,6534,5331,0.49,0.18,0.54,95.59,1.16,2.04,2.22,2010
Toole,6534,5331,0.46,9.26,0.38,86.49,1.47,1.94,2.22,2010
Bonham,6533,4939,0.55,6.05,0.64,89.77,1.42,1.56,2.42,2000
Heffernan,6532,4940,0.9,0.26,0.2,95.65,1.04,1.94,2.42,2000
Ferrante,6532,5333,0.57,0.95,0.21,92.96,1.33,3.98,2.21,2010
Mandel,6532,4940,1.16,0.7,0.18,93.71,1.36,2.88,2.42,2000
Morelli,6532,5333,0.51,0.28,0.23,93.39,0.9,4.7,2.21,2010
Corn,6528,5335,1.07,3.6,3.63,86.64,2.27,2.79,2.21,2010
Alberto,6528,5335,10.78,0.8,0.09,14.78,0.64,72.9,2.21,2010
Hamer,6526,4942,0.41,19.18,0.35,77.35,1.36,1.33,2.42,2000
Sarver,6526,4942,0.38,2.74,0.26,94.76,0.89,0.97,2.42,2000
Duckett,6524,4944,0.38,33.31,0.44,62.72,1.93,1.21,2.42,2000
Sorto,6523,5337,0.17,0.52,,2.71,,96.38,2.21,2010
Buell,6522,5338,0.9,1.06,0.31,93.48,1.58,2.67,2.21,2010
Stocker,6521,4945,0.31,6.15,0.15,91.44,0.78,1.17,2.42,2000
Fulcher,6521,4945,0.35,14.18,0.32,82.73,1.2,1.21,2.42,2000
Lozada,6521,4945,6.52,1.13,0.15,5.69,1.12,85.39,2.42,2000
Damato,6521,4945,1.18,,,94.49,1.09,3.02,2.42,2000
Camargo,6520,4949,0.34,0.18,0.21,10.15,0.97,88.14,2.42,2000
Shephard,6519,4950,0.26,30.13,0.81,64.34,1.86,2.61,2.42,2000
Winfrey,6518,4951,0.26,40.86,0.69,55.06,1.55,1.58,2.42,2000
Bias,6518,5339,1.41,30.1,0.77,51.07,3.79,12.86,2.21,2010
Loftis,6518,4951,0.4,6.52,1.04,89.15,1.4,1.49,2.42,2000
Emanuel,6517,5340,1.4,32.48,5.71,52.72,2.52,5.17,2.21,2010
Caraway,6517,5340,0.91,16.59,0.87,77.11,2.06,2.47,2.21,2010
Howerton,6516,5342,0.52,5.4,0.89,88.84,1.98,2.36,2.21,2010
Delao,6515,5343,0.52,0.38,0.15,8.78,0.34,89.82,2.21,2010
Rueda,6513,4953,1.55,,,5.77,0.43,91.94,2.41,2000
Chaplin,6513,5344,0.66,20.51,0.4,74.59,1.81,2.03,2.21,2010
Ledezma,6512,4954,0.17,0.2,0.17,3.46,0.09,95.92,2.41,2000
Lamont,6511,4955,0.4,7.97,2.69,84.81,1.86,2.27,2.41,2000
Gottlieb,6511,4955,0.61,0.77,0.12,95.9,0.91,1.69,2.41,2000
Mackie,6510,4957,0.31,13.13,0.49,82.8,1.61,1.66,2.41,2000
Bowe,6510,4957,0.45,18.42,0.29,77.83,1.75,1.26,2.41,2000
Gottlieb,6509,5345,0.98,0.89,0.11,94.07,1.11,2.84,2.21,2010
Grenier,6509,5345,0.69,0.31,0.46,94.48,1.2,2.86,2.21,2010
Stockwell,6509,4959,0.74,0.49,0.48,94.9,1.38,2.01,2.41,2000
Hermosillo,6508,5347,0.2,0.22,0.2,5.53,0.26,93.59,2.21,2010
Groth,6508,4960,0.51,0.43,0.25,96.54,0.94,1.34,2.41,2000
Chavira,6507,4961,0.22,0.11,0.28,4.83,0.12,94.45,2.41,2000
Lohr,6506,4962,0.46,0.71,0.14,96.68,0.71,1.31,2.41,2000
Lohr,6506,5348,0.52,0.57,0.15,95.47,1.2,2.09,2.21,2010
Nuno,6506,5348,0.38,0.65,0.18,4.26,0.18,94.34,2.21,2010
Mohler,6506,5348,0.83,0.29,0.32,94.67,1.84,2.04,2.21,2010
Cotto,6506,5348,0.35,2.24,0.15,8.13,0.42,88.7,2.21,2010
Strait,6505,5352,0.57,4.86,0.68,89.92,1.71,2.28,2.21,2010
Rashid,6504,5353,49.52,16.34,0.26,25.85,5.34,2.69,2.2,2010
Yocum,6504,5353,0.74,2.77,0.54,92.13,1.37,2.46,2.2,2010
Ruble,6503,5355,0.69,1.26,0.42,94.71,1.41,1.51,2.2,2010
Loftin,6502,4963,0.42,16.36,0.72,79.31,1.49,1.69,2.41,2000
Doane,6501,5356,1.05,1.51,0.23,93.42,2.17,1.63,2.2,2010
Catron,6501,5356,0.4,8.34,4.03,83.06,1.89,2.28,2.2,2010
Arreguin,6501,5356,0.15,0.23,0.26,4.54,0.14,94.68,2.2,2010
Gilmer,6500,4964,0.45,19.02,0.26,77.82,1.51,0.95,2.41,2000
Cushing,6498,4965,0.49,0.17,0.51,96.49,1.17,1.17,2.41,2000
Wyant,6498,5359,0.52,0.95,0.52,93.95,1.8,2.25,2.2,2010
Melancon,6496,5360,0.26,13.79,0.29,82.62,1.17,1.86,2.2,2010
Brody,6494,4966,0.65,5.07,0.23,91.1,1.57,1.39,2.41,2000
Hartzell,6494,5361,0.43,0.45,0.25,96.21,1.2,1.46,2.2,2010
Donnell,6494,5361,0.48,22.94,1.82,69.7,2.36,2.71,2.2,2010
Lizarraga,6494,5361,0.29,0.15,0.23,4.62,0.14,94.56,2.2,2010
Nowlin,6492,4967,0.31,21.01,1.03,73.94,2.14,1.57,2.41,2000
Holiday,6491,4968,0.32,48.56,8.37,39.72,1.79,1.25,2.41,2000
Sauls,6490,5364,0.28,22.5,0.52,73.04,1.71,1.96,2.2,2010
Denison,6490,5364,0.92,1.65,1.09,92.02,1.88,2.43,2.2,2010
Alfred,6490,5364,3.45,58.69,1.43,30.43,3.07,2.93,2.2,2010
Saucier,6489,5367,0.35,6.23,0.69,89.09,1.62,2.02,2.2,2010
Giraldo,6489,5367,0.12,0.37,,6.81,,92.54,2.2,2010
Archie,6487,4969,0.37,76.04,1.6,18.47,2.25,1.26,2.4,2000
