geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,public use microdata area
02503,"Nashville-Davidson (Central) PUMA, Tennessee",119913.0,,2141.0,,47,02503
01201,"Erie County (Northwest) PUMA, New York",108241.0,,44.0,,36,01201
11505,"Pierce County (North Central)--Tacoma (Port) & Bonney Lake (Northwest) Cities PUMA, Washington",117594.0,,1167.0,,53,11505
01100,"South Central Kansas PUMA, Kansas",113694.0,,278.0,,20,01100
03901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",165257.0,,2610.0,,36,03901
01502,"Beaver County (South) PUMA, Pennsylvania",150716.0,,346.0,,42,01502
06512,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens PUMA; California",112866.0,,2034.0,,06,06512
07112,"San Bernardino County (Southwest)--Upland & Montclair Cities PUMA, California",126073.0,,861.0,,06,07112
07312,"San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) PUMA, California",113627.0,,1853.0,,06,07312
00133,"Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA, Arizona",117968.0,,1471.0,,04,00133
04004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",119877.0,,2874.0,,13,04004
59303,"Fairfax County (Central) & Fairfax City--Burke PUMA, Virginia",159868.0,,1622.0,,51,59303
00206,"Tucson City (Northeast) PUMA, Arizona",99625.0,,2257.0,,04,00206
05905,"San Antonio City (West)--Inside Loop I-410 PUMA, Texas",119380.0,,2685.0,,48,05905
01202,"Washington County (South)--Woodbury & Cottage Grove Cities PUMA, Minnesota",122423.0,,194.0,,27,01202
04103,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities PUMA; Ohio",117457.0,,1680.0,,39,04103
05913,"Orange County (Northwest)--Garden Grove City (East) PUMA, California",162653.0,,1879.0,,06,05913
06705,"Sacramento County (Northwest)--Sacramento City (Northwest/Natomas) PUMA, California",114585.0,,1957.0,,06,06705
12702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities PUMA; Florida",131500.0,,1648.0,,12,12702
03108,"Will County (South) PUMA, Illinois",113369.0,,482.0,,17,03108
00200,"Green Bay City PUMA, Wisconsin",105471.0,,251.0,,55,00200
04102,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities PUMA; California",150965.0,,1035.0,,06,04102
04702,"Merced County (Northeast)--Merced & Atwater Cities PUMA, California",158448.0,,1465.0,,06,04702
01101,"Grady, McClain & Pottawatomie (South) Counties PUMA; Oklahoma",111954.0,,385.0,,40,01101
05916,"Orange County (Central)--Santa Ana City (West) PUMA, California",158952.0,,1904.0,,06,05916
00602,"Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA, Maryland",113916.0,,1159.0,,24,00602
03503,"Chicago City (North)--West Ridge, Lincoln Square & North Center PUMA; Illinois",154630.0,,2505.0,,17,03503
08102,"Manatee County (West Central) PUMA, Florida",125821.0,,2161.0,,12,08102
10308,"Pinellas County (South Central)--St. Petersburg City (West) PUMA, Florida",115641.0,,1871.0,,12,10308
03200,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town PUMA; North Carolina",149600.0,,1375.0,,37,03200
04607,"Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",121548.0,,3085.0,,48,04607
03728,"Los Angeles County (Southwest)--Santa Monica City PUMA, California",104141.0,,600.0,,06,03728
00401,"Yauco, Pe�uelas, Guayanilla, Adjuntas & Gu�nica Municipios--Carr 2 (Sur) PUMA; Puerto Rico",111470.0,,113.0,,72,00401
02603,"Greene County--Springfield City (South) PUMA, Missouri",126739.0,,1495.0,,29,02603
03800,"Harnett County PUMA, North Carolina",130352.0,,13.0,,37,03800
03203,"Memphis (North) & Bartlett (Southwest) Cities PUMA, Tennessee",116902.0,,2657.0,,47,03203
04101,"Columbus (Far Northeast), Gahanna & New Albany Cities PUMA; Ohio",120989.0,,1917.0,,39,04101
09508,"Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA, Florida",118861.0,,2829.0,,12,09508
02001,"Jefferson County (North) PUMA, Missouri",111493.0,,1074.0,,29,02001
04003,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",147107.0,,2969.0,,36,04003
51245,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley PUMA; Virginia",127848.0,,1921.0,,51,51245
11606,"King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities PUMA; Washington",122513.0,,483.0,,53,11606
01102,"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville PUMA; Maryland",137727.0,,2310.0,,24,01102
00410,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast) PUMA; Nevada",148969.0,,3140.0,,32,00410
05001,"Cumberland County (Central)--Fayetteville City (Central & East) PUMA, North Carolina",108028.0,,1388.0,,37,05001
10504,"Spokane County (Outer)--Cheney City PUMA, Washington",111771.0,,1323.0,,53,10504
04600,"Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA, Georgia",136363.0,,2896.0,,13,04600
01316,"Multnomah County (East)--Gresham & Troutdale Cities PUMA, Oregon",165093.0,,1234.0,,41,01316
03765,"Los Angeles County (Southeast)--Long Beach City (East) PUMA, California",133138.0,,1571.0,,06,03765
01003,"Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South) PUMA, Georgia",121358.0,,2345.0,,13,01003
00117,"Phoenix City (East) PUMA, Arizona",107063.0,,1997.0,,04,00117
01002,"Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA, Georgia",117242.0,,1360.0,,13,01002
51164,"Virginia Beach City (North) PUMA, Virginia",145240.0,,1922.0,,51,51164
05916,"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities PUMA; Texas",116750.0,,2416.0,,48,05916
01001,"Do�a Ana County (Outer) PUMA, New Mexico",104160.0,,2051.0,,35,01001
02511,"Fort Worth City (North)--East of I-35W & West of US-377 PUMA, Texas",128025.0,,2822.0,,48,02511
03766,"Los Angeles County (South)--Long Beach City (Southwest & Port) PUMA, California",103105.0,,1816.0,,06,03766
00814,"Denver City (South Central) PUMA, Colorado",113822.0,,1548.0,,08,00814
01100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties PUMA; Idaho",133443.0,,280.0,,16,01100
11615,"King County (Southeast)--Maple Valley, Covington & Enumclaw Cities PUMA; Washington",125185.0,,1381.0,,53,11615
03203,"Wayne County (Central)--Dearborn & Dearborn Heights Cities PUMA, Michigan",151178.0,,39.0,,26,03203
09902,"Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA, Florida",121921.0,,1661.0,,12,09902
10502,"Polk County (Northeast) PUMA, Florida",184521.0,,2966.0,,12,10502
00300,"Itasca, Carlton (South), Cass & Aitkin Counties--Grand Rapids City PUMA; Minnesota",122814.0,,227.0,,27,00300
11611,"King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center PUMA; Washington",132760.0,,1272.0,,53,11611
01302,"Portland City (East) PUMA, Oregon",129033.0,,2402.0,,41,01302
01110,"Broward County (Central)--Davie Town & Cooper City PUMA, Florida",128873.0,,837.0,,12,01110
03525,"Chicago City (Central)--Near North Side, Loop & Near South Side PUMA; Illinois",151985.0,,2834.0,,17,03525
03710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",158185.0,,3195.0,,36,03710
00102,"Dane County (East) PUMA, Wisconsin",194827.0,,1310.0,,55,00102
00820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine PUMA; Colorado",113190.0,,741.0,,08,00820
10702,"Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport PUMA, Virginia",137775.0,,1557.0,,51,10702
00114,"Phoenix City (Northeast Central) PUMA, Arizona",111737.0,,1873.0,,04,00114
04011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",109562.0,,2566.0,,36,04011
00302,"Honolulu County--Koolaupoko PUMA, Hawaii",112189.0,,1990.0,,15,00302
00400,"South Plains Association of Governments (Outside Lubbock County) PUMA, Texas",129148.0,,235.0,,48,00400
02307,"Dallas City (Northeast)--East of US-75 PUMA, Texas",131326.0,,2327.0,,48,02307
03104,"Charlotte City (South) PUMA, North Carolina",157095.0,,2109.0,,37,03104
01804,"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs PUMA; Pennsylvania",174379.0,,516.0,,42,01804
08603,"Miami-Dade County (Northeast)--Greater North Miami Beach City (West) PUMA, Florida",108777.0,,2403.0,,12,08603
03706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",132075.0,,2573.0,,36,03706
00704,"Lane County (East Central)--Eugene (Northeast) & Springfield Cities PUMA, Oregon",109253.0,,1120.0,,41,00704
01114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities PUMA; Florida",126477.0,,1858.0,,12,01114
00802,"Lancaster County--Lincoln City (South) PUMA, Nebraska",144649.0,,1337.0,,31,00802
00801,"Shawnee County (Central)--Topeka City PUMA, Kansas",100393.0,,861.0,,20,00801
01308,"Contra Costa County (Northeast)--Antioch City PUMA, California",115964.0,,926.0,,06,01308
51095,"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUMA; Virginia",125261.0,,92.0,,51,51095
02301,"Regional Planning Commission 4--Jefferson Parish (Central) PUMA, Louisiana",142013.0,,1627.0,,22,02301
01108,"Broward County (East Central)--Fort Lauderdale City (Central) PUMA, Florida",150629.0,,1396.0,,12,01108
05501,"Hamilton County (West)--Mack & Dent PUMA, Ohio",112335.0,,1158.0,,39,05501
06513,"Riverside County (West Central)--Corona (Northwest) & Norco Cities PUMA, California",153090.0,,1619.0,,06,06513
07505,"San Francisco County (Central)--Sunset District (North) PUMA, California",116351.0,,2169.0,,06,07505
55002,"Chesapeake City (South & West) PUMA, Virginia",120501.0,,1696.0,,51,55002
00101,"District of Columbia (West) PUMA, District of Columbia",111490.0,,1640.0,,11,00101
01904,"Fresno County (Central)--Fresno City (Southwest) PUMA, California",174585.0,,3185.0,,06,01904
00701,"Onondaga County (Central)--Syracuse City PUMA, New York",143293.0,,48.0,,36,00701
03760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities PUMA; California",139773.0,,44.0,,06,03760
00900,"Flint Hills Region--Emporia City PUMA, Kansas",106483.0,,254.0,,20,00900
00308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs PUMA; New Jersey",105037.0,,108.0,,34,00308
01901,"Fresno County (West)--Selma, Kerman & Coalinga Cities PUMA; California",147485.0,,1524.0,,06,01901
01406,"Hennepin County--Minneapolis City (Southeast) PUMA, Minnesota",133986.0,,1931.0,,27,01406
01200,"Geauga & Lake (South) Counties PUMA, Ohio",115240.0,,119.0,,39,01200
01502,"Capital Region Planning Commission 4--East Baton Rouge Parish (North) PUMA, Louisiana",133747.0,,2249.0,,22,01502
05001,"Atlanta Regional Commission (South Central)--Clayton County (South) PUMA, Georgia",117391.0,,2500.0,,13,05001
00102,"Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA, Rhode Island",180008.0,,277.0,,44,00102
07506,"San Francisco County (South Central)--Sunset District (South) PUMA, California",122495.0,,2092.0,,06,07506
00102,"Washoe County (South) PUMA, Nevada",117062.0,,1757.0,,32,00102
00303,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs PUMA; New Jersey",142173.0,,75.0,,34,00303
04100,"Lenoir, Onslow (North) & Jones Counties PUMA; North Carolina",111250.0,,1651.0,,37,04100
03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA; Massachusetts",139721.0,,2158.0,,25,03305
03302,"El Paso City (East) PUMA, Texas",162154.0,,2513.0,,48,03302
07300,"Leon County (Outer) PUMA, Florida",145307.0,,1636.0,,12,07300
01804,"St. Louis County (West) PUMA, Missouri",113579.0,,1371.0,,29,01804
01805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA; Pennsylvania",113940.0,,324.0,,42,01805
00802,"Albuquerque City (Near Northeast Heights) PUMA, New Mexico",101015.0,,2020.0,,35,00802
35005,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek PUMA; Utah",153663.0,,1553.0,,49,35005
05402,"Butler County (South Central)--Hamilton & Fairfield Cities PUMA, Ohio",133937.0,,647.0,,39,05402
01323,"Washington County (Central)--Beaverton City (West) & Aloha PUMA, Oregon",117702.0,,1595.0,,41,01323
10304,"Pinellas County (Central)--Greater Largo City PUMA, Florida",113302.0,,1808.0,,12,10304
07103,"San Bernardino County (West Central)--Hesperia City & Apple Valley Town PUMA, California",174538.0,,1670.0,,06,07103
00104,"New Castle County (South)--Middletown Town, Bear & Glasgow PUMA; Delaware",151341.0,,1863.0,,10,00104
03401,"Cook County (Northwest)--Palatine & Barrington Townships PUMA, Illinois",127499.0,,310.0,,17,03401
03204,"DuPage County (Southeast)--Downers Grove Township PUMA, Illinois",149021.0,,48.0,,17,03204
06601,"Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA, Texas",124198.0,,1826.0,,48,06601
03302,"Escambia County (South) PUMA, Florida",191492.0,,2304.0,,12,03302
04626,"Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960 PUMA; Texas",138556.0,,3423.0,,48,04626
07105,"San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA, California",143444.0,,908.0,,06,07105
00209,"Tucson City (Southeast) PUMA, Arizona",115942.0,,2230.0,,04,00209
10102,"Pasco County (West Central) PUMA, Florida",108288.0,,1992.0,,12,10102
01008,"Atlanta Regional Commission (Central)--DeKalb County (South) PUMA, Georgia",124114.0,,2619.0,,13,01008
01802,"Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities PUMA; Ohio",108995.0,,578.0,,39,01802
00802,"Lorain County (South)--Avon, Avon Lake & North Ridgeville Cities PUMA; Ohio",174503.0,,438.0,,39,00802
03747,"Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills) PUMA, California",156174.0,,2453.0,,06,03747
05912,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities PUMA; California",171005.0,,1815.0,,06,05912
03807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",154496.0,,2903.0,,36,03807
03705,"Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA, California",182699.0,,2235.0,,06,03705
00300,"Northeast South Dakota PUMA, South Dakota",133155.0,,104.0,,46,00300
03761,"Los Angeles County (South Central)--Torrance City PUMA, California",126658.0,,662.0,,06,03761
06704,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park PUMA; California",133273.0,,2235.0,,06,06704
04902,"Plymouth County (Central) PUMA, Massachusetts",112584.0,,68.0,,25,04902
00100,"Northwest New Mexico--Navajo Nation PUMA, New Mexico",128195.0,,1068.0,,35,00100
11604,"Seattle City (Southeast)--Capitol Hill PUMA, Washington",128633.0,,1739.0,,53,11604
00809,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",119359.0,,1607.0,,08,00809
10302,"Pinellas County (North Central) PUMA, Florida",113387.0,,1412.0,,12,10302
00700,"Outer Manchester City PUMA, New Hampshire",157543.0,,59.0,,33,00700
01907,"Collin County (East) PUMA, Texas",143766.0,,1819.0,,48,01907
03531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA; Illinois",129151.0,,2953.0,,17,03531
03105,"Will County (Northwest Central)--Plainfield & Lockport Townships PUMA, Illinois",142048.0,,88.0,,17,03105
02801,"Dutchess County (North & East) PUMA, New York",125681.0,,130.0,,36,02801
02507,"Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820 PUMA, Texas",120235.0,,2437.0,,48,02507
03422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare PUMA; Illinois",129037.0,,777.0,,17,03422
03302,"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",101423.0,,1362.0,,36,03302
01102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA; South Carolina",169301.0,,1963.0,,45,01102
02509,"Fort Worth (Northeast) & Hurst (South) Cities--North of I-30 PUMA, Texas",145075.0,,2287.0,,48,02509
05909,"Orange County (North Central)--Anaheim City (West) PUMA, California",151959.0,,2386.0,,06,05909
10901,"Yakima County (Central)--Greater Yakima City PUMA, Washington",124424.0,,993.0,,53,10901
09909,"Palm Beach County (West of Boca Raton City) PUMA, Florida",105091.0,,1776.0,,12,09909
03716,"Los Angeles County (East Central)--La Puente & Industry Cities PUMA, California",113949.0,,1559.0,,06,03716
05301,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUMA; California",183339.0,,1495.0,,06,05301
03703,"Los Angeles County (North Central)--Lancaster City PUMA, California",164980.0,,1150.0,,06,03703
00103,"Lake County (Central) PUMA, Indiana",115949.0,,890.0,,18,00103
08105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities PUMA; California",138127.0,,807.0,,06,08105
01105,"Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities PUMA, Oregon",117221.0,,1595.0,,41,01105
01301,"Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities PUMA, Kansas",164468.0,,2008.0,,20,01301
04628,"Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960 PUMA, Texas",114108.0,,2495.0,,48,04628
00600,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",106829.0,,489.0,,08,00600
00412,"Clark County (South)--Henderson (East) & Boulder Cities PUMA, Nevada",170464.0,,2532.0,,32,00412
00113,"Phoenix City (Northeast) PUMA, Arizona",107311.0,,1651.0,,04,00113
01200,"Bonneville County--Idaho Falls City PUMA, Idaho",112401.0,,7.0,,16,01200
01902,"Union County (Northwest)--Summit City & Westfield Town (North) PUMA, New Jersey",106192.0,,602.0,,34,01902
00817,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",121370.0,,1025.0,,08,00817
00803,"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA; Maryland",121929.0,,2539.0,,24,00803
51045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",200752.0,,135.0,,51,51045
00119,"Phoenix City (South) PUMA, Arizona",116497.0,,2662.0,,04,00119
01207,"Wake County (West Central)--Cary Town PUMA, North Carolina",136484.0,,1441.0,,37,01207
00904,"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities PUMA; Ohio",122273.0,,70.0,,39,00904
51096,"Virginia's Region 2000 (South)--Campbell County & Lynchburg City PUMA, Virginia",135407.0,,92.0,,51,51096
03003,"Macomb County (Southwest)--Sterling Heights City PUMA, Michigan",132470.0,,56.0,,26,03003
00401,"St. Joseph County (North)--South Bend City PUMA, Indiana",115174.0,,1075.0,,18,00401
03503,"Lancaster County (East)--Ephrata Borough PUMA, Pennsylvania",175155.0,,170.0,,42,03503
11102,"Ventura County (Southeast)--Thousand Oaks City PUMA, California",151926.0,,799.0,,06,11102
09502,"Solano County (Central)--Fairfield & Suisun City Cities PUMA, California",148713.0,,611.0,,06,09502
00134,"Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, Arizona",134259.0,,1977.0,,04,00134
03500,"Flagler & Volusia (North Central) Counties PUMA, Florida",114838.0,,511.0,,12,03500
11706,"Snohomish County (North)--Marysville & Arlington Cities PUMA, Washington",143854.0,,1496.0,,53,11706
00906,"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs PUMA; New Jersey",155264.0,,1336.0,,34,00906
03207,"Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York",112452.0,,1699.0,,36,03207
04500,"Onslow County (South)--Jacksonville City PUMA, North Carolina",149584.0,,1651.0,,37,04500
00900,"Hillsborough County (Southeastern)--Greater Nashua City PUMA, New Hampshire",135925.0,,44.0,,33,00900
04501,"Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East) PUMA, Texas",154817.0,,2925.0,,48,04501
05706,"Hillsborough County (Northeast) PUMA, Florida",131015.0,,2179.0,,12,05706
03301,"Delaware County (North)--Broomall & Ardmore (West) PUMA, Pennsylvania",133464.0,,60.0,,42,03301
00411,"Clark County (Central)--Henderson City (West) PUMA, Nevada",223465.0,,2288.0,,32,00411
01101,"New London County (South) PUMA, Connecticut",132307.0,,136.0,,09,01101
03722,"Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, California",169462.0,,2268.0,,06,03722
70301,"Waukesha County (Central) PUMA, Wisconsin",125210.0,,596.0,,55,70301
08508,"Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA, California",137696.0,,1781.0,,06,08508
08610,"Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA, Florida",105840.0,,2551.0,,12,08610
02402,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",98915.0,,176.0,,36,02402
03737,"Los Angeles County (Central)--Monterey Park & Rosemead Cities PUMA, California",129525.0,,1126.0,,06,03737
03305,"Suffolk County (East) PUMA, New York",138410.0,,238.0,,36,03305
01202,"Tulsa County (Southeast)--Tulsa (Southeast) & Broken Arrow (West) Cities PUMA, Oklahoma",210639.0,,1460.0,,40,01202
00101,"Maricopa County--Mesa City (East) PUMA, Arizona",166526.0,,2722.0,,04,00101
04302,"Bristol County (Central)--Fall River City & Somerset Town PUMA, Massachusetts",107546.0,,36.0,,25,04302
02201,"Buncombe County (Southeast)--Asheville City PUMA, North Carolina",127355.0,,1649.0,,37,02201
00132,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA; Arizona",124932.0,,1627.0,,04,00132
00800,"South Maine--York (West) & Cumberland (West) Counties PUMA, Maine",178795.0,,190.0,,23,00800
00101,"Washoe County (South Central)--Reno City PUMA, Nevada",187775.0,,1603.0,,32,00101
02002,"Westmoreland County (Southwest)--Greensburg City PUMA, Pennsylvania",149610.0,,386.0,,42,02002
00804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA; Maryland",129671.0,,2534.0,,24,00804
00800,"Manchester City PUMA, New Hampshire",111657.0,,42.0,,33,00800
06503,"Riverside County (Southwest)--Temecula City PUMA, California",142416.0,,1949.0,,06,06503
04614,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA; Texas",114555.0,,2581.0,,48,04614
05904,"Orange County (Central)--Irvine City (Central) PUMA, California",237635.0,,2738.0,,06,05904
02702,"Ulster County (East) PUMA, New York",145528.0,,145.0,,36,02702
07113,"San Bernardino County (Southwest)--Ontario City PUMA, California",176836.0,,706.0,,06,07113
02902,"Orange County (Northwest) PUMA, New York",124436.0,,54.0,,36,02902
08102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA; California",123433.0,,565.0,,06,08102
01906,"Fresno County (Central)--Clovis City PUMA, California",116169.0,,917.0,,06,01906
02401,"Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA, New York",101744.0,,176.0,,36,02401
00302,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs PUMA; New Jersey",120392.0,,166.0,,34,00302
01902,"Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA, Kentucky",200483.0,,1625.0,,21,01902
09507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA; Florida",119810.0,,2490.0,,12,09507
01802,"Allegheny County (North)--Franklin Park Borough & Allison Park PUMA, Pennsylvania",158405.0,,378.0,,42,01802
07321,"San Diego County (Southwest)--Chula Vista (West) & National City Cities PUMA, California",176409.0,,2226.0,,06,07321
00103,"District of Columbia (Northeast) PUMA, District of Columbia",119314.0,,2135.0,,11,00103
03601,"McHenry County (North, West & Central) PUMA; Illinois",135738.0,,47.0,,17,03601
03801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",219657.0,,3739.0,,36,03801
04901,"Fort Bend County (East)--Missouri City PUMA, Texas",113603.0,,1648.0,,48,04901
09510,"Orange County (Northeast) PUMA, Florida",134796.0,,2872.0,,12,09510
02906,"Oakland County (Central)--Birmingham & Bloomfield Area PUMA, Michigan",156318.0,,395.0,,26,02906
00100,"North Central & Northwest Nebraska PUMA, Nebraska",108757.0,,76.0,,31,00100
00600,"Sioux Falls City PUMA, South Dakota",173272.0,,552.0,,46,00600
06804,"Hidalgo County (North Central)--Edinburg City PUMA, Texas",119386.0,,2372.0,,48,06804
04702,"Galveston County (Northwest)--League City & Friendswood City PUMA, Texas",162829.0,,1231.0,,48,04702
05703,"Hillsborough County (Northwest) PUMA, Florida",159643.0,,3013.0,,12,05703
06002,"Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA, Georgia",111013.0,,1676.0,,13,06002
04638,"Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",116994.0,,2649.0,,48,04638
03410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA; Illinois",176246.0,,596.0,,17,03410
00902,"Middlesex County (Southwest) PUMA, New Jersey",112852.0,,1041.0,,34,00902
00300,"Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA, Rhode Island",131989.0,,23.0,,44,00300
01103,"Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities PUMA; Minnesota",121033.0,,175.0,,27,01103
02003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",126947.0,,1041.0,,47,02003
01501,"East Texas COG (Central)--Smith County (Outside Tyler City) PUMA, Texas",108162.0,,1403.0,,48,01501
04611,"Houston City (Northwest)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",113394.0,,3012.0,,48,04611
04107,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",140243.0,,3056.0,,36,04107
21001,"Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA, Utah",147264.0,,168.0,,49,21001
06508,"Riverside County (Northwest)--Moreno Valley City PUMA, California",193047.0,,837.0,,06,06508
01202,"Erie County (North Central) PUMA, New York",124952.0,,38.0,,36,01202
02318,"Dallas County (Southwest)--Cedar Hill & Duncanville Cities PUMA, Texas",112228.0,,1652.0,,48,02318
01805,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA; Ohio",103720.0,,647.0,,39,01805
06702,"Cameron County (West)--Harlingen & San Benito Cities PUMA, Texas",147599.0,,2024.0,,48,06702
02503,"Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA, Texas",133033.0,,2706.0,,48,02503
01203,"Tulsa County (North)--Tulsa (North) & Owasso Cities PUMA, Oklahoma",123806.0,,1091.0,,40,01203
02002,"Burlington County (West Central) PUMA, New Jersey",153216.0,,163.0,,34,02002
03211,"Philadelphia City (Southeast) PUMA, Pennsylvania",130675.0,,3363.0,,42,03211
04631,"Harris County (Northwest)--North of US-290 & North of FM-1960 PUMA, Texas",132715.0,,2114.0,,48,04631
12703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA; Florida",140525.0,,1479.0,,12,12703
03400,"Rowan County PUMA, North Carolina",139600.0,,41.0,,37,03400
03001,"Bucks County (North) PUMA, Pennsylvania",134990.0,,376.0,,42,03001
02801,"Winnebago County (Southeast & West)--Rockford City PUMA, Illinois",197344.0,,142.0,,17,02801
