,arrest_date,year,weekday,total
1447,2014-04-26,2014,Saturday,12
1448,2014-04-27,2014,Sunday,3
1449,2014-04-28,2014,Monday,19
1450,2014-04-29,2014,Tuesday,21
1451,2014-04-30,2014,Wednesday,23
1452,2014-05-01,2014,Thursday,17
1453,2014-05-02,2014,Friday,17
1454,2014-05-03,2014,Saturday,4
1455,2014-05-04,2014,Sunday,2
1456,2014-05-05,2014,Monday,7
1457,2014-05-06,2014,Tuesday,10
1458,2014-05-07,2014,Wednesday,22
1459,2014-05-08,2014,Thursday,24
1460,2014-05-09,2014,Friday,11
1461,2014-05-11,2014,Sunday,1
1462,2014-05-12,2014,Monday,13
1463,2014-05-13,2014,Tuesday,8
1464,2014-05-14,2014,Wednesday,9
1465,2014-05-15,2014,Thursday,8
1466,2014-05-16,2014,Friday,15
1467,2014-05-17,2014,Saturday,6
1468,2014-05-19,2014,Monday,7
1469,2014-05-20,2014,Tuesday,28
1470,2014-05-21,2014,Wednesday,16
1471,2014-05-22,2014,Thursday,26
1472,2014-05-23,2014,Friday,14
1473,2014-05-24,2014,Saturday,1
1474,2014-05-26,2014,Monday,21
1475,2014-05-27,2014,Tuesday,29
1476,2014-05-28,2014,Wednesday,30
1477,2014-05-29,2014,Thursday,38
1478,2014-05-30,2014,Friday,11
1479,2014-05-31,2014,Saturday,1
1480,2014-06-01,2014,Sunday,1
1481,2014-06-02,2014,Monday,7
1482,2014-06-03,2014,Tuesday,28
1483,2014-06-04,2014,Wednesday,23
1484,2014-06-05,2014,Thursday,14
1485,2014-06-06,2014,Friday,20
1486,2014-06-07,2014,Saturday,10
1487,2014-06-08,2014,Sunday,1
1488,2014-06-09,2014,Monday,18
1489,2014-06-10,2014,Tuesday,20
1490,2014-06-11,2014,Wednesday,30
1491,2014-06-12,2014,Thursday,20
1492,2014-06-13,2014,Friday,14
1493,2014-06-14,2014,Saturday,16
1494,2014-06-15,2014,Sunday,2
1495,2014-06-16,2014,Monday,5
1496,2014-06-17,2014,Tuesday,16
1497,2014-06-18,2014,Wednesday,22
1498,2014-06-19,2014,Thursday,20
1499,2014-06-20,2014,Friday,15
1500,2014-06-21,2014,Saturday,1
1501,2014-06-22,2014,Sunday,3
1502,2014-06-23,2014,Monday,8
1503,2014-06-24,2014,Tuesday,30
1504,2014-06-25,2014,Wednesday,28
1505,2014-06-26,2014,Thursday,23
1506,2014-06-27,2014,Friday,14
1507,2014-06-28,2014,Saturday,2
1508,2014-06-29,2014,Sunday,5
1509,2014-06-30,2014,Monday,11
1510,2014-07-01,2014,Tuesday,15
1511,2014-07-02,2014,Wednesday,25
1512,2014-07-03,2014,Thursday,21
1513,2014-07-04,2014,Friday,9
1514,2014-07-05,2014,Saturday,1
1515,2014-07-06,2014,Sunday,7
1516,2014-07-07,2014,Monday,2
1517,2014-07-08,2014,Tuesday,18
1518,2014-07-09,2014,Wednesday,13
1519,2014-07-10,2014,Thursday,11
1520,2014-07-11,2014,Friday,17
1521,2014-07-12,2014,Saturday,1
1522,2014-07-14,2014,Monday,13
1523,2014-07-15,2014,Tuesday,17
1524,2014-07-16,2014,Wednesday,18
1525,2014-07-17,2014,Thursday,17
1526,2014-07-18,2014,Friday,11
1527,2014-07-19,2014,Saturday,3
1528,2014-07-21,2014,Monday,9
1529,2014-07-22,2014,Tuesday,13
1530,2014-07-23,2014,Wednesday,20
1531,2014-07-24,2014,Thursday,19
1532,2014-07-25,2014,Friday,20
1533,2014-07-27,2014,Sunday,30
1534,2014-07-28,2014,Monday,12
1535,2014-07-29,2014,Tuesday,18
1536,2014-07-30,2014,Wednesday,18
1537,2014-07-31,2014,Thursday,23
1538,2014-08-01,2014,Friday,14
1539,2014-08-02,2014,Saturday,4
1540,2014-08-03,2014,Sunday,7
1541,2014-08-04,2014,Monday,13
1542,2014-08-05,2014,Tuesday,11
1543,2014-08-06,2014,Wednesday,10
1544,2014-08-07,2014,Thursday,18
1545,2014-08-08,2014,Friday,13
1546,2014-08-09,2014,Saturday,5
1547,2014-08-11,2014,Monday,4
1548,2014-08-12,2014,Tuesday,22
1549,2014-08-13,2014,Wednesday,14
1550,2014-08-14,2014,Thursday,24
1551,2014-08-15,2014,Friday,5
1552,2014-08-16,2014,Saturday,4
1553,2014-08-17,2014,Sunday,3
1554,2014-08-18,2014,Monday,5
1555,2014-08-19,2014,Tuesday,8
1556,2014-08-20,2014,Wednesday,14
1557,2014-08-21,2014,Thursday,25
1558,2014-08-22,2014,Friday,17
1559,2014-08-23,2014,Saturday,2
1560,2014-08-24,2014,Sunday,4
1561,2014-08-25,2014,Monday,13
1562,2014-08-26,2014,Tuesday,21
1563,2014-08-27,2014,Wednesday,21
1564,2014-08-28,2014,Thursday,27
1565,2014-08-29,2014,Friday,13
1566,2014-08-30,2014,Saturday,2
1567,2014-09-01,2014,Monday,15
1568,2014-09-02,2014,Tuesday,25
1569,2014-09-03,2014,Wednesday,12
1570,2014-09-04,2014,Thursday,12
1571,2014-09-05,2014,Friday,5
1572,2014-09-06,2014,Saturday,3
1573,2014-09-08,2014,Monday,9
1574,2014-09-09,2014,Tuesday,18
1575,2014-09-10,2014,Wednesday,14
1576,2014-09-11,2014,Thursday,20
1577,2014-09-12,2014,Friday,11
1578,2014-09-13,2014,Saturday,5
1579,2014-09-14,2014,Sunday,2
1580,2014-09-15,2014,Monday,6
1581,2014-09-16,2014,Tuesday,28
1582,2014-09-17,2014,Wednesday,17
1583,2014-09-18,2014,Thursday,20
1584,2014-09-19,2014,Friday,17
1585,2014-09-22,2014,Monday,10
1586,2014-09-23,2014,Tuesday,22
1587,2014-09-24,2014,Wednesday,22
1588,2014-09-25,2014,Thursday,34
1589,2014-09-26,2014,Friday,6
1590,2014-09-27,2014,Saturday,4
1591,2014-09-28,2014,Sunday,4
1592,2014-09-29,2014,Monday,7
1593,2014-09-30,2014,Tuesday,18
1594,2014-10-01,2014,Wednesday,23
1595,2014-10-02,2014,Thursday,34
1596,2014-10-03,2014,Friday,8
1597,2014-10-04,2014,Saturday,2
1598,2014-10-05,2014,Sunday,2
1599,2014-10-06,2014,Monday,9
1600,2014-10-07,2014,Tuesday,22
1601,2014-10-08,2014,Wednesday,14
1602,2014-10-09,2014,Thursday,16
1603,2014-10-10,2014,Friday,6
1604,2014-10-11,2014,Saturday,7
1605,2014-10-13,2014,Monday,16
1606,2014-10-14,2014,Tuesday,21
1607,2014-10-15,2014,Wednesday,8
1608,2014-10-16,2014,Thursday,8
1609,2014-10-17,2014,Friday,10
1610,2014-10-18,2014,Saturday,4
1611,2014-10-19,2014,Sunday,2
1612,2014-10-20,2014,Monday,14
1613,2014-10-21,2014,Tuesday,21
1614,2014-10-22,2014,Wednesday,15
1615,2014-10-23,2014,Thursday,16
1616,2014-10-24,2014,Friday,8
1617,2014-10-25,2014,Saturday,4
1618,2014-10-26,2014,Sunday,1
1619,2014-10-27,2014,Monday,19
1620,2014-10-28,2014,Tuesday,17
1621,2014-10-29,2014,Wednesday,18
1622,2014-10-30,2014,Thursday,34
1623,2014-10-31,2014,Friday,3
1624,2014-11-01,2014,Saturday,1
1625,2014-11-02,2014,Sunday,2
1626,2014-11-03,2014,Monday,6
1627,2014-11-04,2014,Tuesday,26
1628,2014-11-05,2014,Wednesday,27
1629,2014-11-06,2014,Thursday,43
1630,2014-11-07,2014,Friday,17
1631,2014-11-08,2014,Saturday,13
1632,2014-11-09,2014,Sunday,4
1633,2014-11-10,2014,Monday,9
1634,2014-11-11,2014,Tuesday,14
1635,2014-11-12,2014,Wednesday,28
1636,2014-11-13,2014,Thursday,28
1637,2014-11-14,2014,Friday,19
1638,2014-11-16,2014,Sunday,3
1639,2014-11-17,2014,Monday,18
1640,2014-11-18,2014,Tuesday,23
1641,2014-11-19,2014,Wednesday,14
1642,2014-11-20,2014,Thursday,30
1643,2014-11-21,2014,Friday,9
1644,2014-11-22,2014,Saturday,1
1645,2014-11-23,2014,Sunday,4
1646,2014-11-24,2014,Monday,15
1647,2014-11-25,2014,Tuesday,2
1648,2014-11-26,2014,Wednesday,5
1649,2014-11-27,2014,Thursday,2
1650,2014-11-28,2014,Friday,3
1651,2014-12-01,2014,Monday,5
1652,2014-12-02,2014,Tuesday,10
1653,2014-12-03,2014,Wednesday,3
1654,2014-12-04,2014,Thursday,9
1655,2014-12-05,2014,Friday,9
1656,2014-12-06,2014,Saturday,7
1657,2014-12-07,2014,Sunday,4
1658,2014-12-08,2014,Monday,4
1659,2014-12-09,2014,Tuesday,16
1660,2014-12-10,2014,Wednesday,13
1661,2014-12-11,2014,Thursday,12
1662,2014-12-12,2014,Friday,4
1663,2014-12-13,2014,Saturday,2
1664,2014-12-14,2014,Sunday,8
1665,2014-12-15,2014,Monday,6
1666,2014-12-16,2014,Tuesday,2
1667,2014-12-17,2014,Wednesday,5
1668,2014-12-18,2014,Thursday,9
1669,2014-12-19,2014,Friday,4
1670,2014-12-20,2014,Saturday,3
1671,2014-12-21,2014,Sunday,11
1672,2014-12-22,2014,Monday,1
1673,2014-12-23,2014,Tuesday,16
1674,2014-12-24,2014,Wednesday,1
1675,2014-12-26,2014,Friday,1
1676,2014-12-27,2014,Saturday,3
1677,2014-12-28,2014,Sunday,7
1678,2014-12-29,2014,Monday,5
1679,2014-12-30,2014,Tuesday,30
1680,2014-12-31,2014,Wednesday,11
1681,2015-01-01,2015,Thursday,1
1682,2015-01-02,2015,Friday,4
1683,2015-01-03,2015,Saturday,5
1684,2015-01-04,2015,Sunday,5
1685,2015-01-05,2015,Monday,11
1686,2015-01-06,2015,Tuesday,8
1687,2015-01-07,2015,Wednesday,25
1688,2015-01-08,2015,Thursday,15
1689,2015-01-09,2015,Friday,12
1690,2015-01-10,2015,Saturday,9
1691,2015-01-11,2015,Sunday,1
1692,2015-01-12,2015,Monday,8
1693,2015-01-13,2015,Tuesday,7
1694,2015-01-14,2015,Wednesday,35
1695,2015-01-15,2015,Thursday,36
1696,2015-01-16,2015,Friday,14
1697,2015-01-17,2015,Saturday,5
1698,2015-01-18,2015,Sunday,2
1699,2015-01-19,2015,Monday,6
1700,2015-01-20,2015,Tuesday,38
1701,2015-01-21,2015,Wednesday,23
1702,2015-01-22,2015,Thursday,24
1703,2015-01-23,2015,Friday,8
1704,2015-01-25,2015,Sunday,2
1705,2015-01-26,2015,Monday,5
1706,2015-01-27,2015,Tuesday,23
1707,2015-01-28,2015,Wednesday,24
1708,2015-01-29,2015,Thursday,16
1709,2015-01-30,2015,Friday,7
1710,2015-01-31,2015,Saturday,8
1711,2015-02-01,2015,Sunday,6
1712,2015-02-02,2015,Monday,17
1713,2015-02-03,2015,Tuesday,32
1714,2015-02-04,2015,Wednesday,30
1715,2015-02-05,2015,Thursday,33
1716,2015-02-06,2015,Friday,11
1717,2015-02-07,2015,Saturday,12
1718,2015-02-08,2015,Sunday,7
1719,2015-02-09,2015,Monday,20
1720,2015-02-10,2015,Tuesday,21
1721,2015-02-11,2015,Wednesday,26
1722,2015-02-12,2015,Thursday,10
1723,2015-02-13,2015,Friday,10
1724,2015-02-14,2015,Saturday,9
1725,2015-02-15,2015,Sunday,6
1726,2015-02-16,2015,Monday,20
1727,2015-02-17,2015,Tuesday,37
1728,2015-02-18,2015,Wednesday,27
1729,2015-02-19,2015,Thursday,10
1730,2015-02-20,2015,Friday,14
1731,2015-02-21,2015,Saturday,13
1732,2015-02-22,2015,Sunday,3
1733,2015-02-23,2015,Monday,9
1734,2015-02-24,2015,Tuesday,16
1735,2015-02-25,2015,Wednesday,29
1736,2015-02-26,2015,Thursday,23
1737,2015-02-27,2015,Friday,24
1738,2015-02-28,2015,Saturday,8
1739,2015-03-01,2015,Sunday,3
1740,2015-03-02,2015,Monday,6
1741,2015-03-03,2015,Tuesday,32
1742,2015-03-04,2015,Wednesday,25
1743,2015-03-05,2015,Thursday,35
1744,2015-03-06,2015,Friday,5
1745,2015-03-07,2015,Saturday,5
1746,2015-03-08,2015,Sunday,3
1747,2015-03-09,2015,Monday,17
1748,2015-03-10,2015,Tuesday,8
1749,2015-03-11,2015,Wednesday,19
1750,2015-03-12,2015,Thursday,18
1751,2015-03-13,2015,Friday,18
1752,2015-03-14,2015,Saturday,4
1753,2015-03-15,2015,Sunday,3
1754,2015-03-16,2015,Monday,1
1755,2015-03-17,2015,Tuesday,16
1756,2015-03-18,2015,Wednesday,37
1757,2015-03-19,2015,Thursday,12
1758,2015-03-20,2015,Friday,15
1759,2015-03-21,2015,Saturday,1
1760,2015-03-22,2015,Sunday,1
1761,2015-03-23,2015,Monday,10
1762,2015-03-24,2015,Tuesday,7
1763,2015-03-25,2015,Wednesday,10
1764,2015-03-26,2015,Thursday,14
1765,2015-03-27,2015,Friday,7
1766,2015-03-28,2015,Saturday,2
1767,2015-03-30,2015,Monday,10
1768,2015-03-31,2015,Tuesday,12
1769,2015-04-01,2015,Wednesday,17
1770,2015-04-02,2015,Thursday,40
1771,2015-04-03,2015,Friday,7
1772,2015-04-04,2015,Saturday,4
1773,2015-04-05,2015,Sunday,1
1774,2015-04-06,2015,Monday,21
1775,2015-04-07,2015,Tuesday,8
1776,2015-04-08,2015,Wednesday,19
1777,2015-04-09,2015,Thursday,32
1778,2015-04-10,2015,Friday,3
1779,2015-04-12,2015,Sunday,1
1780,2015-04-14,2015,Tuesday,22
1781,2015-04-15,2015,Wednesday,38
1782,2015-04-16,2015,Thursday,8
1783,2015-04-17,2015,Friday,18
1784,2015-04-18,2015,Saturday,4
1785,2015-04-19,2015,Sunday,5
1786,2015-04-20,2015,Monday,7
1787,2015-04-21,2015,Tuesday,23
1788,2015-04-22,2015,Wednesday,9
1789,2015-04-23,2015,Thursday,28
1790,2015-04-24,2015,Friday,15
1791,2015-04-25,2015,Saturday,5
1792,2015-04-26,2015,Sunday,2
1793,2015-04-27,2015,Monday,4
1794,2015-04-28,2015,Tuesday,8
1795,2015-04-29,2015,Wednesday,13
1796,2015-04-30,2015,Thursday,28
1797,2015-05-01,2015,Friday,4
1798,2015-05-02,2015,Saturday,4
1799,2015-05-04,2015,Monday,12
1800,2015-05-05,2015,Tuesday,8
1801,2015-05-06,2015,Wednesday,9
1802,2015-05-07,2015,Thursday,15
1803,2015-05-08,2015,Friday,12
1804,2015-05-09,2015,Saturday,11
1805,2015-05-10,2015,Sunday,2
1806,2015-05-11,2015,Monday,11
1807,2015-05-12,2015,Tuesday,16
1808,2015-05-13,2015,Wednesday,25
1809,2015-05-14,2015,Thursday,18
1810,2015-05-15,2015,Friday,1
1811,2015-05-16,2015,Saturday,9
1812,2015-05-17,2015,Sunday,1
1813,2015-05-18,2015,Monday,7
1814,2015-05-19,2015,Tuesday,14
1815,2015-05-20,2015,Wednesday,16
1816,2015-05-21,2015,Thursday,14
1817,2015-05-22,2015,Friday,14
1818,2015-05-23,2015,Saturday,5
1819,2015-05-25,2015,Monday,13
1820,2015-05-26,2015,Tuesday,9
1821,2015-05-27,2015,Wednesday,21
1822,2015-05-28,2015,Thursday,29
1823,2015-05-29,2015,Friday,8
1824,2015-05-30,2015,Saturday,6
1825,2015-05-31,2015,Sunday,3
1826,2015-06-01,2015,Monday,7
1827,2015-06-02,2015,Tuesday,12
1828,2015-06-03,2015,Wednesday,12
1829,2015-06-04,2015,Thursday,16
1830,2015-06-05,2015,Friday,10
1831,2015-06-06,2015,Saturday,3
1832,2015-06-07,2015,Sunday,1
1833,2015-06-08,2015,Monday,9
1834,2015-06-09,2015,Tuesday,8
1835,2015-06-10,2015,Wednesday,18
1836,2015-06-11,2015,Thursday,16
1837,2015-06-12,2015,Friday,14
1838,2015-06-13,2015,Saturday,3
1839,2015-06-14,2015,Sunday,10
1840,2015-06-15,2015,Monday,7
1841,2015-06-16,2015,Tuesday,11
1842,2015-06-17,2015,Wednesday,10
1843,2015-06-18,2015,Thursday,14
1844,2015-06-19,2015,Friday,5
1845,2015-06-20,2015,Saturday,7
1846,2015-06-22,2015,Monday,14
1847,2015-06-23,2015,Tuesday,19
1848,2015-06-24,2015,Wednesday,23
1849,2015-06-25,2015,Thursday,14
1850,2015-06-26,2015,Friday,11
1851,2015-06-27,2015,Saturday,3
1852,2015-06-28,2015,Sunday,2
1853,2015-06-29,2015,Monday,10
1854,2015-06-30,2015,Tuesday,21
1855,2015-07-01,2015,Wednesday,6
1856,2015-07-02,2015,Thursday,14
1857,2015-07-03,2015,Friday,11
1858,2015-07-05,2015,Sunday,1
1859,2015-07-06,2015,Monday,8
1860,2015-07-07,2015,Tuesday,10
1861,2015-07-08,2015,Wednesday,7
1862,2015-07-09,2015,Thursday,17
1863,2015-07-10,2015,Friday,6
1864,2015-07-11,2015,Saturday,2
1865,2015-07-13,2015,Monday,11
1866,2015-07-14,2015,Tuesday,14
1867,2015-07-15,2015,Wednesday,18
1868,2015-07-16,2015,Thursday,20
1869,2015-07-17,2015,Friday,4
1870,2015-07-18,2015,Saturday,9
1871,2015-07-19,2015,Sunday,4
1872,2015-07-20,2015,Monday,10
1873,2015-07-21,2015,Tuesday,21
1874,2015-07-22,2015,Wednesday,10
1875,2015-07-23,2015,Thursday,17
1876,2015-07-24,2015,Friday,11
1877,2015-07-25,2015,Saturday,1
1878,2015-07-26,2015,Sunday,2
1879,2015-07-27,2015,Monday,11
1880,2015-07-28,2015,Tuesday,9
1881,2015-07-29,2015,Wednesday,17
1882,2015-07-30,2015,Thursday,12
1883,2015-07-31,2015,Friday,7
1884,2015-08-01,2015,Saturday,3
1885,2015-08-02,2015,Sunday,6
1886,2015-08-03,2015,Monday,6
1887,2015-08-04,2015,Tuesday,6
1888,2015-08-05,2015,Wednesday,12
1889,2015-08-06,2015,Thursday,21
1890,2015-08-07,2015,Friday,4
1891,2015-08-08,2015,Saturday,5
1892,2015-08-09,2015,Sunday,2
1893,2015-08-10,2015,Monday,34
1894,2015-08-11,2015,Tuesday,9
1895,2015-08-12,2015,Wednesday,21
1896,2015-08-13,2015,Thursday,23
1897,2015-08-14,2015,Friday,5
1898,2015-08-15,2015,Saturday,4
1899,2015-08-16,2015,Sunday,2
1900,2015-08-17,2015,Monday,2
1901,2015-08-18,2015,Tuesday,8
1902,2015-08-19,2015,Wednesday,15
1903,2015-08-20,2015,Thursday,12
1904,2015-08-21,2015,Friday,5
1905,2015-08-22,2015,Saturday,6
1906,2015-08-23,2015,Sunday,3
1907,2015-08-24,2015,Monday,37
1908,2015-08-25,2015,Tuesday,5
1909,2015-08-26,2015,Wednesday,20
1910,2015-08-27,2015,Thursday,15
1911,2015-08-28,2015,Friday,8
1912,2015-08-29,2015,Saturday,1
1913,2015-08-31,2015,Monday,6
1914,2015-09-01,2015,Tuesday,10
1915,2015-09-02,2015,Wednesday,49
1916,2015-09-03,2015,Thursday,18
1917,2015-09-04,2015,Friday,3
1918,2015-09-05,2015,Saturday,2
1919,2015-09-06,2015,Sunday,1
1920,2015-09-07,2015,Monday,13
1921,2015-09-08,2015,Tuesday,10
1922,2015-09-09,2015,Wednesday,15
1923,2015-09-10,2015,Thursday,20
1924,2015-09-11,2015,Friday,9
1925,2015-09-12,2015,Saturday,3
1926,2015-09-13,2015,Sunday,4
1927,2015-09-14,2015,Monday,9
1928,2015-09-15,2015,Tuesday,2
1929,2015-09-16,2015,Wednesday,19
1930,2015-09-17,2015,Thursday,25
1931,2015-09-18,2015,Friday,11
1932,2015-09-19,2015,Saturday,2
1933,2015-09-20,2015,Sunday,1
1934,2015-09-21,2015,Monday,3
1935,2015-09-22,2015,Tuesday,5
1936,2015-09-23,2015,Wednesday,11
1937,2015-09-24,2015,Thursday,14
1938,2015-09-25,2015,Friday,18
1939,2015-09-26,2015,Saturday,1
1940,2015-09-27,2015,Sunday,1
1941,2015-09-28,2015,Monday,7
1942,2015-09-29,2015,Tuesday,6
1943,2015-09-30,2015,Wednesday,25
1944,2015-10-01,2015,Thursday,4
1945,2015-10-02,2015,Friday,13
1946,2015-10-03,2015,Saturday,5
1947,2015-10-04,2015,Sunday,2
1948,2015-10-05,2015,Monday,31
1949,2015-10-06,2015,Tuesday,50
1950,2015-10-07,2015,Wednesday,14
1951,2015-10-08,2015,Thursday,14
1952,2015-10-09,2015,Friday,9
1953,2015-10-10,2015,Saturday,2
1954,2015-10-11,2015,Sunday,2
1955,2015-10-12,2015,Monday,21
1956,2015-10-13,2015,Tuesday,7
1957,2015-10-14,2015,Wednesday,29
1958,2015-10-15,2015,Thursday,18
1959,2015-10-16,2015,Friday,3
1960,2015-10-17,2015,Saturday,1
1961,2015-10-19,2015,Monday,6
1962,2015-10-20,2015,Tuesday,28
1963,2015-10-21,2015,Wednesday,9
1964,2015-10-22,2015,Thursday,20
1965,2015-10-23,2015,Friday,52
1966,2015-10-24,2015,Saturday,13
1967,2015-10-25,2015,Sunday,9
1968,2015-10-26,2015,Monday,20
1969,2015-10-27,2015,Tuesday,26
1970,2015-10-28,2015,Wednesday,1
1971,2015-10-29,2015,Thursday,55
1972,2015-10-30,2015,Friday,45
1973,2015-11-01,2015,Sunday,21
1974,2015-11-02,2015,Monday,17
1975,2015-11-03,2015,Tuesday,56
1976,2015-11-04,2015,Wednesday,26
1977,2015-11-05,2015,Thursday,71
1978,2015-11-06,2015,Friday,21
1979,2015-11-07,2015,Saturday,22
1980,2015-11-08,2015,Sunday,10
1981,2015-11-09,2015,Monday,16
1982,2015-11-10,2015,Tuesday,30
1983,2015-11-11,2015,Wednesday,43
1984,2015-11-12,2015,Thursday,20
1985,2015-11-13,2015,Friday,33
1986,2015-11-14,2015,Saturday,25
1987,2015-11-15,2015,Sunday,15
1988,2015-11-16,2015,Monday,6
1989,2015-11-17,2015,Tuesday,22
1990,2015-11-18,2015,Wednesday,16
1991,2015-11-19,2015,Thursday,28
1992,2015-11-20,2015,Friday,13
1993,2015-11-21,2015,Saturday,16
1994,2015-11-22,2015,Sunday,20
1995,2015-11-23,2015,Monday,6
1996,2015-11-24,2015,Tuesday,23
1997,2015-11-25,2015,Wednesday,12
1998,2015-11-27,2015,Friday,32
1999,2015-11-28,2015,Saturday,7
2000,2015-11-29,2015,Sunday,14
2001,2015-11-30,2015,Monday,16
2002,2015-12-01,2015,Tuesday,21
2003,2015-12-02,2015,Wednesday,24
2004,2015-12-03,2015,Thursday,10
2005,2015-12-04,2015,Friday,4
2006,2015-12-05,2015,Saturday,12
2007,2015-12-06,2015,Sunday,3
2008,2015-12-07,2015,Monday,6
2009,2015-12-08,2015,Tuesday,24
2010,2015-12-09,2015,Wednesday,10
2011,2015-12-10,2015,Thursday,23
2012,2015-12-11,2015,Friday,1
2013,2015-12-12,2015,Saturday,17
2014,2015-12-13,2015,Sunday,16
2015,2015-12-14,2015,Monday,2
2016,2015-12-15,2015,Tuesday,10
2017,2015-12-16,2015,Wednesday,11
2018,2015-12-17,2015,Thursday,21
2019,2015-12-18,2015,Friday,5
2020,2015-12-19,2015,Saturday,8
2021,2015-12-20,2015,Sunday,7
2022,2015-12-21,2015,Monday,28
2023,2015-12-22,2015,Tuesday,1
2024,2015-12-23,2015,Wednesday,31
2025,2015-12-24,2015,Thursday,5
2026,2015-12-25,2015,Friday,1
2027,2015-12-26,2015,Saturday,16
2028,2015-12-27,2015,Sunday,3
2029,2015-12-28,2015,Monday,19
2030,2015-12-29,2015,Tuesday,25
2031,2015-12-30,2015,Wednesday,36
2032,2015-12-31,2015,Thursday,19
2033,2016-01-01,2016,Friday,29
2034,2016-01-02,2016,Saturday,25
2035,2016-01-03,2016,Sunday,10
2036,2016-01-04,2016,Monday,17
2037,2016-01-05,2016,Tuesday,2
2038,2016-01-06,2016,Wednesday,7
2039,2016-01-07,2016,Thursday,14
2040,2016-01-08,2016,Friday,25
2041,2016-01-09,2016,Saturday,10
2042,2016-01-10,2016,Sunday,16
2043,2016-01-11,2016,Monday,20
2044,2016-01-12,2016,Tuesday,26
2045,2016-01-13,2016,Wednesday,30
2046,2016-01-14,2016,Thursday,45
2047,2016-01-15,2016,Friday,23
2048,2016-01-16,2016,Saturday,14
2049,2016-01-17,2016,Sunday,34
2050,2016-01-18,2016,Monday,20
2051,2016-01-19,2016,Tuesday,26
2052,2016-01-20,2016,Wednesday,21
2053,2016-01-21,2016,Thursday,16
2054,2016-01-22,2016,Friday,11
2055,2016-01-23,2016,Saturday,15
2056,2016-01-24,2016,Sunday,4
2057,2016-01-25,2016,Monday,14
2058,2016-01-26,2016,Tuesday,16
2059,2016-01-27,2016,Wednesday,32
2060,2016-01-28,2016,Thursday,56
2061,2016-01-29,2016,Friday,12
2062,2016-01-30,2016,Saturday,5
2063,2016-02-01,2016,Monday,4
2064,2016-02-02,2016,Tuesday,31
2065,2016-02-03,2016,Wednesday,35
2066,2016-02-04,2016,Thursday,41
2067,2016-02-05,2016,Friday,12
2068,2016-02-06,2016,Saturday,12
2069,2016-02-07,2016,Sunday,5
2070,2016-02-08,2016,Monday,7
2071,2016-02-09,2016,Tuesday,7
2072,2016-02-10,2016,Wednesday,23
2073,2016-02-11,2016,Thursday,36
2074,2016-02-12,2016,Friday,5
2075,2016-02-13,2016,Saturday,8
2076,2016-02-14,2016,Sunday,34
2077,2016-02-15,2016,Monday,16
2078,2016-02-16,2016,Tuesday,16
2079,2016-02-17,2016,Wednesday,11
2080,2016-02-18,2016,Thursday,22
2081,2016-02-19,2016,Friday,13
2082,2016-02-20,2016,Saturday,4
2083,2016-02-21,2016,Sunday,15
2084,2016-02-22,2016,Monday,14
2085,2016-02-23,2016,Tuesday,31
2086,2016-02-24,2016,Wednesday,40
2087,2016-02-25,2016,Thursday,31
2088,2016-02-26,2016,Friday,17
2089,2016-02-27,2016,Saturday,8
2090,2016-02-28,2016,Sunday,42
2091,2016-02-29,2016,Monday,41
2092,2016-03-01,2016,Tuesday,37
2093,2016-03-02,2016,Wednesday,40
2094,2016-03-03,2016,Thursday,31
2095,2016-03-04,2016,Friday,41
2096,2016-03-05,2016,Saturday,23
2097,2016-03-06,2016,Sunday,22
2098,2016-03-07,2016,Monday,7
2099,2016-03-08,2016,Tuesday,32
2100,2016-03-09,2016,Wednesday,23
2101,2016-03-10,2016,Thursday,12
2102,2016-03-11,2016,Friday,17
2103,2016-03-12,2016,Saturday,11
2104,2016-03-13,2016,Sunday,8
2105,2016-03-14,2016,Monday,21
2106,2016-03-15,2016,Tuesday,19
2107,2016-03-16,2016,Wednesday,38
2108,2016-03-17,2016,Thursday,21
2109,2016-03-18,2016,Friday,33
2110,2016-03-19,2016,Saturday,13
2111,2016-03-20,2016,Sunday,48
2112,2016-03-21,2016,Monday,37
2113,2016-03-22,2016,Tuesday,33
2114,2016-03-23,2016,Wednesday,23
2115,2016-03-24,2016,Thursday,39
2116,2016-03-25,2016,Friday,15
2117,2016-03-26,2016,Saturday,6
2118,2016-03-27,2016,Sunday,9
2119,2016-03-28,2016,Monday,11
2120,2016-03-29,2016,Tuesday,19
2121,2016-03-30,2016,Wednesday,54
2122,2016-03-31,2016,Thursday,47
2123,2016-04-01,2016,Friday,17
2124,2016-04-02,2016,Saturday,24
2125,2016-04-03,2016,Sunday,12
2126,2016-04-04,2016,Monday,4
2127,2016-04-05,2016,Tuesday,25
2128,2016-04-06,2016,Wednesday,23
2129,2016-04-07,2016,Thursday,31
2130,2016-04-08,2016,Friday,5
2131,2016-04-09,2016,Saturday,14
2132,2016-04-10,2016,Sunday,10
2133,2016-04-11,2016,Monday,29
2134,2016-04-12,2016,Tuesday,20
2135,2016-04-13,2016,Wednesday,12
2136,2016-04-14,2016,Thursday,9
2137,2016-04-15,2016,Friday,10
2138,2016-04-16,2016,Saturday,19
2139,2016-04-17,2016,Sunday,7
2140,2016-04-18,2016,Monday,21
2141,2016-04-19,2016,Tuesday,17
2142,2016-04-20,2016,Wednesday,27
2143,2016-04-21,2016,Thursday,51
2144,2016-04-22,2016,Friday,34
2145,2016-04-23,2016,Saturday,13
