Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
20030205CORAW,https://trib.com/news/state-and-regional/shots-fired-outside-colorado-high-school/article_6fc1cc83-9e5a-5600-ba1a-d3044ce97ab7.html,,,2,2003-02-05,Winter,Ranum High School,Westminster,CO,High,Outside on School Property,Outside on School Property,Yes,Morning Classes,8:40 AM,"Shots fired during fight, missed target, shooter fled",14YOM fired 4 shots during fight with another 14YOm student. All shots missed and the shooter fled but was chased by a police officer and arrested a few blocks from the school.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,4,
20030130OKJEJ,https://www.tulsaworld.com/archives/jenks-student-yields-after-standoff/article_df79f378-452f-5400-9568-28cd4a828fdf.html,,,2,2003-01-30,Winter,Jenks High School,Jenks,OK,High,Other,Outside on School Property,Yes,Dismissal,3:00 PM,"Student climbed on roof, threatened to shoot himself, surrendered to police after 2 hours",17YOM student climbed on top of school roof with handgun and threatened to kill himself. Student pointed the gun at himself and police officers during the standoff. Student was upset about recent death of father. Surrendered to police officers after 2 hours.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,0,
20030121KYWEO,https://www.newspapers.com/image/362208049/?terms=Olive%2BHill%2Bschool%2Bhostage,,,2,2003-01-21,Winter,West Carter Middle School,Olive Hill,KY,Middle,Classroom,Inside School Building,Yes,Morning Classes,11:00 AM,"Took student hostage, walked him down hallway, surrendered to SRO",12YOM walked into classroom and told male student to come out to the hallway. He held him hostage at gunpoint and walked down the hallway. Shooter was confronted by SRO and surrendered a few minutes later to SRO and other police officers. Motive is unclear. Shooter had handgun and knife.,Hostage/Standoff,Victims Targeted,No,Yes,No,No,No,No,No,No,0,Yes
20021216ILENC,http://articles.chicagotribune.com/2002-12-17/news/0212180098_1_chicago-public-schools-chicago-police-alleged,,,2,2002-12-16,Winter,Englewood High School,Chicago,IL,High,Beside Building,Outside on School Property,No,After School,3:00 PM,Shooting outside school following prior altercation,18YOM student was killed protecting his 17YOF student sister during a confrontation outside of the school following a prior altercation with a 17YOM earlier that day in the school.,Escalation of Dispute,Both,No,No,No,No,No,Yes,No,No,,
20021212WAWIC,http://www.hoodrivernews.com/news/2002/dec/18/obituaries-december-18/  http://www.whitesalmonenterprise.com/news/2002/dec/18/bullet-breaks-glass/,,,2,2002-12-12,Winter,Wind River Middle School,Carson,WA,Middle,Classroom,Inside School Building,No,After School,4:40 PM,Shot at school window from across the street then shot self,13 YOM fired rifle at school window (broken glass injured two students inside). Shooter then fired and killed himself.,Suicide/Attempted,,No,No,No,No,,No,No,,,
20021202MIOSD,https://www.newspapers.com/image/205047710/?terms=student%2Bshoots,,,2,2002-12-02,Winter,Osborn High School,Detroit,MI,High,Classroom,Inside School Building,Yes,Morning Classes,10:00 AM,"Accidental discharge, shot self",Shooter accidently shot himself in leg,Accidental,Neither,No,No,No,No,No,No,No,No,1,
20021115TXSCS,https://www.myplainview.com/news/article/Scurry-Rosser-faculty-students-subdue-gunman-8787426.php,,,2,2002-11-15,Fall,Scurry-Rosser High School,Scurry,TX,High,Hallway,Inside School Building,Yes,Morning Classes,8:30 AM,"Former student with shotgun forced students into cafeteria, splashed gasoline, wanted to light school on fire","18YOM former student who was expelled for stealing a car, walked into the school with a shotgun looking for the principal. When the shooter was told the principal no longer worked there, he splashed gasoline in the halls and forced students into the cafeteria where he splashed gasoline around them. When he attempted to light the gas on fire, he was tackled by school officials and students. Subdued until police arrived. Following his arrest, the shooter claimed to have left bombs at two other school but no explosive devices were found.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,Yes,No,No,No,No,No,,0,Yes
20021115CAAML,http://articles.latimes.com/2002/nov/15/local/me-carson15,,,2,2002-11-15,Fall,Ambler Avenue Elementary School,Los Angeles,CA,Elementary,Beside Building,Outside on School Property,No,Evening,5:30 PM,"Multiple shots fired by unknown person on the school grounds, 2 struck",Multiple shots were fired by someone on the school grounds during an after school event. A 12YOM student and a 21YOM standing across the street were both shot (no relation). No shooter was identified.,Unknown,,No,No,No,No,No,No,,No,,Yes
20021107MOSTL,https://www.semissourian.com/story/152973.html,,,2,2002-11-07,Fall,St. James Catholic School,Liberty,MO,K-8,Parking Lot,Outside on School Property,Yes,Lunch,12:40 PM,Shot wife and son in school parking lot,43YOM shot at wife and son in school parking lot then fled the scene.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,1,
20021029NJLIJ,http://www.cnn.com/2002/US/Northeast/10/29/school.shooting/,,,2,2002-10-29,Fall,Lincoln High School,Jersey City,NJ,High,Hallway,Inside School Building,Yes,Morning Classes,8:30 AM,Shots fired during fight in school hallway,One shot was fired during a physical altercation between two students in the hallway of the school prior to classes starting. Shooter fled the scene. School had metal detectors and armed guards. Two fatal shootings near the school during the same time period related to gang activity.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,
20021007MDBEB,https://www.theguardian.com/world/2002/oct/08/usgunviolence.usa,,,2,2002-10-07,Fall,Benjamin Tasker Middle School,Bowie,MD,Middle,Front of School,Outside on School Property,Yes,School Start,8:09 AM,Serial Sniper Victim,Student shot outside of school by serial sniper who killed 17 random victims,Indiscriminate Shooting,Random Shooting,Yes,No,No,No,No,No,No,No,1,
20021004TXPAS,http://ssristories.drugawareness.org/archive/showa5f5.html?item=224,,,2,2002-10-04,Fall,Page Middle School,San Antonio,TX,High,Parking Lot,Outside on School Property,Yes,School Start,8:15 AM,Shot herself in the school parking lot in front of other students,13YOF student shot herself in the school parking lot in front of other students. She was being treated for depression and had be admitted to psychiatric hospital. Previous suicide attempts.,Suicide/Attempted,Victims Targeted,No,No,No,No,Yes,No,No,No,1,
20021004MTCMG,https://www.newspapers.com/image/243744539/?terms=jeffrey%2Bfoss  https://www.newspapers.com/image/351553243/?terms=jeffrey%2Bfoss  https://www.newspapers.com/image/243745536/?terms=jeffrey%2Bfoss,,,3,2002-10-04,Fall,C M Russell HIgh School,Great Falls,MT,High,Parking Lot,Outside on School Property,Yes,After School,3:30 PM,Gang related shooting in parking lot,"Shooter pulled into school parking lot at approximately 3:30PM and yelled something at the two victims prior to shooting a small caliber handgun in their direction. The victims were attempting to jump start their car at the time - no one was injured, but students were in the area which caused the suspect to be charged with additional crimes. It was later deemed to be a gang related shooting based on the victims having beaten up the shooter's younger brother on a prior occasion. ",Drive-by Shooting,Victims Targeted,No,No,No,No,No,No,Yes,No,2,
20020426LAABN,https://www.newspapers.com/image/229238117/?terms=Toran%2BJoseph%2BRichard%2BAntoine%2Bschool%2Bdance,,,2,2002-04-26,Spring,Abramson High School,New Orleans,LA,High,Beside Building,Outside on School Property,No,Evening,9:45 PM,"Armed security guards playing quick draw game, gun went off killing one",Two security guards were outside of school dance. They were playing a quick draw game with their guns. One guard pulled his gun and the other karate kicked it out of his hand causing it to fire (struck in the chest and died). ,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,
20020406MDLEB,"http://articles.baltimoresun.com/2002-10-23/news/0210230340_1_lynch-samuel-police-officer http://articles.baltimoresun.com/2002-04-10/news/0204100042_1_lynch-samuel-probation-before-judgment
",,,4,2002-04-06,Spring,Leith Walk Elementary School,Baltimore,MD,Elementary,Playground,Outside on School Property,No,Night,1:00 AM,Officer shot teen behind the school,"Officer approached two teens behind the school late at night. During a struggle, 14YOM was fatally shot in the head, second teen fled the area.",Illegal Activity,,No,No,No,Yes,N/A,N/A,N/A,N/A,<5,N/A
20020322CAJOC,https://www.newspapers.com/image/4986183/,,,2,2002-03-22,Spring,John Barrett Middle School,Carmichael,CA,Middle,Classroom,Inside School Building,Yes,Morning Classes,,"Student had list of 8 teachers to kill and 50 rounds of ammo, surrendered to police officer",13YOM student walked into classroom with 35 students present and pointed gun at the teacher. She fled into the hallway and went to get help. The shooter surrendered a short time later to a police officer. Shooter had a list of 8 teacher's names and 50 rounds of ammo. Shooter had no prior problems or documented issues at the school. It was reported that the student had issues at prior school he attended. No shots fired.,Hostage/Standoff,Victims Targeted,No,Yes,No,No,No,No,No,Yes,0,Yes
20020207ILROC,https://www.newspapers.com/image/390065452/?terms=Roosevelt%2BHigh%2BSchool%2Bshooting%2BJose%2BVela,,,2,2002-02-07,Winter,Roosevelt High School,Chicago,IL,High,Beside Building,Outside on School Property,Yes,Dismissal,2:50 PM,Fired during a fist fight striking 2 students who were not involved,15YOM started firing during a fist fight outside of the school. A 21 YOM was also charged in connection with the fight. 2 uninvolved students were struck in the crossfire.,Escalation of Dispute,Both,Yes,No,No,No,No,No,No,No,<10,
20020206CAGAL,http://articles.latimes.com/2002/feb/07/local/me-shot7,,,2,2002-02-06,Winter,Gardena High School,Los Angeles,CA,High,Bathroom,Inside School Building,Yes,Afternoon Classes,2:50 PM,Botched robbery in school hallway,"Three teenagers attempted to rob 2 students near the bathroom in the school hallway. When the male student refused to give his money, one of the three teens pulled a gun and fired multiple shot hitting both of them. The three suspects fled and were not identified. The school was locked down.",Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,No,No,<10,
20020201TXBRB,https://www.newspapers.com/image/434313780/?terms=thomas%2Bmcadams%2Barrested,,,2,2002-02-01,Winter,Brock High School,Brock,TX,High,Parking Lot,Outside on School Property,No,After School,,"Man having affair with basketball coach's wife, attacked them in school parking lot",39YOM basketball coach shot wife and assistant coach (having an affair with his wife) in the parking lot of the school.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,,
20020124PAOLO,http://articles.mcall.com/2003-09-24/news/3482461_1_berks-christian-school-otto-nuss-bus-driver,,,2,2002-01-24,Winter,Oley High School (bus),Oley,PA,High,School Bus,School Bus,Yes,Before School,,"Bus driver with rifle kidnapped 13 students and drove them 150 miles to area near Washington, DC","63 YOM bus driver with semi auto rifle kidnapped 13 students and drove them 150 miles from their school to Landover, MD. Bus driver surrendered to a security guard at a family dollar store. Bus driver had recently stopped taking drugs to control schizophrenia and had become obsessed with the 9/11 attacks.",Hostage/Standoff,Neither,No,Yes,No,No,No,No,No,No,0,
20020115NYMAN,https://www.cbsnews.com/news/arrest-in-nyc-school-shooting/,,,2,2002-01-15,Winter,"Martin Luther King, Jr. High School",New York,NY,High,Hallway,Inside School Building,Yes,Afternoon Classes,2:00 PM,Two boys teased a girl and pulled a bandana (gang colors) off her head; shot by her boyfriend,Shooter fired 2 shots from .380 handgun at two other students as part of ongoing dispute. The victims had made fun of the shooters girlfriend and taken his bandana. School had metal detectors and armed guards.,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,Yes,No,3,
20020111MSRAJ,https://www.newspapers.com/image/185798030/?terms=Claiborne%2BGuice%2BHenderson https://www.wlbt.com/story/1331107/no-trial-date-set-in-hostage-case/,1-5,Local,4,2002-01-11,Winter,Raymond High School,Jackson,MS,High,Office,Inside School Building,Yes,Lunch,12:00 PM,"Made threats about school shooting, suspended, took principal hostage next day","18YOM student made threats to teacher and said ""this will be another Pearl"" in reference to a 1997 school shooting in Mississippi that injured 7. Student was suspended for the comment and escorted off the campus by the principal. The next day, the student came to the school with a gun and held the principal and assistant principal hostage for 4 hours before surrendering. ",Hostage/Standoff,Victims Targeted,No,Yes,Yes,No,No,No,No,Yes,0,Yes
20011130TXFRF,https://www.chron.com/news/houston-texas/article/Friendswood-teacher-indicted-over-gunfire-2059926.php,,,2,2001-11-30,Fall,Friendswood Junior High School,Friendswood,TX,High,Classroom,Inside School Building,No,Before School,6:00 AM,"Teacher fired gun in classroom at 6:00, reported shots were fired at her class room at 9:12 AM",54YOF teacher fired a single gunshot inside her classroom at 6:00 AM. At 9:12 AM she reported her classroom was shot at leading to an extended lockdown of the school. Three months later she was charged with discharging the firearm on school property and a shell casing matching a gun she owned was found in the classroom.,Unknown,,No,No,No,No,No,No,No,No,1,
20011112MICAC,https://www.michigandaily.com/content/17-year-old-takes-hostages-school-commits-suicide,,,2,2001-11-12,Fall,Caro Learning Center,Caro,MI,High,Classroom,Inside School Building,Yes,Afternoon Classes,2:40 PM,"Upset about break-up, looking for girlfriend, took other student and teacher hostage, commit suicide","17YOM former student (expelled) was upset about breakup with girlfriend 2 days prior. He went to school looking for her but she wasn't there. Had a .22 rifle and shotgun. In the science classroom he took a 15 YOF student and the teacher hostage for almost 3 hours before shooting himself when police entered. Principal said he did not believe the student was violent or worry about him when he was expelled. Weapons: 20-gauge shotgun, .22 rifle",Hostage/Standoff,Victims Targeted,No,Yes,Yes,No,No,No,No,No,2,Yes
20011026MIBES,https://www.newspapers.com/image/220634008/?terms=High%2BSchool%2BSaginaw%2Bgun%2Bjacket,,,2,2001-10-26,Fall,Benito Juarez Academy,Siginaw,MI,High,Beside Building,Outside on School Property,Yes,Afternoon Classes,1:45 PM,"Student tossing jacket back and forth, gun in pocket discharged",Students engaged in horseplay were throwing a jacket back and forth. A gun in the pocket discharged striking a student in the leg.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,
20011026CARER,http://articles.latimes.com/2001/oct/27/local/me-62198,,,2,2001-10-26,Fall,Redondo Union High School,Redondo Beach,CA,High,Courtyard,Outside on School Property,Yes,Morning Classes,10:00 AM,"Gun fell out of backpack, fired, and struck student",18YOM had a gun in his backpack. It fell out and fired striking another student. 75 students were present in the outdoor quad of the school and thought a cherry bomb had gone off. 45 minutes later it was determined a gun had gone off. Student went to the nurses office and requested treatment for pain. Taken to hospital and doctors found that he had been shot and his lung was punctured.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,
20011012UTTAT,https://www.deseretnews.com/article/868847/Boy-shoots-self-at-school.html,,,2,2001-10-12,Fall,Taylorsville High School,Taylorsville,UT,High,Hallway,Inside School Building,Yes,Afternoon Classes,,Commit suicide in hallway,17YOM student shot himself once in the hallway while classes were being held. No witnesses. School as locked down.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
20010921MDLAB,http://articles.baltimoresun.com/2001-09-21/news/0109210200_1_lake-clifton-neighborhood-dispute-inside-the-school,,,2,2001-09-21,Fall,Lake Clifton Eastern High School,Baltimore,MD,High,Cafeteria,Inside School Building,Yes,Lunch,1:00 PM,Ongoing fight related to neighborhood dispute between students,"16YOM fired two shots at a 17YOM student during a fight at lunch. Police said the shooting was related to an ongoing ""neighborhood dispute"". ",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,2,
20010912KYLAC,http://www.enquirer.com/editions/2001/09/14/loc_children_who_saw.html,,,2,2001-09-12,Fall,Latonia Elementary School,Covington,KY,Elementary,Parking Lot,Outside on School Property,Yes,Dismissal,3:00 PM,Fight between parents escalated into shooting in front of students,Fight between parents in the parking lot as school was dismissing. 30YOF shot 29 YOF in the neck.,Escalation of Dispute,Victims Targeted,,No,No,No,No,No,No,No,,
20010730CABEL,http://www.ladowntownnews.com/news/lockdown-at-belmont-high/article_cc919569-fc0c-5517-be27-6e7adfd7e46a.html,,,2,2001-07-30,Summer,Belmont High School,Los Angeles,CA,High,Hallway,Inside School Building,Yes,School Start,7:25 AM,Police officer shot by teen in school,Police officer tried to stop 2 teens in the hallway of the school. One pulled a gun and shot him then fled the scene. School was locked down for 6 hours but the suspects were not found.,Escalation of Dispute,,Yes,No,No,No,No,No,,No,1,
20010607TXOUA,https://www.deseretnews.com/article/847030/Policeman-dies-after-being-shot-by-fellow-officer-during-training.html http://articles.latimes.com/2001/jun/08/news/mn-7915,,,3,2001-06-07,Summer,Ousley Junior High School,Arlington,TX,High,Hallway,Inside School Building,No,Not a School Day,6:10 PM,Officer killed during training drill at school,Police officer was killed by a real round rather than a training round during a drill at the school.,Accidental,Random Shooting,No,No,No,Yes,N/A,N/A,N/A,N/A,1,N/A
20010515TXENE,https://www.deseretnews.com/article/843018/Texas-teen-kills-himself-at-school.html,,,2,2001-05-15,Spring,Ennis High School,Ennis,TX,High,Classroom,Inside School Building,Yes,Morning Classes,12:00 PM,"Held class hostage, shot TV, and then shot self",16YOM pulled gun out of backpack and took class hostage. Released all hostages except for the teacher and a female student. Shooter fired at the TV and then shot himself in the head. Other students reported the shooter talked about guns and had a strong romantic interest in a girl who was not interested in him. Shooter had no prior disciplinary issues. Father and grandfather worked for school board.,Suicide/Attempted,Neither,No,Yes,Yes,No,No,No,No,No,2,Yes
20010425OHJOC,https://nthfmemorial.org/mystery-in-ohio-demetrius-minifee/,,,1,2001-04-25,Spring,John Marshall High School,Cleveland,OH,High,Parking Lot,Outside on School Property,No,Night,11:00 PM,"Janitor shot outside of school, no suspects",33YOM janitor was shot in the parking lot at 11pm after finishing work. No suspect was identified or motive determined.,Unknown,,Unknown,No,No,No,No,No,,No,,
20010420LAMOM,https://products.kitsapsun.com/archive/2001/04-21/0043_in_the_headlines.html,,,2,2001-04-20,Spring,Monroe City Alternative Center,Monroe,LA,High,Hallway; Beside Building,Both Inside/Outside,Yes,School Start,7:20 AM,"Student fired 5 shots that missed, students were able to block doors until police arrived",14YOM had been expelled from other high school and sent to alternative school for troubled youths. Principal heard gun dry fire and saw 14 YOM shooter trying to load handgun. Principal was able to get students inside the school and block the door. The shooter fired shots into the windows but missed students. Shooter gained entry through another door and fired shots that missed janitor. Police were able to subdue the shooter when he attempted to reload. School had metal detectors at the door.,Anger Over Grade/Suspension/Discipline,,No,No,No,No,No,No,No,,5,Yes
20010410WAWAM,http://articles.latimes.com/2004/mar/21/nation/na-violent21 http://www.thehealthjournals.com/dark-side-antidepressants/,,,3,2001-04-10,Spring,Wahluke High School,Mattawa,WA,High,Classroom,Inside School Building,Yes,,,"Held class hostage, recent change in medication",16YOM held english class hostage for 45 minutes with a loaded hunting rifle. Shooter was talking about suicide and killing everyone. Shooter was on antidepressants and medication had been recently changed. Surrendered to principal without firing any shots. Shooter was popular student and athlete. Incident resulted in federal probe of the medications he was taking.,Hostage/Standoff,Neither,No,Yes,No,No,No,No,No,No,0,Yes
20010402TXKLH,https://www.chron.com/news/houston-texas/article/Eighth-grade-girl-dies-after-shooting-herself-at-2012069.php,,,2,2001-04-02,Spring,Kleb Intermediate School,Houston,TX,High,Bathroom,Inside School Building,Yes,Morning Classes,10:30 AM,Female student shot herself in bathroom,"13YOF student excused herself from class, went to her locker to get a .22 handgun, and killed herself in the bathroom.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
20010330INLEG,http://edition.cnn.com/2001/US/03/31/school.shooting/,,,2,2001-03-30,Spring,Lew Wallace High School,Gary,IN,High,Parking Lot,Outside on School Property,No,School Start,8:15 AM,Ongoing fight relating to both bullying and gangs,"Shooter had been beat up by victim multiple times resulting in the shooter dropping out of school because of fear of the victim. Victim was involved with gang activity. Victim approached the shooter in the school parking lot and shooter fired handgun killing victim then fled the scene. The shooter was small for 17 YOM (5'7"", 130 lbs). Shooter had no history of violence or disciplinary issues.",Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,Yes,No,1,
20010322CAGRE,https://www.sfgate.com/news/article/El-Cajon-School-Shootout-Injures-5-Campus-cop-2939710.php http://articles.latimes.com/2001/mar/23/news/mn-41660 https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,,,5,2001-03-22,Spring,Granite Hills High School,El Cajon,CA,High,Beside Building,Outside on School Property,Yes,Lunch,12:54 PM,"Planned attack, SRO at school shot at shooter and detained him",Shooter stood outside of school and fired shotgun and .22 rounds at the windows of the building. 4 students were injured by broken glass. A police officer assigned to the school fired at the shooter and arrested him. Shooter commit suicide while in detention facility. ,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,No,>20,Yes
20010307WAKEC,http://community.seattletimes.nwsource.com/archive/?date=20010308&slug=kent08m0,,,2,2001-03-07,Spring,Kentwood High School,Covington,WA,High,Classroom,Inside School Building,Yes,,,"Student pulled gun in class, talked about suicide, talked into surrendering by two other students",16YOM student had talked to other students about suicide. He pulled a gun in the classroom and was talking about killing himself. Students fled the room but 2 JROTC students remained behind and talked shooter into surrendering to police. No shots fired. No injuries.,Suicide/Attempted,Neither,No,No,No,No,No,No,No,No,0,Yes
20010307PABIW,https://www.nytimes.com/2001/03/08/us/girl-14-arrested-after-a-classmate-is-shot-in-pennsylvania.html  http://www.antidepressantsfacts.com/Elizabeth-Bush-18-released.htm   https://www.newspapers.com/image/454932257/?terms=elizabeth%2Bbush,,,3,2001-03-07,Spring,Bishop Neumann High School,Williamsport,PA,High,Cafeteria,Inside School Building,Yes,Lunch,12:00 PM,Bullied student shot head cheerleader,"Shooter she was depressed and had taken to cutting her arms with a razor in the months before the shooting. She said she stole a .22-caliber pistol from her father's collection and brought it to school because she wanted people to ""know my pain"" from repeated teasing. She shot the head cheerleader in the shoulder from behind. About 100 students were in the cafeteria when Bush fired. A 14 year-old classmate who rode the bus with her talked her into dropping the gun. She was sentenced to an open-ended term at a psychiatric facility and released after 3 years.",Bullying,Victims Targeted,No,No,No,No,Yes,No,No,No,1,
20010306MDLAL,https://www.washingtontimes.com/news/2001/mar/8/20010308-021529-7742r/,,,2,2001-03-06,Spring,Largo High School,Largo,MD,High,Cafeteria,Inside School Building,No,After School,5:00 PM,"Two teens went into school looking for student they had conflict with, fired shots","Chronically troubled student who had multiple robbery charges went into the school after hours with another teen. They were looking for a 17 YOM student who they had an ongoing fight with. They found him in the cafeteria and during a fight the 14YOM shooter fired one shot then fled the scene. He was arrested 2 days later. The school has armed security guards who leave at 4:30PM, shooting occurred just after that. The shooter knew the target would be at the school for a fashion show rehearsal.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1,
20010305CASAS,http://www.sandiegouniontribune.com/news/columnists/sdut-charles-andy-williams-santana-high-school-shooting-2013may10-htmlstory.html https://www.pbs.org/newshour/science/science-jan-june13-andywilliams_02-18 https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,,,3,2001-03-05,Spring,Santana High School,Santee,CA,High,Bathroom,Inside School Building,Yes,Morning Classes,9:20 AM,"Bullying, planned attack, planned suicide by cop","Shooter was planning attack with 2 other students but they backed out. They had told approximately 50 other people about the plans including adults. Shooter told friends he was going to do it Monday the weekend before the shooting and gave them his possessions. Shooter had a .22 handgun with 40 rounds, he was worried the gun was not powerful enough to kill people. Shooter fired at multiple students from the bathroom and including firing at two school employees who thought fire crackers were going off. When SWAT entered the bathroom, he had the gun to his head but couldn't pull the trigger. Shooter reported thinking about suicide the night before but decided to do the shooting. Shooter had been seriously bullied for years including beatings and being lit on fire. Shooter had abused RX drugs, cocaine, and alcohol since age 12. Shooters parents were divorced. He was sexually assaulted by his mother's boyfriend. Unsupervised by father. Moved frequently. Very poor performance in school.",Bullying,Random Shooting,No,No,No,No,Yes,No,No,Yes,40+,Yes
20010302CAHOS,https://www.deseretnews.com/article/831817/School-hopes-suicide-doesnt-put-it-in-spotlight.html,,,2,2001-03-02,Spring,Hoover High School,San Diego,CA,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,,"Student shot himself in parking lot, upset about breakup",18YOM student shot himself in the parking lot after meeting with the school counselor. Shooter had recently broken up with his girlfriend.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
20010202MIOSD,http://edition.cnn.com/2001/US/02/02/detroit.shooting/index.html,,,2,2001-02-02,Winter,Osborn High School,Detroit,MI,High,Classroom,Inside School Building,Yes,,,"2 students and 1 teacher shot in bandroom by unknown student, possible to get class dismissed early",2 students and 1 teacher shot in the band room by an unknown shooter. A bomb threat had been called in earlier that day. Police believed both were related to trying to get school dismissed for the day.,Unknown,,No,No,No,No,No,No,No,No,,Yes
20010117MDLAB,http://articles.baltimoresun.com/2001-01-19/news/0101190243_1_sanders-inside-the-school-school-shooting,,,2,2001-01-17,Winter,Lake Clifton Eastern High School,Baltimore,MD,High,Front of School,Outside on School Property,Yes,Before School,8:45 AM,Shooting stemmed from a fight that occurred a month prior,Suspect and another man approached victim as victim was walking into school. Victim shot three times - suspects fled the scene - cause of shooting was deemed to be retaliation for previous altercation a month prior. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,3,
20010110CAHUO,http://articles.latimes.com/2001/jan/11/local/me-11081,,,2,2001-01-10,Winter,Hueneme High School,Oxnard,CA,High,Parking Lot,Outside on School Property,Yes,Lunch,12:50 PM,Distraught over family issues - wanted to die at the hands of police - took hostage in school ,"17YOM non-student fired shots at a female students car in the parking lot and took her hostage at gunpoint. He had no relation with her. He walked her into an outdoor courtyard between classrooms. He told her he was in a gang and wanted to die from being shot by the police. When the shooter held the gun to the victims head, a police officer fired and killed him. Most students were evacuated but 60 in the area of shooter saw him killed by police.",Hostage/Standoff,Random Shooting,No,Yes,No,No,No,No,Yes,No,2,Yes
20010103CABAS,https://www.sfgate.com/news/article/Security-Review-After-Accident-Student-shot-2968986.php,,,2,2001-01-03,Winter,Balboa High School,San Francisco,CA,High,Classroom,Inside School Building,Yes,Morning Classes,9:30 AM,"Shot himself in leg during class, fled, ditched gun, then went to nurses office","14YOM student shot himself in class, fled the scene, threw the gun outside of the school, and then went to the nurses office for medical assistance. School has 9 full time security officers.",Accidental,Neither,No,No,No,No,No,No,No,No,1,
20001221FLNOM,http://articles.sun-sentinel.com/2000-12-21/news/0012210472_1_armored-car-armored-guard-routine-pickup,,,2,2000-12-21,Winter,Norland Elementary School,Miami,FL,Elementary,Parking Lot,Outside on School Property,Yes,After School,3:45 PM,Teens shot armored car guard picking up money from the school,Two teens shot armored car guard picking up money from the elementary school. Suspects fled and no students were injured.,Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,No,No,,
20001207CARIR,https://www.sfgate.com/bayarea/article/Drive-by-Shooter-Kills-Teen-2692458.php,,,2,2000-12-07,Winter,Richmond High School,Richmond,CA,High,Front of School,Outside on School Property,Yes,Lunch,12:45 PM,Special education student shot outside school in drive by,Special education student was shot in the neck outside of the school during a drive by. Student ran to the principal's office where he died. Student was well liked and had no connections to gangs or issues with other students. No description of the shooter or the vehicle.,Drive-by Shooting,,Unknown,No,No,No,No,No,Yes,No,,
20001201CAJUS,http://www.berkeleydailyplanet.com/issue/2000-12-06/article/2518,,,2,2000-12-01,Winter,Junipero Serra High School,San Diego,CA,High,Inside School Building,Inside School Building,Yes,Unknown,,"Accidental discharge, shot self showing off gun",Shooter was carrying handgun in waistband and showed it to other students during the school day. Shooter said he was planning to shoot another student he had been in a fight with. Gun accidentally discharged injuring the shooter. He was arrested without incident.,Accidental,Victims Targeted,,No,No,No,No,No,No,No,,
20001201CAGRL,http://articles.latimes.com/2000/dec/02/local/me-60380,,,2,2000-12-01,Winter,Granada Hills High School,Los Angeles,CA,High,Parking Lot,Outside on School Property,No,Before School,7:00 AM,Setup camera and shot self in parking lot in front of school,17YOM student setup camera in the parking lot in front of the school and then shot himself in the head. Multiple students witnessed the suicide occur. Shooter had told older students that he planned to kill himself but they did not take him seriously. Shooter was into cinema and made short films. Students thought he was filming for a project prior to firing the gun.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
20001101TXNEC,https://www.deseretnews.com/article/791173/Student-takes-class-hostage.html,,,2,2000-11-01,Fall,Newman Smith High School,Carrollton,TX,High,Classroom,Inside School Building,Yes,Morning Classes,8:15 AM,Held 19 students and teacher hostage for 30 minutes,15YOM student held class hostage with 9mm handgun for 30 minutes before being subdued by police. Shooter was upset after being scolded by teacher and pulled gun out of backpack.,Hostage/Standoff,,No,Yes,Yes,No,No,No,No,No,0,Yes
