date,club,views
2020-09-12,Arsenal,33516
2020-09-13,Arsenal,17922
2020-09-14,Arsenal,14769
2020-09-15,Arsenal,15256
2020-09-16,Arsenal,16964
2020-09-17,Arsenal,12689
2020-09-18,Arsenal,12173
2020-09-19,Arsenal,19007
2020-09-02,Arsenal,15007
2020-09-21,Arsenal,16303
2020-09-22,Arsenal,13445
2020-09-23,Arsenal,13820
2020-09-24,Arsenal,12606
2020-09-25,Arsenal,10154
2020-09-26,Arsenal,10436
2020-09-27,Arsenal,9982
2020-09-28,Arsenal,17169
2020-09-29,Arsenal,11046
2020-09-03,Arsenal,9311
2020-10-01,Arsenal,12934
2020-10-02,Arsenal,11549
2020-10-03,Arsenal,10179
2020-10-04,Arsenal,15188
2020-10-05,Arsenal,28173
2020-10-06,Arsenal,35792
2020-10-07,Arsenal,15383
2020-10-08,Arsenal,12666
2020-10-09,Arsenal,10021
2020-10-01,Arsenal,8811
2020-10-11,Arsenal,8851
2020-10-12,Arsenal,8495
2020-10-13,Arsenal,9318
2020-10-14,Arsenal,8324
2020-10-15,Arsenal,8141
2020-10-16,Arsenal,8771
2020-10-17,Arsenal,14061
2020-10-18,Arsenal,9274
2020-10-19,Arsenal,7932
2020-10-02,Arsenal,8802
2020-10-21,Arsenal,10494
2020-10-22,Arsenal,12141
2020-10-23,Arsenal,9694
2020-10-24,Arsenal,8454
2020-10-25,Arsenal,12309
2020-10-26,Arsenal,9151
2020-10-27,Arsenal,7461
2020-10-28,Arsenal,6838
2020-10-29,Arsenal,10825
2020-10-03,Arsenal,9267
2020-10-31,Arsenal,6996
2020-11-01,Arsenal,15876
2020-11-02,Arsenal,10558
2020-11-03,Arsenal,7873
2020-11-04,Arsenal,6261
2020-11-05,Arsenal,9390
2020-11-06,Arsenal,7802
2020-11-07,Arsenal,7219
2020-11-08,Arsenal,11670
2020-11-09,Arsenal,8105
2020-11-01,Arsenal,6294
2020-11-11,Arsenal,5739
2020-11-12,Arsenal,5830
2020-11-13,Arsenal,5480
2020-11-14,Arsenal,5072
2020-11-15,Arsenal,5761
2020-11-16,Arsenal,5175
2020-11-17,Arsenal,5297
2020-11-18,Arsenal,5722
2020-11-19,Arsenal,5271
2020-11-02,Arsenal,5461
2020-11-21,Arsenal,6551
2020-11-22,Arsenal,11848
2020-11-23,Arsenal,7881
2020-11-24,Arsenal,6491
2020-11-25,Arsenal,6009
2020-11-26,Arsenal,8477
2020-11-27,Arsenal,6873
2020-11-28,Arsenal,6542
2020-11-29,Arsenal,12605
2020-11-03,Arsenal,9879
2020-12-01,Arsenal,7180
2020-12-02,Arsenal,6516
2020-12-03,Arsenal,9657
2020-12-04,Arsenal,7683
2020-12-05,Arsenal,7546
2020-12-06,Arsenal,17531
2020-12-07,Arsenal,12313
2020-12-08,Arsenal,8361
2020-12-09,Arsenal,7062
2020-12-01,Arsenal,8979
2020-12-11,Arsenal,9559
2020-12-12,Arsenal,7130
2020-12-13,Arsenal,14799
2020-12-14,Arsenal,17540
2020-12-15,Arsenal,10718
2020-12-16,Arsenal,13899
2020-12-17,Arsenal,9864
2020-12-18,Arsenal,7581
2020-12-19,Arsenal,16922
2020-12-02,Arsenal,16526
2020-12-21,Arsenal,11012
2020-12-22,Arsenal,17913
2020-12-23,Arsenal,17562
2020-12-24,Arsenal,9716
2020-12-25,Arsenal,7772
2020-12-26,Arsenal,23006
2020-12-27,Arsenal,12717
2020-12-28,Arsenal,9495
2020-12-29,Arsenal,12406
2020-12-03,Arsenal,9308
2020-12-31,Arsenal,8976
2021-01-01,Arsenal,8481
2021-01-02,Arsenal,14734
2021-01-03,Arsenal,14338
2021-01-04,Arsenal,10640
2021-01-05,Arsenal,9809
2021-01-06,Arsenal,9844
2021-01-07,Arsenal,8901
2021-01-08,Arsenal,9890
2021-01-09,Arsenal,15006
2021-01-01,Arsenal,9921
2021-01-11,Arsenal,8386
2021-01-12,Arsenal,8305
2021-01-13,Arsenal,7939
2021-01-14,Arsenal,10932
2021-01-15,Arsenal,7431
2021-01-16,Arsenal,8893
2021-01-17,Arsenal,10250
2021-01-18,Arsenal,14889
2021-01-19,Arsenal,13038
2021-01-02,Arsenal,12201
2021-01-21,Arsenal,9824
2021-01-22,Arsenal,18162
2021-01-23,Arsenal,16284
2021-01-24,Arsenal,11916
2021-01-25,Arsenal,12900
2021-01-26,Arsenal,14683
2021-01-27,Arsenal,23569
2021-01-28,Arsenal,12467
2021-01-29,Arsenal,10447
2021-01-03,Arsenal,18210
2021-01-31,Arsenal,10531
2021-02-01,Arsenal,15648
2021-02-02,Arsenal,21190
2021-02-03,Arsenal,10995
2021-02-04,Arsenal,9323
2021-02-05,Arsenal,7874
2021-02-06,Arsenal,14611
2021-02-07,Arsenal,9800
2021-02-08,Arsenal,8177
2021-02-09,Arsenal,8252
2021-02-01,Arsenal,7636
2021-02-11,Arsenal,7366
2021-02-12,Arsenal,6908
2021-02-13,Arsenal,8205
2021-02-14,Arsenal,13716
2021-02-15,Arsenal,9362
2021-02-16,Arsenal,8189
2021-02-17,Arsenal,7752
2021-02-18,Arsenal,10559
2021-02-19,Arsenal,7883
2021-02-02,Arsenal,8321
2021-02-21,Arsenal,12938
2021-02-22,Arsenal,7730
2021-02-23,Arsenal,8007
2021-02-24,Arsenal,8391
2021-02-25,Arsenal,12256
2021-02-26,Arsenal,11709
2021-02-27,Arsenal,9110
2021-02-28,Arsenal,14291
2021-03-01,Arsenal,10896
2021-03-02,Arsenal,9770
2021-03-03,Arsenal,8618
2021-03-04,Arsenal,8367
2021-03-05,Arsenal,7737
2021-03-06,Arsenal,11522
2021-03-07,Arsenal,9249
2021-03-08,Arsenal,8578
2021-03-09,Arsenal,8239
2021-03-01,Arsenal,8188
2021-03-11,Arsenal,12117
2021-03-12,Arsenal,10337
2021-03-13,Arsenal,8609
2021-03-14,Arsenal,19299
2021-03-15,Arsenal,12163
2021-03-16,Arsenal,9200
2021-03-17,Arsenal,8999
2021-03-18,Arsenal,12394
2021-03-19,Arsenal,11326
2021-03-02,Arsenal,8746
2021-03-21,Arsenal,13720
2021-03-22,Arsenal,8892
2021-03-23,Arsenal,7770
2021-03-24,Arsenal,7207
2021-03-25,Arsenal,7254
2021-03-26,Arsenal,6851
2021-03-27,Arsenal,6628
2021-03-28,Arsenal,6218
2021-03-29,Arsenal,6834
2021-03-03,Arsenal,6279
2021-03-31,Arsenal,7385
2021-04-01,Arsenal,7041
2021-04-02,Arsenal,6758
2021-04-03,Arsenal,12926
