Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,Matches,squad_id,season,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Antonio Valencia,ec ECU,"DF,MF",26.0,30,24,2207.0,24.5,1.0,5.0,1.0,0.0,0.0,6.0,0.0,0.04,0.2,0.24,0.04,0.24,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne Rooney,eng ENG,"FW,MF",26.0,27,22,2014.0,22.4,12.0,10.0,11.0,1.0,2.0,7.0,0.0,0.54,0.45,0.98,0.49,0.94,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny Evans,nir NIR,DF,24.0,23,21,1902.0,21.1,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.14,0.05,0.19,0.14,0.19,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nemanja Vidić,rs SRB,DF,30.0,19,18,1617.0,18.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.06,0.11,0.06,0.11,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Cleverley,eng ENG,MF,22.0,22,18,1445.0,16.1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.12,0.12,0.25,0.12,0.25,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Young,eng ENG,"DF,FW",27.0,19,17,1368.0,15.2,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shinji Kagawa,jp JPN,"FW,MF",23.0,20,17,1314.0,14.6,6.0,3.0,6.0,0.0,0.0,1.0,0.0,0.41,0.21,0.62,0.41,0.62,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Welbeck,eng ENG,"FW,MF",21.0,27,13,1301.0,14.5,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.07,0.28,0.35,0.07,0.35,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Jones,eng ENG,"DF,MF",20.0,17,13,1209.0,13.4,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Giggs,wls WAL,"FW,MF",38.0,22,12,1168.0,13.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.15,0.23,0.39,0.15,0.39,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Smalling,eng ENG,DF,22.0,15,10,1020.0,11.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anders Lindegaard,dk DEN,GK,28.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Hernández,mx MEX,FW,24.0,22,9,952.0,10.6,10.0,3.0,10.0,0.0,1.0,1.0,0.0,0.95,0.28,1.23,0.95,1.23,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson,br BRA,MF,24.0,17,9,824.0,9.2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Scholes,eng ENG,MF,37.0,16,8,771.0,8.6,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.12,0.12,0.23,0.12,0.23,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nani,pt POR,"FW,MF",25.0,11,7,630.0,7.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.14,0.29,0.43,0.14,0.43,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Büttner,nl NED,"DF,MF",23.0,5,4,383.0,4.3,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.47,0.23,0.7,0.47,0.7,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Fletcher,sct SCO,MF,28.0,3,2,181.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Powell,eng ENG,"FW,MF",18.0,2,0,32.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.81,0.0,2.81,2.81,2.81,Matches,19538871,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Hart,eng ENG,GK,25.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yaya Touré,ci CIV,MF,29.0,32,32,2828.0,31.4,6.0,5.0,6.0,0.0,0.0,6.0,0.0,0.19,0.16,0.35,0.19,0.35,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Zabaleta,ar ARG,"DF,MF",27.0,30,29,2649.0,29.4,2.0,2.0,2.0,0.0,0.0,7.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Silva,es ESP,"FW,MF",26.0,32,29,2508.0,27.9,4.0,8.0,4.0,0.0,1.0,2.0,0.0,0.14,0.29,0.43,0.14,0.43,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Tevez,ar ARG,"FW,MF",28.0,34,28,2393.0,26.6,11.0,8.0,9.0,2.0,2.0,3.0,0.0,0.41,0.3,0.71,0.34,0.64,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth Barry,eng ENG,MF,31.0,31,27,2398.0,26.6,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.04,0.08,0.11,0.04,0.11,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaël Clichy,fr FRA,DF,27.0,28,26,2334.0,25.9,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Kompany,be BEL,DF,26.0,26,26,2237.0,24.9,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.04,0.0,0.04,0.04,0.04,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Agüero,ar ARG,FW,24.0,30,22,1941.0,21.6,12.0,2.0,10.0,2.0,2.0,2.0,0.0,0.56,0.09,0.65,0.46,0.56,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samir Nasri,fr FRA,"FW,MF",25.0,28,22,1798.0,20.0,2.0,7.0,2.0,0.0,0.0,3.0,1.0,0.1,0.35,0.45,0.1,0.45,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matija Nastasić,rs SRB,DF,19.0,21,21,1820.0,20.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Milner,eng ENG,"DF,MF",26.0,26,19,1725.0,19.2,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.21,0.16,0.37,0.21,0.37,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joleon Lescott,eng ENG,DF,29.0,26,17,1551.0,17.2,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi García,es ESP,"DF,MF",25.0,24,17,1494.0,16.6,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edin Džeko,ba BIH,FW,26.0,32,16,1822.0,20.2,14.0,3.0,14.0,0.0,1.0,4.0,0.0,0.69,0.15,0.84,0.69,0.84,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Kolarov,rs SRB,DF,26.0,20,11,1056.0,11.7,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.09,0.17,0.26,0.09,0.26,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolo Touré,ci CIV,DF,31.0,15,10,922.0,10.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micah Richards,eng ENG,DF,24.0,7,7,612.0,6.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Balotelli,it ITA,FW,21.0,14,7,590.0,6.6,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Rodwell,eng ENG,"DF,MF",21.0,11,6,498.0,5.5,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maicon Sisenando,br BRA,DF,31.0,9,4,521.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Sinclair,eng ENG,"FW,MF",23.0,11,2,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigel de Jong,nl NED,MF,27.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karim Rekik,nl NED,DF,17.0,1,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul Razak,ci CIV,MF,19.0,3,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b8fd03ef,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr Čech,cz CZE,GK,30.0,36,36,3195.0,35.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branislav Ivanović,rs SRB,DF,28.0,34,33,2946.0,32.7,5.0,1.0,5.0,0.0,0.0,4.0,1.0,0.15,0.03,0.18,0.15,0.18,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Cole,eng ENG,DF,31.0,31,31,2790.0,31.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.03,0.06,0.1,0.03,0.1,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Mata,es ESP,"FW,MF",24.0,35,31,2727.0,30.3,11.0,12.0,11.0,0.0,0.0,3.0,0.0,0.36,0.4,0.76,0.36,0.76,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Hazard,be BEL,"FW,MF",21.0,34,31,2624.0,29.2,9.0,11.0,7.0,2.0,2.0,2.0,0.0,0.31,0.38,0.69,0.24,0.62,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Luiz,br BRA,"DF,MF",25.0,30,29,2632.0,29.2,2.0,2.0,2.0,0.0,0.0,8.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Torres,es ESP,FW,28.0,36,28,2572.0,28.6,8.0,6.0,7.0,1.0,1.0,5.0,1.0,0.28,0.21,0.49,0.24,0.45,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramires,br BRA,MF,25.0,35,28,2524.0,28.0,5.0,1.0,5.0,0.0,0.0,9.0,1.0,0.18,0.04,0.21,0.18,0.21,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar,br BRA,MF,20.0,34,24,2292.0,25.5,4.0,5.0,3.0,1.0,1.0,2.0,0.0,0.16,0.2,0.35,0.12,0.31,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Cahill,eng ENG,DF,26.0,26,24,2219.0,24.7,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
César Azpilicueta,es ESP,"DF,MF",22.0,27,24,2199.0,24.4,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Lampard,eng ENG,MF,34.0,29,21,1904.0,21.2,15.0,1.0,10.0,5.0,6.0,2.0,0.0,0.71,0.05,0.76,0.47,0.52,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Obi Mikel,ng NGA,MF,25.0,22,19,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Bertrand,eng ENG,"DF,MF",22.0,19,14,1286.0,14.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Moses,ng NGA,"DF,FW",21.0,23,12,1125.0,12.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Terry,eng ENG,DF,31.0,14,11,950.0,10.6,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.38,0.0,0.38,0.38,0.38,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demba Ba,sn SEN,FW,27.0,14,11,868.0,9.6,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oriol Romeu,es ESP,MF,20.0,6,4,236.0,2.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Turnbull,eng ENG,GK,27.0,3,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko Marin,de GER,"FW,MF",23.0,6,2,144.0,1.6,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.62,0.62,1.25,0.62,1.25,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Sturridge,eng ENG,"FW,MF",22.0,7,1,168.0,1.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.54,0.54,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raul Meireles,pt POR,MF,29.0,3,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Aké,nl NED,"DF,MF",17.0,3,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yossi Benayoun,il ISR,MF,32.0,6,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Piazon,br BRA,"FW,MF",18.0,1,0,17.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.29,5.29,0.0,5.29,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo Ferreira,pt POR,DF,33.0,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santi Cazorla,es ESP,MF,27.0,38,37,3297.0,36.6,12.0,11.0,12.0,0.0,0.0,1.0,0.0,0.33,0.3,0.63,0.33,0.63,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Arteta,es ESP,MF,30.0,34,34,2982.0,33.1,6.0,3.0,1.0,5.0,6.0,6.0,0.0,0.18,0.09,0.27,0.03,0.12,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Per Mertesacker,de GER,DF,27.0,34,33,3029.0,33.7,3.0,0.0,3.0,0.0,0.0,3.0,1.0,0.09,0.0,0.09,0.09,0.09,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wojciech Szczęsny,pl POL,GK,22.0,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacary Sagna,fr FRA,DF,29.0,25,25,2239.0,24.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Vermaelen,be BEL,DF,26.0,29,25,2236.0,24.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas Podolski,de GER,"FW,MF",27.0,33,25,1985.0,22.1,11.0,9.0,11.0,0.0,0.0,1.0,0.0,0.5,0.41,0.91,0.5,0.91,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier Giroud,fr FRA,FW,25.0,34,24,2333.0,25.9,11.0,3.0,11.0,0.0,0.0,3.0,1.0,0.42,0.12,0.54,0.42,0.54,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Theo Walcott,eng ENG,"FW,MF",23.0,32,24,2284.0,25.4,14.0,10.0,14.0,0.0,0.0,3.0,0.0,0.55,0.39,0.95,0.55,0.95,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran Gibbs,eng ENG,"DF,MF",22.0,27,23,2103.0,23.4,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ramsey,wls WAL,MF,21.0,36,21,2097.0,23.3,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Wilshere,eng ENG,MF,20.0,25,20,1696.0,18.8,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.16,0.16,0.0,0.16,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent Koscielny,fr FRA,DF,26.0,25,20,1676.0,18.6,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.11,0.05,0.16,0.11,0.16,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl Jenkinson,eng ENG,DF,20.0,14,14,1186.0,13.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gervinho,ci CIV,"FW,MF",25.0,18,12,1012.0,11.2,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.44,0.27,0.71,0.44,0.71,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Oxlade-Chamberlain,eng ENG,"FW,MF",18.0,25,11,1063.0,11.8,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.08,0.25,0.34,0.08,0.34,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abou Diaby,fr FRA,MF,26.0,11,10,705.0,7.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vito Mannone,it ITA,GK,24.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho Monreal,es ESP,DF,26.0,10,9,791.0,8.8,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.23,0.11,0.23,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomáš Rosický,cz CZE,MF,31.0,10,7,609.0,6.8,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.3,0.15,0.44,0.3,0.44,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Łukasz Fabiański,pl POL,GK,27.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Santos,br BRA,"DF,MF",29.0,8,3,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francis Coquelin,fr FRA,"DF,MF",21.0,11,3,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrey Arshavin,ru RUS,"FW,MF",31.0,7,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serge Gnabry,de GER,"FW,MF",17.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ignasi Miquel,es ESP,DF,19.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Walker,eng ENG,DF,22.0,36,36,3157.0,35.1,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Vertonghen,be BEL,DF,25.0,34,34,3060.0,34.0,4.0,3.0,4.0,0.0,0.0,7.0,0.0,0.12,0.09,0.21,0.12,0.21,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth Bale,wls WAL,"FW,MF",23.0,33,33,2921.0,32.5,21.0,4.0,21.0,0.0,0.0,6.0,0.0,0.65,0.12,0.77,0.65,0.77,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Lennon,eng ENG,"FW,MF",25.0,34,33,2821.0,31.3,4.0,7.0,4.0,0.0,0.0,1.0,0.0,0.13,0.22,0.35,0.13,0.35,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Lloris,fr FRA,GK,25.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
