Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,Matches,squad_id,season,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Jermain Defoe,eng ENG,FW,29.0,34,27,2409.0,26.8,11.0,3.0,11.0,0.0,0.0,4.0,0.0,0.41,0.11,0.52,0.41,0.52,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa Dembélé,be BEL,MF,25.0,30,26,2194.0,24.4,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.04,0.12,0.16,0.04,0.16,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Dawson,eng ENG,DF,28.0,27,23,2011.0,22.3,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clint Dempsey,us USA,"FW,MF",29.0,29,22,1993.0,22.1,7.0,4.0,7.0,0.0,0.0,3.0,0.0,0.32,0.18,0.5,0.32,0.5,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandro,br BRA,MF,23.0,22,22,1772.0,19.7,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.1,0.15,0.05,0.15,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Adebayor,tg TOG,FW,28.0,25,18,1598.0,17.8,5.0,1.0,5.0,0.0,0.0,3.0,1.0,0.28,0.06,0.34,0.28,0.34,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Caulker,sl SLE,DF,20.0,18,17,1575.0,17.5,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Gallas,fr FRA,DF,34.0,19,16,1528.0,17.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Parker,eng ENG,MF,31.0,21,15,1364.0,15.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Naughton,eng ENG,DF,23.0,14,13,1059.0,11.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi Sigurðsson,is ISL,"FW,MF",22.0,33,12,1235.0,13.7,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.22,0.29,0.51,0.22,0.51,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benoît Assou-Ekotto,cm CMR,DF,28.0,15,12,1141.0,12.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Huddlestone,eng ENG,MF,25.0,20,11,1037.0,11.5,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.35,0.35,0.0,0.35,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Friedel,us USA,GK,41.0,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Holtby,de GER,MF,21.0,11,4,513.0,5.7,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.35,0.35,0.0,0.35,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Livermore,eng ENG,MF,22.0,11,4,421.0,4.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Younès Kaboul,fr FRA,DF,26.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael van der Vaart,nl NED,MF,29.0,2,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Carroll,eng ENG,MF,20.0,7,0,81.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,0.0,1.11,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andros Townsend,eng ENG,"FW,MF",21.0,5,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jermaine Jenas,eng ENG,MF,29.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iago Falque,es ESP,"FW,MF",22.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Kane,eng ENG,FW,19.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leighton Baines,eng ENG,DF,27.0,38,38,3420.0,38.0,5.0,5.0,3.0,2.0,2.0,4.0,0.0,0.13,0.13,0.26,0.08,0.21,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Howard,us USA,GK,33.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Osman,eng ENG,MF,31.0,36,36,3175.0,35.3,5.0,2.0,5.0,0.0,0.0,9.0,0.0,0.14,0.06,0.2,0.14,0.2,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Jagielka,eng ENG,"DF,MF",29.0,36,36,3154.0,35.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Pienaar,za RSA,MF,30.0,35,35,3057.0,34.0,6.0,6.0,6.0,0.0,0.0,7.0,2.0,0.18,0.18,0.35,0.18,0.35,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sylvain Distin,fr FRA,DF,34.0,34,31,2838.0,31.5,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane Fellaini,be BEL,MF,24.0,31,31,2783.0,30.9,11.0,5.0,11.0,0.0,0.0,9.0,0.0,0.36,0.16,0.52,0.36,0.52,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikica Jelavić,hr CRO,FW,26.0,37,26,2427.0,27.0,7.0,2.0,7.0,0.0,0.0,3.0,0.0,0.26,0.07,0.33,0.26,0.33,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Séamus Coleman,ie IRL,"DF,MF",23.0,26,24,2165.0,24.1,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Mirallas,be BEL,"FW,MF",24.0,27,23,1824.0,20.3,6.0,3.0,6.0,0.0,0.0,3.0,0.0,0.3,0.15,0.44,0.3,0.44,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darron Gibson,ie IRL,MF,24.0,23,22,1804.0,20.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.05,0.1,0.15,0.05,0.15,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Anichebe,ng NGA,FW,24.0,26,19,1712.0,19.0,6.0,4.0,6.0,0.0,0.0,2.0,0.0,0.32,0.21,0.53,0.32,0.53,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Neville,eng ENG,"DF,MF",35.0,18,18,1546.0,17.2,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Heitinga,nl NED,"DF,MF",28.0,26,17,1607.0,17.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Naismith,sct SCO,"FW,MF",25.0,31,13,1283.0,14.3,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.28,0.07,0.35,0.28,0.35,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Hibbert,eng ENG,DF,31.0,6,4,433.0,4.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Hitzlsperger,de GER,MF,30.0,7,4,350.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Barkley,eng ENG,MF,18.0,7,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ján Mucha,sk SVK,GK,29.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Oviedo,cr CRC,"DF,MF",22.0,15,1,242.0,2.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apostolos Vellios,gr GRE,FW,20.0,6,0,61.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.48,0.0,1.48,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magaye Gueye,fr FRA,"FW,MF",22.0,2,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Duffy,ie IRL,"DF,MF",20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d3fd31cc,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen Johnson,eng ENG,DF,27.0,36,36,3222.0,35.8,1.0,4.0,1.0,0.0,0.0,7.0,0.0,0.03,0.11,0.14,0.03,0.14,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Gerrard,eng ENG,MF,32.0,36,36,3221.0,35.8,9.0,9.0,5.0,4.0,5.0,5.0,0.0,0.25,0.25,0.5,0.14,0.39,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Agger,dk DEN,DF,27.0,35,35,3098.0,34.4,3.0,0.0,3.0,0.0,0.0,3.0,1.0,0.09,0.0,0.09,0.09,0.09,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Suárez,uy URU,FW,25.0,33,33,2953.0,32.8,23.0,5.0,23.0,0.0,0.0,10.0,0.0,0.7,0.15,0.85,0.7,0.85,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pepe Reina,es ESP,GK,29.0,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Enrique,es ESP,DF,26.0,29,25,2257.0,25.1,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.08,0.16,0.24,0.08,0.24,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stewart Downing,eng ENG,"FW,MF",28.0,29,25,2191.0,24.3,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.12,0.21,0.33,0.12,0.33,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Leiva,br BRA,MF,25.0,26,24,1942.0,21.6,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Škrtel,sk SVK,DF,27.0,25,23,2080.0,23.1,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Allen,wls WAL,MF,22.0,27,21,1920.0,21.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raheem Sterling,eng ENG,"FW,MF",17.0,24,19,1748.0,19.4,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Carragher,eng ENG,"DF,MF",34.0,24,16,1536.0,17.1,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Henderson,eng ENG,MF,22.0,30,16,1535.0,17.1,5.0,4.0,5.0,0.0,0.0,3.0,0.0,0.29,0.23,0.53,0.29,0.53,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Wisdom,eng ENG,DF,19.0,12,12,1014.0,11.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippe Coutinho,br BRA,"FW,MF",20.0,13,12,923.0,10.3,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.29,0.49,0.78,0.29,0.78,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Sturridge,eng ENG,"FW,MF",22.0,14,11,1085.0,12.1,10.0,3.0,9.0,1.0,1.0,2.0,0.0,0.83,0.25,1.08,0.75,1.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,eng ENG,MF,20.0,19,9,924.0,10.3,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.1,0.0,0.1,0.1,0.1,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suso,es ESP,"FW,MF",18.0,14,8,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Jones,au AUS,GK,30.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuri Şahin,tr TUR,MF,23.0,7,7,448.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Borini,it ITA,"FW,MF",21.0,13,5,513.0,5.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Kelly,eng ENG,"DF,MF",22.0,4,4,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastián Coates,uy URU,DF,21.0,5,2,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon Ibe,eng ENG,"FW,MF",16.0,1,1,63.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,1.43,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Cole,eng ENG,MF,30.0,6,0,172.0,1.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oussama Assaidi,ma MAR,"FW,MF",23.0,4,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Carroll,eng ENG,FW,23.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Coady,eng ENG,"DF,MF",19.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,822bd0ba,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth McAuley,nir NIR,DF,32.0,36,36,3240.0,36.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas Olsson,se SWE,DF,29.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Morrison,sct SCO,"FW,MF",26.0,35,33,2836.0,31.5,5.0,5.0,4.0,1.0,1.0,4.0,0.0,0.16,0.16,0.32,0.13,0.29,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Foster,eng ENG,GK,29.0,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Yacob,ar ARG,MF,25.0,30,29,2474.0,27.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssouf Mulumbu,cd COD,MF,25.0,28,28,2515.0,27.9,2.0,2.0,2.0,0.0,0.0,4.0,1.0,0.07,0.07,0.14,0.07,0.14,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Ridgewell,eng ENG,DF,28.0,30,28,2485.0,27.6,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Long,ie IRL,FW,25.0,34,25,2151.0,23.9,8.0,4.0,8.0,0.0,1.0,3.0,0.0,0.33,0.17,0.5,0.33,0.5,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Jones,eng ENG,DF,25.0,27,24,2211.0,24.6,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Brunt,nir NIR,"DF,MF",27.0,31,23,2182.0,24.2,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.08,0.12,0.21,0.08,0.21,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graham Dorrans,sct SCO,"FW,MF",25.0,26,21,1749.0,19.4,1.0,3.0,0.0,1.0,1.0,3.0,0.0,0.05,0.15,0.21,0.0,0.15,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu Lukaku,be BEL,FW,19.0,35,20,2005.0,22.3,17.0,4.0,15.0,2.0,3.0,3.0,0.0,0.76,0.18,0.94,0.67,0.85,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zoltán Gera,hu HUN,MF,33.0,16,14,1120.0,12.4,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.32,0.08,0.4,0.32,0.4,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Odemwingie,ng NGA,FW,31.0,25,13,1282.0,14.2,5.0,3.0,4.0,1.0,1.0,1.0,1.0,0.35,0.21,0.56,0.28,0.49,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Reid,ie IRL,"DF,MF",31.0,11,11,906.0,10.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goran Popov,mk MKD,"DF,MF",27.0,12,10,890.0,9.9,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.1,0.0,0.1,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc-Antoine Fortuné,fr FRA,FW,31.0,21,9,829.0,9.2,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.22,0.22,0.43,0.22,0.43,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boaz Myhill,wls WAL,GK,29.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Tamaș,ro ROU,DF,28.0,11,7,634.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markus Rosenberg,se SWE,FW,29.0,24,5,561.0,6.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Thomas,eng ENG,"FW,MF",29.0,10,4,406.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Thorne,eng ENG,MF,19.0,5,3,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Dawson,eng ENG,DF,22.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Jara,cl CHI,"DF,MF",26.0,1,0,45.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Izzy Brown,eng ENG,"FW,MF",15.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60c6b05f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Williams,wls WAL,DF,27.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fb10988f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michu,es ESP,"FW,MF",26.0,35,35,2998.0,33.3,18.0,2.0,18.0,0.0,0.0,6.0,0.0,0.54,0.06,0.6,0.54,0.6,Matches,fb10988f,2012-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
