Timestamp,Temperature/High/Mean (°F),Temperature/High/Percentile10th (°F),Temperature/High/Percentile25th (°F),Temperature/High/Percentile75th (°F),Temperature/High/Percentile90th (°F),Temperature/Low/Mean (°F),Temperature/Low/Percentile10th (°F),Temperature/Low/Percentile25th (°F),Temperature/Low/Percentile75th (°F),Temperature/Low/Percentile90th (°F),Temperature/Mean (°F),PerceivedTemperature/High (°F),PerceivedTemperature/Low (°F),CloudCover/Clear (%),CloudCover/MostlyClear (%),CloudCover/PartlyCloudy (%),CloudCover/MostlyCloudy (%),CloudCover/Overcast (%),Precipitation/Total (%),Precipitation/Rain (%),Precipitation/Mixed (%),Precipitation/Snow (%),Precipitation/Quantity/Mean (in),Rainfall/Mean (in),Rainfall/Percentile10th (in),Rainfall/Percentile25th (in),Rainfall/Percentile75th (in),Rainfall/Percentile90th (in),Snowfall/Mean (in),Snowfall/Percentile10th (in),Snowfall/Percentile25th (in),Snowfall/Percentile75th (in),Snowfall/Percentile90th (in),Snowfall/LiquidEquivalent/Mean (in),Snowfall/LiquidEquivalent/Percentile10th (in),Snowfall/LiquidEquivalent/Percentile25th (in),Snowfall/LiquidEquivalent/Percentile75th (in),Snowfall/LiquidEquivalent/Percentile90th (in),Sun/2022/PreviousSolarMidnight (hr),Sun/2022/AstronomicalRise (hr),Sun/2022/NauticalRise (hr),Sun/2022/CivilRise (hr),Sun/2022/Rise (hr),Sun/2022/Noon (hr),Sun/2022/Set (hr),Sun/2022/CivilSet (hr),Sun/2022/NauticalSet (hr),Sun/2022/AstronomicalSet (hr),Sun/2022/NextSolarMidnight (hr),Daylight/2022/Day (hr),Daylight/2022/CivilDay (hr),Daylight/2022/NauticalDay (hr),Daylight/2022/AstronomicalDay (hr),Humidity/Dry (%),Humidity/Comfortable (%),Humidity/Humid (%),Humidity/Muggy (%),Humidity/Oppressive (%),Humidity/Miserable (%),Wind/Speed/Mean (mph),Wind/Speed/Percentile10th (mph),Wind/Speed/Percentile25th (mph),Wind/Speed/Percentile75th (mph),Wind/Speed/Percentile90th (mph),Wind/Direction/Cardinal/Calm (%),Wind/Direction/Cardinal/N (%),Wind/Direction/Cardinal/E (%),Wind/Direction/Cardinal/S (%),Wind/Direction/Cardinal/W (%),Wind/Direction/Ordinal/Calm (%),Wind/Direction/Ordinal/N (%),Wind/Direction/Ordinal/NE (%),Wind/Direction/Ordinal/E (%),Wind/Direction/Ordinal/SE (%),Wind/Direction/Ordinal/S (%),Wind/Direction/Ordinal/SW (%),Wind/Direction/Ordinal/W (%),Wind/Direction/Ordinal/NW (%),Wind/Direction/Display/Calm (%),Wind/Direction/Display/N8 (%),Wind/Direction/Display/NE8PartOfN4 (%),Wind/Direction/Display/NE8PartOfE4 (%),Wind/Direction/Display/E8 (%),Wind/Direction/Display/SE8PartOfE4 (%),Wind/Direction/Display/SE8PartOfS4 (%),Wind/Direction/Display/S8 (%),Wind/Direction/Display/SW8PartOfS4 (%),Wind/Direction/Display/SW8PartOfW4 (%),Wind/Direction/Display/W8 (%),Wind/Direction/Display/NW8PartOfW4 (%),Wind/Direction/Display/NW8PartOfN4 (%),WaterTemperature/Mean (°F),WaterTemperature/Percentile10th (°F),WaterTemperature/Percentile25th (°F),WaterTemperature/Percentile75th (°F),WaterTemperature/Percentile90th (°F),BestTime/TemperatureTourismScore (),BestTime/TemperatureBeachScore (),BestTime/CloudScore (),BestTime/PrecipitationScore (),BestTime/TourismScore (),BestTime/BeachScore (),GrowingSeasonProbability (%),Temperature/Frigid (%),Temperature/Freezing (%),Temperature/Chilly (%),Temperature/Cold (%),Temperature/Cool (%),Temperature/Comfortable (%),Temperature/Warm (%),Temperature/Hot (%),Temperature/Sweltering (%),GrowingDegreeDays/Mean (°F),GrowingDegreeDays/Percentile10th (°F),GrowingDegreeDays/Percentile25th (°F),GrowingDegreeDays/Percentile75th (°F),GrowingDegreeDays/Percentile90th (°F),SolarEnergy/Mean (kWh),SolarEnergy/Percentile10th (kWh),SolarEnergy/Percentile25th (kWh),SolarEnergy/Percentile75th (kWh),SolarEnergy/Percentile90th (kWh)
2022-01-11,71.04,65.13,68.14,73.93,77.28,58.03,52.33,55.16,60.88,63.84,64.27,70.47,57.76,59.03,9.17,7.44,7.20,17.17,4.54,4.54,0.00,0.00,0.27,0.27,0.00,0.00,0.37,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.31,5.00,5.47,5.94,6.35,11.69,17.04,17.45,17.92,18.39,23.70,10.69,11.51,12.45,13.38,58.03,24.09,14.42,3.41,0.03,0.00,10.48,4.26,6.76,13.86,17.28,0.00,55.81,12.29,16.91,15.00,0.00,18.14,4.17,5.03,12.00,8.25,3.59,3.80,45.02,0.00,18.14,2.29,1.88,5.03,5.38,6.62,8.25,2.03,1.55,3.80,9.65,35.38,68.87,66.59,67.86,69.72,71.09,8.11,2.31,7.99,9.86,7.86,2.94,100.00,0.00,0.00,0.08,5.59,49.59,41.03,3.68,0.05,0.00,129.26,100.97,111.43,146.36,156.49,4.13,3.03,3.95,4.59,4.72
2022-01-12,70.95,65.07,68.06,73.88,77.17,57.97,52.17,55.05,60.86,63.87,64.19,70.39,57.71,58.97,9.16,7.52,7.28,17.08,4.80,4.80,0.00,0.00,0.27,0.27,0.00,0.00,0.37,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,5.01,5.47,5.94,6.35,11.70,17.05,17.46,17.93,18.40,23.70,10.70,11.52,12.46,13.39,58.47,24.00,14.11,3.40,0.03,0.00,10.48,4.24,6.73,13.89,17.28,0.00,55.75,12.59,16.88,14.77,0.00,18.38,4.35,5.14,12.14,8.23,3.49,3.71,44.55,0.00,18.38,2.38,1.97,5.14,5.48,6.67,8.23,1.97,1.51,3.71,9.55,35.00,68.73,66.48,67.72,69.57,70.98,8.09,2.28,8.00,9.86,7.85,2.91,100.00,0.00,0.00,0.08,5.74,49.78,40.78,3.58,0.05,0.00,143.55,111.82,123.52,162.34,173.92,4.14,3.02,3.96,4.61,4.75
2022-01-13,70.87,65.07,68.06,73.77,77.06,57.92,52.05,55.02,60.83,63.89,64.14,70.31,57.65,59.28,9.09,7.49,7.33,16.81,4.80,4.80,0.00,0.00,0.27,0.27,0.00,0.00,0.37,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,5.01,5.47,5.94,6.35,11.71,17.06,17.47,17.94,18.41,23.71,10.71,11.53,12.47,13.40,58.88,23.70,14.05,3.33,0.03,0.00,10.46,4.23,6.72,13.87,17.25,0.00,55.84,12.79,16.86,14.51,0.00,18.77,4.37,5.24,12.29,8.19,3.48,3.67,44.01,0.00,18.77,2.39,1.98,5.24,5.57,6.71,8.19,1.96,1.52,3.67,9.32,34.69,68.62,66.40,67.61,69.46,70.87,8.07,2.24,8.01,9.87,7.85,2.88,100.00,0.00,0.00,0.08,5.84,49.97,40.59,3.44,0.05,0.00,157.61,122.74,135.56,178.31,191.36,4.16,3.02,3.98,4.63,4.77
2022-01-14,70.81,65.02,68.00,73.68,76.86,57.86,51.98,54.98,60.77,63.95,64.07,70.25,57.59,59.44,9.12,7.44,7.30,16.70,4.62,4.62,0.00,0.00,0.27,0.27,0.00,0.00,0.38,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,5.01,5.47,5.94,6.35,11.71,17.08,17.49,17.96,18.42,23.72,10.72,11.55,12.48,13.41,59.28,23.44,13.98,3.28,0.03,0.00,10.45,4.24,6.74,13.84,17.20,0.00,55.56,12.92,17.31,14.20,0.00,19.02,4.36,5.33,12.63,8.39,3.41,3.60,43.27,0.00,19.02,2.42,1.94,5.33,5.66,6.97,8.39,1.95,1.46,3.60,9.14,34.13,68.51,66.31,67.49,69.35,70.76,8.05,2.21,8.01,9.87,7.84,2.85,100.00,0.00,0.00,0.08,5.95,50.22,40.41,3.31,0.05,0.00,171.79,133.88,147.60,194.06,208.91,4.17,3.04,3.99,4.64,4.79
2022-01-15,70.76,64.91,67.94,73.63,76.83,57.80,51.93,54.87,60.76,63.95,64.02,70.19,57.54,59.53,9.05,7.38,7.34,16.70,4.62,4.62,0.00,0.00,0.27,0.27,0.00,0.00,0.38,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,5.01,5.47,5.94,6.35,11.72,17.09,17.50,17.97,18.43,23.72,10.74,11.56,12.49,13.42,59.66,23.36,13.71,3.25,0.03,0.00,10.44,4.25,6.72,13.83,17.21,0.00,55.41,13.09,17.39,14.11,0.00,19.36,4.21,5.43,12.77,8.46,3.42,3.62,42.73,0.00,19.36,2.34,1.87,5.43,5.79,6.98,8.46,1.95,1.48,3.62,9.02,33.72,68.39,66.20,67.35,69.21,70.64,8.04,2.19,8.01,9.87,7.83,2.82,100.00,0.00,0.00,0.08,6.05,50.38,40.19,3.25,0.05,0.00,185.85,145.01,159.64,209.92,226.35,4.19,3.03,4.00,4.67,4.81
2022-01-16,70.70,64.79,67.89,73.57,76.80,57.75,51.88,54.87,60.70,63.95,63.98,70.14,57.48,59.19,9.05,7.46,7.42,16.88,4.62,4.62,0.00,0.00,0.27,0.27,0.00,0.00,0.38,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.28,5.01,5.47,5.94,6.35,11.73,17.10,17.51,17.98,18.44,23.73,10.75,11.57,12.51,13.43,60.06,23.13,13.55,3.22,0.03,0.00,10.48,4.26,6.75,13.86,17.23,0.00,55.44,13.28,17.48,13.80,0.00,19.52,4.15,5.46,13.03,8.46,3.42,3.50,42.48,0.00,19.52,2.28,1.87,5.46,5.95,7.08,8.46,1.95,1.47,3.50,8.83,33.66,68.28,66.12,67.24,69.10,70.53,8.02,2.16,8.01,9.87,7.82,2.79,100.00,0.00,0.00,0.08,6.14,50.56,39.97,3.18,0.05,0.00,199.80,156.38,171.68,225.56,243.45,4.21,3.03,4.00,4.69,4.83
2022-01-17,70.67,64.79,67.89,73.51,76.58,57.75,51.80,54.85,60.72,63.89,63.97,70.11,57.48,58.44,9.11,7.57,7.60,17.27,4.71,4.71,0.00,0.00,0.28,0.28,0.00,0.00,0.39,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.27,5.01,5.47,5.94,6.35,11.73,17.11,17.52,17.99,18.45,23.73,10.77,11.58,12.52,13.44,59.72,23.19,13.80,3.28,0.03,0.00,10.51,4.25,6.77,13.92,17.28,0.00,55.41,13.80,17.83,12.95,0.00,19.63,4.30,5.68,13.41,8.63,3.48,3.35,41.54,0.00,19.63,2.35,1.95,5.68,6.17,7.25,8.63,1.97,1.51,3.35,8.10,33.44,68.14,65.97,67.13,69.01,70.45,8.02,2.16,8.00,9.87,7.82,2.78,100.00,0.00,0.00,0.08,6.27,50.41,40.09,3.13,0.03,0.00,213.86,167.96,183.82,241.20,261.00,4.21,3.00,4.00,4.70,4.85
2022-01-18,70.67,64.71,67.86,73.51,76.72,57.75,51.72,54.85,60.72,63.95,63.97,70.11,57.50,58.44,9.09,7.64,7.59,17.23,4.88,4.88,0.00,0.00,0.28,0.28,0.00,0.00,0.39,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.27,5.01,5.47,5.94,6.35,11.74,17.13,17.53,18.00,18.46,23.74,10.78,11.60,12.53,13.45,59.84,22.95,13.95,3.22,0.03,0.00,10.58,4.25,6.80,14.01,17.39,0.00,55.69,13.81,17.92,12.59,0.00,19.92,4.27,5.71,13.53,8.59,3.48,3.19,41.29,0.00,19.92,2.34,1.93,5.71,6.18,7.35,8.59,1.97,1.51,3.19,7.89,33.41,68.06,65.89,67.02,68.90,70.33,8.02,2.15,8.01,9.87,7.81,2.77,100.00,0.00,0.00,0.08,6.35,50.31,40.06,3.15,0.05,0.00,227.81,179.44,195.97,256.95,278.32,4.23,2.99,4.01,4.73,4.88
2022-01-19,70.62,64.68,67.77,73.48,76.61,57.73,51.62,54.84,60.69,64.01,63.94,70.05,57.47,59.09,8.87,7.55,7.48,17.02,4.80,4.80,0.00,0.00,0.29,0.29,0.00,0.00,0.39,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.26,5.01,5.47,5.94,6.34,11.74,17.14,17.55,18.01,18.47,23.74,10.79,11.61,12.54,13.46,60.31,22.50,14.05,3.14,0.03,0.00,10.60,4.27,6.83,14.06,17.41,0.00,56.25,13.84,17.53,12.38,0.00,20.33,4.32,5.67,13.55,8.30,3.38,3.10,41.34,0.00,20.33,2.37,1.96,5.67,6.21,7.34,8.30,1.89,1.49,3.10,7.78,33.56,67.94,65.81,66.90,68.79,70.22,8.00,2.12,8.02,9.87,7.81,2.74,100.00,0.00,0.00,0.08,6.43,50.47,39.94,3.05,0.05,0.00,241.65,190.80,208.24,272.70,295.65,4.25,3.02,4.04,4.76,4.90
2022-01-20,70.62,64.63,67.80,73.46,76.55,57.69,51.52,54.80,60.65,63.98,63.91,70.02,57.42,59.50,8.80,7.54,7.50,16.67,4.88,4.88,0.00,0.00,0.30,0.30,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.26,5.01,5.47,5.94,6.34,11.75,17.15,17.56,18.02,18.48,23.75,10.81,11.62,12.55,13.47,60.22,22.41,14.27,3.07,0.03,0.00,10.60,4.25,6.80,14.09,17.48,0.00,56.38,14.12,17.41,12.11,0.00,20.41,4.40,5.75,13.73,8.22,3.38,3.05,41.10,0.00,20.41,2.45,1.95,5.75,6.42,7.30,8.22,1.88,1.50,3.05,7.57,33.53,67.83,65.69,66.82,68.70,70.11,8.00,2.11,8.04,9.86,7.82,2.74,100.00,0.00,0.00,0.08,6.52,50.44,39.97,2.95,0.04,0.00,255.60,201.94,220.50,288.45,312.75,4.27,3.04,4.06,4.79,4.93
2022-01-21,70.59,64.51,67.77,73.46,76.55,57.66,51.43,54.72,60.66,63.92,63.89,70.02,57.40,59.75,8.86,7.56,7.47,16.34,5.06,5.06,0.00,0.00,0.30,0.30,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,5.01,5.47,5.93,6.34,11.75,17.16,17.57,18.04,18.49,23.75,10.82,11.64,12.57,13.48,60.09,22.39,14.58,2.93,0.03,0.00,10.66,4.31,6.83,14.18,17.51,0.00,56.13,14.29,17.56,12.02,0.00,20.28,4.35,5.75,14.09,8.23,3.37,3.05,40.88,0.00,20.28,2.45,1.90,5.75,6.63,7.46,8.23,1.87,1.50,3.05,7.47,33.41,67.75,65.61,66.73,68.65,70.00,7.99,2.11,8.05,9.86,7.83,2.74,100.00,0.00,0.00,0.08,6.61,50.47,39.84,2.97,0.04,0.00,269.55,212.96,232.65,303.98,330.07,4.29,3.05,4.08,4.81,4.96
2022-01-22,70.62,64.46,67.77,73.51,76.69,57.65,51.41,54.72,60.62,63.95,63.89,70.02,57.38,60.13,8.86,7.60,7.44,15.97,4.88,4.88,0.00,0.00,0.30,0.30,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,5.01,5.47,5.93,6.34,11.76,17.18,17.58,18.05,18.50,23.76,10.84,11.65,12.58,13.50,60.53,22.14,14.52,2.80,0.03,0.00,10.74,4.37,6.88,14.30,17.65,0.00,56.53,14.13,17.48,11.84,0.00,20.63,4.28,5.69,13.91,8.28,3.34,3.02,40.85,0.00,20.63,2.41,1.87,5.69,6.57,7.34,8.28,1.87,1.47,3.02,7.35,33.50,67.66,65.55,66.65,68.56,69.91,7.99,2.10,8.08,9.86,7.84,2.73,100.00,0.00,0.00,0.08,6.55,50.78,39.50,3.04,0.04,0.00,283.50,223.88,245.02,319.73,347.17,4.32,3.05,4.10,4.84,4.98
2022-01-23,70.56,64.40,67.72,73.46,76.69,57.64,51.42,54.71,60.60,63.92,63.86,70.00,57.37,60.41,8.86,7.50,7.34,15.91,4.97,4.97,0.00,0.00,0.30,0.30,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,5.01,5.46,5.93,6.33,11.76,17.19,17.59,18.06,18.52,23.76,10.86,11.67,12.59,13.51,61.00,21.95,14.40,2.64,0.03,0.00,10.76,4.38,6.86,14.38,17.71,0.00,57.00,14.10,17.08,11.83,0.00,21.09,4.36,5.68,13.76,8.05,3.29,3.08,40.69,0.00,21.09,2.49,1.87,5.68,6.55,7.21,8.05,1.83,1.46,3.08,7.29,33.41,67.58,65.47,66.57,68.51,69.83,7.98,2.07,8.11,9.86,7.85,2.70,100.00,0.00,0.00,0.08,6.49,51.22,39.16,3.02,0.04,0.00,297.45,234.90,257.63,335.48,364.27,4.33,3.04,4.11,4.87,5.01
2022-01-24,70.53,64.43,67.66,73.37,76.66,57.61,51.35,54.70,60.59,63.84,63.83,69.94,57.34,60.50,8.83,7.52,7.44,15.70,5.23,5.23,0.00,0.00,0.30,0.30,0.00,0.00,0.40,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,5.00,5.46,5.92,6.33,11.76,17.20,17.61,18.07,18.53,23.76,10.87,11.68,12.61,13.52,61.41,21.69,14.38,2.51,0.03,0.00,10.78,4.38,6.87,14.40,17.80,0.00,56.84,14.66,16.94,11.56,0.00,21.11,4.43,6.06,13.80,7.97,3.26,3.01,40.35,0.00,21.11,2.48,1.95,6.06,6.65,7.15,7.97,1.81,1.45,3.01,7.10,33.25,67.49,65.41,66.48,68.45,69.74,7.97,2.04,8.13,9.86,7.86,2.68,100.00,0.00,0.00,0.07,6.46,51.44,39.06,2.92,0.04,0.00,311.17,245.92,270.00,351.00,381.38,4.36,3.02,4.14,4.90,5.04
2022-01-25,70.53,64.43,67.66,73.32,76.77,57.58,51.42,54.64,60.48,63.75,63.81,69.94,57.31,61.09,8.83,7.38,7.39,15.30,5.32,5.32,0.00,0.00,0.31,0.31,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,5.00,5.46,5.92,6.32,11.77,17.21,17.62,18.08,18.54,23.77,10.89,11.70,12.62,13.54,61.56,21.66,14.20,2.56,0.03,0.00,10.81,4.41,6.86,14.45,17.92,0.00,56.50,14.99,17.00,11.52,0.00,20.78,4.51,6.18,14.04,8.01,3.19,3.01,40.26,0.00,20.78,2.51,2.00,6.18,6.81,7.23,8.01,1.75,1.44,3.01,7.07,33.19,67.41,65.33,66.40,68.39,69.66,7.97,2.03,8.15,9.85,7.87,2.67,100.00,0.00,0.00,0.05,6.44,51.66,38.88,2.91,0.06,0.00,325.13,256.95,282.15,366.30,398.25,4.39,3.07,4.16,4.93,5.07
2022-01-26,70.53,64.43,67.66,73.29,76.89,57.57,51.43,54.65,60.45,63.72,63.82,69.94,57.31,61.38,8.89,7.36,7.33,15.05,5.32,5.32,0.00,0.00,0.31,0.31,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,5.00,5.45,5.91,6.32,11.77,17.23,17.63,18.09,18.55,23.77,10.91,11.72,12.64,13.55,61.66,21.58,14.24,2.51,0.03,0.00,10.85,4.42,6.88,14.51,17.97,0.00,56.56,15.05,17.05,11.35,0.00,20.59,4.46,6.20,14.28,7.97,3.14,2.98,40.39,0.00,20.59,2.50,1.96,6.20,6.89,7.39,7.97,1.68,1.45,2.98,6.93,33.47,67.32,65.24,66.34,68.31,69.57,7.97,2.03,8.16,9.85,7.88,2.67,100.00,0.00,0.00,0.05,6.43,51.66,38.81,2.97,0.06,0.00,338.85,267.75,294.30,381.60,415.13,4.41,3.10,4.19,4.96,5.11
2022-01-27,70.59,64.43,67.66,73.34,77.00,57.59,51.49,54.71,60.49,63.81,63.85,69.97,57.34,61.72,8.84,7.24,7.33,14.85,5.41,5.41,0.00,0.00,0.31,0.31,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,4.99,5.45,5.91,6.31,11.78,17.24,17.64,18.10,18.56,23.78,10.93,11.73,12.65,13.56,61.88,21.28,14.44,2.38,0.02,0.00,10.87,4.42,6.89,14.57,17.99,0.00,56.53,14.83,17.41,11.25,0.00,20.50,4.46,6.09,14.24,8.27,3.13,2.98,40.32,0.00,20.50,2.52,1.94,6.09,6.80,7.45,8.27,1.68,1.45,2.98,6.82,33.50,67.24,65.13,66.26,68.25,69.49,7.97,2.04,8.18,9.84,7.88,2.68,100.00,0.00,0.00,0.05,6.36,51.63,38.81,3.10,0.06,0.00,352.80,279.00,306.67,396.67,432.00,4.45,3.12,4.23,4.99,5.14
2022-01-28,70.62,64.43,67.75,73.40,77.11,57.61,51.49,54.70,60.53,63.84,63.87,70.00,57.34,61.75,8.75,7.25,7.30,14.94,5.23,5.23,0.00,0.00,0.31,0.31,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,4.99,5.45,5.91,6.31,11.78,17.25,17.65,18.11,18.57,23.78,10.94,11.75,12.67,13.58,62.34,20.83,14.56,2.27,0.01,0.00,10.90,4.47,6.90,14.60,17.98,0.00,56.81,14.68,17.34,11.18,0.00,20.98,4.31,5.96,14.25,8.27,3.06,3.04,40.09,0.00,20.98,2.43,1.89,5.96,6.83,7.43,8.27,1.65,1.42,3.04,6.72,33.38,67.16,65.05,66.17,68.20,69.41,7.97,2.05,8.19,9.84,7.89,2.70,100.00,0.00,0.00,0.05,6.35,51.41,38.94,3.17,0.07,0.00,366.52,289.80,318.82,411.75,449.10,4.48,3.16,4.26,5.03,5.17
2022-01-29,70.67,64.60,67.77,73.43,77.08,57.64,51.56,54.71,60.59,63.81,63.90,70.05,57.37,61.75,8.75,7.17,7.32,15.00,5.32,5.32,0.00,0.00,0.31,0.31,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,4.99,5.44,5.90,6.30,11.78,17.26,17.67,18.12,18.58,23.78,10.96,11.77,12.68,13.59,62.41,20.55,14.83,2.22,0.00,0.00,10.93,4.53,6.96,14.58,17.97,0.00,57.22,14.72,17.09,10.96,0.00,21.17,4.26,6.01,14.15,8.16,3.00,2.88,40.39,0.00,21.17,2.36,1.90,6.01,6.81,7.34,8.16,1.59,1.41,2.88,6.67,33.72,67.07,64.99,66.09,68.14,69.32,7.98,2.06,8.20,9.84,7.91,2.71,100.00,0.00,0.00,0.05,6.27,51.16,39.31,3.16,0.07,0.00,380.47,300.82,331.20,426.82,466.20,4.51,3.18,4.27,5.06,5.20
2022-01-30,70.70,64.65,67.86,73.43,77.03,57.68,51.56,54.75,60.69,63.92,63.95,70.11,57.41,62.09,8.59,7.16,7.29,14.87,5.41,5.41,0.00,0.00,0.31,0.31,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,4.98,5.44,5.89,6.29,11.79,17.28,17.68,18.14,18.59,23.78,10.98,11.78,12.70,13.61,62.31,20.42,15.08,2.18,0.00,0.00,10.92,4.57,6.99,14.53,17.94,0.00,57.47,14.98,17.03,10.52,0.00,21.55,4.39,6.07,14.36,8.09,2.88,2.75,39.93,0.00,21.55,2.43,1.95,6.07,6.97,7.39,8.09,1.55,1.34,2.75,6.43,33.50,67.02,64.93,66.03,68.08,69.24,8.01,2.08,8.21,9.84,7.92,2.74,100.00,0.00,0.00,0.05,6.17,50.88,39.66,3.18,0.07,0.00,394.42,312.07,343.57,441.90,482.85,4.55,3.23,4.32,5.09,5.23
2022-01-31,70.81,64.91,67.97,73.46,77.14,57.72,51.56,54.78,60.80,64.09,64.02,70.19,57.47,62.31,8.69,7.13,7.18,14.71,5.49,5.49,0.00,0.00,0.31,0.31,0.00,0.00,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,4.98,5.43,5.89,6.29,11.79,17.29,17.69,18.15,18.60,23.79,11.00,11.80,12.72,13.62,61.88,20.41,15.41,2.29,0.00,0.00,10.84,4.53,6.97,14.39,17.81,0.00,57.03,15.63,17.09,10.23,0.00,21.64,4.56,6.31,14.79,8.11,2.81,2.79,39.00,0.00,21.64,2.53,2.04,6.31,7.29,7.50,8.11,1.50,1.31,2.79,6.13,32.88,66.96,64.91,65.97,68.06,69.18,8.03,2.11,8.22,9.84,7.94,2.78,100.00,0.00,0.00,0.05,6.04,50.53,40.00,3.27,0.09,0.00,408.60,323.32,356.17,456.97,499.95,4.58,3.28,4.34,5.13,5.27
2022-02-01,70.95,65.02,68.11,73.60,77.31,57.82,51.63,54.84,60.88,64.20,64.14,70.33,57.57,62.53,8.66,7.13,7.16,14.52,5.32,5.32,0.00,0.00,0.31,0.31,0.00,0.00,0.40,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,4.97,5.42,5.88,6.28,11.79,17.30,17.70,18.16,18.61,23.79,11.02,11.82,12.73,13.64,61.31,20.59,15.80,2.31,0.00,0.00,10.85,4.55,7.00,14.36,17.77,0.00,56.88,15.98,17.19,9.95,0.00,21.97,4.73,6.43,14.88,8.14,2.84,2.70,38.30,0.00,21.97,2.54,2.19,6.43,7.38,7.50,8.14,1.53,1.30,2.70,5.95,32.34,66.90,64.88,65.92,68.00,69.10,8.07,2.16,8.23,9.84,7.96,2.83,100.00,0.00,0.00,0.05,5.80,50.06,40.53,3.44,0.09,0.00,422.77,335.02,369.00,472.50,517.50,4.61,3.29,4.37,5.16,5.30
2022-02-02,71.07,65.13,68.22,73.71,77.42,57.89,51.66,54.87,61.00,64.26,64.22,70.45,57.64,62.69,8.66,7.13,7.09,14.44,5.32,5.32,0.00,0.00,0.32,0.32,0.00,0.00,0.40,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,4.97,5.42,5.87,6.27,11.79,17.31,17.71,18.17,18.62,23.79,11.04,11.84,12.75,13.65,61.19,20.73,15.75,2.34,0.00,0.00,10.88,4.57,7.03,14.41,17.84,0.00,57.16,16.05,17.06,9.75,0.00,22.39,4.76,6.47,14.78,8.15,2.78,2.72,37.95,0.00,22.39,2.54,2.21,6.47,7.36,7.42,8.15,1.49,1.30,2.72,5.73,32.22,66.85,64.82,65.86,67.94,69.07,8.09,2.19,8.23,9.84,7.98,2.87,100.00,0.00,0.00,0.05,5.70,49.75,40.84,3.56,0.09,0.00,436.95,347.17,381.82,487.80,534.60,4.64,3.34,4.39,5.20,5.34
2022-02-03,71.18,65.24,68.34,73.88,77.56,57.97,51.76,54.98,61.08,64.32,64.31,70.56,57.72,62.66,8.70,7.02,7.04,14.58,5.32,5.32,0.00,0.00,0.32,0.32,0.00,0.00,0.40,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,4.96,5.41,5.87,6.26,11.79,17.32,17.72,18.18,18.63,23.79,11.06,11.85,12.77,13.67,61.16,20.72,15.82,2.31,0.01,0.00,10.86,4.58,7.02,14.35,17.78,0.00,57.19,16.17,17.13,9.52,0.00,22.75,4.81,6.45,14.82,8.30,2.73,2.69,37.45,0.00,22.75,2.56,2.25,6.45,7.47,7.35,8.30,1.47,1.26,2.69,5.57,31.88,66.82,64.79,65.81,67.89,69.01,8.12,2.24,8.24,9.84,8.00,2.92,100.00,0.00,0.00,0.05,5.45,49.31,41.38,3.71,0.10,0.00,451.13,359.10,394.88,503.10,552.15,4.67,3.38,4.42,5.23,5.37
