OBJECTID,GbCity,City_CH,City_EN,A100008_00,A100008_10,A100009_00,A100009_10,A101001_00,A101001_10,A101002_00,A101002_10,A101003_00,A101003_10,A101004_00,A101004_10,A101005_00,A101005_10,A101006_00,A101006_10,A103001_00,A103001_10,A104001_00,A104001_10,A104004_00,A104004_10,A104007_00,A104007_10,A104010_00,A104010_10,A105004_00,A105004_10,A105007_00,A105007_10,GbProv,Prov_CH,Prov_EN,Shape_Leng,Shape_Area,count
"91","3302",宁波市,Ningbo,3323736,5195162,2639626,2410527,2113581,3006825,2010181,2855142,103400,151683,5963362,7605689,3031634,3883564,2931728,3722125,4943568,5747621,1355749,3146005,258861,556234,326437,606323,612047,1983448,4504841,5596732,1414785,1979422,33,浙江省,Zhejiang,11.8092861724,0.80095586551,
"92","3303",温州市,Wenzhou,3891314,6022031,3666326,3100071,2150059,3163105,1998828,2910274,151231,252831,7557640,9122102,3986631,4797359,3571009,4324743,6317574,7852774,2030928,4149891,426736,911515,333536,513833,1021193,2724543,6177826,7506722,1208292,1482987,33,浙江省,Zhejiang,10.3432659631,1.03983255917,
"93","3304",嘉兴市,Jiaxing,1360825,2400663,2222171,2100994,1048904,1541355,1015166,1449492,33738,91863,3582996,4501657,1796646,2269227,1786350,2232430,3236234,3432862,461061,1568575,80035,265455,62183,179622,257262,1123498,2771874,3284011,788645,1191214,33,浙江省,Zhejiang,3.30657751237,0.37170219272,
"94","3305",湖州市,Huzhou,1016669,1530418,1608926,1363124,768393,943371,751428,903467,16965,39904,2625595,2893542,1333340,1470472,1292255,1423070,2447359,2598712,310095,750610,50357,208485,41343,88094,144964,454031,1980507,2112396,619121,767430,33,浙江省,Zhejiang,4.22701012112,0.54984390338,
"95","3306",绍兴市,Shaoxing,2095350,2877624,2208891,2034615,1455049,1830205,1410009,1739568,45040,90637,4304241,4912239,2155557,2469399,2148684,2442840,4017322,4391870,638145,1589138,230312,489775,104042,192841,226685,906522,3489363,3527955,787402,1368812,33,浙江省,Zhejiang,4.94670273182,0.74132580843,
"96","3307",金华市,Jinhua,2073217,3161801,2498664,2199771,1563490,2085268,1490627,1942210,72863,143058,4571881,5361572,2345303,2777642,2226578,2583930,4090295,4645488,888115,1921859,264456,442556,182740,255081,387828,1224222,3815385,4343971,729462,978839,33,浙江省,Zhejiang,5.70383732764,1.01298148504,
"97","3308",衢州市,Quzhou,629671,936833,1499185,1185828,713473,785940,704533,767535,8940,18405,2128856,2122661,1105195,1082602,1023661,1040059,2288950,2491780,160070,407191,81018,220076,43255,107284,19216,79831,1739021,1669169,376436,437392,33,浙江省,Zhejiang,5.20047708151,0.81698431586,
"98","3309",舟山市,Zhoushan,561170,713057,440360,408204,360749,454822,351086,430011,9663,24811,1001530,1121261,506171,588414,495359,532847,891611,969734,197370,424117,20282,142113,31762,68079,45638,213925,713931,768193,278704,347975,33,浙江省,Zhejiang,10.8143788734,0.11385432523,
"99","3310",台州市,Taizhou,2655840,3315319,2497875,2653519,1684241,2218808,1617400,2115870,66841,102938,5153715,5968838,2648968,3081620,2504747,2887218,4866567,5825930,832759,1885797,184136,460294,100474,204172,445811,1221331,4304340,4998678,820797,914019,33,浙江省,Zhejiang,10.8642549279,0.86104307061,
"100","3311",丽水市,Lishui,715385,1024651,1446728,1092306,713746,794539,704829,769603,8917,24936,2162113,2116957,1127005,1088188,1035108,1028769,2209974,2498266,239889,642571,129846,360930,53252,131758,25492,149883,1809744,1728425,323693,368441,33,浙江省,Zhejiang,7.49079884835,1.57874123614,
"102","3402",芜湖市,Wuhu,904872,1475022,1210549,788101,643850,826566,631945,781367,11905,45199,2115421,2263123,1096089,1165745,1019332,1097378,2004707,2307630,247543,510397,30200,182580,67819,244064,20368,83753,1412464,1226489,691724,1026128,34,安徽省,Anhui,3.58791644814,0.31613623961,
"103","3403",蚌埠市,Bengbu,1010127,1373554,2278202,1790913,868538,989597,857725,972791,10813,16806,3288329,3164467,1705466,1612771,1582863,1551696,3185465,3656418,244218,331407,49369,171729,57834,134262,15710,25416,2499989,2128053,774514,969008,34,安徽省,Anhui,4.48385831277,0.57020825336,
"104","3404",淮南市,Huainan,1155063,1442117,885586,891779,564479,783279,554490,760678,9989,22601,2040649,2333896,1064641,1212024,976008,1121872,1902227,2462734,241775,368755,27068,182900,77966,161911,9592,23944,1151081,1141067,873488,1156123,34,安徽省,Anhui,2.46714868807,0.20568003126,
"105","3405",马鞍山市,Maanshan,602528,939447,594388,426855,366610,466161,360503,452888,6107,13273,1196916,1366302,617633,704432,579283,661870,1108840,1294752,156717,280283,16187,123446,54371,122830,12778,34007,693462,684813,498812,673732,34,安徽省,Anhui,1.91458318136,0.16401390919,
"106","3406",淮北市,Huaibei,776583,1119551,1101581,994725,515308,635263,503697,625431,11611,9832,1878164,2114276,968448,1070553,909716,1043723,1822528,2203038,108960,211254,19870,105276,37725,88757,6765,17221,1230980,1140618,634312,948961,34,安徽省,Anhui,2.91700473772,0.26184787147,
"107","3407",铜陵市,Tongling,393246,526261,291470,197697,215908,268232,210717,260252,5191,7980,684716,723958,354550,369663,330166,354295,651198,741823,84004,117043,6583,31827,38394,73369,4595,11847,338347,292807,343535,428597,34,安徽省,Anhui,1.51964833649,0.0978038892,
"108","3408",安庆市,Anqing,1157013,1953494,4022987,3357885,1503930,1629196,1484647,1593746,19283,35450,5180000,5311379,2594671,2685349,2585329,2626030,5730309,6187361,283598,519918,113190,316937,56194,170652,13930,32329,4345663,4197121,817472,1052979,34,安徽省,Anhui,6.69765169963,1.45003919383,
"109","3410",黄山市,Huangshan,389462,555163,980915,803817,435140,468889,429808,454386,5332,14503,1370377,1358980,698531,690085,671846,668895,1396469,1477219,106659,198506,35590,100084,24252,71359,8254,27063,1083207,995161,281001,355238,34,安徽省,Anhui,5.70802617237,0.90028921252,
"110","3411",滁州市,Chuzhou,997241,1634370,3004247,2303498,1114479,1254713,1106321,1235697,8158,19016,4001488,3937868,2053464,1999579,1948024,1938289,4044077,4533540,213214,400151,98528,243716,45612,111201,20893,45234,3295149,2991411,682249,903035,34,安徽省,Anhui,8.11764046387,1.30194721267,
"111","3412",阜阳市,Fuyang,1757961,2393124,6246002,5206789,2157051,2524677,2146768,2507792,10283,16885,8003963,7599913,4124437,3762319,3879526,3837594,8435219,10142914,196003,437712,76067,271617,36911,130500,11396,35595,7231043,6437807,754703,956760,34,安徽省,Anhui,6.45334847534,0.97151851367,
"112","3413",宿州市,Suzhou,848316,1670862,4668107,3682062,1467381,1632184,1458256,1608582,9125,23602,5516423,5352924,2818699,2698929,2697724,2653995,5560070,6389236,227376,322229,63885,240887,38314,55943,13665,25399,4912571,4474138,581182,810550,34,安徽省,Anhui,7.60019342974,0.97547907651,
"113","3414",巢湖市,Chaohu,850923,1574316,3322526,2298786,1160098,1226305,1150864,1212100,9234,14205,4173449,3873102,2158799,1967100,2014650,1906002,4242686,4608039,197271,316540,73622,202597,35633,73319,12679,40624,3563147,3114191,576950,698181,34,安徽省,Anhui,4.82532111157,0.89578226582,
"114","3415",六安市,Liuan,1103300,1954534,4851353,3657167,1671462,1830437,1660462,1807765,11000,22672,5954653,5611701,3092791,2861086,2861862,2750615,6307267,7118445,186739,404993,89110,264590,23657,115276,7405,25127,5162007,4618680,779205,924457,34,安徽省,Anhui,8.25310067498,1.75038530252,
"115","3416",亳州市,Bozhou,956551,1358721,4122357,3491936,1334074,1503509,1330745,1495949,3329,7560,5078908,4850657,2648172,2459168,2430736,2391489,5100021,6102805,119847,211637,53578,171886,10672,24450,7040,15301,4649441,4298022,417037,437423,34,安徽省,Anhui,5.22279698928,0.8309509341,
"116","3417",池州市,Chizhou,323962,622834,1065507,779684,412853,438525,407852,425181,5001,13344,1389469,1402518,705077,706180,684392,696338,1465019,1596790,76115,153021,30640,97057,19578,39557,5654,16407,1170757,1120166,214440,273550,34,安徽省,Anhui,5.39052550141,0.7937061799,
"117","3418",宣城市,Xuancheng,575233,1096474,2084406,1436464,793276,851332,785010,834961,8266,16371,2659639,2532938,1390818,1298040,1268821,1234898,2597740,2778003,188487,369860,70216,249064,28562,58851,20289,61945,2239774,1986882,412389,530716,34,安徽省,Anhui,6.7111398924,1.16470407374,
"119","3502",厦门市,Xiamen,1454450,3119110,598620,412237,660503,1407923,547540,1239957,112963,167966,2053070,3531347,1061697,1832194,991373,1699153,1231804,1778591,893523,2151224,2182,162879,332713,964576,415194,1023769,1273098,2257166,766495,1253455,35,福建省,Fujian,3.59362120087,0.13057661356,
"120","3503",莆田市,Putian,795549,1411015,1932374,1367493,691747,803389,663845,761131,27902,42258,2727923,2778508,1316455,1379116,1411468,1399392,2790974,3237428,285407,523209,61829,163509,93292,169537,70918,190163,2363814,2376154,324477,348031,35,福建省,Fujian,6.22642141667,0.33775891317,
"121","3504",三明市,Sanming,993510,1279742,1580565,1223646,733190,803720,711373,778028,21817,25692,2574075,2503388,1353844,1308101,1220231,1195287,2486075,2738183,337820,549668,123930,253187,122823,177369,67042,119112,1940845,1821058,618938,625580,35,福建省,Fujian,9.18650898919,2.07954903004,
"122","3505",泉州市,Quanzhou,2835210,4749504,4447830,3379029,1891204,2523493,1671139,2267868,220065,255625,7283040,8128533,3724882,4207539,3558158,3920994,6145880,6913198,1645013,2914894,216490,509527,372060,713706,922228,1691661,6350069,6896867,892005,1088839,35,福建省,Fujian,9.1219789706,0.97227389808,
"123","3506",漳州市,Zhangzhou,1607608,2247564,2974067,2562419,1211876,1387914,1182936,1338117,28940,49797,4581675,4809983,2360095,2468870,2221580,2341113,4341396,4808524,365880,699766,115703,265914,90532,226681,93946,207171,3805813,3902998,744797,824791,35,福建省,Fujian,10.4230560636,1.11227368929,
"124","3507",南平市,Nanping,1225752,1342334,1590829,1303214,840362,914437,821622,893150,18740,21287,2816581,2645548,1477653,1358661,1338928,1286887,2768553,3142176,364196,602505,154355,384616,80691,111701,73454,106188,2075576,1907370,729415,689919,35,福建省,Fujian,9.97068815688,2.40155686921,
"125","3508",龙岩市,Longyan,965696,1152257,1718614,1407288,731448,880882,702002,845533,29446,35349,2684310,2559545,1387064,1320167,1297246,1239378,2674689,2958045,326161,635540,95530,331834,87812,181947,80416,121759,2201552,2048557,474145,480567,35,福建省,Fujian,8.08851215765,1.7101789452,
"126","3509",宁德市,Ningde,1069986,1352338,1921272,1469658,787712,925866,773821,905233,13891,20633,2991258,2821996,1596693,1476310,1394565,1345686,2987326,3332920,260279,622763,155702,478102,45599,80546,26576,64115,2510149,2289215,465820,488146,35,福建省,Fujian,16.2670259264,1.18449112241,
"130","3604",九江市,Jiujiang,1248560,2011155,3152688,2717623,1128402,1259240,1105542,1228705,22860,30535,4401248,4728778,2283008,2402409,2118240,2326369,4219976,4987247,382674,536989,181277,335652,61790,127868,48601,73469,3420675,3441600,936463,1214342,36,江西省,Jiangxi,9.4078640634,1.74916751717,
"132","3606",鹰潭市,Yingtan,357043,533682,670032,591474,282286,302705,277849,296472,4437,6233,1027075,1125156,538206,590971,488869,534185,1023873,1176925,88059,129133,32339,77624,23441,37919,7620,13590,759575,799710,259664,303308,36,江西省,Jiangxi,3.25569617565,0.32384308688,
"134","3608",吉安市,Jian,955122,1808990,3405802,3001349,1107502,1282773,1073741,1257623,33761,25150,4360924,4810339,2265302,2498021,2095622,2312318,4373296,4984078,338002,365743,198154,280985,54695,49059,27295,35699,3480292,3751409,844641,975810,36,江西省,Jiangxi,9.13546562335,2.30025844263,
"136","3610",抚州市,Fuzhou,914625,1456007,2657796,2456300,906996,1053140,887579,1041056,19417,12084,3572421,3912307,1870642,2037160,1701779,1875147,3530887,4112200,233190,360236,118679,293119,28044,43177,10116,23940,2776546,2932303,752707,907148,36,江西省,Jiangxi,8.31372353111,1.72303056055,
"137","3611",上饶市,Shangrao,1017529,2614106,4960149,3965641,1515604,1682638,1504968,1658249,10636,24389,5977678,6579747,3109685,3396219,2867993,3183528,6341281,7482546,212830,467483,127561,334752,42146,83861,16244,48870,5007027,5153679,927495,1290399,36,江西省,Jiangxi,11.2534414068,2.10611597455,
"140","3703",淄博市,Zibo,2210363,2859540,1974067,1671057,1353386,1554323,1310276,1524413,43110,29910,4184430,4530597,2112493,2272512,2071937,2258085,3831636,4231819,485903,802643,57300,427090,149222,288870,50687,86683,2794248,2948731,1374109,1561820,37,山东省,Shandong,5.74807462422,0.61265479568,
"141","3704",枣庄市,Zaozhuang,1389654,1764366,2155961,1964774,1003982,1112090,988496,1099307,15486,12783,3545615,3729140,1837189,1943932,1708426,1785208,3350099,3919007,280257,354024,154809,270491,27540,68014,13089,15519,2723107,2707791,804509,945865,37,山东省,Shandong,3.43202766133,0.44993126075,
"142","3705",东营市,Dongying,865462,1221644,927709,813694,573283,711466,551496,679068,21787,32398,1793171,2035338,914969,1030852,878202,1004486,1546000,1868136,299555,476692,27842,181750,137576,220896,40059,74046,1166797,1240623,618636,779744,37,山东省,Shandong,6.23083195412,0.6377022309,
"144","3707",潍坊市,Weifang,3448012,4266496,5047288,4819745,2485537,2746912,2437039,2693924,48498,52988,8495300,9086241,4286748,4600438,4208552,4485803,8091146,8775623,637333,1241471,322200,737418,97135,347866,79320,156187,6950780,7199296,1512126,1811924,37,山东省,Shandong,7.55301738454,1.58248529863,
"145","3708",济宁市,Jining,2679982,3472780,5060299,4609125,2172576,2410618,2134082,2374970,38494,35648,7740281,8081905,3952232,4118415,3788049,3963490,7621172,8459305,412935,776078,206760,452284,74646,277006,37324,46788,6228788,6379382,1489175,1582756,37,山东省,Shandong,8.43549572502,1.1045082562,
"146","3709",泰安市,Taian,2085047,2766209,3249584,2727998,1577851,1733114,1545662,1700362,32189,32752,5334631,5494207,2698364,2742039,2636267,2752168,5191036,5571627,312788,638610,135446,392906,53803,212217,24345,33487,4082804,4120496,1242337,1353946,37,山东省,Shandong,6.41843717601,0.76427943846,
"147","3710",威海市,Weihai,1291155,1632787,1305598,1171984,950454,1047166,922872,1021912,27582,25254,2596753,2804771,1302400,1413199,1294353,1391572,2258372,2543939,454281,625058,132511,214165,104493,180443,140423,230450,1879127,1828741,708018,970852,37,山东省,Shandong,9.57823933794,0.55146408936,
"148","3711",日照市,Rizhao,951867,1318689,1734061,1482324,892068,1011808,876793,988566,15275,23242,2685928,2801013,1350519,1415966,1335409,1385047,2633133,2883629,192482,421610,50945,226590,21941,127851,33503,67169,2202308,2269006,468359,492754,37,山东省,Shandong,4.74155850569,0.52275203712,
"149","3712",莱芜市,Laiwu,486737,668805,746788,629724,406429,452789,397755,446455,8674,6334,1233525,1298529,626549,653394,606976,645135,1162466,1267581,98608,191328,0,148654,14015,34771,4941,7903,896147,889244,336155,405686,37,山东省,Shandong,2.11159742399,0.20922814656,
"150","3713",临沂市,Linyi,2786531,4522930,7156121,5516510,3072789,3335317,3014100,3303932,58689,31385,9942652,10039440,5075129,5103107,4867523,4936333,9695004,10690066,498408,946776,176555,532288,120070,314293,57814,100195,8676880,8681073,1238534,1233392,37,山东省,Shandong,8.53080445834,1.70113505871,
"151","3714",德州市,Dezhou,1492105,2396974,3801569,3171261,1517297,1641170,1492129,1623811,25168,17359,5293674,5568235,2666155,2818739,2627519,2749496,5257684,5760572,200883,389770,88601,277554,30184,64148,26285,48068,4397453,4547772,887500,982000,37,山东省,Shandong,7.43309089555,1.06709429198,
"152","3715",聊城市,Liaocheng,1425249,2134661,3986866,3655202,1539210,1767731,1517494,1753952,21716,13779,5412115,5789863,2711027,2938609,2701088,2851254,5379052,6018686,243474,432399,127002,333123,30964,70100,23789,29176,4692427,4678408,707608,1019082,37,山东省,Shandong,4.69398109221,0.86556416346,
"153","3716",滨州市,Binzhou,869204,1713351,2694717,2035123,1078238,1185337,1061648,1159148,16590,26189,3563921,3748474,1789009,1884028,1774912,1864446,3456099,3772604,215766,406605,79667,256981,44538,109914,18403,39710,3054558,3139125,494783,585447,37,山东省,Shandong,9.25452751742,0.87511838995,
"154","3717",菏泽市,Heze,1689483,2901709,6408490,5385984,2243224,2464850,2227422,2442015,15802,22835,8097973,8287693,4109099,4173547,3988874,4114146,8225033,9482449,247065,405853,123623,328805,23495,49595,25076,27453,7248395,7303837,836146,901533,37,山东省,Shandong,5.6916279867,1.20267038932,
"158","4104",平顶山市,Pingdingshan,1439305,2022420,3365619,2882281,1282480,1353000,1261152,1336013,21328,16987,4804924,4904701,2500998,2523143,2303926,2381558,4563742,5284001,367603,486258,109975,278019,89932,185579,23727,22660,3776749,3730398,1014568,1111067,41,河南省,Henan,5.53375680467,0.77531254983,
"160","4106",鹤壁市,Hebi,485483,744285,916389,824923,363844,404878,355418,401216,8426,3662,1401872,1569208,723612,804272,678260,764936,1315109,1583918,106033,103910,22268,64012,28642,36038,9421,3860,1020524,1054004,369368,485020,41,河南省,Henan,2.73856615487,0.21451379328,
"162","4108",焦作市,Jiaozuo,1284813,1992285,2630481,2223573,983032,1068315,966158,1050845,16874,17470,3915294,4215858,1998547,2140682,1916747,2075176,3625369,4296217,393615,489618,151580,301839,76870,158615,39876,29164,2889506,3022012,977900,1149891,41,河南省,Henan,4.56989123211,0.59597843518,
"163","4109",濮阳市,Puyang,757338,1127083,2700994,2471657,876063,958658,865063,952240,11000,6418,3458332,3598740,1768698,1796273,1689634,1802467,3377108,3814284,151454,277527,37915,161877,54621,97169,21885,18481,2946443,2988981,502740,574986,41,河南省,Henan,4.84671566483,0.4184263226,
"166","4112",三门峡市,Sanmenxia,716830,982693,1460598,1251325,598954,643470,581898,629601,17056,13869,2177428,2234018,1143520,1148433,1033908,1085585,2015873,2245480,198373,196080,64487,118196,68168,62267,33648,15617,1673806,1571879,497113,642305,41,河南省,Henan,6.7541637162,0.971916312,
"169","4115",信阳市,Xinyang,1191525,2087765,5335843,4021341,1938252,1841358,1928519,1825919,9733,15439,6527368,6109106,3355307,3066246,3172061,3042860,7055521,8457648,314005,656499,130950,496868,42904,132346,20402,27285,5505123,4981693,996032,1049076,41,河南省,Henan,8.73524703914,1.80951065001,
"173","4202",黄石市,Huangshi,1223037,1379941,1254430,1049377,630103,698966,612660,683236,17443,15730,2477467,2429318,1300898,1259260,1176569,1170058,2327830,2680114,251604,377015,75877,207475,89589,137748,12575,31792,1602077,1479548,859646,875502,42,湖北省,Hubei,3.7289955661,0.42546385177,
"174","4203",十堰市,Shiyan,1120483,1547637,2295429,1793204,973403,1000705,932222,980327,41181,20378,3415912,3340841,1817856,1751833,1598056,1589008,3259757,3531862,286903,559536,102881,275634,97121,230024,29568,53878,2535014,2395271,868681,906095,42,湖北省,Hubei,9.74977929205,2.26601520334,
"175","4205",宜昌市,Yichang,1593243,2024081,2556065,2035605,1286135,1320054,1247480,1294008,38655,26046,4149308,4059686,2159184,2080389,1990124,1979297,3754459,3998695,546106,631765,168069,287494,171105,251944,107667,92327,2917759,2689532,1214514,1354566,42,湖北省,Hubei,8.14156551923,2.00390737195,
"180","4210",荆州市,Jingzhou,2078666,2416702,4201324,3275005,1682573,1641729,1640781,1618921,41792,22808,6279990,5691707,3229617,2899608,3050373,2792099,6011041,6640654,423484,593209,112218,370636,112446,163779,44657,58794,4858003,4125015,1403317,1472253,42,湖北省,Hubei,9.52382230166,1.31831679951,
"181","4211",黄冈市,Huanggang,1711261,2144138,5397786,4017931,1831897,1797702,1781099,1769281,50798,28421,7109047,6162069,3748884,3178651,3360163,2983418,7021207,7442464,238871,379492,148482,274235,41238,74063,21161,31194,5827870,4919435,1246371,1165580,42,湖北省,Hubei,8.33700771685,1.64000347997,
"184","4228",恩施土家族苗族自治州,Enshitujiazumiaozu,579759,995644,3195431,2294650,1052885,1061392,1031907,1044013,20978,17379,3775190,3290294,1986706,1674095,1788484,1616199,3726996,3975736,116597,310905,79085,219940,19973,57156,15761,33809,3345665,2775993,424258,480615,42,湖北省,Hubei,11.2179750134,2.26519431229,
"185","4290",省直辖行政单位,Hubei (Direct Units),1342683,1634266,2815814,1982149,1029677,1035734,998498,1022738,31179,12996,4158497,3616415,2172446,1878326,1986051,1738089,4025592,4323497,199936,255168,147776,189359,27181,43357,14749,22452,3423672,2803105,723106,784952,42,湖北省,Hubei,8.10647345141,0.98217047783,
"193","4308",张家界市,Zhangjiajie,338025,496265,1155090,981884,438634,446122,433735,438780,4899,7342,1493115,1478149,774069,754897,719046,723252,1496742,1646149,76178,147426,24358,101203,14143,35280,4587,10943,1263969,1162906,226021,301786,43,湖南省,Hunan,5.68711381037,0.88754162298,
"194","4309",益阳市,Yiyang,1183328,1719909,3125815,2588024,1246303,1274536,1229461,1254000,16842,20536,4309143,4307933,2234067,2190041,2075076,2117892,4334947,4759387,179647,306717,96672,213100,30068,72542,10151,21075,3561902,3324173,740068,952039,43,湖南省,Hunan,8.68589003995,1.12320446463,
"198","4313",娄底市,Loudi,952785,1323373,2830448,2461261,1072411,1105983,1056050,1091845,16361,14138,3783233,3784634,1968190,1950231,1815043,1834403,3788487,4323502,213888,403518,95088,232546,65027,152056,13148,18916,3048779,2996322,723734,755424,43,湖南省,Hunan,6.33788117526,0.74324845837,
"199","4331",湘西土家族苗族自治州,Xiangxitujiazumiaozu,487196,885316,1976421,1664242,635975,665193,627033,658248,8942,6945,2463617,2549558,1277391,1307797,1186226,1241761,2476524,2845811,176387,251361,119301,164609,44605,71742,11592,15010,2057003,2055607,396416,463665,43,湖南省,Hunan,7.42517719222,1.43007260022,
"201","4402",韶关市,Shaoguan,1398125,1484761,1337308,1341485,767665,913622,746252,883871,21413,29751,2735433,2826246,1412610,1439912,1322823,1386334,2742729,3248519,400442,537637,115329,234756,110015,180492,107132,122389,1793164,1764262,878129,1019181,44,广东省,Guangdong,9.27943089097,1.63292795592,
"203","4404",珠海市,Zhuhai,1056169,1369538,179268,192992,361503,556240,302230,476615,59273,79625,1235437,1562530,618413,813809,617024,748721,630173,1053186,665825,729225,20499,145453,224207,226084,357269,357688,641641,647241,580125,900978,44,广东省,Guangdong,7.09722394299,0.12005801588,
"205","4406",佛山市,Foshan,4006681,6771895,1331028,425499,1502543,2359068,1161690,1984934,340853,374134,5337709,7197394,2794865,3876536,2542844,3320858,3112546,3719983,2402863,3870373,122042,290243,665710,1077311,1540828,2502819,3839844,5076000,1464847,2082859,44,广东省,Guangdong,4.4793532888,0.3422384473,
"206","4407",江门市,Jiangmen,1866158,2772734,2090669,1677969,1097404,1366783,1047665,1303988,49739,62795,3956827,4450703,1987809,2276607,1969018,2174096,3570909,3955687,682987,1110568,167350,351902,141722,243118,321576,515548,2704891,3005976,1201795,1399096,44,广东省,Guangdong,9.02063703402,0.81373501598,
"208","4409",茂名市,Maoming,1961413,2039585,3277013,3777909,1303981,1540199,1291466,1505873,12515,34326,5238426,5817494,2745217,3023779,2493209,2793715,5834592,7408147,300918,404229,157474,297544,33986,64688,57315,41997,4150905,4443388,885672,1218457,44,广东省,Guangdong,7.72157953984,0.99532599848,
"209","4412",肇庆市,Zhaoqing,1097090,1660083,2276009,2256384,890738,1118112,864220,1070659,26518,47453,3373099,3916467,1704409,2005288,1668690,1911179,3557423,4228670,373906,588075,110821,203338,86526,178974,100007,205763,2612163,2918925,722079,885803,44,广东省,Guangdong,6.69718728518,1.31482806823,
"210","4413",惠州市,Huizhou,1662175,2843738,1553900,1754664,764755,1384016,665650,1209491,99105,174525,3216075,4598402,1621353,2421743,1594722,2176659,2401562,3354253,1117998,2057606,143541,386652,261132,499232,651906,1171722,2247174,3311047,883295,1239547,44,广东省,Guangdong,8.36638561148,1.00100575178,
"211","4414",梅州市,Meizhou,1414895,1823150,2387291,2415311,1001105,1136628,985582,1110636,15523,25992,3802186,4238461,1911728,2123914,1890458,2114547,4205942,5199047,409879,468665,170143,295638,96382,129948,53940,43079,3007716,3196024,736267,952246,44,广东省,Guangdong,7.26667381532,1.40515931845,
"212","4415",汕尾市,Shanwei,1289907,1590341,1163572,1345128,486976,641993,480833,631063,6143,10930,2453479,2935469,1267173,1504665,1186306,1430804,2448546,3324808,208890,256518,71836,159329,34222,36576,51274,60613,1798666,2134910,580500,751183,44,广东省,Guangdong,6.0546294556,0.42304480555,
"213","4416",河源市,Heyuan,601050,1181228,1665379,1768967,574373,741640,565832,711158,8541,30482,2266429,2950195,1143302,1475097,1123127,1475098,2754927,3591517,188032,368659,72913,156887,48096,131796,28864,79976,1811615,2215484,422810,673002,44,广东省,Guangdong,7.5304966721,1.3870025694,
"214","4417",阳江市,Yangjiang,909172,1133702,1259732,1288046,565132,706257,555707,695591,9425,10666,2168904,2421748,1139376,1273345,1029528,1148403,2271497,2766698,246624,302756,67014,193935,52730,67740,47118,41081,1546146,1624504,593015,739721,44,广东省,Guangdong,8.0240053581,0.68100277463,
"215","4418",清远市,Qingyuan,1026722,1758224,2119991,1940188,829284,1072157,814759,1032291,14525,39866,3146713,3698412,1625456,1894516,1521257,1803896,3421996,4164356,311877,693729,118628,327527,69413,178297,64802,187905,2494430,2901846,593178,700787,44,广东省,Guangdong,8.53776907407,1.6858642405,
"216","4419",东莞市,Dongguan,3870036,7271322,2575741,948885,1385164,3170692,716001,2311534,669163,859158,6445777,8220207,3035742,4446224,3410035,3773983,1483472,1854215,5009151,6583474,86543,198172,786063,1052761,4136545,5332541,5726309,7084115,690872,1095511,44,广东省,Guangdong,2.42365741258,0.21133656478,
"218","4451",潮州市,Chaozhou,1042556,1674977,1359512,994489,566704,643025,553669,621640,13035,21385,2402068,2669466,1215765,1355495,1186303,1313971,2316964,2640595,213037,412633,23547,141214,32576,82153,77263,189266,1818061,1990754,553228,638415,44,广东省,Guangdong,3.77559779436,0.27536009915,
"220","4453",云浮市,Yunfu,771753,874803,1381131,1492351,587132,676336,577948,661506,9184,14830,2152884,2367154,1109434,1210330,1043450,1156824,2373482,2813877,138604,205861,64683,110154,24399,51295,32849,44412,1817649,1930265,309514,384070,44,广东省,Guangdong,5.66493419243,0.68517754314,
"226","4506",防城港市,Fangchenggang,286891,418530,449061,448397,192380,231921,189605,224742,2775,7179,735952,866927,407974,476343,327978,390584,719300,860057,78195,163308,23984,62552,24497,71095,10175,29661,539661,617307,181746,214827,45,广西省,Guangxi,6.46725796561,0.51727173992,
"228","4508",贵港市,Guigang,958116,1655929,2869829,2462879,987956,1179237,981369,1169045,6587,10192,3827945,4118808,2019244,2133891,1808701,1984917,4350709,5033101,118997,266757,46091,172736,26484,69316,12627,24705,3405158,3615850,397511,417394,45,广西省,Guangxi,6.30165175067,0.93770607747,
"231","4522",柳州地区,Liuzhoudiqu,632183,696487,2890139,1403224,901002,602213,894113,594341,6889,7872,3522322,2099711,1867738,1087203,1654584,1012508,3775807,2498236,181226,209880,109643,144988,53066,45718,15487,19174,3022823,1768332,480262,297147,45,广西省,Guangxi,15.2622017163,2.37333125985,
"232","4524",贺州地区,Hezhoudiqu,459162,689545,1477687,1264527,456173,502285,452285,495468,3888,6817,1936849,1954072,1027045,1011406,909804,942666,1999635,2231947,73795,135849,47132,73775,14599,42255,12064,19819,1693274,1668487,240707,261894,45,广西省,Guangxi,7.68055334389,1.03711511354,
"233","4526",百色地区,Baisediqu,589495,886050,2742601,2580708,869455,978348,859842,963356,9613,14992,3332096,3466758,1731358,1782226,1600738,1684532,3539107,3826277,172207,334886,70809,185045,74013,110073,25959,39768,2901996,2955859,425533,439180,45,广西省,Guangxi,14.7407541281,3.21564815142,
"234","4527",河池地区,Hechidiqu,780949,888199,2742744,2481052,939972,1003127,924448,988334,15524,14793,3523693,3369251,1854975,1729426,1668718,1639825,3632749,3991899,195129,305409,76171,169713,89105,106689,29853,29007,3028512,2866719,479754,438046,45,广西省,Guangxi,12.1096996404,2.97945328239,
"235","4601",海口市,Haikou,757640,1517410,72552,528760,241494,607982,218912,549454,22582,58528,830192,2046170,431774,1060095,398418,986075,510998,1459948,344220,901628,4181,163168,127258,434246,161616,304214,285382,997577,534417,1020988,46,海南省,Hainan,0.87470598769,0.01771126081,
