year,commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,us_dollar,exported_to,exported_from
2019,61043200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",2870730,Kazakhstan,Xingjiang Uygur
2019,61043300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",9218738,Kazakhstan,Xingjiang Uygur
2019,61043900,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",85380,Kazakhstan,Xingjiang Uygur
2019,61044100,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",52000,Kazakhstan,Xingjiang Uygur
2019,61044200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",1843116,Kazakhstan,Xingjiang Uygur
2019,61044300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",6996557,Kazakhstan,Xingjiang Uygur
2019,61044400,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",190440,Kazakhstan,Xingjiang Uygur
2019,61045200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",1294419,Kazakhstan,Xingjiang Uygur
2019,61045300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",6011199,Kazakhstan,Xingjiang Uygur
2019,61045900,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",1681,Kazakhstan,Xingjiang Uygur
2019,61046100,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",154050,Kazakhstan,Xingjiang Uygur
2019,61046200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",16067306,Kazakhstan,Xingjiang Uygur
2019,61046300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",51121050,Kazakhstan,Xingjiang Uygur
2019,61046900,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",1202922,Kazakhstan,Xingjiang Uygur
2018,61042200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",3321912,Kazakhstan,Xingjiang Uygur
2018,61042300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",6594458,Kazakhstan,Xingjiang Uygur
2018,61042990,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",93195,Kazakhstan,Xingjiang Uygur
2018,61043200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",1541360,Kazakhstan,Xingjiang Uygur
2018,61043300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",8697905,Kazakhstan,Xingjiang Uygur
2018,61044200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",923718,Kazakhstan,Xingjiang Uygur
2018,61044300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",6266284,Kazakhstan,Xingjiang Uygur
2018,61045200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",2562501,Kazakhstan,Xingjiang Uygur
2018,61045300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",4080824,Kazakhstan,Xingjiang Uygur
2018,61046100,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",85232,Kazakhstan,Xingjiang Uygur
2018,61046200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",8579334,Kazakhstan,Xingjiang Uygur
2018,61046300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",47467658,Kazakhstan,Xingjiang Uygur
2018,61046900,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",470732,Kazakhstan,Xingjiang Uygur
2017,61042200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",5153984,Kazakhstan,Xingjiang Uygur
2017,61042300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",11039468,Kazakhstan,Xingjiang Uygur
2017,61042990,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",61317,Kazakhstan,Xingjiang Uygur
2017,61043200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",1339106,Kazakhstan,Xingjiang Uygur
2017,61043300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",8829317,Kazakhstan,Xingjiang Uygur
2017,61043900,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",73811,Kazakhstan,Xingjiang Uygur
2017,61044200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",667676,Kazakhstan,Xingjiang Uygur
2017,61044300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",16372930,Kazakhstan,Xingjiang Uygur
2017,61045200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",1064567,Kazakhstan,Xingjiang Uygur
2017,61045300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",2822527,Kazakhstan,Xingjiang Uygur
