NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,urban area
"Butner, NC Urban Cluster (2010)",12995.0,,450.0,,12025
"New Richmond, OH Urban Cluster (2010)",2574.0,,204.0,,62964
"Cape Girardeau, MO--IL Urbanized Area (2010)",54808.0,,556.0,,13537
"Douglas, MI Urban Cluster (2010)",2252.0,,316.0,,24539
"Wellington, CO Urban Cluster (2010)",8335.0,,285.0,,93673
"Farmville, NC Urban Cluster (2010)",4746.0,,534.0,,29305
"Mabton, WA Urban Cluster (2010)",2499.0,,312.0,,52352
"Albertville, AL Urban Cluster (2010)",37388.0,,997.0,,01036
"Middletown, OH Urbanized Area (2010)",98554.0,,798.0,,56926
"San Luis, AZ Urban Cluster (2010)",29075.0,,722.0,,79120
"Gainesville, FL Urbanized Area (2010)",200429.0,,1934.0,,32167
"Gillespie, IL Urban Cluster (2010)",5154.0,,256.0,,33220
"Goodrich, MI Urban Cluster (2010)",6262.0,,511.0,,33938
"Monticello, AR Urban Cluster (2010)",9499.0,,239.0,,58708
"West Tawakoni, TX Urban Cluster (2010)",6998.0,,675.0,,94520
"Wonder Lake, IL Urban Cluster (2010)",4020.0,,436.0,,96886
"Lawrenceburg, KY Urban Cluster (2010)",12847.0,,371.0,,48259
"Hastings, MN Urban Cluster (2010)",22795.0,,105.0,,37540
"Arcola, IL Urban Cluster (2010)",2676.0,,277.0,,02980
"Beeville, TX Urban Cluster (2010)",17824.0,,646.0,,06274
"Eastland, TX Urban Cluster (2010)",3697.0,,139.0,,25660
"Fairmont, MN Urban Cluster (2010)",9392.0,,276.0,,28846
"LaGrange, OH Urban Cluster (2010)",3761.0,,457.0,,46328
"Grangeville, ID Urban Cluster (2010)",3166.0,,17.0,,34435
"Philippi, WV Urban Cluster (2010)",3141.0,,373.0,,69103
"St. Johns, MI Urban Cluster (2010)",8639.0,,217.0,,77662
"Opelousas, LA Urban Cluster (2010)",23983.0,,948.0,,65593
"Murrieta--Temecula--Menifee, CA Urbanized Area (2010)",508003.0,,3202.0,,60799
"Oceana, WV Urban Cluster (2010)",2007.0,,374.0,,64594
"Attica, IN Urban Cluster (2010)",5097.0,,269.0,,03979
"Bemidji, MN Urban Cluster (2010)",15286.0,,431.0,,06841
"Richmond, IN--OH Urban Cluster (2010)",43118.0,,432.0,,74638
"Mountain Home AFB, ID Urban Cluster (2010)",3150.0,,298.0,,59734
"Athens-Clarke County, GA Urbanized Area (2010)",137067.0,,1396.0,,03763
"Dansville, NY Urban Cluster (2010)",4942.0,,145.0,,22177
"Windsor, NC Urban Cluster (2010)",3375.0,,144.0,,96278
"Penn Yan, NY Urban Cluster (2010)",6173.0,,429.0,,68455
"Solvang--Buellton--Santa Ynez, CA Urban Cluster (2010)",15408.0,,599.0,,82873
"Stanley, WI Urban Cluster (2010)",3550.0,,65.0,,84290
"Mount Pleasant, TX Urban Cluster (2010)",16558.0,,600.0,,60166
"Anaconda-Deer Lodge County, MT Urban Cluster (2010)",6194.0,,388.0,,02197
"Staples, MN Urban Cluster (2010)",2766.0,,420.0,,84412
"La Grange, NC Urban Cluster (2010)",2087.0,,360.0,,46315
"Alderson, WV Urban Cluster (2010)",2304.0,,384.0,,01198
"Heyworth, IL Urban Cluster (2010)",3390.0,,266.0,,38580
"Atmore, AL Urban Cluster (2010)",6737.0,,360.0,,03925
"Lebanon, KY Urban Cluster (2010)",5873.0,,198.0,,48529
"Deerwood, TX Urban Cluster (2010)",3481.0,,1001.0,,22864
"Laurel, MT Urban Cluster (2010)",8477.0,,315.0,,48070
"Indio--Cathedral City, CA Urbanized Area (2010)",367875.0,,1560.0,,41347
"Vieques (Vieques Municipio), PR Urban Cluster (2010)",8613.0,,133.0,,90622
"Ketchum, ID Urban Cluster (2010)",4596.0,,398.0,,44695
"Hilton Head Island, SC Urbanized Area (2010)",74884.0,,1461.0,,39079
"Robstown, TX Urban Cluster (2010)",12140.0,,601.0,,75556
"Carbondale, CO Urban Cluster (2010)",7277.0,,308.0,,13564
"Red Springs, NC Urban Cluster (2010)",4279.0,,361.0,,73936
"Norfolk, NE Urban Cluster (2010)",26822.0,,391.0,,63406
"Winona, MN Urban Cluster (2010)",29935.0,,414.0,,96562
"Bonners Ferry, ID Urban Cluster (2010)",2769.0,,144.0,,09001
"Durant, OK Urban Cluster (2010)",17598.0,,470.0,,25201
"Augusta-Richmond County, GA--SC Urbanized Area (2010)",408334.0,,3163.0,,04222
"Washoe Valley, NV Urban Cluster (2010)",2123.0,,351.0,,92445
"Quitman, GA Urban Cluster (2010)",3783.0,,125.0,,73126
"Jim Thorpe, PA Urban Cluster (2010)",5621.0,,363.0,,43129
"Ottawa, IL Urban Cluster (2010)",20275.0,,434.0,,66295
"Tracy, CA Urbanized Area (2010)",92934.0,,791.0,,88273
"Midland, TX Urbanized Area (2010)",133251.0,,1991.0,,57007
"American Falls, ID Urban Cluster (2010)",4349.0,,16.0,,01981
"Dalhart, TX Urban Cluster (2010)",8453.0,,283.0,,21988
"Greencastle, IN Urban Cluster (2010)",10548.0,,314.0,,34840
"Toppenish, WA Urban Cluster (2010)",14710.0,,754.0,,88111
"Arcadia--Southeast Arcadia, FL Urban Cluster (2010)",18517.0,,775.0,,02912
"Bellevue, OH Urban Cluster (2010)",8153.0,,179.0,,06625
"Bishop, CA Urban Cluster (2010)",9911.0,,386.0,,07840
"Foley, AL Urban Cluster (2010)",27856.0,,1408.0,,30171
"Bloomer, WI Urban Cluster (2010)",3372.0,,55.0,,08299
"Big Lake, TX Urban Cluster (2010)",3278.0,,124.0,,07543
"Butte-Silver Bow, MT Urban Cluster (2010)",30624.0,,459.0,,12052
"Desert Hot Springs, CA Urban Cluster (2010)",38787.0,,971.0,,23716
"Tama, IA Urban Cluster (2010)",4931.0,,253.0,,86545
"Glasgow, KY Urban Cluster (2010)",14159.0,,316.0,,33436
"Glenwood Springs, CO Urban Cluster (2010)",12066.0,,704.0,,33652
"Kailua (Honolulu County)--Kaneohe, HI Urbanized Area (2010)",110939.0,,2001.0,,43669
"Seymour (Outagamie County), WI Urban Cluster (2010)",3531.0,,41.0,,80848
"Goldsboro, NC Urbanized Area (2010)",59610.0,,1670.0,,33814
"Boulder City, NV Urban Cluster (2010)",14343.0,,287.0,,09325
"Williamston, MI Urban Cluster (2010)",6333.0,,374.0,,95482
"Fort Madison, IA--IL Urban Cluster (2010)",10402.0,,196.0,,30763
"Winters, CA Urban Cluster (2010)",7700.0,,439.0,,96724
"Fredericksburg, VA Urbanized Area (2010)",155072.0,,1597.0,,31600
"Lancaster, PA Urbanized Area (2010)",416562.0,,2246.0,,47530
"Iola, KS Urban Cluster (2010)",5270.0,,194.0,,41482
"Jefferson Township North, NJ Urban Cluster (2010)",13168.0,,564.0,,42978
"Riverton, WY Urban Cluster (2010)",12216.0,,454.0,,75367
"Omak, WA Urban Cluster (2010)",8155.0,,357.0,,65296
"Union, SC Urban Cluster (2010)",9799.0,,467.0,,89488
"Kingston, NY Urbanized Area (2010)",56164.0,,875.0,,45262
"Manistee, MI Urban Cluster (2010)",9801.0,,244.0,,53902
"Portland, OR--WA Urbanized Area (2010)",2020964.0,,2651.0,,71317
"Ossian, IN Urban Cluster (2010)",3763.0,,202.0,,66214
"California, MO Urban Cluster (2010)",4398.0,,157.0,,12511
"Pipestone, MN Urban Cluster (2010)",3898.0,,113.0,,69589
"Archbold, OH Urban Cluster (2010)",4774.0,,248.0,,02953
"Social Circle, GA Urban Cluster (2010)",3604.0,,416.0,,82724
"Warrensburg, NY Urban Cluster (2010)",2728.0,,291.0,,91891
"Columbus, WI Urban Cluster (2010)",6733.0,,221.0,,19288
"Yauco, PR Urbanized Area (2010)",80121.0,,1241.0,,97561
"Wooster, OH Urban Cluster (2010)",31321.0,,552.0,,97264
"Springfield, GA Urban Cluster (2010)",4160.0,,506.0,,83872
"Ithaca, NY Urbanized Area (2010)",54416.0,,668.0,,41914
"Albia, IA Urban Cluster (2010)",3563.0,,125.0,,01063
"Buffalo, MO Urban Cluster (2010)",2870.0,,154.0,,11323
"Tuscaloosa, AL Urbanized Area (2010)",149457.0,,1448.0,,89110
"Ladysmith, WI Urban Cluster (2010)",3158.0,,72.0,,45964
"Oxnard, CA Urbanized Area (2010)",380751.0,,1085.0,,66673
"Siler City, NC Urban Cluster (2010)",9050.0,,386.0,,81955
"Clarksville, TX Urban Cluster (2010)",3038.0,,149.0,,17344
"Grove, OK Urban Cluster (2010)",7488.0,,303.0,,35785
"Mattawa, WA Urban Cluster (2010)",5097.0,,666.0,,55522
"Scottsboro, AL Urban Cluster (2010)",9272.0,,659.0,,80092
"Pascagoula, MS Urbanized Area (2010)",48358.0,,1176.0,,67807
"Merrill, WI Urban Cluster (2010)",9827.0,,161.0,,56359
"Fairbury, NE Urban Cluster (2010)",3736.0,,62.0,,28603
"Fraser, CO Urban Cluster (2010)",2613.0,,499.0,,31478
"Haleiwa--Waialua--Pupukea, HI Urban Cluster (2010)",13866.0,,1167.0,,36231
"Elgin, TX Urban Cluster (2010)",10500.0,,759.0,,26659
"Mannford, OK Urban Cluster (2010)",2990.0,,112.0,,54010
"Honea Path, SC Urban Cluster (2010)",3323.0,,356.0,,39808
"Terre Haute, IN Urbanized Area (2010)",92629.0,,833.0,,87139
"Harvard, IL Urban Cluster (2010)",10005.0,,326.0,,37459
"Tipton, IN Urban Cluster (2010)",6266.0,,185.0,,87679
"Wellington, KS Urban Cluster (2010)",7347.0,,187.0,,93700
"Paulding, OH Urban Cluster (2010)",3533.0,,268.0,,67915
"Fresno, CA Urbanized Area (2010)",696171.0,,1776.0,,31843
"Frostproof, FL Urban Cluster (2010)",8370.0,,576.0,,31978
"Carrizo Springs, TX Urban Cluster (2010)",6540.0,,637.0,,13969
"Crescent City, CA Urban Cluster (2010)",18820.0,,720.0,,20908
"Louisburg, KS Urban Cluster (2010)",3796.0,,199.0,,51607
"Atchison, KS--MO Urban Cluster (2010)",10891.0,,252.0,,03601
"Juana D�az, PR Urbanized Area (2010)",73417.0,,1222.0,,43453
"Winona, MS Urban Cluster (2010)",3777.0,,246.0,,96589
"Gun Barrel City, TX Urban Cluster (2010)",16605.0,,761.0,,35974
"New Lexington, OH Urban Cluster (2010)",5294.0,,335.0,,62488
"Rockland, ME Urban Cluster (2010)",8717.0,,315.0,,75799
"Watertown, NY Urbanized Area (2010)",55272.0,,840.0,,92674
"Salisbury, MD--DE Urbanized Area (2010)",101801.0,,1371.0,,78364
"Denton, MD Urban Cluster (2010)",4772.0,,111.0,,23473
"Laredo, TX Urbanized Area (2010)",255544.0,,938.0,,47854
"Minot AFB, ND Urban Cluster (2010)",5384.0,,71.0,,57682
"Lake Monticello, VA Urban Cluster (2010)",9971.0,,456.0,,46909
"Lompoc, CA Urbanized Area (2010)",54605.0,,818.0,,51040
"Laramie, WY Urban Cluster (2010)",33013.0,,267.0,,47827
"Salinas, CA Urbanized Area (2010)",191305.0,,1633.0,,78310
"Hermiston, OR Urban Cluster (2010)",29063.0,,851.0,,38485
"Pittsburg, TX Urban Cluster (2010)",4822.0,,136.0,,69670
"Raton, NM Urban Cluster (2010)",5685.0,,187.0,,73450
"Zumbrota, MN Urban Cluster (2010)",3307.0,,57.0,,98236
"Los Alamos, NM Urban Cluster (2010)",11098.0,,394.0,,51418
"McComb, MS Urban Cluster (2010)",16878.0,,649.0,,52471
"Holdenville, OK Urban Cluster (2010)",5639.0,,60.0,,39376
"Knoxville, IA Urban Cluster (2010)",7230.0,,80.0,,45613
"Marion, IN Urban Cluster (2010)",41467.0,,717.0,,54577
"Carmi, IL Urban Cluster (2010)",5164.0,,216.0,,13861
"Mayville, WI Urban Cluster (2010)",4901.0,,35.0,,55846
"Gothenburg, NE Urban Cluster (2010)",3482.0,,19.0,,34003
"Wharton, TX Urban Cluster (2010)",9111.0,,303.0,,94672
"Batesville, IN Urban Cluster (2010)",7750.0,,497.0,,05572
"Willard, MO Urban Cluster (2010)",5490.0,,270.0,,95310
"Sebring--Avon Park, FL Urbanized Area (2010)",65015.0,,1548.0,,80416
"De Motte, IN Urban Cluster (2010)",4201.0,,560.0,,23392
"Hardyston Township West, NJ Urban Cluster (2010)",2674.0,,312.0,,36823
"Montauk, NY Urban Cluster (2010)",2719.0,,458.0,,58420
"Lake Delton, WI Urban Cluster (2010)",5233.0,,217.0,,46684
"Trenton, GA Urban Cluster (2010)",2691.0,,374.0,,88381
"Grove City, PA Urban Cluster (2010)",11593.0,,448.0,,35812
"Pueblo, CO Urbanized Area (2010)",139889.0,,1080.0,,72613
"Elk City, OK Urban Cluster (2010)",11003.0,,670.0,,26767
"Blacksburg, VA Urbanized Area (2010)",92834.0,,984.0,,08002
"Salem, IN Urban Cluster (2010)",6345.0,,231.0,,78121
"Crosby, MN Urban Cluster (2010)",3923.0,,316.0,,21286
"Homer, LA Urban Cluster (2010)",2967.0,,182.0,,39673
"Russellville, AL Urban Cluster (2010)",10083.0,,611.0,,76906
"Jonesboro, AR Urbanized Area (2010)",70839.0,,1235.0,,43345
"Vineland, NJ Urbanized Area (2010)",94026.0,,1226.0,,90730
"Kodiak, AK Urban Cluster (2010)",9365.0,,446.0,,45667
"Salmon, ID Urban Cluster (2010)",3100.0,,168.0,,78445
"Somerton, AZ Urban Cluster (2010)",18094.0,,680.0,,82981
"Kalispell, MT Urban Cluster (2010)",34746.0,,859.0,,43777
"Prince Frederick, MD Urban Cluster (2010)",6884.0,,628.0,,72253
"Broken Bow, NE Urban Cluster (2010)",3488.0,,63.0,,10513
"Magnolia, TX Urban Cluster (2010)",4116.0,,779.0,,53372
"Marshall, MN Urban Cluster (2010)",13704.0,,318.0,,54982
"Baker City, OR Urban Cluster (2010)",9530.0,,94.0,,04654
"Bisbee, AZ Urban Cluster (2010)",5052.0,,311.0,,07813
"Jonesboro, LA Urban Cluster (2010)",5630.0,,274.0,,43372
"Crisfield, MD Urban Cluster (2010)",3283.0,,271.0,,21151
"Jacksonville, FL Urbanized Area (2010)",1146307.0,,3310.0,,42346
"Century, FL--AL Urban Cluster (2010)",3317.0,,398.0,,15103
"Waldorf, MD Urbanized Area (2010)",114881.0,,1401.0,,91261
"Omaha, NE--IA Urbanized Area (2010)",776298.0,,1065.0,,65269
"Helena, MT Urban Cluster (2010)",47152.0,,813.0,,38161
"New Albany, MS Urban Cluster (2010)",7261.0,,363.0,,61651
"Elizabethtown, NC Urban Cluster (2010)",2956.0,,316.0,,26713
"Ville Platte, LA Urban Cluster (2010)",9757.0,,649.0,,90676
"Hamilton, AL Urban Cluster (2010)",3769.0,,523.0,,36396
"Bluffton, OH Urban Cluster (2010)",4140.0,,341.0,,08569
"Ennis, TX Urban Cluster (2010)",19214.0,,399.0,,27658
"Tallassee, AL Urban Cluster (2010)",4016.0,,546.0,,86491
"Sweet Home, OR Urban Cluster (2010)",9707.0,,139.0,,86113
"Tunica, MS Urban Cluster (2010)",3959.0,,540.0,,88975
"New Martinsville, WV--OH Urban Cluster (2010)",5992.0,,259.0,,62623
"West Point, MS Urban Cluster (2010)",9236.0,,272.0,,94402
"Gainesville, TX Urban Cluster (2010)",15907.0,,205.0,,32221
"Galena, KS--MO Urban Cluster (2010)",2551.0,,197.0,,32302
"Columbus, TX Urban Cluster (2010)",4269.0,,387.0,,19261
"Pinehurst--Southern Pines, NC Urban Cluster (2010)",40430.0,,1001.0,,69517
"Pawnee, IL Urban Cluster (2010)",2656.0,,211.0,,68050
"Tell City, IN--KY Urban Cluster (2010)",9419.0,,319.0,,86950
"Union Springs, AL Urban Cluster (2010)",3953.0,,436.0,,89623
"Maiden, NC Urban Cluster (2010)",3933.0,,550.0,,53443
"Portales, NM Urban Cluster (2010)",12326.0,,232.0,,70912
"Fabens, TX Urban Cluster (2010)",5791.0,,660.0,,28522
"Espanola, NM Urban Cluster (2010)",25754.0,,1265.0,,27874
"Hilmar-Irwin, CA Urban Cluster (2010)",5456.0,,910.0,,39025
"Holden Beach, NC Urban Cluster (2010)",3445.0,,821.0,,39349
"Okeechobee--Taylor Creek, FL Urban Cluster (2010)",25364.0,,868.0,,65026
"Rockingham--Hamlet, NC Urban Cluster (2010)",23864.0,,757.0,,75772
"Greensburg, IN Urban Cluster (2010)",11870.0,,400.0,,35191
"Rio Grande City--Roma, TX Urban Cluster (2010)",47676.0,,1438.0,,75072
"Cincinnati, OH--KY--IN Urbanized Area (2010)",1667308.0,,2828.0,,16885
"Lebanon--Hanover, NH--VT Urban Cluster (2010)",26387.0,,775.0,,48728
"McGregor, TX Urban Cluster (2010)",5073.0,,37.0,,52606
"Cache, OK Urban Cluster (2010)",2662.0,,96.0,,12120
"Maricopa, AZ Urban Cluster (2010)",46189.0,,460.0,,54477
"Spencer, IA Urban Cluster (2010)",10863.0,,138.0,,83629
"Waterbury, CT Urbanized Area (2010)",192566.0,,1057.0,,92485
"Rio Bravo--El Cenizo, TX Urban Cluster (2010)",8039.0,,27.0,,75016
"Moulton, AL Urban Cluster (2010)",2885.0,,161.0,,59545
"Atlantic, IA Urban Cluster (2010)",6107.0,,227.0,,03871
"Cheyenne, WY Urbanized Area (2010)",76051.0,,965.0,,16237
"Ann Arbor, MI Urbanized Area (2010)",320990.0,,1439.0,,02602
"Gray, GA Urban Cluster (2010)",4292.0,,361.0,,34613
"Clover, SC Urban Cluster (2010)",7514.0,,408.0,,18154
"Mount Angel, OR Urban Cluster (2010)",3799.0,,275.0,,59827
"Shenandoah, IA Urban Cluster (2010)",4952.0,,82.0,,81442
"Upper Sandusky, OH Urban Cluster (2010)",6133.0,,265.0,,89731
"Karnes City, TX Urban Cluster (2010)",3351.0,,27.0,,44020
"Abingdon, IL Urban Cluster (2010)",3478.0,,427.0,,00334
"Carmel Valley Village, CA Urban Cluster (2010)",3215.0,,600.0,,13850
"Franklin, NH Urban Cluster (2010)",9341.0,,492.0,,31330
"Arizona City, AZ Urban Cluster (2010)",11857.0,,1102.0,,03088
"Woodstown, NJ Urban Cluster (2010)",4449.0,,302.0,,97183
"Fort Meade, FL Urban Cluster (2010)",6653.0,,218.0,,30790
"Loogootee, IN Urban Cluster (2010)",2834.0,,271.0,,51337
"Quartzsite, AZ Urban Cluster (2010)",3539.0,,223.0,,72937
"Wausau, WI Urbanized Area (2010)",74645.0,,582.0,,93025
"Spartanburg, SC Urbanized Area (2010)",193269.0,,1905.0,,83548
"New Hampton, IA Urban Cluster (2010)",3317.0,,65.0,,62380
"Dyersville, IA Urban Cluster (2010)",3592.0,,163.0,,25336
"Decatur, IL Urbanized Area (2010)",90444.0,,489.0,,22717
"Taft, TX Urban Cluster (2010)",3978.0,,326.0,,86356
"Zanesville, OH Urban Cluster (2010)",40936.0,,844.0,,98074
"Summerville, GA Urban Cluster (2010)",11281.0,,685.0,,85654
"Iowa Park, TX Urban Cluster (2010)",6231.0,,183.0,,41644
"Lemoore Station, CA Urban Cluster (2010)",6818.0,,509.0,,49042
"Potosi, MO Urban Cluster (2010)",4711.0,,437.0,,71695
"Mount Hood Village, OR Urban Cluster (2010)",3427.0,,468.0,,59923
"Norman, OK Urbanized Area (2010)",111408.0,,1045.0,,63433
"Burlington, VT Urbanized Area (2010)",112511.0,,1009.0,,11755
"Talladega, AL Urban Cluster (2010)",13191.0,,385.0,,86437
"Tuba City, AZ Urban Cluster (2010)",9107.0,,671.0,,88705
"Litchfield, IL Urban Cluster (2010)",6729.0,,252.0,,50230
"Berea, KY Urban Cluster (2010)",16773.0,,712.0,,07165
"Washington Court House, OH Urban Cluster (2010)",15154.0,,254.0,,92431
"Corinth, NY Urban Cluster (2010)",3561.0,,344.0,,20125
"Long Neck, DE Urban Cluster (2010)",15948.0,,811.0,,51202
"Roosevelt, UT Urban Cluster (2010)",6628.0,,130.0,,76258
"Lamar, MO Urban Cluster (2010)",4281.0,,121.0,,47314
"Beckley, WV Urbanized Area (2010)",59680.0,,1468.0,,06139
"Pittsfield, ME Urban Cluster (2010)",2439.0,,256.0,,69751
"Hebron, IN Urban Cluster (2010)",3395.0,,298.0,,38134
"Pahrump, NV Urban Cluster (2010)",27984.0,,924.0,,66943
"Brookings, SD Urban Cluster (2010)",24336.0,,227.0,,10648
"East Stroudsburg, PA--NJ Urbanized Area (2010)",54733.0,,1458.0,,25849
"Meyersdale, PA Urban Cluster (2010)",2325.0,,188.0,,56575
"Camano, WA Urban Cluster (2010)",5573.0,,450.0,,12700
"Coleman, TX Urban Cluster (2010)",4141.0,,129.0,,18694
"Devils Lake, ND Urban Cluster (2010)",7464.0,,180.0,,23878
"Cambridge Springs, PA Urban Cluster (2010)",2618.0,,30.0,,12890
"Rantoul, IL Urban Cluster (2010)",14292.0,,176.0,,73369
"Rolla, MO Urban Cluster (2010)",20855.0,,393.0,,76123
"Toccoa, GA Urban Cluster (2010)",11028.0,,959.0,,87841
"Everson, WA Urban Cluster (2010)",5376.0,,459.0,,28468
"Kimberling City, MO Urban Cluster (2010)",3447.0,,553.0,,45032
"New Bremen--Minster, OH Urban Cluster (2010)",7536.0,,323.0,,61975
"Lancaster, SC Urban Cluster (2010)",24328.0,,1198.0,,47557
"Bamberg, SC Urban Cluster (2010)",3038.0,,299.0,,04897
"Arcata--McKinleyville, CA Urban Cluster (2010)",34439.0,,898.0,,02926
"Santo Domingo Pueblo, NM Urban Cluster (2010)",2357.0,,328.0,,79552
"Superior, AZ Urban Cluster (2010)",2995.0,,37.0,,85843
"Lincoln, NE Urbanized Area (2010)",278724.0,,494.0,,49933
"Junction City, OR Urban Cluster (2010)",6503.0,,423.0,,43534
"Monroeville, AL Urban Cluster (2010)",4258.0,,438.0,,58411
"Bicknell, IN Urban Cluster (2010)",3304.0,,310.0,,07489
"Henrietta, TX Urban Cluster (2010)",2808.0,,95.0,,38350
"Elverson, PA Urban Cluster (2010)",4291.0,,314.0,,27300
"Gun Lake, MI Urban Cluster (2010)",2507.0,,326.0,,35987
"Port Angeles, WA Urban Cluster (2010)",23469.0,,438.0,,70939
"DeQuincy, LA Urban Cluster (2010)",4204.0,,538.0,,23635
"Edenton, NC Urban Cluster (2010)",4581.0,,113.0,,26119
"Vernon, TX Urban Cluster (2010)",9755.0,,423.0,,90379
"Soldotna, AK Urban Cluster (2010)",7154.0,,719.0,,82819
"Smithfield, VA Urban Cluster (2010)",10192.0,,460.0,,82549
"Camp Verde, AZ Urban Cluster (2010)",4876.0,,550.0,,13170
"Youngstown, OH--PA Urbanized Area (2010)",373442.0,,1385.0,,97831
"Portage, WI Urban Cluster (2010)",10481.0,,204.0,,70858
"Broadway, VA Urban Cluster (2010)",6395.0,,157.0,,10405
"South Boston, VA Urban Cluster (2010)",7690.0,,367.0,,83143
"Palmyra, NY Urban Cluster (2010)",4504.0,,259.0,,67223
"Nelsonville, OH Urban Cluster (2010)",5921.0,,515.0,,61489
"Amsterdam, NY Urban Cluster (2010)",22034.0,,474.0,,02170
"Cozad, NE Urban Cluster (2010)",3736.0,,86.0,,20800
"West Lafayette, OH Urban Cluster (2010)",2604.0,,254.0,,94186
"Calais, ME Urban Cluster (2010)",2144.0,,226.0,,12295
"Huntsville, TX Urban Cluster (2010)",39641.0,,450.0,,40807
"Canton, SD Urban Cluster (2010)",3057.0,,167.0,,13402
"West Point, VA Urban Cluster (2010)",2724.0,,227.0,,94456
"Mesquite, NV--AZ Urban Cluster (2010)",14868.0,,339.0,,56413
"Dahlgren, VA--MD Urban Cluster (2010)",4427.0,,487.0,,21928
"Fairview, TN Urban Cluster (2010)",6951.0,,281.0,,28954
"Greenville, AL Urban Cluster (2010)",5320.0,,350.0,,35272
"Jackson, CA Urban Cluster (2010)",7315.0,,149.0,,42049
"New Castle, PA Urban Cluster (2010)",41497.0,,485.0,,62164
"Henderson, NC Urban Cluster (2010)",18782.0,,792.0,,38269
"Newton, MS Urban Cluster (2010)",2669.0,,196.0,,63136
"Montgomery, WV Urban Cluster (2010)",4684.0,,569.0,,58664
"Connersville, IN Urban Cluster (2010)",15189.0,,358.0,,19693
"Florida--Imb�ry--Barceloneta, PR Urbanized Area (2010)",68096.0,,1554.0,,30115
"Tiffin, OH Urban Cluster (2010)",19242.0,,342.0,,87598
"Gilroy--Morgan Hill, CA Urbanized Area (2010)",110393.0,,981.0,,33328
"Durham, NC Urbanized Area (2010)",382988.0,,1777.0,,25228
"Vinton, IA Urban Cluster (2010)",4473.0,,332.0,,90811
"Palm Coast--Daytona Beach--Port Orange, FL Urbanized Area (2010)",372882.0,,2269.0,,67134
"Dimmitt, TX Urban Cluster (2010)",4251.0,,15.0,,24229
"Lakeland, FL Urbanized Area (2010)",286169.0,,3069.0,,46828
"Roanoke, VA Urbanized Area (2010)",215054.0,,1192.0,,75421
"Moorhead, MS Urban Cluster (2010)",1922.0,,287.0,,59059
"Alturas, CA Urban Cluster (2010)",2615.0,,108.0,,01819
"Colby, KS Urban Cluster (2010)",5525.0,,241.0,,18532
"Kailua (Hawaii County)--Holualoa, HI Urban Cluster (2010)",34182.0,,1781.0,,43642
"Orange Cove, CA Urban Cluster (2010)",9931.0,,157.0,,65755
"Tulsa, OK Urbanized Area (2010)",693588.0,,1487.0,,88948
"Metamora, IL Urban Cluster (2010)",3755.0,,202.0,,56440
"Becker, MN Urban Cluster (2010)",3910.0,,256.0,,06128
"Sanford, NC Urban Cluster (2010)",34668.0,,774.0,,78877
"Centralia, IL Urban Cluster (2010)",16880.0,,291.0,,15022
"Logan, OH Urban Cluster (2010)",7850.0,,288.0,,50932
"Dixon, CA Urban Cluster (2010)",19750.0,,129.0,,24283
"El Dorado, AR Urban Cluster (2010)",17375.0,,524.0,,26470
"Frazier Park, CA Urban Cluster (2010)",3703.0,,862.0,,31492
"Hillsdale, MI Urban Cluster (2010)",11722.0,,419.0,,38998
"Kearney, MO Urban Cluster (2010)",8657.0,,271.0,,44155
"Norwich, NY Urban Cluster (2010)",7829.0,,248.0,,64108
"Floydada, TX Urban Cluster (2010)",2585.0,,173.0,,30142
"Planada, CA Urban Cluster (2010)",4382.0,,485.0,,70021
"Chowchilla, CA Urban Cluster (2010)",11993.0,,580.0,,16696
"Jackson, MN Urban Cluster (2010)",2993.0,,106.0,,42184
"Ridgway, PA Urban Cluster (2010)",4202.0,,112.0,,74908
"Pecos, TX Urban Cluster (2010)",11066.0,,354.0,,68266
"Larned, KS Urban Cluster (2010)",4778.0,,207.0,,47881
"Los Banos, CA Urban Cluster (2010)",37760.0,,517.0,,51472
"Mountain Home, AR Urban Cluster (2010)",13514.0,,576.0,,59680
"Corpus Christi, TX Urbanized Area (2010)",338875.0,,1107.0,,20287
"Welsh, LA Urban Cluster (2010)",2721.0,,197.0,,93835
"Shady Side--Deale, MD Urban Cluster (2010)",10724.0,,544.0,,80902
"Marlow, OK Urban Cluster (2010)",4105.0,,103.0,,54847
"Okmulgee, OK Urban Cluster (2010)",13493.0,,251.0,,65107
"Rosamond, CA Urban Cluster (2010)",16908.0,,1159.0,,76285
"Holly, MI Urban Cluster (2010)",8807.0,,405.0,,39538
"Prairie du Chien, WI--IA Urban Cluster (2010)",6418.0,,149.0,,71857
"Oxford, MS Urban Cluster (2010)",29855.0,,1232.0,,66565
"East Tawas, MI Urban Cluster (2010)",4298.0,,171.0,,25876
"Rio Hondo, TX Urban Cluster (2010)",4620.0,,782.0,,75080
"Lumberton, NC Urban Cluster (2010)",29433.0,,767.0,,52066
"Heritage Lake, IN Urban Cluster (2010)",3038.0,,328.0,,38445
"Anacortes, WA Urban Cluster (2010)",17545.0,,138.0,,02224
"Shippensburg, PA Urban Cluster (2010)",18102.0,,665.0,,81658
"Hawthorne, NV Urban Cluster (2010)",2589.0,,201.0,,37756
"Portola, CA Urban Cluster (2010)",2161.0,,382.0,,71398
"Wilmore, KY Urban Cluster (2010)",5912.0,,191.0,,95887
"Minerva, OH Urban Cluster (2010)",4561.0,,429.0,,57601
