NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,school district (elementary)
"Carthage Elementary School District 317, Illinois",4106.0,,281.0,,17,01385
"East Coloma-Nelson Consolidated Elementary School District 20, Illinois",2682.0,,231.0,,17,01411
"Spring Garden Community Consolidated School District 178, Illinois",4395.0,,150.0,,17,01419
"La Harpe Community School District 347, Illinois",2197.0,,187.0,,17,01381
"Northbrook Elementary School District 27, Illinois",11318.0,,593.0,,17,17850
"Dallas Elementary School District 327, Illinois",1911.0,,227.0,,17,01388
"Grayslake Consolidated Community School District 46, Illinois",29633.0,,922.0,,17,17520
"Gurnee School District 56, Illinois",18577.0,,795.0,,17,17800
"Hampton School District 29, Illinois",2280.0,,237.0,,17,18090
"Harrison School District 36, Illinois",4226.0,,571.0,,17,18360
"Harvey School District 152, Illinois",14696.0,,908.0,,17,18450
"West Harvey-Dixmoor Public School District 147, Illinois",11382.0,,894.0,,17,18480
"Hawthorn Community Consolidated School District 73, Illinois",30642.0,,1017.0,,17,18570
"Hazel Crest School District 152-5, Illinois",8179.0,,821.0,,17,18600
"High Mount School District 116, Illinois",3672.0,,383.0,,17,18960
"LaGrange Highlands School District 106, Illinois",9045.0,,532.0,,17,19110
"Hillside School District 93, Illinois",5274.0,,608.0,,17,19230
"Hinsdale Community Consolidated School District 181, Illinois",26804.0,,618.0,,17,19290
"Hollis Consolidated School District 328, Illinois",631.0,,112.0,,17,19420
"Homer Community Consolidated School District 33C, Illinois",28845.0,,625.0,,17,19500
"Homewood School District 153, Illinois",16665.0,,752.0,,17,19530
"Hoover-Schrum Memorial School District 157, Illinois",7354.0,,728.0,,17,19680
"Irvington County Community Unit School District 11, Illinois",922.0,,114.0,,17,20190
"Itasca School District 10, Illinois",9502.0,,373.0,,17,20220
"Iuka Community Consolidated School District 7, Illinois",1792.0,,162.0,,17,20250
"Jasper Community Consolidated School District 17, Illinois",1629.0,,226.0,,17,20370
"Joliet Public School District 86, Illinois",83223.0,,563.0,,17,20580
"Jonesboro Community Consolidated School District 43, Illinois",2875.0,,249.0,,17,20640
"Keeneyville School District 20, Illinois",15021.0,,553.0,,17,20880
"Kell Consolidated School District 2, Illinois",1105.0,,151.0,,17,20910
"Kenilworth School District 38, Illinois",2760.0,,217.0,,17,20970
"Kildeer Countryside Community Consolidated School District 96, Illinois",23510.0,,788.0,,17,21030
"Kings Consolidated School District 144, Illinois",934.0,,174.0,,17,21130
"Kinnikinnick Community Consolidated School District 131, Illinois",13750.0,,668.0,,17,21180
"Kirby School District 140, Illinois",35271.0,,683.0,,17,21270
"Komarek School District 94, Illinois",4900.0,,591.0,,17,21420
"Darien School District 61, Illinois",16629.0,,734.0,,17,21450
"Ladd Community Consolidated School District 94, Illinois",1787.0,,139.0,,17,21510
"LaGrange School District 102, Illinois",26469.0,,635.0,,17,21600
"LaGrange School District 105, Illinois",11908.0,,455.0,,17,21630
"Lake Bluff Elementary School District 65, Illinois",8025.0,,637.0,,17,21720
"Lake Forest School District 67, Illinois",18759.0,,229.0,,17,21750
"Lake Villa Community Consolidated School District 41, Illinois",23642.0,,769.0,,17,21870
"Lansing School District 158, Illinois",22637.0,,292.0,,17,22020
"Wheeling Community Consolidated School District 21, Illinois",68061.0,,821.0,,17,42210
"Whiteside School District 115, Illinois",14205.0,,721.0,,17,42300
"Willow Grove School District 46, Illinois",1749.0,,353.0,,17,42510
"Willow Springs School District 108, Illinois",4711.0,,581.0,,17,42570
"Wilmette School District 39, Illinois",26602.0,,400.0,,17,42600
"Winfield School District 34, Illinois",4540.0,,257.0,,17,42720
"Winnetka School District 36, Illinois",12162.0,,198.0,,17,42840
"Winthrop Harbor School District 1, Illinois",6582.0,,371.0,,17,42900
"Woodland Community Consolidated School District 50, Illinois",49827.0,,785.0,,17,43110
"Wolf Branch School District 113, Illinois",7546.0,,591.0,,17,42960
"Wood Dale School District 7, Illinois",9830.0,,500.0,,17,43020
"Wood River-Hartford Elementary School District 15, Illinois",5790.0,,631.0,,17,43050
"Worth School District 127, Illinois",10965.0,,162.0,,17,43380
"Zion Elementary School District 6, Illinois",16762.0,,713.0,,17,43860
"Remainder of Illinois, Illinois",8033516.0,,3294.0,,17,99999
"Pinckneyville School District 50, Illinois",5792.0,,370.0,,17,00009
"Beach Park Community Consolidated School District 3, Illinois",21473.0,,921.0,,17,00010
"Saunemin Community Consolidated School District 438, Illinois",1013.0,,133.0,,17,00065
"Marengo-Union Elementary Consolidated District 165, Illinois",10989.0,,721.0,,17,00077
"New Holland-Middletown Elementary School District 88, Illinois",1029.0,,151.0,,17,00103
"Streator Elementary School District 44, Illinois",16085.0,,353.0,,17,00112
"North Shore School District 112, Illinois",35539.0,,244.0,,17,00119
"Nippersink School District 2, Illinois",11551.0,,26.0,,17,00222
"Prairieview-Ogden Community Consolidated School District 197, Illinois",2462.0,,258.0,,17,00330
"Addison School District 4, Illinois",37668.0,,532.0,,17,03150
"Akin Community Consolidated School District 91, Illinois",835.0,,109.0,,17,03210
"Albers School District 63, Illinois",1403.0,,200.0,,17,03270
"Allen Township Community Consolidated School District 65, Illinois",1032.0,,189.0,,17,03420
"Alsip-Hazelgreen-Oaklawn School District 126, Illinois",16037.0,,800.0,,17,03480
"Anna Community Consolidated School District 37, Illinois",6457.0,,365.0,,17,03750
"Antioch Community Consolidated School District 34, Illinois",24294.0,,686.0,,17,03840
"Aptakisic-Tripp Community Consolidated School District, Illinois",19312.0,,646.0,,17,03900
"Arbor Park School District 145, Illinois",13998.0,,974.0,,17,03930
"Summit School District 104, Illinois",12284.0,,235.0,,17,04050
"Arlington Heights School District 25, Illinois",49656.0,,920.0,,17,04140
"Armstrong-Ellis Consolidated School District 61, Illinois",875.0,,122.0,,17,04200
"Ashley Community Consolidated School District 15, Illinois",2070.0,,192.0,,17,04340
"Atwood Heights School District 125, Illinois",7535.0,,516.0,,17,04560
"Aviston School District 21, Illinois",2692.0,,221.0,,17,04740
"Avoca School District 37, Illinois",6381.0,,428.0,,17,04800
"Bannockburn School District 106, Illinois",2250.0,,189.0,,17,04950
"Bartelso School District 57, Illinois",1240.0,,149.0,,17,05160
"Bartonville School District 66, Illinois",1907.0,,330.0,,17,05190
"Marseilles Elementary School District 150, Illinois",4347.0,,293.0,,17,05466
"Opdyke-Belle Rive Community Consolidated School District 5, Illinois",1736.0,,180.0,,17,05570
"Belle Valley School District 119, Illinois",8584.0,,910.0,,17,05580
"Belleville School District 118, Illinois",34829.0,,1154.0,,17,05610
"Bellwood School District 88, Illinois",22408.0,,994.0,,17,05760
"Benjamin School District 25, Illinois",6660.0,,486.0,,17,05880
"Bensenville School District 2, Illinois",20051.0,,770.0,,17,05910
"Benton Community Consolidated School District 47, Illinois",10202.0,,235.0,,17,05950
"Berkeley School District 87, Illinois",22482.0,,1239.0,,17,06000
"Berwyn North School District 98, Illinois",26141.0,,1015.0,,17,06060
"Berwyn South School District 100, Illinois",29808.0,,1012.0,,17,06090
"Bethel School District 82, Illinois",1147.0,,142.0,,17,06180
"Big Hollow School District 38, Illinois",14525.0,,799.0,,17,06270
"Braceville School District 75, Illinois",1368.0,,187.0,,17,06840
"Bloomingdale School District 13, Illinois",13174.0,,539.0,,17,06450
"Cook County School District 130, Illinois",30263.0,,830.0,,17,06510
"Bourbonnais School District 53, Illinois",24717.0,,546.0,,17,06750
"Bradley School District 61, Illinois",12013.0,,558.0,,17,06930
"Breese School District 12, Illinois",7391.0,,362.0,,17,07010
"Indian Springs School District 109, Illinois",24854.0,,519.0,,17,07170
"Lemont-Bromberek Combined School District 113A, Illinois",25538.0,,435.0,,17,07290
"Brookfield School District 95, Illinois",10490.0,,305.0,,17,07320
"Buncombe Consolidated School District 43, Illinois",603.0,,111.0,,17,07740
"Burnham School District 154-5, Illinois",1723.0,,308.0,,17,07860
"Butler School District 53, Illinois",4774.0,,369.0,,17,07980
"Lincoln Elementary School District 156, Illinois",7124.0,,906.0,,17,08100
"Calumet Public School District 132, Illinois",11009.0,,524.0,,17,08130
"Carbon Cliff-Barstow School District 36, Illinois",1638.0,,292.0,,17,08310
"Carbondale Elementary School District 95, Illinois",25839.0,,731.0,,17,08340
"Cary Community Consolidated School District 26, Illinois",22012.0,,526.0,,17,08730
"Cass School District 63, Illinois",7949.0,,661.0,,17,08790
"Center Cass School District 66, Illinois",12112.0,,530.0,,17,08970
"Central School District 51, Illinois",9160.0,,669.0,,17,09150
"Central School District 104, Illinois",4892.0,,374.0,,17,09170
"Central City School District 133, Illinois",2372.0,,243.0,,17,09180
"Lockport School District 91, Illinois",6697.0,,368.0,,17,09210
"Centralia School District 135, Illinois",13081.0,,410.0,,17,09270
"Chaney-Monge School District 88, Illinois",7643.0,,388.0,,17,09510
"Channahon School District 17, Illinois",10482.0,,40.0,,17,09540
"Chester-East Lincoln Community Csd 61, Illinois",3352.0,,325.0,,17,09850
"Chicago Heights School District 170, Illinois",22964.0,,969.0,,17,09960
"Chicago Ridge School District 127-5, Illinois",13295.0,,891.0,,17,09990
"Cicero School District 99, Illinois",83147.0,,42.0,,17,10200
"Skokie School District 73-5, Illinois",9780.0,,733.0,,17,10380
"Community Consolidated School District 93, Illinois",34436.0,,814.0,,17,10470
"Colona School District 190, Illinois",3638.0,,493.0,,17,10690
"Cornell Community Consolidated School District 426, Illinois",1117.0,,134.0,,17,10860
"Ford Heights School District 169, Illinois",2786.0,,150.0,,17,10950
"Country Club Hills School District 160, Illinois",13046.0,,559.0,,17,11010
"Creston Community Consolidated School District 161, Illinois",880.0,,167.0,,17,11220
"Creve Coeur School District 76, Illinois",6467.0,,331.0,,17,11290
"Crystal Lake Community Consolidated School District 47, Illinois",63580.0,,1204.0,,17,11350
"Cypress School District 64, Illinois",932.0,,160.0,,17,11520
"Dalzell School District 98, Illinois",719.0,,88.0,,17,11700
"Damiansville School District 62, Illinois",886.0,,153.0,,17,11730
"Deer Park Community Consolidated School District 82, Illinois",794.0,,89.0,,17,11910
"Deerfield School District 109, Illinois",20888.0,,269.0,,17,11980
"Des Plaines Community Consolidated School District 62, Illinois",52207.0,,707.0,,17,12120
"De Soto Consolidated School District 86, Illinois",2129.0,,220.0,,17,12150
"Diamond Lake School District 76, Illinois",9125.0,,1046.0,,17,12210
"Dimmick Community Consolidated School District 175, Illinois",1466.0,,188.0,,17,12270
"Dolton School District 149, Illinois",29064.0,,1444.0,,17,12420
"East Alton School District 13, Illinois",7961.0,,522.0,,17,12960
"Dolton School District 148, Illinois",22275.0,,776.0,,17,12450
"Downers Grove Grade School District 58, Illinois",52646.0,,746.0,,17,12540
"Dwight Common School District 232, Illinois",4890.0,,209.0,,17,12840
"East Maine School District 63, Illinois",46581.0,,1004.0,,17,13140
"East Moline School District 37, Illinois",26432.0,,656.0,,17,13170
"East Peoria School District 86, Illinois",17763.0,,438.0,,17,13240
"East Prairie School District 73, Illinois",4329.0,,489.0,,17,13260
"Lindop School District 92, Illinois",4614.0,,604.0,,17,13440
"Community Consolidated School District 59, Illinois",65867.0,,735.0,,17,13770
"Elwood Community Consolidated School District 203, Illinois",3736.0,,109.0,,17,14160
"Harmony Emge School District 175, Illinois",10181.0,,675.0,,17,14220
"Emmons School District 33, Illinois",3462.0,,338.0,,17,14250
"Eswood Community Consolidated District 269, Illinois",818.0,,145.0,,17,14410
"Evanston Community Consolidated School District 65, Illinois",82236.0,,551.0,,17,14460
"Evergreen Park Elementary School District 124, Illinois",19666.0,,33.0,,17,14550
"Ewing Northern Community Consolidated District 115, Illinois",1562.0,,167.0,,17,14640
"Fairfield Public School District 112, Illinois",6039.0,,331.0,,17,14710
"Fairmont School District 89, Illinois",4168.0,,347.0,,17,14760
"Skokie-Fairview School District 72, Illinois",5614.0,,465.0,,17,14820
"Farrington Community Consolidated School District 99, Illinois",512.0,,91.0,,17,14940
"Field Community Consolidated School District 3, Illinois",2652.0,,259.0,,17,15090
"Flossmoor School District 161, Illinois",21983.0,,1063.0,,17,15420
"Forest Park School District 91, Illinois",13856.0,,111.0,,17,15450
"Forest Ridge School District 142, Illinois",15345.0,,1054.0,,17,15480
"Fox Lake Grade School District 114, Illinois",8338.0,,756.0,,17,15630
"Fox River Grove Consolidated School District 3, Illinois",4028.0,,202.0,,17,15660
"Frankfort Community Consolidated School District 157C, Illinois",17684.0,,639.0,,17,15700
"Franklin Park School District 84, Illinois",10634.0,,823.0,,17,15780
"Freeburg Community Consolidated School District 70, Illinois",7581.0,,433.0,,17,15820
"Fremont School District 79, Illinois",20490.0,,1009.0,,17,15930
"Gardner Community Consolidated School District 72C, Illinois",1861.0,,209.0,,17,16230
"Gavin School District 37, Illinois",8341.0,,647.0,,17,16290
"Geff Community Consolidated School District 14, Illinois",937.0,,132.0,,17,16320
"Germantown School District 60, Illinois",1845.0,,195.0,,17,16530
"Germantown Hills School District 69, Illinois",6830.0,,362.0,,17,16560
"Giant City Community Consolidated School District 130, Illinois",2190.0,,244.0,,17,16590
"Gifford Community Consolidated School District 188, Illinois",2000.0,,185.0,,17,16650
"Glen Ellyn School District 41, Illinois",30517.0,,956.0,,17,16800
"Glencoe School District 35, Illinois",8777.0,,91.0,,17,16860
"Glenview Community Consolidated School District 34, Illinois",41945.0,,740.0,,17,16920
"Brookwood School District 167, Illinois",10905.0,,808.0,,17,16950
"Woodridge School District 68, Illinois",32736.0,,560.0,,17,17040
"Gower School District 62, Illinois",9684.0,,579.0,,17,17160
"Grand Prairie Community Consolidated School District 6, Illinois",909.0,,126.0,,17,17190
"Grand Ridge Community Consolidated School District 95, Illinois",2350.0,,265.0,,17,17220
"Grant Community Consolidated School District 110, Illinois",6532.0,,517.0,,17,17310
"Grass Lake School District 36, Illinois",2911.0,,275.0,,17,17490
"Bluford Unit School District 318 (KG-8) in Mount Vernon, Illinois",320.0,,96.0,,17,99002
"Woodlawn Unit District 209 (KG-8) in Mount Vernon, Illinois",490.0,,117.0,,17,99003
"Woodlawn Unit District 209 (KG-8) in Nashville, Illinois",17.0,,16.0,,17,99007
"Anchorage Independent School District, Kentucky",2378.0,,293.0,,21,00090
"Southgate Independent School District, Kentucky",2688.0,,204.0,,21,05460
"East Bernstadt Independent School District, Kentucky",1250.0,,244.0,,21,01590
"Science Hill Independent School District, Kentucky",2255.0,,365.0,,21,05220
"West Point Independent School District, Kentucky",952.0,,163.0,,21,05850
"Remainder of Kentucky, Kentucky",4430681.0,,522.0,,21,99999
"Great Salt Bay Community School District, Maine",4529.0,,341.0,,23,06160
"School Administrative District 28, Maine",8218.0,,23.0,,23,11130
"Remainder of Maine, Maine",1303050.0,,683.0,,23,99999
"Bar Harbor, Maine",5425.0,,16.0,,23,02850
"Mount Desert, Maine",1717.0,,204.0,,23,08490
"Southwest Harbor, Maine",1722.0,,252.0,,23,12390
"Tremont, Maine",1550.0,,211.0,,23,12960
"Appleton, Maine",1416.0,,163.0,,23,02510
"Beals, Maine",447.0,,91.0,,23,02950
"Hope, Maine",1583.0,,206.0,,23,06610
"Jonesport, Maine",1295.0,,170.0,,23,07100
"Lincolnville, Maine",1861.0,,225.0,,23,07450
"Deerfield School District, Massachusetts",5046.0,,18.0,,25,04080
"Concord School District, Massachusetts",19323.0,,21.0,,25,03840
"Conway School District, Massachusetts",1880.0,,182.0,,25,03900
"Dover School District, Massachusetts",5987.0,,23.0,,25,04260
"Eastham School District, Massachusetts",4893.0,,18.0,,25,04530
"Oak Bluffs School District, Massachusetts",4686.0,,20.0,,25,04650
"Erving School District, Massachusetts",1791.0,,147.0,,25,04710
"Florida School District, Massachusetts",876.0,,114.0,,25,04920
"Halifax School District, Massachusetts",7824.0,,32.0,,25,05610
"Hancock School District, Massachusetts",529.0,,88.0,,25,05760
"Hawlemont School District, Massachusetts",1503.0,,154.0,,25,06000
"Holland School District, Massachusetts",2539.0,,245.0,,25,06210
"Kingston School District, Massachusetts",13381.0,,25.0,,25,06540
"Lanesborough School District, Massachusetts",3347.0,,79.0,,25,06630
"Leverett School District, Massachusetts",1983.0,,132.0,,25,06810
"Lincoln School District, Massachusetts",6726.0,,29.0,,25,06900
"Marion School District, Massachusetts",5100.0,,19.0,,25,07290
"Mattapoisett School District, Massachusetts",6294.0,,17.0,,25,07470
"Middleton School District, Massachusetts",9779.0,,25.0,,25,07830
"Nahant School District, Massachusetts",3495.0,,25.0,,25,08220
"Chesterfield-Goshen School District, Massachusetts",2358.0,,277.0,,25,00014
"Up-Island Regional School District, Massachusetts",4170.0,,26.0,,25,00043
"Acushnet School District, Massachusetts",10483.0,,18.0,,25,01740
"Amherst School District, Massachusetts",39741.0,,46.0,,25,01890
"Berkley School District, Massachusetts",6679.0,,18.0,,25,02520
"Berlin School District, Massachusetts",3144.0,,18.0,,25,02550
"Boxford School District, Massachusetts",8270.0,,21.0,,25,02880
"Boylston School District, Massachusetts",4581.0,,20.0,,25,02910
"Brewster School District, Massachusetts",9868.0,,25.0,,25,02970
"Brimfield School District, Massachusetts",3739.0,,24.0,,25,03060
"Brookfield School District, Massachusetts",3431.0,,18.0,,25,03120
"Carlisle School District, Massachusetts",5186.0,,28.0,,25,03330
"Clarksburg School District, Massachusetts",1744.0,,98.0,,25,03720
"New Salem-Wendell School District, Massachusetts",1889.0,,156.0,,25,08530
"Norfolk School District, Massachusetts",11748.0,,23.0,,25,08640
"Northborough School District, Massachusetts",14985.0,,29.0,,25,08880
"Edgartown School District, Massachusetts",4306.0,,17.0,,25,09090
"Orange School District, Massachusetts",7682.0,,26.0,,25,09180
"Orleans School District, Massachusetts",5821.0,,17.0,,25,09210
"Pelham School District, Massachusetts",1306.0,,124.0,,25,09390
"Petersham School District, Massachusetts",1269.0,,141.0,,25,09540
"Plainville School District, Massachusetts",9088.0,,18.0,,25,09690
"Plympton School District, Massachusetts",2945.0,,29.0,,25,09780
"Richmond School District, Massachusetts",1590.0,,141.0,,25,10080
"Rochester School District, Massachusetts",5527.0,,30.0,,25,10140
"Rowe School District, Massachusetts",410.0,,54.0,,25,10230
"Savoy School District, Massachusetts",719.0,,83.0,,25,10530
"Sherborn School District, Massachusetts",4301.0,,20.0,,25,10710
"Shutesbury School District, Massachusetts",1801.0,,145.0,,25,10800
"Southampton School District, Massachusetts",6140.0,,17.0,,25,10950
"Sunderland School District, Massachusetts",3659.0,,18.0,,25,11370
"Southborough School District, Massachusetts",10074.0,,27.0,,25,10980
"Sturbridge School District, Massachusetts",9537.0,,17.0,,25,11310
"Sudbury School District, Massachusetts",18940.0,,24.0,,25,11340
"Topsfield School District, Massachusetts",6551.0,,19.0,,25,11670
"Truro School District, Massachusetts",1254.0,,228.0,,25,11730
"Wales School District, Massachusetts",2117.0,,231.0,,25,11940
"Wellfleet School District, Massachusetts",3481.0,,225.0,,25,12300
"Tisbury School District, Massachusetts",4103.0,,26.0,,25,12570
"Westhampton School District, Massachusetts",1825.0,,112.0,,25,12690
"Whately School District, Massachusetts",1433.0,,207.0,,25,12870
"Williamsburg School District, Massachusetts",2523.0,,200.0,,25,12990
"Williamstown School District, Massachusetts",7759.0,,28.0,,25,13020
"Wrentham School District, Massachusetts",11734.0,,21.0,,25,13290
"Remainder of Massachusetts, Massachusetts",6431443.0,,572.0,,25,99999
"Farmington River Regional School District, Massachusetts",2392.0,,209.0,,25,13321
"Somerset School District, Massachusetts",18207.0,,28.0,,25,10860
"Worthington School District, Massachusetts",1258.0,,143.0,,25,13260
"Bloomfield Township School District 7F, Michigan",253.0,,48.0,,26,00009
"Sigel Township School District 3F, Michigan",71.0,,19.0,,26,00010
"Sigel Township School District 4F, Michigan",76.0,,24.0,,26,00011
"Big Jackson School District, Michigan",462.0,,67.0,,26,00105
"Arvon Township School District, Michigan",443.0,,71.0,,26,03270
"Autrain-Onota Public Schools, Michigan",774.0,,116.0,,26,03660
"Bangor Township School District 8, Michigan",207.0,,54.0,,26,03960
"Berlin Township School District 3, Michigan",264.0,,72.0,,26,05100
"Bois Blanc Pines School District, Michigan",78.0,,28.0,,26,06300
"Church School District, Michigan",121.0,,35.0,,26,09630
"Colfax Township School District 1F, Michigan",186.0,,49.0,,26,10230
"Easton Township School District 6, Michigan",527.0,,125.0,,26,12660
"Elm River Township School District, Michigan",405.0,,258.0,,26,13140
"Excelsior Township School District 1, Michigan",372.0,,82.0,,26,13680
"Ganges School District 4, Michigan",364.0,,70.0,,26,15510
"Grant Township School District 2, Michigan",178.0,,44.0,,26,16560
"Hagar Township School District 6, Michigan",442.0,,117.0,,26,17340
"Ionia Township School District 2, Michigan",991.0,,234.0,,26,19290
"Mar Lee School District, Michigan",1529.0,,173.0,,26,22830
"Moran Township School District, Michigan",821.0,,131.0,,26,24540
"Nottawa Community School, Michigan",1569.0,,221.0,,26,26100
"Oneida Township School District 3, Michigan",61.0,,19.0,,26,26430
"Powell Township Schools, Michigan",532.0,,145.0,,26,29190
"Sigel Township School District 6, Michigan",163.0,,72.0,,26,31830
"Sodus Township School District 5, Michigan",245.0,,68.0,,26,32070
"Stanton Township Public Schools, Michigan",1327.0,,196.0,,26,32970
"Verona Township School District 1F, Michigan",153.0,,23.0,,26,34860
"Wells Township School District, Michigan",208.0,,68.0,,26,35790
"Remainder of Michigan, Michigan",9944666.0,,548.0,,26,99999
"Pine Point Public School District, Minnesota",382.0,,116.0,,27,28960
"Remainder of Minnesota, Minnesota",5519731.0,,264.0,,27,99999
"Round Lake-Brewster Public Schools, Minnesota",1748.0,,114.0,,27,00388
"Browns Valley Public School District, Minnesota",760.0,,92.0,,27,07110
"Ivanhoe Public School District, Minnesota",1261.0,,116.0,,27,15540
"Lynd Public School District, Minnesota",1118.0,,136.0,,27,18390
"Milroy Public School District, Minnesota",654.0,,72.0,,27,21210
"Nett Lake Public School District, Minnesota",489.0,,104.0,,27,33720
"Lake Benton Public School District, Minnesota",1215.0,,113.0,,27,17460
"Altenburg 48 School District, Missouri",1135.0,,195.0,,29,03040
"Avenue City R-IX School District, Missouri",1180.0,,257.0,,29,04080
"Avilla R-XIII School District, Missouri",1613.0,,289.0,,29,04110
"Belleview R-III School District, Missouri",1440.0,,219.0,,29,04590
"Blackwater R-II School District, Missouri",799.0,,110.0,,29,05190
"Boncl R-X School District, Missouri",547.0,,125.0,,29,05400
"Callao C-8 School District, Missouri",695.0,,137.0,,29,06540
"Nell Holcomb R-IV School District, Missouri",2754.0,,345.0,,29,07320
"Cowgill R-VI School District, Missouri",368.0,,66.0,,29,10230
"Centerville R-I School District, Missouri",906.0,,175.0,,29,08340
"Livingston County R-III School District, Missouri",723.0,,163.0,,29,08790
"Clarksburg C-2 School District, Missouri",845.0,,166.0,,29,09090
"Davis R-XII School District, Missouri",562.0,,130.0,,29,10470
"North Wood R-IV School District, Missouri",1980.0,,329.0,,29,10650
"Dent-Phelps R-III School District, Missouri",3041.0,,340.0,,29,10710
"Skyline R-II School District, Missouri",1338.0,,403.0,,29,11010
"Plainview R-VIII School District, Missouri",1205.0,,288.0,,29,11040
"East Lynne 40 School District, Missouri",1317.0,,177.0,,29,11160
"Fairview R-XI School District, Missouri",4166.0,,535.0,,29,11850
"Spring Bluff R-XV School District, Missouri",1936.0,,312.0,,29,12450
"Strain-Japan R-XVI School District, Missouri",872.0,,142.0,,29,12480
"Franklin County R-II School District, Missouri",1296.0,,199.0,,29,12510
"Gasconade C-4 School District, Missouri",993.0,,209.0,,29,12720
"Gilliam C-4 School District, Missouri",313.0,,77.0,,29,12840
"Green Forest R-II School District, Missouri",1966.0,,339.0,,29,13260
"Pleasant View R-VI School District, Missouri",451.0,,78.0,,29,13440
"Holliday C-2 School District, Missouri",439.0,,98.0,,29,14520
"Junction Hill C-12 School District, Missouri",2034.0,,275.0,,29,15060
"Glenwood R-VIII School District, Missouri",2218.0,,290.0,,29,15180
"Howell Valley R-I School District, Missouri",1783.0,,265.0,,29,15210
"Hudson R-IX School District, Missouri",441.0,,101.0,,29,15240
"Jefferson County R-VII School District, Missouri",6745.0,,489.0,,29,16230
"Kelso C-7 School District, Missouri",2356.0,,304.0,,29,16470
"Kingston 42 School District, Missouri",433.0,,103.0,,29,16620
"Kirbyville R-VI School District, Missouri",3105.0,,368.0,,29,16710
"Laclede County C-5 School District, Missouri",3808.0,,665.0,,29,17000
"Laredo R-VII School District, Missouri",482.0,,84.0,,29,17910
"Leesville R-IX School District, Missouri",1212.0,,196.0,,29,18330
"Lonedell R-XIV School District, Missouri",3643.0,,619.0,,29,19200
"Manes R-V School District, Missouri",514.0,,128.0,,29,19950
"Mark Twain R-VIII School District, Missouri",513.0,,74.0,,29,20340
"Miami R-I School District, Missouri",523.0,,127.0,,29,20840
"Middle Grove C-1 School District, Missouri",569.0,,144.0,,29,20880
"Mirabile C-1 School District, Missouri",364.0,,53.0,,29,21030
"Missouri City 56 School District, Missouri",749.0,,162.0,,29,21060
"High Point R-III School District, Missouri",918.0,,145.0,,29,21150
"Moniteau County R-V School District, Missouri",1212.0,,181.0,,29,21180
"New York R-IV School District, Missouri",296.0,,61.0,,29,22110
"Oak Hill R-I School District, Missouri",1595.0,,313.0,,29,23040
"Thornfield R-I School District, Missouri",639.0,,155.0,,29,23370
"Pettis County R-XII School District, Missouri",1250.0,,237.0,,29,24690
"Phelps County R-III School District, Missouri",1926.0,,294.0,,29,25080
"Renick R-V School District, Missouri",1136.0,,196.0,,29,26190
"Richards R-V School District, Missouri",3832.0,,552.0,,29,26370
"Ripley County R-III School District, Missouri",750.0,,148.0,,29,26550
"Ripley County R-IV School District, Missouri",716.0,,168.0,,29,26580
"Roscoe C-1 School District, Missouri",765.0,,191.0,,29,26940
"Hardeman R-X School District, Missouri",566.0,,122.0,,29,27330
"Spickard R-II School District, Missouri",683.0,,177.0,,29,28770
"Orearville R-IV School District, Missouri",333.0,,76.0,,29,27450
"Shawnee R-III School District, Missouri",691.0,,116.0,,29,28080
"Shell Knob 78 School District, Missouri",2629.0,,510.0,,29,28200
"Strasburg C-3 School District, Missouri",1523.0,,518.0,,29,29670
"Success R-VI School District, Missouri",1216.0,,242.0,,29,29730
"Sunrise R-IX School District, Missouri",3494.0,,450.0,,29,29820
"Swedeborg R-III School District, Missouri",727.0,,163.0,,29,29850
"Taneyville R-II School District, Missouri",1609.0,,256.0,,29,29910
"Richwoods R-VII School District, Missouri",1753.0,,330.0,,29,31230
"Westview C-6 School District, Missouri",1288.0,,282.0,,29,31890
"Remainder of Missouri, Missouri",5989785.0,,2470.0,,29,99999
"Pemiscot County R-III School District, Missouri",1026.0,,179.0,,29,23790
"Raymondville R-VII School District, Missouri",1332.0,,273.0,,29,26040
"Gallatin Gateway Elementary School District, Montana",1745.0,,239.0,,30,11790
"Gardiner Elementary School District, Montana",1350.0,,188.0,,30,11820
"Ross Elementary School District, Montana",6.0,,5.0,,30,11990
"Sand Springs Elementary School District, Montana",224.0,,76.0,,30,12060
"Geyser Elementary School District, Montana",371.0,,81.0,,30,12270
"Gildford Colony Elementary School District, Montana",99.0,,59.0,,30,12350
"Glendive Elementary School District, Montana",8006.0,,141.0,,30,12510
"Gold Creek Elementary School District, Montana",280.0,,87.0,,30,12570
"Golden Ridge Elementary School District, Montana",164.0,,43.0,,30,12600
"Grant Elementary School District, Montana",145.0,,42.0,,30,12900
"Grass Range Elementary School District, Montana",589.0,,161.0,,30,12960
"Great Falls Elementary School District, Montana",72586.0,,488.0,,30,13040
"Greenfield Elementary School District, Montana",530.0,,102.0,,30,13110
"Greycliff Elementary School District, Montana",320.0,,89.0,,30,13140
"Hall Elementary School District, Montana",391.0,,123.0,,30,13200
"Hawks Home Elementary School District, Montana",150.0,,53.0,,30,13280
"Hardin Elementary School District, Montana",9914.0,,304.0,,30,13310
"Harlem Elementary School District, Montana",2660.0,,153.0,,30,13395
"Harlowton Elementary School District, Montana",1936.0,,71.0,,30,13440
"Havre Elementary School District, Montana",12314.0,,233.0,,30,13560
