FIPS,Abbreviation,Location,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900
09015,CT,Windham County,102525,92312,84515,68572,61759,56223,54086,52815,48361,46861
10000,DE,Delaware,666168,594338,548104,446292,318085,266505,238380,223003,202322,184735
10001,DE,Kent County,110993,98219,81892,65651,37870,34441,31841,31023,32721,32762
10003,DE,New Castle County,441946,398115,385856,307446,218879,179562,161032,148239,123188,109697
10005,DE,Sussex County,113229,98004,80356,73195,61336,52502,45507,43741,46413,42276
11000,DC,District of Columbia,606900,638333,756510,763956,802178,663091,486869,437571,331069,278718
11001,DC,District of Columbia,606900,638333,756510,763956,802178,663091,486869,437571,331069,278718
12000,FL,Florida,12937926,9746324,6789443,4951560,2771305,1897414,1468211,968470,752619,528542
12001,FL,Alachua County,181596,151348,104764,74074,57026,38607,34365,31689,34305,32245
12003,FL,Baker County,18486,15289,9242,7363,6313,6510,6273,5622,4805,4516
12005,FL,Bay County,126994,97740,75283,67131,42689,20686,12091,11407,---,---
12007,FL,Bradford County,22515,20023,14625,12446,11457,8717,9405,12503,14090,10295
12009,FL,Brevard County,398978,272959,230006,111435,23653,16142,13283,8505,4717,5158
12011,FL,Broward County,1255488,1018200,620100,333946,83933,39794,20094,5135,---,---
12013,FL,Calhoun County,11011,9294,7624,7422,7922,8218,7298,8775,7465,5132
12015,FL,Charlotte County,110975,58460,27559,12594,4286,3663,4013,---,---,---
12017,FL,Citrus County,93515,54703,19196,9268,6111,5846,5516,5220,6731,5391
12019,FL,Clay County,105986,67052,32059,19535,14323,6468,6859,5621,6116,5635
12021,FL,Collier County,152099,85971,38040,15753,6488,5102,2883,---,---,---
12023,FL,Columbia County,42613,35399,25250,20077,18216,16859,14638,14290,17689,17094
12025,FL,Dade County,1937094,1625781,1267792,935047,495084,267739,142955,42753,11933,4955
12027,FL,DeSoto County,23865,19039,13060,11683,9242,7792,7745,25434,14200,8047
12029,FL,Dixie County,10585,7751,5480,4479,3928,7018,6419,---,---,---
12031,FL,Duval County,672971,571003,528865,455411,304029,210143,155503,113540,75163,39733
12033,FL,Escambia County,262798,233794,205334,173829,112706,74667,53594,49386,38029,28313
12035,FL,Flagler County,28701,10913,4454,4566,3367,3008,2466,2442,---,---
12037,FL,Franklin County,8967,7661,7065,6576,5814,5991,6283,5318,5201,4890
12039,FL,Gadsden County,41105,41565,39184,41989,36457,31450,29890,23539,22198,15294
12041,FL,Gilchrist County,9667,5767,3551,2868,3499,4250,4137,---,---,---
12043,FL,Glades County,7591,5992,3669,2950,2199,2745,2762,---,---,---
12045,FL,Gulf County,11504,10658,10096,9937,7460,6951,3182,---,---,---
12047,FL,Hamilton County,10930,8761,7787,7705,8981,9778,9454,9873,11825,11881
12049,FL,Hardee County,19499,19379,14889,12370,10073,10158,10348,---,---,---
12051,FL,Hendry County,25773,18599,11859,8119,6051,5237,3492,---,---,---
12053,FL,Hernando County,101115,44469,17004,11205,6693,5641,4948,4548,4997,3638
12055,FL,Highlands County,68432,47526,29507,21338,13636,9246,9192,---,---,---
12057,FL,Hillsborough County,834054,646960,490265,397788,249894,180148,153519,88257,78374,36013
12059,FL,Holmes County,15778,14723,10720,10844,13988,15447,12924,12850,11557,7762
12061,FL,Indian River County,90208,59896,35992,25309,11872,8957,6724,---,---,---
12063,FL,Jackson County,41375,39154,34434,36208,34645,34428,31969,31224,29821,23377
12065,FL,Jefferson County,11296,10703,8778,9543,10413,12032,13408,14502,17210,16195
12067,FL,Lafayette County,5578,4035,2892,2889,3440,4405,4361,6242,6710,4987
12069,FL,Lake County,152104,104870,69305,57383,36340,27255,23161,12744,9509,7467
12071,FL,Lee County,335113,205266,105216,54539,23404,17488,14990,9540,6294,3071
12073,FL,Leon County,192493,148655,103047,74225,51590,31646,23476,18059,19427,19887
12075,FL,Levy County,25923,19870,12756,10364,10637,12550,12456,9921,10361,8603
12077,FL,Liberty County,5569,4260,3379,3138,3182,3752,4067,5006,4700,2956
12079,FL,Madison County,16569,14894,13481,14154,14197,16190,15614,16516,16919,15446
12081,FL,Manatee County,211707,148442,97115,69168,34704,26098,22502,18712,9550,4663
12083,FL,Marion County,194833,122488,69030,51616,38187,31243,29578,23968,26941,24403
12085,FL,Martin County,100900,64014,28035,16932,7807,6295,5111,---,---,---
12087,FL,Monroe County,78024,63188,52586,47921,29957,14078,13624,19550,21563,18006
12089,FL,Nassau County,43941,32894,20626,17189,12811,10826,9375,11340,10525,9654
12091,FL,Okaloosa County,143776,109920,88187,61175,27533,12900,9897,9360,---,---
12093,FL,Okeechobee County,29627,20264,11233,6424,3454,3000,4129,2132,---,---
12095,FL,Orange County,677491,471016,344311,263540,114950,70074,49737,19890,19107,11374
12097,FL,Osceola County,107728,49287,25267,19029,11406,10119,10699,7195,5507,3444
12099,FL,Palm Beach County,863518,576863,348753,228106,114688,79989,51781,18654,5577,---
12101,FL,Pasco County,281131,193643,75955,36785,20529,13981,10574,8802,7502,6054
12103,FL,Pinellas County,851659,728531,522329,374665,159249,91852,62149,28265,---,---
12105,FL,Polk County,405382,321652,227222,195139,123997,86665,72291,38661,24148,12472
12107,FL,Putnam County,65070,50549,36290,32212,23615,18698,18096,14568,13096,11641
12109,FL,St. Johns County,83829,51303,30727,30034,24998,20012,18676,13061,13208,9165
12111,FL,St. Lucie County,150171,87182,50836,39294,20180,11871,7057,7886,4075,---
12113,FL,Santa Rosa County,81608,55988,37741,29547,18554,16085,14083,13670,14897,10293
12115,FL,Sarasota County,277776,202251,120413,76895,28827,16106,12440,---,---,---
12117,FL,Seminole County,287529,179752,83692,54947,26883,22304,18735,10986,---,---
12119,FL,Sumter County,31577,24272,14839,11869,11330,11041,10644,7851,6696,6187
12121,FL,Suwannee County,26780,22287,15559,14961,16986,17073,15731,19789,18603,14554
12123,FL,Taylor County,17111,16532,13641,13168,10416,11565,13136,11219,7103,3999
12125,FL,Union County,10252,10166,8112,6043,8906,7094,7428,---,---,---
12127,FL,Volusia County,370712,258762,169487,125319,74229,53710,42757,23374,16510,10003
12129,FL,Wakulla County,14202,10887,6308,5257,5258,5463,5468,5129,4802,5149
12131,FL,Walton County,27760,21300,16087,15576,14725,14246,14576,12119,16460,9346
12133,FL,Washington County,16919,14509,11453,11249,11888,12302,12180,11828,16403,10154
13000,GA,Georgia,6478216,5463105,4589575,3943116,3444578,3123723,2908506,2895832,2609121,2216331
13001,GA,Appling County,15744,15565,12726,13246,14003,14497,13314,10594,12318,12336
13003,GA,Atkinson County,6213,6141,5879,6188,7362,7093,6894,7656,---,---
13005,GA,Bacon County,9566,9379,8233,8359,8940,8096,7055,6460,---,---
13007,GA,Baker County,3615,3808,3875,4543,5952,7344,7818,8298,7973,6704
13009,GA,Baldwin County,39530,34686,34240,34064,29706,24190,22878,19791,18354,17768
13011,GA,Banks County,10308,8702,6833,6497,6935,8733,9703,11814,11244,10545
13013,GA,Barrow County,29721,21354,16859,14485,13115,13064,12401,13188,---,---
13015,GA,Bartow County,55911,40760,32663,28267,27370,25283,25364,24527,25388,20823
13017,GA,Ben Hill County,16245,16000,13171,13633,14879,14523,13047,14599,11863,---
13019,GA,Berrien County,14153,13525,11556,12038,13966,15370,14646,15573,22772,19440
13021,GA,Bibb County,149967,150256,143418,141249,114079,83783,77042,71304,56646,50473
13023,GA,Bleckley County,10430,10767,10291,9642,9218,9655,9133,10532,---,---
13025,GA,Brantley County,11077,8701,5940,5891,6387,6871,6895,---,---,---
13027,GA,Brooks County,15398,15255,13739,15292,18169,20497,21330,24538,23832,18606
13029,GA,Bryan County,15438,10175,6539,6226,5965,6288,5952,6343,6702,6122
13031,GA,Bulloch County,43125,35785,31585,24263,24740,26010,26509,26133,26464,21377
13033,GA,Burke County,20579,19349,18255,20596,23458,26520,29224,30836,27268,30165
13035,GA,Butts County,15326,13665,10560,8976,9079,9182,9345,12327,13624,12805
13037,GA,Calhoun County,5013,5717,6606,7341,8578,10438,10576,10225,11334,9274
13039,GA,Camden County,30167,13371,11334,9975,7322,5910,6338,6969,7690,7669
13041,GA,Campbell County,---,---,---,---,---,---,9903,11709,10874,9518
13043,GA,Candler County,7744,7518,6412,6672,8063,9103,8991,9228,---,---
13045,GA,Carroll County,71422,56346,45404,36451,34112,34156,34272,34752,30855,26576
13047,GA,Catoosa County,42464,36991,28271,21101,15146,12199,9421,6677,7184,5823
13049,GA,Charlton County,8496,7343,5680,5313,4821,5256,4381,4536,4722,3592
13051,GA,Chatham County,216935,202226,187767,188299,151481,117970,105431,100032,79690,71239
13053,GA,Chattahoochee County,16934,21732,25813,13011,12149,15138,8894,5266,5586,5790
13055,GA,Chattooga County,22242,21856,20541,19954,21197,18532,15407,14312,13608,12952
13057,GA,Cherokee County,90204,51699,31059,23001,20750,20126,20003,18569,16661,15243
13059,GA,Clarke County,87594,74498,65177,45363,36550,28398,25613,26111,23273,17708
13061,GA,Clay County,3364,3553,3636,4551,5844,7064,6943,7557,8960,8568
13063,GA,Clayton County,182052,150357,98043,46365,22872,11655,10260,11159,10453,9598
13065,GA,Clinch County,6160,6660,6405,6545,6007,6437,7015,7984,8424,8732
13067,GA,Cobb County,447745,297718,196793,114174,61830,38272,35408,30437,28397,24664
13069,GA,Coffee County,29592,26894,22828,21953,23961,21541,19739,18653,21953,16169
13071,GA,Colquitt County,36645,35376,32200,34048,33999,33012,30622,29332,19789,13636
13073,GA,Columbia County,66031,40118,22327,13423,9525,9433,8793,11718,12328,10653
13075,GA,Cook County,13456,13490,12129,11822,12201,11919,11311,11180,---,---
13077,GA,Coweta County,53853,39268,32310,28893,27786,26972,25127,29047,28800,24980
13079,GA,Crawford County,8991,7684,5748,5816,6080,7128,7020,8893,8310,10368
13081,GA,Crisp County,20011,19489,18087,17768,17663,17540,17343,18914,16423,---
13083,GA,Dade County,13147,12318,9910,8666,7364,5894,4146,3918,4139,4578
13085,GA,Dawson County,9429,4774,3639,3590,3712,4479,3502,4204,4686,5442
13087,GA,Decatur County,25511,25495,22310,25203,23620,22234,23622,31785,29045,29454
13089,GA,DeKalb County,545837,483024,415387,256782,136395,86942,70278,44051,27881,21112
13091,GA,Dodge County,17607,16955,15658,16483,17865,21022,21599,22540,20127,13975
13093,GA,Dooly County,9901,10826,10404,11474,14159,16886,18025,20522,20554,26567
13095,GA,Dougherty County,96311,100718,89639,75680,43617,28565,22306,20063,16035,13679
13097,GA,Douglas County,71120,54573,28659,16741,12173,10053,9461,10477,8953,8745
13099,GA,Early County,11854,13158,12682,13151,17413,18679,18273,18983,18122,14828
13101,GA,Echols County,2334,2297,1924,1876,2494,2964,2744,3313,3309,3209
13103,GA,Effingham County,25687,18327,13632,10144,9133,9646,10164,9985,9971,8334
13105,GA,Elbert County,18949,18758,17262,17835,18585,19618,18485,23905,24125,19729
13107,GA,Emanuel County,20546,20795,18189,17815,19789,23517,24101,25862,25140,21279
13109,GA,Evans County,8724,8428,7290,6952,6653,7401,7102,6594,---,---
13111,GA,Fannin County,15992,14748,13357,13620,15192,14752,12969,12103,12574,11214
13113,GA,Fayette County,62415,29043,11364,8199,7978,8170,8665,11396,10966,10114
13115,GA,Floyd County,81251,79800,73742,69130,62899,56141,48667,39841,36736,33113
13117,GA,Forsyth County,44083,27958,16928,12170,11005,11322,10624,11755,11940,11550
13119,GA,Franklin County,16650,15185,12784,13274,14446,15612,15902,19957,17894,17700
13121,GA,Fulton County,648951,589904,607592,556326,473572,392886,318587,232606,177733,117363
13123,GA,Gilmer County,13368,11110,8956,8922,9963,9001,7344,8406,9237,10198
13125,GA,Glascock County,2357,2382,2280,2672,3579,4547,4388,4192,4669,4516
13127,GA,Glynn County,62496,54981,50528,41954,29046,21920,19400,19370,15720,14317
13129,GA,Gordon County,35072,30070,23570,19228,18922,18445,16846,17736,15861,14119
13131,GA,Grady County,20279,19845,17826,18015,18928,19654,19200,20306,18457,---
13133,GA,Greene County,11793,11391,10212,11193,12843,13709,12616,18972,18512,16542
13135,GA,Gwinnett County,352910,166903,72349,43541,32320,29087,27853,30327,28824,25585
13137,GA,Habersham County,27621,25020,20691,18116,16553,14771,12748,10730,10134,13604
13139,GA,Hall County,95428,75649,59405,49739,40113,34822,30313,26822,25730,20752
13141,GA,Hancock County,8908,9466,9019,9979,11052,12764,13070,18357,19189,18277
13143,GA,Haralson County,21966,18422,15927,14543,14663,14377,13263,14440,13514,11922
13145,GA,Harris County,17788,15464,11520,11167,11265,11428,11140,15775,17886,18009
13147,GA,Hart County,19712,18585,15814,15229,14495,15512,15174,17944,16216,14492
13149,GA,Heard County,8628,6520,5354,5333,6975,8610,9102,11126,11189,11177
13151,GA,Henry County,58741,36309,23724,17619,15857,15119,15924,20420,19927,18602
13153,GA,Houston County,89208,77605,62924,39154,20964,11303,11280,21964,23609,22641
13155,GA,Irwin County,8649,8988,8036,9211,11973,12936,12199,12670,10461,13645
13157,GA,Jackson County,30005,25343,21093,18499,18997,20089,21609,24654,30169,24039
13159,GA,Jasper County,8453,7553,5760,6135,7473,8772,8594,16362,16552,15033
13161,GA,Jeff Davis County,12032,11473,9425,8914,9299,8841,8118,7322,6050,---
13163,GA,Jefferson County,17408,18403,17174,17468,18855,20040,20727,22602,21379,18212
13165,GA,Jenkins County,8247,8841,8332,9148,10264,11843,12908,14328,11520,---
13167,GA,Johnson County,8329,8660,7727,8048,9893,12953,12681,13546,12897,11409
13169,GA,Jones County,20739,16579,12218,8468,7538,8331,8992,13269,13103,13358
13171,GA,Lamar County,13038,12215,10688,10240,10242,10091,9745,---,---,---
13173,GA,Lanier County,5531,5654,5031,5097,5151,5632,5190,---,---,---
13175,GA,Laurens County,39988,36990,32738,32313,33123,33606,32693,39605,35501,25908
13177,GA,Lee County,16250,11684,7044,6204,6674,7837,8328,10904,11679,10344
13179,GA,Liberty County,52745,37583,17569,14487,8444,8595,8153,12707,12924,13093
13181,GA,Lincoln County,7442,6716,5895,5906,6462,7042,7847,9739,8714,7156
13183,GA,Long County,6202,4524,3746,3874,3598,4086,4180,---,---,---
13185,GA,Lowndes County,75981,67972,55112,49270,35211,31860,29994,26521,24436,20036
13187,GA,Lumpkin County,14573,10762,8728,7241,6574,6223,4927,5240,5444,7433
13189,GA,McDuffie County,20119,18546,15276,12627,11443,10878,9014,11509,10325,9804
13191,GA,McIntosh County,8634,8046,7371,6364,6008,5292,5763,5119,6442,6537
13193,GA,Macon County,13114,14003,12933,13170,14213,15947,16643,17667,15016,14093
13195,GA,Madison County,21050,17747,13517,11246,12238,13431,14921,18803,16851,13224
13197,GA,Marion County,5590,5297,5099,5477,6521,6954,6968,7604,9147,10080
13199,GA,Meriwether County,22411,21229,19461,19756,21055,22055,22437,26168,25180,23339
13201,GA,Miller County,6280,7038,6397,6908,9023,9998,9076,9565,7986,6319
13203,GA,Milton County,---,---,---,---,---,---,6730,6885,7239,6763
13205,GA,Mitchell County,20275,21114,18956,19652,22528,23261,23620,25588,22114,14767
13207,GA,Monroe County,17113,14610,10991,10495,10523,10749,11606,20138,20450,20682
13209,GA,Montgomery County,7163,7011,6099,6284,7901,9668,10020,9167,19638,16359
13211,GA,Morgan County,12883,11572,9904,10280,11899,12713,12488,20143,19717,15813
13213,GA,Murray County,26147,19685,12986,10447,10676,11137,9215,9490,9763,8623
13215,GA,Muscogee County,179278,170108,167377,158623,118028,75494,57558,44195,36227,29836
13217,GA,Newton County,41808,34489,26282,20999,20185,18576,17290,21680,18449,16734
13219,GA,Oconee County,17618,12427,7915,6304,7009,7576,8082,11067,11104,8602
13221,GA,Oglethorpe County,9763,8929,7598,7926,9958,12430,12927,20287,18680,17881
13223,GA,Paulding County,41611,26110,17520,13101,11752,12832,12327,14025,14124,12969
13225,GA,Peach County,21189,19151,15990,13846,11705,10378,10268,---,---,---
13227,GA,Pickens County,14432,11652,9620,8903,8855,9136,9687,8222,9041,8641
13229,GA,Pierce County,13328,11897,9281,9678,11112,11800,12522,11934,10749,8100
13231,GA,Pike County,10224,8937,7316,7138,8459,10375,10853,21212,19495,18761
13233,GA,Polk County,33815,32386,29656,28015,30976,28467,25141,20357,20203,17856
13235,GA,Pulaski County,8108,8950,8066,8204,8808,9829,9005,11587,22835,18489
13237,GA,Putnam County,14137,10295,8394,7798,7731,8514,8367,15151,13876,13436
13239,GA,Quitman County,2209,2357,2180,2432,3015,3435,3820,3417,4594,4701
13241,GA,Rabun County,11648,10466,8327,7456,7424,7821,6331,5746,5562,6285
13243,GA,Randolph County,8023,9599,8734,11078,13804,16609,17174,16721,18841,16847
13245,GA,Richmond County,189719,181629,162437,135601,108876,81863,72990,63692,58886,53735
13247,GA,Rockdale County,54091,36747,18152,10572,8464,7724,7247,9521,8916,7515
13249,GA,Schley County,3588,3433,3097,3256,4036,5033,5347,5243,5213,5499
13251,GA,Screven County,13842,14043,12591,14919,18000,20353,20503,23552,20202,19252
13253,GA,Seminole County,9010,9057,7059,6802,7904,8492,7389,---,---,---
13255,GA,Spalding County,54457,47899,39514,35404,31045,28427,23495,21908,19741,17619
13257,GA,Stephens County,23257,21763,20331,18391,16647,12972,11740,11215,9728,---
13259,GA,Stewart County,5654,5896,6511,7371,9194,10603,11114,12089,13437,15856
13261,GA,Sumter County,30228,29360,26931,24652,24208,24502,26800,29640,29092,26212
13263,GA,Talbot County,6524,6536,6625,7127,7687,8141,8458,11158,11696,12197
13265,GA,Taliaferro County,1915,2032,2423,3370,4515,6278,6172,8841,8766,7912
13267,GA,Tattnall County,17722,18134,16557,15837,15939,16243,15411,14502,18569,20419
13269,GA,Taylor County,7642,7902,7865,8311,9113,10768,10617,11473,10839,9846
13271,GA,Telfair County,11000,11445,11381,11715,13221,15145,14997,15291,13288,10083
13273,GA,Terrell County,10653,12017,11416,12742,14314,16675,18290,19601,22003,19023
13275,GA,Thomas County,38986,38098,34515,34319,33932,31289,32612,33044,29071,31076
