NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,state legislative district (upper chamber)
"Plymouth & Barnstable District (2018), Massachusetts",162374.0,,84.0,,25,039
"Cape & Islands District (2018), Massachusetts",170746.0,,30.0,,25,040
"State Senate District 1 (2018), Michigan",249358.0,,2518.0,,26,001
"State Senate District 2 (2018), Michigan",231616.0,,2646.0,,26,002
"State Senate District 3 (2018), Michigan",250092.0,,2969.0,,26,003
"State Senate District 4 (2018), Michigan",238115.0,,2617.0,,26,004
"State Senate District 5 (2018), Michigan",258011.0,,2686.0,,26,005
"State Senate District 6 (2018), Michigan",263512.0,,296.0,,26,006
"State Senate District 7 (2018), Michigan",270678.0,,141.0,,26,007
"State Senate District 8 (2018), Michigan",281196.0,,117.0,,26,008
"State Senate District 9 (2018), Michigan",272688.0,,873.0,,26,009
"State Senate District 10 (2018), Michigan",286599.0,,859.0,,26,010
"State Senate District 11 (2018), Michigan",277821.0,,205.0,,26,011
"State Senate District 12 (2018), Michigan",268885.0,,174.0,,26,012
"State Senate District 13 (2018), Michigan",282593.0,,129.0,,26,013
"State Senate District 14 (2018), Michigan",249745.0,,105.0,,26,014
"State Senate District 15 (2018), Michigan",274265.0,,166.0,,26,015
"State Senate District 19 (2018), Michigan",258706.0,,-555555555.0,*****,26,019
"State Senate District 16 (2018), Michigan",248327.0,,-555555555.0,*****,26,016
"State Senate District 17 (2018), Michigan",248173.0,,-555555555.0,*****,26,017
"State Senate District 18 (2018), Michigan",288853.0,,64.0,,26,018
"State Senate District 20 (2018), Michigan",261573.0,,-555555555.0,*****,26,020
"State Senate District 21 (2018), Michigan",267164.0,,-555555555.0,*****,26,021
"State Senate District 25 (2018), Michigan",260706.0,,95.0,,26,025
"State Senate District 22 (2018), Michigan",265590.0,,64.0,,26,022
"State Senate District 23 (2018), Michigan",273334.0,,219.0,,26,023
"State Senate District 24 (2018), Michigan",271774.0,,219.0,,26,024
"State Senate District 26 (2018), Michigan",268786.0,,52.0,,26,026
"State Senate District 27 (2018), Michigan",241394.0,,118.0,,26,027
"State Senate District 28 (2018), Michigan",276654.0,,90.0,,26,028
"State Senate District 29 (2018), Michigan",288222.0,,105.0,,26,029
"State Senate District 30 (2018), Michigan",284034.0,,-555555555.0,*****,26,030
"State Senate District 31 (2018), Michigan",246238.0,,-555555555.0,*****,26,031
"State Senate District 32 (2018), Michigan",258279.0,,124.0,,26,032
"State Senate District 33 (2018), Michigan",248931.0,,-555555555.0,*****,26,033
"State Senate District 34 (2018), Michigan",247602.0,,-555555555.0,*****,26,034
"State Senate District 35 (2018), Michigan",251735.0,,-555555555.0,*****,26,035
"State Senate District 36 (2018), Michigan",242798.0,,-555555555.0,*****,26,036
"State Senate District 37 (2018), Michigan",254654.0,,-555555555.0,*****,26,037
"State Senate District 38 (2018), Michigan",248787.0,,-555555555.0,*****,26,038
"State Senate Districts not defined (2018), Michigan",0.0,,10.0,,26,ZZZ
"State Senate District 01 (2018), Minnesota",78974.0,,-555555555.0,*****,27,001
"State Senate District 02 (2018), Minnesota",80418.0,,408.0,,27,002
"State Senate District 03 (2018), Minnesota",79195.0,,542.0,,27,003
"State Senate District 04 (2018), Minnesota",83927.0,,285.0,,27,004
"State Senate District 05 (2018), Minnesota",81026.0,,503.0,,27,005
"State Senate District 06 (2018), Minnesota",78586.0,,544.0,,27,006
"State Senate District 07 (2018), Minnesota",78487.0,,469.0,,27,007
"State Senate District 08 (2018), Minnesota",80641.0,,437.0,,27,008
"State Senate District 09 (2018), Minnesota",77990.0,,351.0,,27,009
"State Senate District 10 (2018), Minnesota",79689.0,,-555555555.0,*****,27,010
"State Senate District 11 (2018), Minnesota",78467.0,,293.0,,27,011
"State Senate District 12 (2018), Minnesota",80257.0,,552.0,,27,012
"State Senate District 13 (2018), Minnesota",82583.0,,414.0,,27,013
"State Senate District 14 (2018), Minnesota",82307.0,,362.0,,27,014
"State Senate District 15 (2018), Minnesota",81247.0,,545.0,,27,015
"State Senate District 16 (2018), Minnesota",77041.0,,268.0,,27,016
"State Senate District 17 (2018), Minnesota",77570.0,,131.0,,27,017
"State Senate District 18 (2018), Minnesota",77942.0,,201.0,,27,018
"State Senate District 19 (2018), Minnesota",82610.0,,258.0,,27,019
"State Senate District 20 (2018), Minnesota",82595.0,,408.0,,27,020
"State Senate District 21 (2018), Minnesota",79492.0,,298.0,,27,021
"State Senate District 22 (2018), Minnesota",77690.0,,312.0,,27,022
"State Senate District 23 (2018), Minnesota",77100.0,,372.0,,27,023
"State Senate District 24 (2018), Minnesota",79476.0,,348.0,,27,024
"State Senate District 25 (2018), Minnesota",82179.0,,1031.0,,27,025
"State Senate District 26 (2018), Minnesota",85069.0,,995.0,,27,026
"State Senate District 27 (2018), Minnesota",79037.0,,228.0,,27,027
"State Senate District 28 (2018), Minnesota",78337.0,,244.0,,27,028
"State Senate District 29 (2018), Minnesota",82404.0,,406.0,,27,029
"State Senate District 30 (2018), Minnesota",85478.0,,295.0,,27,030
"State Senate District 31 (2018), Minnesota",82442.0,,296.0,,27,031
"State Senate District 32 (2018), Minnesota",81541.0,,332.0,,27,032
"State Senate District 33 (2018), Minnesota",85908.0,,448.0,,27,033
"State Senate District 34 (2018), Minnesota",90566.0,,62.0,,27,034
"State Senate District 35 (2018), Minnesota",83381.0,,465.0,,27,035
"State Senate District 36 (2018), Minnesota",82370.0,,1094.0,,27,036
"State Senate District 37 (2018), Minnesota",85632.0,,796.0,,27,037
"State Senate District 38 (2018), Minnesota",84472.0,,729.0,,27,038
"State Senate District 39 (2018), Minnesota",82988.0,,335.0,,27,039
"State Senate District 40 (2018), Minnesota",82562.0,,919.0,,27,040
"State Senate District 41 (2018), Minnesota",81978.0,,376.0,,27,041
"State Senate District 42 (2018), Minnesota",84720.0,,629.0,,27,042
"State Senate District 43 (2018), Minnesota",83323.0,,723.0,,27,043
"State Senate District 44 (2018), Minnesota",86239.0,,841.0,,27,044
"State Senate District 45 (2018), Minnesota",81954.0,,679.0,,27,045
"State Senate District 46 (2018), Minnesota",83437.0,,669.0,,27,046
"State Senate District 47 (2018), Minnesota",87736.0,,377.0,,27,047
"State Senate District 48 (2018), Minnesota",82934.0,,535.0,,27,048
"State Senate District 49 (2018), Minnesota",84026.0,,979.0,,27,049
"State Senate District 50 (2018), Minnesota",81854.0,,864.0,,27,050
"State Senate District 51 (2018), Minnesota",81485.0,,608.0,,27,051
"State Senate District 52 (2018), Minnesota",80489.0,,481.0,,27,052
"State Senate District 53 (2018), Minnesota",86788.0,,509.0,,27,053
"State Senate District 54 (2018), Minnesota",82220.0,,455.0,,27,054
"State Senate District 55 (2018), Minnesota",86610.0,,218.0,,27,055
"State Senate District 56 (2018), Minnesota",84110.0,,721.0,,27,056
"State Senate District 57 (2018), Minnesota",87345.0,,666.0,,27,057
"State Senate District 58 (2018), Minnesota",85011.0,,808.0,,27,058
"State Senate District 59 (2018), Minnesota",90348.0,,1784.0,,27,059
"State Senate District 60 (2018), Minnesota",89327.0,,1482.0,,27,060
"State Senate District 61 (2018), Minnesota",84827.0,,1449.0,,27,061
"State Senate District 62 (2018), Minnesota",83548.0,,1791.0,,27,062
"State Senate District 63 (2018), Minnesota",81224.0,,1218.0,,27,063
"State Senate District 64 (2018), Minnesota",78343.0,,1286.0,,27,064
"State Senate District 65 (2018), Minnesota",84100.0,,1642.0,,27,065
"State Senate District 66 (2018), Minnesota",86508.0,,1598.0,,27,066
"State Senate District 67 (2018), Minnesota",87198.0,,1737.0,,27,067
"State Senate District 1 (2018), Mississippi",65314.0,,1238.0,,28,001
"State Senate District 2 (2018), Mississippi",61376.0,,1246.0,,28,002
"State Senate District 3 (2018), Mississippi",59845.0,,565.0,,28,003
"State Senate District 4 (2018), Mississippi",59170.0,,-555555555.0,*****,28,004
"State Senate District 5 (2018), Mississippi",59621.0,,637.0,,28,005
"State Senate District 9 (2018), Mississippi",62911.0,,924.0,,28,009
"State Senate District 6 (2018), Mississippi",61563.0,,1335.0,,28,006
"State Senate District 7 (2018), Mississippi",54499.0,,1564.0,,28,007
"State Senate District 8 (2018), Mississippi",54492.0,,1141.0,,28,008
"State Senate District 10 (2018), Mississippi",55246.0,,839.0,,28,010
"State Senate District 11 (2018), Mississippi",56261.0,,1247.0,,28,011
"State Senate District 12 (2018), Mississippi",49781.0,,760.0,,28,012
"State Senate District 13 (2018), Mississippi",55118.0,,943.0,,28,013
"State Senate District 14 (2018), Mississippi",52161.0,,1510.0,,28,014
"State Senate District 15 (2018), Mississippi",55026.0,,1148.0,,28,015
"State Senate District 16 (2018), Mississippi",52770.0,,1506.0,,28,016
"State Senate District 17 (2018), Mississippi",55388.0,,903.0,,28,017
"State Senate District 18 (2018), Mississippi",54815.0,,842.0,,28,018
"State Senate District 19 (2018), Mississippi",58476.0,,1429.0,,28,019
"State Senate District 20 (2018), Mississippi",62744.0,,1555.0,,28,020
"State Senate District 21 (2018), Mississippi",51690.0,,1385.0,,28,021
"State Senate District 22 (2018), Mississippi",64255.0,,1799.0,,28,022
"State Senate District 23 (2018), Mississippi",54458.0,,923.0,,28,023
"State Senate District 24 (2018), Mississippi",53804.0,,1225.0,,28,024
"State Senate District 25 (2018), Mississippi",61251.0,,1490.0,,28,025
"State Senate District 26 (2018), Mississippi",54387.0,,1702.0,,28,026
"State Senate District 27 (2018), Mississippi",53876.0,,1772.0,,28,027
"State Senate District 28 (2018), Mississippi",54867.0,,1744.0,,28,028
"State Senate District 29 (2018), Mississippi",59865.0,,1731.0,,28,029
"State Senate District 30 (2018), Mississippi",59324.0,,1235.0,,28,030
"State Senate District 31 (2018), Mississippi",57061.0,,970.0,,28,031
"State Senate District 32 (2018), Mississippi",54201.0,,1415.0,,28,032
"State Senate District 33 (2018), Mississippi",54728.0,,1325.0,,28,033
"State Senate District 34 (2018), Mississippi",58365.0,,1713.0,,28,034
"State Senate District 35 (2018), Mississippi",58393.0,,1563.0,,28,035
"State Senate District 36 (2018), Mississippi",55349.0,,1159.0,,28,036
"State Senate District 37 (2018), Mississippi",54484.0,,1342.0,,28,037
"State Senate District 38 (2018), Mississippi",56527.0,,1558.0,,28,038
"State Senate District 39 (2018), Mississippi",55400.0,,725.0,,28,039
"State Senate District 40 (2018), Mississippi",59106.0,,1116.0,,28,040
"State Senate District 41 (2018), Mississippi",54556.0,,822.0,,28,041
"State Senate District 42 (2018), Mississippi",55763.0,,1720.0,,28,042
"State Senate District 43 (2018), Mississippi",57846.0,,-555555555.0,*****,28,043
"State Senate District 44 (2018), Mississippi",58675.0,,960.0,,28,044
"State Senate District 45 (2018), Mississippi",56631.0,,1053.0,,28,045
"State Senate District 46 (2018), Mississippi",60287.0,,1073.0,,28,046
"State Senate District 47 (2018), Mississippi",59066.0,,1817.0,,28,047
"State Senate District 48 (2018), Mississippi",61845.0,,1399.0,,28,048
"State Senate District 49 (2018), Mississippi",67034.0,,1884.0,,28,049
"State Senate District 50 (2018), Mississippi",60113.0,,1291.0,,28,050
"State Senate District 51 (2018), Mississippi",59012.0,,1439.0,,28,051
"State Senate District 52 (2018), Mississippi",59966.0,,1307.0,,28,052
"State Senate District 6 (2018), Missouri",175133.0,,-555555555.0,*****,29,006
"State Senate District 7 (2018), Missouri",181603.0,,2200.0,,29,007
"State Senate District 8 (2018), Missouri",174671.0,,1102.0,,29,008
"State Senate District 9 (2018), Missouri",167566.0,,2240.0,,29,009
"State Senate District 13 (2018), Missouri",167557.0,,2338.0,,29,013
"State Senate District 10 (2018), Missouri",180245.0,,-555555555.0,*****,29,010
"State Senate District 11 (2018), Missouri",168163.0,,1510.0,,29,011
"State Senate District 12 (2018), Missouri",183022.0,,577.0,,29,012
"State Senate District 14 (2018), Missouri",166840.0,,1817.0,,29,014
"State Senate District 15 (2018), Missouri",180470.0,,1746.0,,29,015
"State Senate District 16 (2018), Missouri",182260.0,,-555555555.0,*****,29,016
"State Senate District 17 (2018), Missouri",189253.0,,577.0,,29,017
"State Senate District 18 (2018), Missouri",178873.0,,-555555555.0,*****,29,018
"State Senate District 19 (2018), Missouri",194137.0,,-555555555.0,*****,29,019
"State Senate District 20 (2018), Missouri",185785.0,,1167.0,,29,020
"State Senate District 21 (2018), Missouri",175286.0,,-555555555.0,*****,29,021
"State Senate District 22 (2018), Missouri",175499.0,,1221.0,,29,022
"State Senate District 23 (2018), Missouri",187045.0,,1277.0,,29,023
"State Senate District 24 (2018), Missouri",185610.0,,2000.0,,29,024
"State Senate District 25 (2018), Missouri",165706.0,,-555555555.0,*****,29,025
"State Senate District 26 (2018), Missouri",184086.0,,904.0,,29,026
"State Senate District 27 (2018), Missouri",173993.0,,-555555555.0,*****,29,027
"State Senate District 28 (2018), Missouri",177604.0,,-555555555.0,*****,29,028
"State Senate District 29 (2018), Missouri",182700.0,,-555555555.0,*****,29,029
"State Senate District 30 (2018), Missouri",186919.0,,1167.0,,29,030
"State Senate District 31 (2018), Missouri",173358.0,,-555555555.0,*****,29,031
"State Senate District 32 (2018), Missouri",185030.0,,-555555555.0,*****,29,032
"State Senate District 33 (2018), Missouri",169150.0,,-555555555.0,*****,29,033
"State Senate District 34 (2018), Missouri",187900.0,,-555555555.0,*****,29,034
"State Senate District 1 (2018), Missouri",182841.0,,2029.0,,29,001
"State Senate District 2 (2018), Missouri",202940.0,,1277.0,,29,002
"State Senate District 3 (2018), Missouri",173483.0,,1221.0,,29,003
"State Senate District 4 (2018), Missouri",169814.0,,2128.0,,29,004
"State Senate District 5 (2018), Missouri",175520.0,,1933.0,,29,005
"State Senate District 5 (2018), Montana",21308.0,,1027.0,,30,005
"State Senate District 6 (2018), Montana",19937.0,,1141.0,,30,006
"State Senate District 7 (2018), Montana",19862.0,,383.0,,30,007
"State Senate District 8 (2018), Montana",19542.0,,563.0,,30,008
"State Senate District 9 (2018), Montana",19503.0,,319.0,,30,009
"State Senate District 10 (2018), Montana",21001.0,,831.0,,30,010
"State Senate District 11 (2018), Montana",20251.0,,739.0,,30,011
"State Senate District 12 (2018), Montana",18463.0,,829.0,,30,012
"State Senate District 13 (2018), Montana",20264.0,,799.0,,30,013
"State Senate District 14 (2018), Montana",19855.0,,397.0,,30,014
"State Senate District 15 (2018), Montana",19306.0,,259.0,,30,015
"State Senate District 16 (2018), Montana",20813.0,,463.0,,30,016
"State Senate District 17 (2018), Montana",19736.0,,452.0,,30,017
"State Senate District 18 (2018), Montana",21726.0,,145.0,,30,018
"State Senate District 19 (2018), Montana",20136.0,,183.0,,30,019
"State Senate District 20 (2018), Montana",20234.0,,730.0,,30,020
"State Senate District 21 (2018), Montana",19628.0,,394.0,,30,021
"State Senate District 22 (2018), Montana",21001.0,,931.0,,30,022
"State Senate District 23 (2018), Montana",20739.0,,885.0,,30,023
"State Senate District 24 (2018), Montana",19366.0,,640.0,,30,024
"State Senate District 25 (2018), Montana",20155.0,,1019.0,,30,025
"State Senate District 26 (2018), Montana",20691.0,,1001.0,,30,026
"State Senate District 30 (2018), Montana",19912.0,,135.0,,30,030
"State Senate District 27 (2018), Montana",24857.0,,1011.0,,30,027
"State Senate District 28 (2018), Montana",20952.0,,760.0,,30,028
"State Senate District 29 (2018), Montana",20410.0,,103.0,,30,029
"State Senate District 31 (2018), Montana",22821.0,,746.0,,30,031
"State Senate District 32 (2018), Montana",24050.0,,803.0,,30,032
"State Senate District 33 (2018), Montana",24002.0,,800.0,,30,033
"State Senate District 34 (2018), Montana",22365.0,,693.0,,30,034
"State Senate District 35 (2018), Montana",21725.0,,690.0,,30,035
"State Senate District 36 (2018), Montana",21228.0,,426.0,,30,036
"State Senate District 37 (2018), Montana",20107.0,,635.0,,30,037
"State Senate District 38 (2018), Montana",20488.0,,771.0,,30,038
"State Senate District 39 (2018), Montana",20132.0,,400.0,,30,039
"State Senate District 40 (2018), Montana",21361.0,,814.0,,30,040
"State Senate District 41 (2018), Montana",21070.0,,784.0,,30,041
"State Senate District 42 (2018), Montana",20127.0,,873.0,,30,042
"State Senate District 43 (2018), Montana",20407.0,,667.0,,30,043
"State Senate District 44 (2018), Montana",21495.0,,667.0,,30,044
"State Senate District 45 (2018), Montana",20175.0,,937.0,,30,045
"State Senate District 46 (2018), Montana",20599.0,,1006.0,,30,046
"State Senate District 47 (2018), Montana",20040.0,,896.0,,30,047
"State Senate District 48 (2018), Montana",22394.0,,1456.0,,30,048
"State Senate District 49 (2018), Montana",21332.0,,1279.0,,30,049
"State Senate District 50 (2018), Montana",21507.0,,1120.0,,30,050
"State Senate District 1 (2018), Montana",19358.0,,-555555555.0,*****,30,001
"State Senate District 2 (2018), Montana",20383.0,,813.0,,30,002
"State Senate District 3 (2018), Montana",21849.0,,1222.0,,30,003
"State Senate District 4 (2018), Montana",23069.0,,945.0,,30,004
"State Senate District 3 (2018), Nebraska",42330.0,,1047.0,,31,003
"State Senate District 4 (2018), Nebraska",39584.0,,999.0,,31,004
"State Senate District 5 (2018), Nebraska",38657.0,,1415.0,,31,005
"State Senate District 6 (2018), Nebraska",38221.0,,966.0,,31,006
"State Senate District 7 (2018), Nebraska",40331.0,,1410.0,,31,007
"State Senate District 8 (2018), Nebraska",38393.0,,1328.0,,31,008
"State Senate District 9 (2018), Nebraska",36632.0,,1093.0,,31,009
"State Senate District 10 (2018), Nebraska",43564.0,,999.0,,31,010
"State Senate District 11 (2018), Nebraska",35458.0,,1491.0,,31,011
"State Senate District 12 (2018), Nebraska",39082.0,,839.0,,31,012
"State Senate District 13 (2018), Nebraska",38579.0,,1216.0,,31,013
"State Senate District 14 (2018), Nebraska",40621.0,,659.0,,31,014
"State Senate District 15 (2018), Nebraska",36683.0,,-555555555.0,*****,31,015
"State Senate District 16 (2018), Nebraska",35738.0,,-555555555.0,*****,31,016
"State Senate District 17 (2018), Nebraska",36824.0,,-555555555.0,*****,31,017
"State Senate District 18 (2018), Nebraska",41468.0,,909.0,,31,018
"State Senate District 19 (2018), Nebraska",37453.0,,215.0,,31,019
"State Senate District 20 (2018), Nebraska",38361.0,,775.0,,31,020
"State Senate District 21 (2018), Nebraska",42046.0,,1007.0,,31,021
"State Senate District 22 (2018), Nebraska",38381.0,,275.0,,31,022
"State Senate District 23 (2018), Nebraska",38236.0,,175.0,,31,023
"State Senate District 24 (2018), Nebraska",36181.0,,-555555555.0,*****,31,024
"State Senate District 1 (2018), Nebraska",36518.0,,342.0,,31,001
"State Senate District 2 (2018), Nebraska",38400.0,,552.0,,31,002
"State Senate District 28 (2018), Nebraska",38904.0,,918.0,,31,028
"State Senate District 25 (2018), Nebraska",41747.0,,799.0,,31,025
"State Senate District 26 (2018), Nebraska",40966.0,,1112.0,,31,026
"State Senate District 27 (2018), Nebraska",42218.0,,905.0,,31,027
"State Senate District 29 (2018), Nebraska",41285.0,,1043.0,,31,029
"State Senate District 30 (2018), Nebraska",39049.0,,685.0,,31,030
"State Senate District 31 (2018), Nebraska",37566.0,,688.0,,31,031
"State Senate District 32 (2018), Nebraska",37543.0,,412.0,,31,032
"State Senate District 33 (2018), Nebraska",37726.0,,284.0,,31,033
"State Senate District 34 (2018), Nebraska",37305.0,,811.0,,31,034
"State Senate District 35 (2018), Nebraska",38430.0,,796.0,,31,035
"State Senate District 36 (2018), Nebraska",38181.0,,204.0,,31,036
"State Senate District 37 (2018), Nebraska",41002.0,,344.0,,31,037
"State Senate District 38 (2018), Nebraska",37237.0,,299.0,,31,038
"State Senate District 39 (2018), Nebraska",49096.0,,984.0,,31,039
"State Senate District 40 (2018), Nebraska",36366.0,,-555555555.0,*****,31,040
"State Senate District 41 (2018), Nebraska",37720.0,,61.0,,31,041
"State Senate District 42 (2018), Nebraska",35433.0,,-555555555.0,*****,31,042
"State Senate District 43 (2018), Nebraska",37115.0,,210.0,,31,043
"State Senate District 44 (2018), Nebraska",36104.0,,-555555555.0,*****,31,044
"State Senate District 45 (2018), Nebraska",39752.0,,760.0,,31,045
"State Senate District 46 (2018), Nebraska",40079.0,,1272.0,,31,046
"State Senate District 47 (2018), Nebraska",34726.0,,217.0,,31,047
"State Senate District 48 (2018), Nebraska",36255.0,,-555555555.0,*****,31,048
"State Senate District 49 (2018), Nebraska",45214.0,,815.0,,31,049
"State Senate District 1 (2018), Nevada",151867.0,,2200.0,,32,001
"State Senate District 2 (2018), Nevada",122741.0,,2428.0,,32,002
"State Senate District 3 (2018), Nevada",133986.0,,2952.0,,32,003
"State Senate District 4 (2018), Nevada",128947.0,,2320.0,,32,004
"State Senate District 5 (2018), Nevada",135233.0,,2613.0,,32,005
"State Senate District 6 (2018), Nevada",135358.0,,2502.0,,32,006
"State Senate District 7 (2018), Nevada",137292.0,,2758.0,,32,007
"State Senate District 8 (2018), Nevada",134632.0,,2415.0,,32,008
"State Senate District 9 (2018), Nevada",171895.0,,2830.0,,32,009
"State Senate District 10 (2018), Nevada",129163.0,,2863.0,,32,010
"State Senate District 11 (2018), Nevada",143756.0,,3049.0,,32,011
"State Senate District 12 (2018), Nevada",144105.0,,2455.0,,32,012
"State Senate District 13 (2018), Nevada",136122.0,,2331.0,,32,013
"State Senate District 14 (2018), Nevada",138504.0,,1780.0,,32,014
"State Senate District 15 (2018), Nevada",134271.0,,2224.0,,32,015
"State Senate District 16 (2018), Nevada",133533.0,,1368.0,,32,016
"State Senate District 17 (2018), Nevada",128934.0,,-555555555.0,*****,32,017
"State Senate District 18 (2018), Nevada",148705.0,,2067.0,,32,018
"State Senate District 19 (2018), Nevada",143214.0,,1769.0,,32,019
"State Senate District 20 (2018), Nevada",155123.0,,3116.0,,32,020
"State Senate District 21 (2018), Nevada",135468.0,,2803.0,,32,021
"State Senate District 1 (2018), New Hampshire",52301.0,,353.0,,33,001
"State Senate District 2 (2018), New Hampshire",54043.0,,470.0,,33,002
"State Senate District 3 (2018), New Hampshire",54434.0,,182.0,,33,003
"State Senate District 4 (2018), New Hampshire",54733.0,,63.0,,33,004
"State Senate District 5 (2018), New Hampshire",57563.0,,302.0,,33,005
"State Senate District 6 (2018), New Hampshire",53904.0,,46.0,,33,006
"State Senate District 10 (2018), New Hampshire",55773.0,,373.0,,33,010
"State Senate District 7 (2018), New Hampshire",56446.0,,258.0,,33,007
"State Senate District 8 (2018), New Hampshire",55971.0,,473.0,,33,008
"State Senate District 9 (2018), New Hampshire",56339.0,,446.0,,33,009
"State Senate District 11 (2018), New Hampshire",56425.0,,34.0,,33,011
"State Senate District 12 (2018), New Hampshire",57726.0,,824.0,,33,012
"State Senate District 13 (2018), New Hampshire",59037.0,,810.0,,33,013
"State Senate District 14 (2018), New Hampshire",56099.0,,45.0,,33,014
"State Senate District 15 (2018), New Hampshire",56572.0,,40.0,,33,015
"State Senate District 16 (2018), New Hampshire",57097.0,,862.0,,33,016
"State Senate District 17 (2018), New Hampshire",56770.0,,39.0,,33,017
"State Senate District 18 (2018), New Hampshire",55304.0,,1063.0,,33,018
"State Senate District 19 (2018), New Hampshire",56648.0,,35.0,,33,019
"State Senate District 20 (2018), New Hampshire",54629.0,,1095.0,,33,020
"State Senate District 21 (2018), New Hampshire",56015.0,,256.0,,33,021
"State Senate District 22 (2018), New Hampshire",57303.0,,51.0,,33,022
"State Senate District 23 (2018), New Hampshire",55804.0,,186.0,,33,023
"State Senate District 24 (2018), New Hampshire",56686.0,,191.0,,33,024
"State Senate District 1 (2018), New Jersey",216679.0,,214.0,,34,001
"State Senate District 2 (2018), New Jersey",211683.0,,216.0,,34,002
"State Senate District 3 (2018), New Jersey",221485.0,,152.0,,34,003
"State Senate District 4 (2018), New Jersey",221665.0,,149.0,,34,004
"State Senate District 5 (2018), New Jersey",220847.0,,186.0,,34,005
"State Senate District 6 (2018), New Jersey",222971.0,,217.0,,34,006
"State Senate District 7 (2018), New Jersey",221651.0,,251.0,,34,007
"State Senate District 8 (2018), New Jersey",216759.0,,278.0,,34,008
"State Senate District 9 (2018), New Jersey",229049.0,,409.0,,34,009
"State Senate District 10 (2018), New Jersey",225221.0,,255.0,,34,010
"State Senate District 11 (2018), New Jersey",219416.0,,292.0,,34,011
"State Senate District 12 (2018), New Jersey",224976.0,,276.0,,34,012
"State Senate District 13 (2018), New Jersey",220864.0,,252.0,,34,013
"State Senate District 14 (2018), New Jersey",219760.0,,215.0,,34,014
"State Senate District 15 (2018), New Jersey",213765.0,,116.0,,34,015
"State Senate District 16 (2018), New Jersey",224037.0,,229.0,,34,016
"State Senate District 17 (2018), New Jersey",227408.0,,81.0,,34,017
"State Senate District 18 (2018), New Jersey",218920.0,,176.0,,34,018
"State Senate District 19 (2018), New Jersey",228680.0,,149.0,,34,019
"State Senate District 20 (2018), New Jersey",229788.0,,134.0,,34,020
"State Senate District 21 (2018), New Jersey",219725.0,,147.0,,34,021
"State Senate District 22 (2018), New Jersey",220625.0,,207.0,,34,022
"State Senate District 23 (2018), New Jersey",214076.0,,262.0,,34,023
"State Senate District 24 (2018), New Jersey",208336.0,,197.0,,34,024
"State Senate District 25 (2018), New Jersey",214650.0,,74.0,,34,025
"State Senate District 26 (2018), New Jersey",218750.0,,171.0,,34,026
"State Senate District 27 (2018), New Jersey",221588.0,,179.0,,34,027
"State Senate District 28 (2018), New Jersey",228015.0,,2341.0,,34,028
"State Senate District 29 (2018), New Jersey",227428.0,,2339.0,,34,029
"State Senate District 30 (2018), New Jersey",231561.0,,222.0,,34,030
"State Senate District 31 (2018), New Jersey",232106.0,,1872.0,,34,031
"State Senate District 32 (2018), New Jersey",232138.0,,86.0,,34,032
"State Senate District 33 (2018), New Jersey",230840.0,,1876.0,,34,033
"State Senate District 37 (2018), New Jersey",223971.0,,178.0,,34,037
"State Senate District 34 (2018), New Jersey",218331.0,,70.0,,34,034
"State Senate District 35 (2018), New Jersey",220135.0,,76.0,,34,035
"State Senate District 36 (2018), New Jersey",227497.0,,213.0,,34,036
"State Senate District 38 (2018), New Jersey",219710.0,,113.0,,34,038
"State Senate District 39 (2018), New Jersey",220408.0,,117.0,,34,039
"State Senate District 40 (2018), New Jersey",216331.0,,88.0,,34,040
"State Senate District 29 (2018), New Mexico",50288.0,,1080.0,,35,029
"State Senate District 30 (2018), New Mexico",49298.0,,1621.0,,35,030
"State Senate District 31 (2018), New Mexico",52455.0,,1684.0,,35,031
"State Senate District 32 (2018), New Mexico",49265.0,,1607.0,,35,032
"State Senate District 33 (2018), New Mexico",49253.0,,1671.0,,35,033
"State Senate District 34 (2018), New Mexico",53669.0,,1817.0,,35,034
"State Senate District 35 (2018), New Mexico",47427.0,,974.0,,35,035
"State Senate District 36 (2018), New Mexico",50456.0,,2216.0,,35,036
"State Senate District 37 (2018), New Mexico",54566.0,,2317.0,,35,037
"State Senate District 38 (2018), New Mexico",45982.0,,1874.0,,35,038
"State Senate District 39 (2018), New Mexico",46408.0,,1728.0,,35,039
"State Senate District 40 (2018), New Mexico",54568.0,,1755.0,,35,040
"State Senate District 41 (2018), New Mexico",53140.0,,1561.0,,35,041
"State Senate District 42 (2018), New Mexico",53946.0,,2025.0,,35,042
"State Senate District 1 (2018), New Mexico",47522.0,,1089.0,,35,001
"State Senate District 2 (2018), New Mexico",46955.0,,1189.0,,35,002
"State Senate District 3 (2018), New Mexico",45231.0,,1547.0,,35,003
"State Senate District 4 (2018), New Mexico",50530.0,,1454.0,,35,004
"State Senate District 5 (2018), New Mexico",49253.0,,922.0,,35,005
"State Senate District 6 (2018), New Mexico",48739.0,,1000.0,,35,006
"State Senate District 7 (2018), New Mexico",49724.0,,732.0,,35,007
"State Senate District 8 (2018), New Mexico",44969.0,,1012.0,,35,008
"State Senate District 9 (2018), New Mexico",50362.0,,1628.0,,35,009
"State Senate District 10 (2018), New Mexico",53237.0,,1963.0,,35,010
"State Senate District 11 (2018), New Mexico",50134.0,,2081.0,,35,011
"State Senate District 12 (2018), New Mexico",47659.0,,1980.0,,35,012
