NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,public use microdata area
"Lancaster County--Lincoln City (North) PUMA, Nebraska",165445.0,,1337.0,,31,00801
"Broward County (Central)--Plantation & Sunrise Cities PUMA, Florida",182782.0,,694.0,,12,01106
"Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA; California",233761.0,,755.0,,06,00110
"Fairfax County (Northwest)--Reston (North) & Franklin Farm PUMA, Virginia",168857.0,,1664.0,,51,59307
"Ingham County (Northwest) PUMA, Michigan",116098.0,,604.0,,26,01802
"Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South) PUMA, Indiana",143997.0,,364.0,,18,02307
"Catawba County--Hickory City PUMA, North Carolina",156204.0,,307.0,,37,02800
"Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities PUMA; Minnesota",109204.0,,112.0,,27,01101
"Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA, Florida",137014.0,,2483.0,,12,09904
"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA; Illinois",172005.0,,55.0,,17,03602
"Georgetown, Marion & Dillon Counties PUMA; South Carolina",123794.0,,220.0,,45,01000
"Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA, Florida",105458.0,,1691.0,,12,08612
"Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village) PUMA, Virginia",112534.0,,1480.0,,51,10701
"Adams & Franklin (Southeast) Counties PUMA, Pennsylvania",127406.0,,22.0,,42,03701
"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA; Florida",116881.0,,2572.0,,12,08621
"Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA, Georgia",122746.0,,826.0,,13,01001
"Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities PUMA, Texas",139933.0,,1701.0,,48,05201
"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley PUMA; California",139010.0,,2389.0,,06,07319
"Hillsborough County (Central)--Tampa City (Central) PUMA, Florida",155496.0,,2491.0,,12,05701
"Lane County (West Central)--Eugene City (West & South) PUMA, Oregon",151338.0,,1282.0,,41,00703
"Broward County (North Central)--Margate & Coconut Creek Cities PUMA, Florida",119564.0,,582.0,,12,01102
"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA; Illinois",153011.0,,2814.0,,17,03527
"Hidalgo County (Central)--McAllen City PUMA, Texas",140341.0,,1225.0,,48,06805
"Essex County (South)--Lynn City, Swampscott & Nahant Towns PUMA; Massachusetts",111867.0,,73.0,,25,00704
"Westchester County (Northeast) PUMA, New York",137099.0,,203.0,,36,03103
"Heart of Texas COG--McLennan County--Waco City (Central) PUMA, Texas",106480.0,,1677.0,,48,03801
"Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",116817.0,,2572.0,,48,04616
"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",114051.0,,2478.0,,36,04018
"Seminole County (North Central) PUMA, Florida",110855.0,,1713.0,,12,11702
"Southwest Nebraska PUMA, Nebraska",103814.0,,96.0,,31,00400
"Monroe County (North & West) PUMA, New York",104973.0,,91.0,,36,00905
"District of Columbia (North) PUMA, District of Columbia",130839.0,,2355.0,,11,00102
"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA; Massachusetts",134085.0,,68.0,,25,01000
"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",101250.0,,1368.0,,36,03301
"Muskogee, Okmulgee, Wagoner (East) & McIntosh Counties PUMA; Oklahoma",147954.0,,371.0,,40,01302
"Butte County (Southeast)--Oroville City & Paradise Town PUMA, California",110250.0,,1000.0,,06,00702
"Providence City PUMA, Rhode Island",179414.0,,272.0,,44,00103
"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham PUMA; Maryland",180360.0,,2167.0,,24,01105
"Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities PUMA, Ohio",107669.0,,1640.0,,39,01804
"Lake County (West)--Eastlake, Wickliffe, Willoughby & Willowick Cities PUMA; Ohio",100684.0,,314.0,,39,01000
"Los Angeles County (Central)--LA City (Central/Koreatown) PUMA, California",115317.0,,2255.0,,06,03733
"San Diego County (South Central)--San Diego City (Central/Mid-City) PUMA, California",174140.0,,2873.0,,06,07317
"Tulare County (Northwest)--Visalia City PUMA, California",144817.0,,1094.0,,06,10701
"San Luis Obispo County (East)--Inland Region PUMA, California",107692.0,,1237.0,,06,07902
"Herkimer (North & Central) & Oneida (Outer) Counties PUMA, New York",113182.0,,425.0,,36,00401
"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",210645.0,,2749.0,,13,04006
"Orange County (Northeast)--Greater Newburgh City PUMA, New York",122163.0,,51.0,,36,02901
"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA; Massachusetts",160086.0,,2016.0,,25,03302
"Monmouth County (Southwest)--Freehold Borough PUMA, New Jersey",108977.0,,210.0,,34,01102
"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",129467.0,,2717.0,,36,03802
"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna PUMA; Utah",108299.0,,2069.0,,49,35001
"Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities PUMA, California",98928.0,,2031.0,,06,03769
"Detroit City (North Central) PUMA, Michigan",130760.0,,2510.0,,26,03209
"Collin County (Central)--McKinney City PUMA, Texas",148445.0,,1062.0,,48,01905
"Charlotte City (Southwest) PUMA, North Carolina",117806.0,,2101.0,,37,03105
"Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA, Texas",112553.0,,1651.0,,48,02301
"Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities PUMA, Texas",138226.0,,2484.0,,48,02514
"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns PUMA; New Jersey",132791.0,,840.0,,34,00703
"Buncombe County (Northwest) PUMA, North Carolina",127136.0,,1634.0,,37,02202
"San Bernardino County (Southwest)--San Bernardino City (East) PUMA, California",113211.0,,2071.0,,06,07107
"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA; California",133385.0,,2589.0,,06,03708
"Duval County (Southeast)--Jacksonville City (Southeast) PUMA, Florida",141308.0,,3026.0,,12,03105
"Portland City (Central East) PUMA, Oregon",121124.0,,1543.0,,41,01305
"Seattle City (Northwest) PUMA, Washington",157873.0,,2113.0,,53,11601
"Jackson County (Central)--Medford & Central Point Cities PUMA, Oregon",109504.0,,954.0,,41,00901
"Dauphin County (Central)--Harrisburg City & Colonial Park PUMA, Pennsylvania",160763.0,,254.0,,42,02401
"Sacramento County (Central)--Elk Grove City PUMA, California",161867.0,,846.0,,06,06710
"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA; California",127705.0,,1327.0,,06,01304
"Hamilton County (East)--Loveland, Montgomery Cities & Forestville PUMA; Ohio",107228.0,,698.0,,39,05507
"Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA, California",121223.0,,1476.0,,06,01301
"Dorchester (North & West) & Berkeley (Southwest) Counties--Summerville Town & Ladson PUMA, South Carolina",163050.0,,1803.0,,45,01201
"Denton County (Central)--Denton (Central) & Corinth Cities PUMA, Texas",123218.0,,1341.0,,48,02005
"Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns PUMA, North Carolina",118390.0,,1805.0,,37,01205
"Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA, Massachusetts",109369.0,,60.0,,25,04301
"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter PUMA; New Mexico",127431.0,,2375.0,,35,00805
"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",171832.0,,2991.0,,36,03705
"Los Angeles County (South)--South Gate & Lynwood Cities PUMA, California",173964.0,,726.0,,06,03752
"San Diego County (Northwest)--Carlsbad City PUMA, California",122547.0,,1232.0,,06,07304
"Stanislaus County (Central)--Modesto City (West) PUMA, California",124120.0,,2234.0,,06,09902
"Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA, Texas",116786.0,,3199.0,,48,04503
"Berks County (Northwest)--Wyomissing Borough PUMA, Pennsylvania",124366.0,,457.0,,42,02701
"Albuquerque City (Southeast Heights) PUMA, New Mexico",104413.0,,2095.0,,35,00803
"San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",124239.0,,2814.0,,48,05910
"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities PUMA; Ohio",115857.0,,484.0,,39,01801
"Frederick County (Outside Greater Frederick City) PUMA, Maryland",127599.0,,1027.0,,24,00301
"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA; Utah",122722.0,,458.0,,49,11002
"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA; Utah",143964.0,,1196.0,,49,57001
"Osceola County (West) PUMA, Florida",188009.0,,2754.0,,12,09701
"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA; Massachusetts",135762.0,,44.0,,25,03900
"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA; Louisiana",121476.0,,1550.0,,22,02500
"Waukesha County (West) PUMA, Wisconsin",117264.0,,415.0,,55,70101
"Pulaski County (Central)--Little Rock City PUMA, Arkansas",186661.0,,1018.0,,05,01000
"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA; Florida",105297.0,,2166.0,,12,08617
"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",111029.0,,1825.0,,36,03308
"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",117070.0,,1342.0,,01,01600
"Mobile City (West) PUMA, Alabama",108786.0,,1858.0,,01,02702
"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA; New Jersey",145273.0,,57.0,,34,00701
"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA; New York",112777.0,,542.0,,36,03003
"Phoenix City (Northwest Central) PUMA, Arizona",108064.0,,2337.0,,04,00115
"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties PUMA; New Hampshire",124045.0,,361.0,,33,00200
"River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA, Georgia",163458.0,,152.0,,13,01800
"Cook County (Southeast)--Thornton Township PUMA, Illinois",168298.0,,109.0,,17,03413
"West North Dakota--Minot City PUMA, North Dakota",212512.0,,92.0,,38,00100
"Los Angeles County (South Central)--Compton City & West Rancho Dominguez PUMA, California",161750.0,,1868.0,,06,03757
"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties PUMA; Virginia",200084.0,,42.0,,51,51215
"Toledo City (East) PUMA, Ohio",134928.0,,1599.0,,39,00500
"Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills PUMA; Oregon",113453.0,,1347.0,,41,01321
"Ventura County (Southeast)--Simi Valley City PUMA, California",114520.0,,683.0,,06,11101
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",185958.0,,504.0,,01,00100
"Baltimore County--Towson (East & Central), Parkville & Carney PUMA; Maryland",119106.0,,1766.0,,24,00504
"Hawkins & Sullivan (Northwest) Counties--Kingsport City PUMA, Tennessee",105994.0,,824.0,,47,01000
"Columbus (Southeast) & Reynoldsburg Cities PUMA, Ohio",121556.0,,2214.0,,39,04108
"Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA, Florida",111406.0,,2129.0,,12,08700
"Pasco County (East Central) PUMA, Florida",130324.0,,2208.0,,12,10101
"Portland City (North & Northeast) PUMA, Oregon",123877.0,,1743.0,,41,01301
"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA; Iowa",156324.0,,317.0,,19,01400
"Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities PUMA, Texas",118342.0,,2083.0,,48,02319
"Philadelphia City (Far Northeast) PUMA, Pennsylvania",158567.0,,2157.0,,42,03201
"Cook County (North)--Niles & Evanston Townships PUMA, Illinois",180632.0,,47.0,,17,03421
"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships PUMA; Illinois",125838.0,,496.0,,17,03107
"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville PUMA; Maryland",122711.0,,2069.0,,24,01006
"St. Louis City (South) PUMA, Missouri",187766.0,,1768.0,,29,01902
"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",104559.0,,1108.0,,08,00801
"Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA, Georgia",117987.0,,2191.0,,13,00402
"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",125511.0,,856.0,,01,00500
"Escambia County (North) PUMA, Florida",120030.0,,2304.0,,12,03301
"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA; Illinois",191321.0,,49.0,,17,03408
"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities PUMA; Oregon",180404.0,,1675.0,,41,01318
"Northeast Colorado--Eastern Plains Region PUMA, Colorado",108980.0,,466.0,,08,00100
"Dupage County (Northeast)--Addison & Bloomingdale (North) Townships PUMA, Illinois",117784.0,,642.0,,17,03207
"Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA, New Jersey",145017.0,,164.0,,34,02103
"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities PUMA; Washington",111904.0,,1550.0,,53,11103
"St. Louis County (Inner Ring South) PUMA, Missouri",161163.0,,1569.0,,29,01807
"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities PUMA; California",173590.0,,713.0,,06,00105
"Pinellas County (Southeast)--St. Petersburg City (East) PUMA, Florida",158603.0,,1882.0,,12,10307
"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships PUMA; Illinois",118006.0,,825.0,,17,03007
"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities PUMA; Utah",162566.0,,1078.0,,49,49004
"Genesee (East) & Lapeer Counties PUMA, Michigan",184467.0,,122.0,,26,01701
"Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast) PUMA, Indiana",161453.0,,79.0,,18,02306
"Mesa County (Central)--Greater Grand Junction & Fruita Cities PUMA, Colorado",131974.0,,866.0,,08,01001
"Orange County (Southwest)--Disney-International Drive Region PUMA, Florida",131262.0,,3177.0,,12,09503
"Hidalgo County (North & West) PUMA, Texas",115165.0,,2807.0,,48,06807
"Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities PUMA, Maryland",110739.0,,1584.0,,24,01103
"Seminole County (West) PUMA, Florida",114665.0,,1772.0,,12,11701
"York County (West & Outside Rock Hill City) PUMA, South Carolina",124166.0,,1421.0,,45,00501
"Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA, Florida",127048.0,,1798.0,,12,00903
"DuPage County (South Central)--Lisle Township PUMA, Illinois",119866.0,,39.0,,17,03203
"Allen County (Central)--Fort Wayne City (North) PUMA, Indiana",125238.0,,764.0,,18,01002
"Washtenaw County (East Central)--Ann Arbor City Area PUMA, Michigan",121808.0,,193.0,,26,02702
"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",108922.0,,1162.0,,36,03208
"Allegheny County (West) PUMA, Pennsylvania",108117.0,,163.0,,42,01801
"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities PUMA; California",183777.0,,1597.0,,06,06501
"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA; Massachusetts",128970.0,,59.0,,25,00505
"Lake County (North) PUMA, Florida",110404.0,,1991.0,,12,06901
"Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA, Tennessee",102715.0,,1842.0,,47,03204
"South Plains Association of Governments--Lubbock County--Lubbock City (Central) PUMA, Texas",115979.0,,1849.0,,48,00501
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama",176451.0,,2062.0,,01,01304
"San Francisco County (Central)--South of Market & Potrero PUMA, California",139921.0,,2325.0,,06,07503
"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities PUMA; California",211049.0,,2076.0,,06,05903
"Placer County (Southwest)--Roseville City PUMA, California",141476.0,,918.0,,06,06101
"Seattle City (Northeast) PUMA, Washington",133649.0,,1927.0,,53,11602
"Polk County (South) PUMA, Florida",148607.0,,2873.0,,12,10504
"Washoe County (North)--Sparks City PUMA, Nevada",145649.0,,1322.0,,32,00103
"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs PUMA; New Jersey",105547.0,,656.0,,34,00305
"Stark County (Central)--Canton & North Canton Cities PUMA, Ohio",136655.0,,658.0,,39,03200
"Sacramento County (West)--Sacramento City (Central/Downtown & Midtown) PUMA, California",119251.0,,1933.0,,06,06707
"Burlington County (South & East) PUMA, New Jersey",164969.0,,237.0,,34,02003
"San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East) PUMA, California",156443.0,,2089.0,,06,07320
"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",238619.0,,3470.0,,36,04112
"Henrico County (West)--Tuckahoe, Short Pump & Wyndham PUMA; Virginia",178696.0,,1529.0,,51,51225
"Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA, California",159045.0,,956.0,,06,08502
"Alameda County (South Central)--Fremont City (East) PUMA, California",206011.0,,657.0,,06,00109
"Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock PUMA, California",112008.0,,1530.0,,06,08505
"San Juan Municipio (Este) PUMA, Puerto Rico",87683.0,,2345.0,,72,00805
"Wayne County (Southwest) PUMA, Michigan",110334.0,,60.0,,26,03205
"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",105520.0,,66.0,,36,01101
"Knoxville City PUMA, Tennessee",177484.0,,1623.0,,47,01603
"Houston-Galveston Area Council--Brazoria County (North)--Pearland City PUMA, Texas",126812.0,,1881.0,,48,04801
"Guilford County (South)--High Point City PUMA, North Carolina",140544.0,,1182.0,,37,01704
"Tulsa County (Central)--Tulsa City (Central) PUMA, Oklahoma",199276.0,,1540.0,,40,01201
"Bristol, Southington & Burlington Towns PUMA; Connecticut",113678.0,,49.0,,09,00304
"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities PUMA; Kansas",153246.0,,1352.0,,20,00602
"Scott County (East)--Shakopee, Savage & Prior Lake Cities PUMA; Minnesota",128025.0,,237.0,,27,01600
"Allegheny County (South Central)--Baldwin & Whitehall Boroughs PUMA, Pennsylvania",124951.0,,145.0,,42,01806
"Nassau County (West Central)--North Hempstead Town (South) PUMA, New York",116273.0,,1029.0,,36,03204
"Hudson County (Northeast)--Union City & Hoboken Cities PUMA, New Jersey",135900.0,,40.0,,34,00702
"Gloucester County (Northeast)--Woodbury City PUMA, New Jersey",127729.0,,84.0,,34,02201
"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania",109940.0,,57.0,,42,00701
"Fairfax County (Northeast)--McLean & Idylwood PUMA, Virginia",114322.0,,1483.0,,51,59308
"Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA, California",110768.0,,2007.0,,06,08511
"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA; California",124839.0,,947.0,,06,09702
"Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA, Florida",128495.0,,2359.0,,12,01113
"Volusia County (Southwest Central)--Deltona & Lake Helen Cities PUMA, Florida",127674.0,,1505.0,,12,12704
"Saratoga County (South & Central) PUMA, New York",110905.0,,537.0,,36,01801
"Monterey County (Northeast)--Salinas City PUMA, California",169009.0,,1042.0,,06,05302
"Westchester County (Southwest)--Yonkers City PUMA, New York",199745.0,,69.0,,36,03106
"Bayam�n Municipio (Este) PUMA, Puerto Rico",93679.0,,1855.0,,72,00801
"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",116591.0,,1321.0,,08,00808
"Kershaw, Richland (South) & Calhoun Counties PUMA; South Carolina",109185.0,,1587.0,,45,00605
"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania",126482.0,,273.0,,42,00802
"Hamilton County (Central)--Carmel City & Fishers Town (West) PUMA, Indiana",130382.0,,44.0,,18,01802
"Knox County (West)--Farragut Town PUMA, Tennessee",154513.0,,1523.0,,47,01604
"Clermont (East) & Brown Counties PUMA, Ohio",113972.0,,533.0,,39,05700
"Phoenix City (Uptown) PUMA, Arizona",111087.0,,1991.0,,04,00116
"Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA, Florida",108690.0,,2203.0,,12,08619
"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities PUMA; Oregon",117295.0,,904.0,,41,01319
"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA; California",122502.0,,904.0,,06,08506
"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",175554.0,,1301.0,,08,00807
"Genesee (West) & Shiawassee Counties PUMA, Michigan",180724.0,,132.0,,26,01704
"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA; California",160434.0,,1671.0,,06,10703
"Brevard County (East)--Beaches & Merritt Island PUMA, Florida",123963.0,,1479.0,,12,00902
"Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA, Louisiana",134081.0,,2287.0,,22,01500
"Palm Beach County (West)--Glades & Western Communities PUMA, Florida",142698.0,,2286.0,,12,09911
"St. Charles County (Northwest) PUMA, Missouri",142494.0,,1111.0,,29,01702
"Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA, Florida",175176.0,,2366.0,,12,07103
"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA; Texas",114655.0,,2358.0,,48,02508
"Harris County (East)--Baytown City PUMA, Texas",112994.0,,1809.0,,48,04623
"District of Columbia (East) PUMA, District of Columbia",161830.0,,2463.0,,11,00104
"Marion County (Central)--Ocala City PUMA, Florida",105571.0,,1989.0,,12,08302
"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships PUMA; Illinois",117066.0,,50.0,,17,03308
"Cumberland County (South)--Vineland & Millville Cities PUMA, New Jersey",113224.0,,355.0,,34,02400
"Riverside County (Northwest)--Riverside City (East) PUMA, California",153614.0,,3614.0,,06,06510
"Philadelphia City (Central) PUMA, Pennsylvania",103578.0,,2900.0,,42,03207
"Loudoun County (West & South)--Leesburg Town PUMA, Virginia",134834.0,,1475.0,,51,10703
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA; Connecticut",117699.0,,55.0,,09,00306
"Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA, Texas",119164.0,,191.0,,48,03200
"Regional Planning Commission 5--Jefferson Parish (West Bank) PUMA, Louisiana",134084.0,,1930.0,,22,02302
"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA; Massachusetts",144370.0,,51.0,,25,00503
"Middlesex County (East)--Somerville & Everett Cities PUMA, Massachusetts",126290.0,,53.0,,25,00507
"Dutchess County (Southwest) PUMA, New York",168213.0,,130.0,,36,02802
"Tarrant County (North)--North Richland Hills (North) & Keller Cities PUMA, Texas",124659.0,,1254.0,,48,02510
"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships PUMA; Illinois",139523.0,,59.0,,17,03307
"Heart of Texas COG--McLennan County--Waco (Outer), Hewitt & Robinson Cities PUMA; Texas",141949.0,,1677.0,,48,03802
"San Diego County (Northwest)--San Marcos & Escondido (West) Cities PUMA, California",127408.0,,1650.0,,06,07305
"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA; Florida",99589.0,,2353.0,,12,08620
"Orange County (Central)--Orange & Villa Park Cities PUMA, California",139334.0,,1494.0,,06,05911
"Putnam County PUMA, New York",101850.0,,198.0,,36,03101
"Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA, Texas",141690.0,,2379.0,,48,05914
"Ottawa County (East) PUMA, Michigan",135507.0,,349.0,,26,00802
"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities PUMA; California",185025.0,,1502.0,,06,09701
"Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA, California",126462.0,,857.0,,06,11104
"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities PUMA; Arizona",123062.0,,2303.0,,04,00805
"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUMA; California",133173.0,,1906.0,,06,03742
"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South) PUMA; New Jersey",108854.0,,720.0,,34,01904
"Dallas County (Southeast)--Dallas City (Southeast) PUMA, Texas",113535.0,,2773.0,,48,02304
"Salt Lake County (Northeast)--Salt Lake City (East) PUMA, Utah",120977.0,,1657.0,,49,35002
"Burlington County (North)--Burlington City PUMA, New Jersey",128182.0,,269.0,,34,02001
"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA; California",182219.0,,1207.0,,06,05908
"Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York",127903.0,,1830.0,,36,03307
"Austin City (North) PUMA, Texas",112019.0,,2447.0,,48,05302
"Los Angeles County (Central)--LA City (Southeast/East Vernon) PUMA, California",126975.0,,2558.0,,06,03745
"Essex County (Southeast)--Newark City (Southwest) PUMA, New Jersey",121429.0,,2068.0,,34,01302
"Westchester County (Southeast) PUMA, New York",120175.0,,60.0,,36,03104
"Cuyahoga County (East)--Lyndhurst, Mayfield Heights, Shaker Heights & Solon Cities PUMA; Ohio",138532.0,,241.0,,39,00910
"Washington County (Central)--Hillsboro City PUMA, Oregon",119018.0,,1035.0,,41,01322
"San Diego County (South)--San Diego City (Southeast/Encanto & Skyline) PUMA, California",165330.0,,2650.0,,06,07318
"Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA, Florida",163657.0,,2376.0,,12,03107
"Greenville County (North)--Greer City (North & West) & Taylors (Central & East) PUMA, South Carolina",109304.0,,1836.0,,45,00102
"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA; California",145589.0,,924.0,,06,08101
"Milwaukee County (South) PUMA, Wisconsin",120966.0,,53.0,,55,40301
"Dallas County (Northeast)--Garland City (South) PUMA, Texas",106958.0,,1946.0,,48,02302
"Erie County (Northeast) PUMA, New York",110882.0,,30.0,,36,01203
"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",158774.0,,2554.0,,36,04008
"Mecklenburg County (South)--Matthews Town (South) PUMA, North Carolina",129865.0,,1990.0,,37,03108
"Snohomish County (Southwest)--Edmonds, Lynnwood & Mountlake Terrace Cities PUMA; Washington",119865.0,,1076.0,,53,11701
"Martin County PUMA, Florida",157461.0,,91.0,,12,08500
"Niagara County (North & East) PUMA, New York",106184.0,,66.0,,36,01102
"Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town PUMA, North Carolina",121511.0,,1811.0,,37,01206
"Suffolk County (Central)--Islip Town (East) PUMA, New York",95784.0,,1743.0,,36,03309
"Birmingham City (West) PUMA, Alabama",94128.0,,1774.0,,01,01301
"Regional Planning Commission 1--St. Tammany Parish (Northwest) PUMA, Louisiana",135495.0,,1801.0,,22,02200
"Rutherford County (South)--Murfreesboro City PUMA, Tennessee",166899.0,,1496.0,,47,02402
"Burke & McDowell Counties PUMA, North Carolina",134798.0,,37.0,,37,02100
