location,precinct,vbm_only,registration,biden,trump,others,total_votes,biden_pct,trump_pct,others_pct,winner
LOS ANGELES,9000290A,N,1393,650,77,22,749,86.78,10.28,2.94,Biden
LOS ANGELES,9000294A,N,1615,761,89,21,871,87.37,10.22,2.41,Biden
LOS ANGELES,9000295B,N,1640,771,109,21,901,85.57,12.1,2.33,Biden
LOS ANGELES,9000296B,N,1739,949,81,22,1052,90.21,7.7,2.09,Biden
LOS ANGELES,9000300A,N,1847,980,231,28,1239,79.1,18.64,2.26,Biden
LOS ANGELES,9000301A,N,1603,875,203,22,1100,79.55,18.45,2.0,Biden
LOS ANGELES,9000305A,N,2399,1302,576,42,1920,67.81,30.0,2.19,Biden
LOS ANGELES,9000308B,N,1717,883,415,25,1323,66.74,31.37,1.89,Biden
LOS ANGELES,9000309A,Y,0,0,0,0,0,,,,No votes
LOS ANGELES,9000314A,N,1632,844,144,33,1021,82.66,14.1,3.23,Biden
LOS ANGELES,9000316A,N,1987,1077,458,42,1577,68.29,29.04,2.66,Biden
LOS ANGELES,9000317A,N,1828,1185,199,25,1409,84.1,14.12,1.77,Biden
LOS ANGELES,9000319A,N,2322,1430,353,46,1829,78.18,19.3,2.52,Biden
LOS ANGELES,9000321A,N,1685,858,167,27,1052,81.56,15.87,2.57,Biden
LOS ANGELES,9000323A,N,2733,1763,355,41,2159,81.66,16.44,1.9,Biden
LOS ANGELES,9000324A,N,1564,810,140,24,974,83.16,14.37,2.46,Biden
LOS ANGELES,9000325A,N,2188,1171,413,38,1622,72.19,25.46,2.34,Biden
LOS ANGELES,9000327A,N,1839,1036,229,30,1295,80.0,17.68,2.32,Biden
LOS ANGELES,9000331A,N,1823,958,334,41,1333,71.87,25.06,3.08,Biden
LOS ANGELES,9000334A,N,2468,1233,710,32,1975,62.43,35.95,1.62,Biden
LOS ANGELES,9000340A,N,2176,1084,566,30,1680,64.52,33.69,1.79,Biden
LOS ANGELES,9000341A,N,2462,1178,596,38,1812,65.01,32.89,2.1,Biden
LOS ANGELES,9000342B,N,2083,1036,553,43,1632,63.48,33.88,2.63,Biden
LOS ANGELES,9000343C,N,2078,986,522,34,1542,63.94,33.85,2.2,Biden
LOS ANGELES,9000349D,Y,0,0,0,0,0,,,,No votes
LOS ANGELES,9000350A,N,2866,1434,930,40,2404,59.65,38.69,1.66,Biden
LOS ANGELES,9000352A,N,2352,1224,524,36,1784,68.61,29.37,2.02,Biden
LOS ANGELES,9000357A,N,2268,1428,348,25,1801,79.29,19.32,1.39,Biden
LOS ANGELES,9000359A,N,2588,1288,381,47,1716,75.06,22.2,2.74,Biden
LOS ANGELES,9000364A,N,2453,1217,649,40,1906,63.85,34.05,2.1,Biden
LOS ANGELES,9000368A,N,2417,1508,201,49,1758,85.78,11.43,2.79,Biden
LOS ANGELES,9000369A,N,1886,1233,216,26,1475,83.59,14.64,1.76,Biden
LOS ANGELES,9000374A,N,2154,1249,469,37,1755,71.17,26.72,2.11,Biden
LOS ANGELES,9000377A,N,2327,1419,426,56,1901,74.64,22.41,2.95,Biden
LOS ANGELES,9000379A,N,1913,1060,336,42,1438,73.71,23.37,2.92,Biden
LOS ANGELES,9000382A,N,1961,1077,212,35,1324,81.34,16.01,2.64,Biden
LOS ANGELES,9000383B,N,2120,1134,327,34,1495,75.85,21.87,2.27,Biden
LOS ANGELES,9000384A,N,2052,1085,308,21,1414,76.73,21.78,1.49,Biden
LOS ANGELES,9000385A,N,2107,858,476,27,1361,63.04,34.97,1.98,Biden
LOS ANGELES,9000386B,N,2191,1081,445,41,1567,68.99,28.4,2.62,Biden
LOS ANGELES,9000390A,N,1789,1012,152,41,1205,83.98,12.61,3.4,Biden
LOS ANGELES,9000391A,N,1705,920,147,41,1108,83.03,13.27,3.7,Biden
LOS ANGELES,9000393C,N,1881,917,259,44,1220,75.16,21.23,3.61,Biden
LOS ANGELES,9000395B,N,1771,871,144,23,1038,83.91,13.87,2.22,Biden
LOS ANGELES,9000396A,N,1596,786,212,25,1023,76.83,20.72,2.44,Biden
LOS ANGELES,9000399A,N,1927,1032,401,27,1460,70.68,27.47,1.85,Biden
LOS ANGELES,9000402A,N,2536,1564,450,39,2053,76.18,21.92,1.9,Biden
LOS ANGELES,9000404A,N,2287,1176,232,27,1435,81.95,16.17,1.88,Biden
LOS ANGELES,9000405A,N,2055,1017,303,38,1358,74.89,22.31,2.8,Biden
LOS ANGELES,9000406B,N,1983,907,240,26,1173,77.32,20.46,2.22,Biden
LOS ANGELES,9000408A,N,2193,1036,328,34,1398,74.11,23.46,2.43,Biden
LOS ANGELES,9000410A,N,1856,1287,292,28,1607,80.09,18.17,1.74,Biden
LOS ANGELES,9000415A,N,2192,1046,277,30,1353,77.31,20.47,2.22,Biden
LOS ANGELES,9000416A,Y,1229,437,444,15,896,48.77,49.55,1.67,Trump
LOS ANGELES,9000417A,N,2192,1143,502,30,1675,68.24,29.97,1.79,Biden
LOS ANGELES,9000419A,N,2510,1322,463,38,1823,72.52,25.4,2.08,Biden
LOS ANGELES,9000422A,N,2477,1687,381,38,2106,80.1,18.09,1.8,Biden
LOS ANGELES,9000423A,N,2540,1268,676,26,1970,64.37,34.31,1.32,Biden
LOS ANGELES,9000424A,N,2243,1207,518,38,1763,68.46,29.38,2.16,Biden
LOS ANGELES,9000427A,N,2079,895,286,31,1212,73.84,23.6,2.56,Biden
LOS ANGELES,9000428A,N,1923,1184,421,22,1627,72.77,25.88,1.35,Biden
LOS ANGELES,9000429A,N,2801,1613,559,33,2205,73.15,25.35,1.5,Biden
LOS ANGELES,9000436A,N,2306,1328,454,41,1823,72.85,24.9,2.25,Biden
LOS ANGELES,9000437A,N,2182,1445,252,39,1736,83.24,14.52,2.25,Biden
LOS ANGELES,9000438A,N,2223,1311,305,34,1650,79.45,18.48,2.06,Biden
LOS ANGELES,9000447A,Y,103,75,11,1,87,86.21,12.64,1.15,Biden
LOS ANGELES,9000449A,N,2298,1456,352,39,1847,78.83,19.06,2.11,Biden
LOS ANGELES,9000451A,N,1866,1038,192,21,1251,82.97,15.35,1.68,Biden
LOS ANGELES,9000452B,N,2178,1334,431,41,1806,73.86,23.86,2.27,Biden
LOS ANGELES,9000454A,N,1215,674,119,26,819,82.3,14.53,3.17,Biden
LOS ANGELES,9000455A,Y,251,20,4,2,26,76.92,15.38,7.69,Biden
LOS ANGELES,9000457B,N,2060,1109,304,38,1451,76.43,20.95,2.62,Biden
LOS ANGELES,9000460A,N,2067,1015,390,24,1429,71.03,27.29,1.68,Biden
LOS ANGELES,9000461A,N,2160,928,469,43,1440,64.44,32.57,2.99,Biden
LOS ANGELES,9000466A,N,2310,1550,325,34,1909,81.19,17.02,1.78,Biden
LOS ANGELES,9000467C,N,1824,941,273,36,1250,75.28,21.84,2.88,Biden
LOS ANGELES,9000469A,N,2148,1056,389,23,1468,71.93,26.5,1.57,Biden
LOS ANGELES,9000471A,N,2482,1233,297,46,1576,78.24,18.85,2.92,Biden
LOS ANGELES,9000472A,N,2156,1176,327,35,1538,76.46,21.26,2.28,Biden
LOS ANGELES,9000474A,N,2110,1136,323,46,1505,75.48,21.46,3.06,Biden
LOS ANGELES,9000476A,N,2251,1257,282,30,1569,80.11,17.97,1.91,Biden
LOS ANGELES,9000483A,N,2221,1234,297,41,1572,78.5,18.89,2.61,Biden
LOS ANGELES,9000484A,N,2288,1547,282,26,1855,83.4,15.2,1.4,Biden
LOS ANGELES,9000490A,N,1864,943,334,38,1315,71.71,25.4,2.89,Biden
LOS ANGELES,9000491A,N,1998,1255,196,37,1488,84.34,13.17,2.49,Biden
LOS ANGELES,9000495A,N,1846,935,263,24,1222,76.51,21.52,1.96,Biden
LOS ANGELES,9000496A,N,2119,884,522,35,1441,61.35,36.22,2.43,Biden
LOS ANGELES,9000498A,N,1887,722,504,32,1258,57.39,40.06,2.54,Biden
LOS ANGELES,9000500B,N,2459,994,651,39,1684,59.03,38.66,2.32,Biden
LOS ANGELES,9000503A,N,1679,821,255,26,1102,74.5,23.14,2.36,Biden
LOS ANGELES,9000504B,N,2548,1451,354,48,1853,78.31,19.1,2.59,Biden
LOS ANGELES,9000506A,N,1737,824,350,25,1199,68.72,29.19,2.09,Biden
LOS ANGELES,9000508A,N,2088,1027,407,23,1457,70.49,27.93,1.58,Biden
LOS ANGELES,9000509A,N,2450,1114,601,35,1750,63.66,34.34,2.0,Biden
LOS ANGELES,9000510B,N,2219,1063,339,31,1433,74.18,23.66,2.16,Biden
LOS ANGELES,9000511A,Y,1272,821,180,23,1024,80.18,17.58,2.25,Biden
LOS ANGELES,9000512B,N,1964,923,315,16,1254,73.6,25.12,1.28,Biden
LOS ANGELES,9000513A,N,2355,1427,256,34,1717,83.11,14.91,1.98,Biden
LOS ANGELES,9000515A,N,2112,1361,159,37,1557,87.41,10.21,2.38,Biden
LOS ANGELES,9000516A,N,2088,1101,303,36,1440,76.46,21.04,2.5,Biden
LOS ANGELES,9000517A,N,2225,1053,358,27,1438,73.23,24.9,1.88,Biden
LOS ANGELES,9000519B,N,2134,1130,239,36,1405,80.43,17.01,2.56,Biden
LOS ANGELES,9000520A,N,2169,1193,261,43,1497,79.69,17.43,2.87,Biden
LOS ANGELES,9000523A,N,2107,1063,378,42,1483,71.68,25.49,2.83,Biden
LOS ANGELES,9000524A,N,2008,1201,166,44,1411,85.12,11.76,3.12,Biden
LOS ANGELES,9000525B,N,2515,1325,488,28,1841,71.97,26.51,1.52,Biden
LOS ANGELES,9000527A,N,2426,1335,570,24,1929,69.21,29.55,1.24,Biden
LOS ANGELES,9000531A,N,2252,1235,368,41,1644,75.12,22.38,2.49,Biden
LOS ANGELES,9000532A,N,2152,1201,370,30,1601,75.02,23.11,1.87,Biden
LOS ANGELES,9000534A,N,1854,1037,292,23,1352,76.7,21.6,1.7,Biden
LOS ANGELES,9000536A,N,2081,1203,260,23,1486,80.96,17.5,1.55,Biden
LOS ANGELES,9000537A,N,2243,1178,336,42,1556,75.71,21.59,2.7,Biden
LOS ANGELES,9000544A,N,2295,1389,244,38,1671,83.12,14.6,2.27,Biden
LOS ANGELES,9000545A,N,1835,889,77,22,988,89.98,7.79,2.23,Biden
LOS ANGELES,9000551A,N,2146,1014,352,21,1387,73.11,25.38,1.51,Biden
LOS ANGELES,9000552A,N,2679,1793,339,41,2173,82.51,15.6,1.89,Biden
LOS ANGELES,9000553D,N,2297,1116,459,30,1605,69.53,28.6,1.87,Biden
LOS ANGELES,9000556A,N,2001,1074,264,28,1366,78.62,19.33,2.05,Biden
LOS ANGELES,9000559A,N,2262,1174,517,39,1730,67.86,29.88,2.25,Biden
LOS ANGELES,9000562A,N,2271,933,644,31,1608,58.02,40.05,1.93,Biden
LOS ANGELES,9000563A,N,2308,1016,528,33,1577,64.43,33.48,2.09,Biden
LOS ANGELES,9000566A,N,2391,1287,452,36,1775,72.51,25.46,2.03,Biden
LOS ANGELES,9000567A,N,2543,1484,602,26,2112,70.27,28.5,1.23,Biden
LOS ANGELES,9000569C,N,2151,1082,496,34,1612,67.12,30.77,2.11,Biden
LOS ANGELES,9000571A,N,2524,1257,482,36,1775,70.82,27.15,2.03,Biden
LOS ANGELES,9000574A,N,2002,1052,205,27,1284,81.93,15.97,2.1,Biden
LOS ANGELES,9000575A,N,1906,1021,404,32,1457,70.08,27.73,2.2,Biden
LOS ANGELES,9000576A,N,2007,1082,286,27,1395,77.56,20.5,1.94,Biden
LOS ANGELES,9000578A,N,1936,982,359,35,1376,71.37,26.09,2.54,Biden
LOS ANGELES,9000584A,N,1835,1075,183,30,1288,83.46,14.21,2.33,Biden
LOS ANGELES,9000585A,N,2160,1136,222,24,1382,82.2,16.06,1.74,Biden
LOS ANGELES,9000587B,N,1814,1377,141,30,1548,88.95,9.11,1.94,Biden
LOS ANGELES,9000589A,N,2151,1340,358,34,1732,77.37,20.67,1.96,Biden
LOS ANGELES,9000592A,N,2339,1239,398,33,1670,74.19,23.83,1.98,Biden
LOS ANGELES,9000593C,N,2075,1369,213,38,1620,84.51,13.15,2.35,Biden
LOS ANGELES,9000595A,N,2075,1185,285,41,1511,78.42,18.86,2.71,Biden
LOS ANGELES,9000597A,N,2039,1311,248,26,1585,82.71,15.65,1.64,Biden
LOS ANGELES,9000600A,N,1737,1165,258,24,1447,80.51,17.83,1.66,Biden
LOS ANGELES,9000601A,N,1958,1142,216,30,1388,82.28,15.56,2.16,Biden
LOS ANGELES,9000602A,N,2418,1386,244,51,1681,82.45,14.52,3.03,Biden
LOS ANGELES,9000605A,N,2434,1218,377,47,1642,74.18,22.96,2.86,Biden
LOS ANGELES,9000606A,N,2293,1324,447,43,1814,72.99,24.64,2.37,Biden
LOS ANGELES,9000607A,N,2265,1337,393,43,1773,75.41,22.17,2.43,Biden
LOS ANGELES,9000608A,Y,1042,641,116,10,767,83.57,15.12,1.3,Biden
LOS ANGELES,9000610A,N,1708,1081,130,29,1240,87.18,10.48,2.34,Biden
LOS ANGELES,9000611A,N,2018,1004,583,28,1615,62.17,36.1,1.73,Biden
LOS ANGELES,9000618A,N,2448,1308,212,39,1559,83.9,13.6,2.5,Biden
LOS ANGELES,9000619A,N,2264,1452,258,47,1757,82.64,14.68,2.68,Biden
LOS ANGELES,9000622A,Y,50,41,1,1,43,95.35,2.33,2.33,Biden
LOS ANGELES,9000623A,N,1992,1031,130,24,1185,87.0,10.97,2.03,Biden
LOS ANGELES,9000624C,Y,212,142,47,2,191,74.35,24.61,1.05,Biden
LOS ANGELES,9000628A,N,1875,900,581,32,1513,59.48,38.4,2.12,Biden
LOS ANGELES,9000632A,N,2013,828,619,51,1498,55.27,41.32,3.4,Biden
LOS ANGELES,9000636A,N,2456,950,802,39,1791,53.04,44.78,2.18,Biden
LOS ANGELES,9000639A,N,2605,1022,914,57,1993,51.28,45.86,2.86,Biden
LOS ANGELES,9000640A,N,2425,998,826,29,1853,53.86,44.58,1.57,Biden
LOS ANGELES,9000645B,N,2059,805,667,31,1503,53.56,44.38,2.06,Biden
LOS ANGELES,9000650C,N,2218,1201,293,22,1516,79.22,19.33,1.45,Biden
LOS ANGELES,9000655A,N,2564,892,664,46,1602,55.68,41.45,2.87,Biden
LOS ANGELES,9000656B,N,2796,1051,901,44,1996,52.66,45.14,2.2,Biden
LOS ANGELES,9000664B,N,1713,945,269,23,1237,76.39,21.75,1.86,Biden
LOS ANGELES,9000679A,N,2255,1475,197,41,1713,86.11,11.5,2.39,Biden
LOS ANGELES,9000682A,N,1721,918,220,35,1173,78.26,18.76,2.98,Biden
LOS ANGELES,9000697A,N,1943,1375,247,23,1645,83.59,15.02,1.4,Biden
LOS ANGELES,9000699B,N,2189,1667,187,23,1877,88.81,9.96,1.23,Biden
LOS ANGELES,9000701A,N,189,72,3,2,77,93.51,3.9,2.6,Biden
LOS ANGELES,9000711A,N,2529,1230,501,42,1773,69.37,28.26,2.37,Biden
LOS ANGELES,9000712A,N,2126,1607,195,24,1826,88.01,10.68,1.31,Biden
LOS ANGELES,9000718A,N,2613,1679,249,41,1969,85.27,12.65,2.08,Biden
LOS ANGELES,9000723A,N,2318,1061,404,27,1492,71.11,27.08,1.81,Biden
LOS ANGELES,9000727A,N,2144,1159,273,22,1454,79.71,18.78,1.51,Biden
LOS ANGELES,9000728A,N,2618,1379,709,24,2112,65.29,33.57,1.14,Biden
LOS ANGELES,9000731A,N,2226,1235,303,33,1571,78.61,19.29,2.1,Biden
LOS ANGELES,9000732A,Y,753,428,107,9,544,78.68,19.67,1.65,Biden
LOS ANGELES,9000734A,N,2380,1423,246,38,1707,83.36,14.41,2.23,Biden
LOS ANGELES,9000737B,N,2262,1271,399,34,1704,74.59,23.42,2.0,Biden
LOS ANGELES,9000742A,N,2342,1424,474,41,1939,73.44,24.45,2.11,Biden
LOS ANGELES,9000745B,N,2665,1680,478,32,2190,76.71,21.83,1.46,Biden
LOS ANGELES,9000750A,N,2404,1262,379,35,1676,75.3,22.61,2.09,Biden
LOS ANGELES,9000753A,N,2229,1687,175,21,1883,89.59,9.29,1.12,Biden
LOS ANGELES,9000759A,N,1700,1059,260,24,1343,78.85,19.36,1.79,Biden
LOS ANGELES,9000760A,N,2469,1509,505,34,2048,73.68,24.66,1.66,Biden
LOS ANGELES,9000761A,Y,0,0,0,0,0,,,,No votes
LOS ANGELES,9000766A,N,2499,1540,452,37,2029,75.9,22.28,1.82,Biden
LOS ANGELES,9000773B,N,1950,1067,304,27,1398,76.32,21.75,1.93,Biden
LOS ANGELES,9000774B,N,2323,1522,277,43,1842,82.63,15.04,2.33,Biden
LOS ANGELES,9000777B,N,2137,1215,463,40,1718,70.72,26.95,2.33,Biden
LOS ANGELES,9000779A,N,2272,1495,240,32,1767,84.61,13.58,1.81,Biden
LOS ANGELES,9000782A,N,2375,1179,406,44,1629,72.38,24.92,2.7,Biden
LOS ANGELES,9000784A,N,1343,423,519,14,956,44.25,54.29,1.46,Trump
LOS ANGELES,9000790A,N,2106,1413,202,32,1647,85.79,12.26,1.94,Biden
LOS ANGELES,9000795A,N,2123,1432,132,28,1592,89.95,8.29,1.76,Biden
LOS ANGELES,9000801A,N,2481,1183,702,33,1918,61.68,36.6,1.72,Biden
LOS ANGELES,9000805B,N,2339,1200,407,29,1636,73.35,24.88,1.77,Biden
LOS ANGELES,9000810A,Y,0,0,0,0,0,,,,No votes
LOS ANGELES,9000816A,N,2447,1519,247,42,1808,84.02,13.66,2.32,Biden
LOS ANGELES,9000818A,N,2220,1465,194,46,1705,85.92,11.38,2.7,Biden
LOS ANGELES,9000819A,N,2101,1379,269,29,1677,82.23,16.04,1.73,Biden
LOS ANGELES,9000824A,N,1793,888,127,16,1031,86.13,12.32,1.55,Biden
LOS ANGELES,9000829A,N,2084,1342,207,27,1576,85.15,13.13,1.71,Biden
LOS ANGELES,9000833D,N,2189,1360,203,42,1605,84.74,12.65,2.62,Biden
LOS ANGELES,9000835A,N,2463,1727,220,41,1988,86.87,11.07,2.06,Biden
LOS ANGELES,9000836A,Y,71,9,10,1,20,45.0,50.0,5.0,Trump
LOS ANGELES,9000837A,N,2175,1040,494,30,1564,66.5,31.59,1.92,Biden
LOS ANGELES,9000841A,Y,544,353,77,6,436,80.96,17.66,1.38,Biden
LOS ANGELES,9000844A,N,2111,1029,401,32,1462,70.38,27.43,2.19,Biden
LOS ANGELES,9000848A,Y,0,0,0,0,0,,,,No votes
LOS ANGELES,9000851A,N,2188,1448,168,30,1646,87.97,10.21,1.82,Biden
LOS ANGELES,9000866A,N,2042,1683,131,17,1831,91.92,7.15,0.93,Biden
LOS ANGELES,9000872B,Y,373,223,51,0,274,81.39,18.61,0.0,Biden
LOS ANGELES,9000874A,N,1930,1289,191,31,1511,85.31,12.64,2.05,Biden
LOS ANGELES,9000882A,N,2461,1541,335,36,1912,80.6,17.52,1.88,Biden
LOS ANGELES,9000885A,N,2211,1466,219,44,1729,84.79,12.67,2.54,Biden
LOS ANGELES,9000888A,N,947,457,80,15,552,82.79,14.49,2.72,Biden
LOS ANGELES,9000892A,N,1975,1141,228,26,1395,81.79,16.34,1.86,Biden
LOS ANGELES,9000894A,N,2316,1258,334,31,1623,77.51,20.58,1.91,Biden
LOS ANGELES,9000900A,N,2144,1280,230,30,1540,83.12,14.94,1.95,Biden
LOS ANGELES,9000902C,N,2061,1196,200,27,1423,84.05,14.05,1.9,Biden
LOS ANGELES,9000903A,N,2434,1276,372,47,1695,75.28,21.95,2.77,Biden
LOS ANGELES,9000904A,N,1929,1130,259,42,1431,78.97,18.1,2.94,Biden
LOS ANGELES,9000908C,N,1764,930,101,21,1052,88.4,9.6,2.0,Biden
LOS ANGELES,9000912A,N,2213,1089,503,29,1621,67.18,31.03,1.79,Biden
LOS ANGELES,9000913D,N,2105,1166,201,35,1402,83.17,14.34,2.5,Biden
LOS ANGELES,9000915A,N,2048,1207,206,44,1457,82.84,14.14,3.02,Biden
LOS ANGELES,9000916A,N,2238,1407,240,41,1688,83.35,14.22,2.43,Biden
LOS ANGELES,9000919A,N,1824,1068,264,20,1352,78.99,19.53,1.48,Biden
LOS ANGELES,9000922B,N,2059,1247,199,33,1479,84.31,13.46,2.23,Biden
LOS ANGELES,9000927A,N,2025,1098,219,44,1361,80.68,16.09,3.23,Biden
LOS ANGELES,9000940A,N,2499,1904,173,28,2105,90.45,8.22,1.33,Biden
LOS ANGELES,9000941A,N,2230,1562,143,29,1734,90.08,8.25,1.67,Biden
LOS ANGELES,9000944B,N,2336,1594,225,47,1866,85.42,12.06,2.52,Biden
LOS ANGELES,9000945C,N,1909,1022,96,22,1140,89.65,8.42,1.93,Biden
LOS ANGELES,9000953A,N,1964,999,309,26,1334,74.89,23.16,1.95,Biden
LOS ANGELES,9000957C,N,1889,827,265,20,1112,74.37,23.83,1.8,Biden
LOS ANGELES,9000958A,N,1302,602,93,24,719,83.73,12.93,3.34,Biden
LOS ANGELES,9000959A,N,2380,1707,121,39,1867,91.43,6.48,2.09,Biden
LOS ANGELES,9000964A,N,2006,1179,246,42,1467,80.37,16.77,2.86,Biden
LOS ANGELES,9000966B,N,2136,1309,203,28,1540,85.0,13.18,1.82,Biden
LOS ANGELES,9000970A,N,2224,1399,189,42,1630,85.83,11.6,2.58,Biden
LOS ANGELES,9000980A,N,1952,1045,355,34,1434,72.87,24.76,2.37,Biden
LOS ANGELES,9000985A,N,1922,897,132,25,1054,85.1,12.52,2.37,Biden
LOS ANGELES,9000988A,N,2022,1029,481,29,1539,66.86,31.25,1.88,Biden
LOS ANGELES,9000989A,N,2775,1405,454,43,1902,73.87,23.87,2.26,Biden
LOS ANGELES,9000990A,N,2117,1312,362,34,1708,76.81,21.19,1.99,Biden
LOS ANGELES,9000993A,N,2156,1150,422,26,1598,71.96,26.41,1.63,Biden
LOS ANGELES,9000994A,N,1868,877,272,28,1177,74.51,23.11,2.38,Biden
LOS ANGELES,9000998B,N,2472,1402,373,40,1815,77.25,20.55,2.2,Biden
LOS ANGELES,9001000A,N,1846,944,166,16,1126,83.84,14.74,1.42,Biden
LOS ANGELES,9001001A,N,2715,1282,448,42,1772,72.35,25.28,2.37,Biden
LOS ANGELES,9001002B,N,2113,1291,399,26,1716,75.23,23.25,1.52,Biden
LOS ANGELES,9001003A,N,1804,816,142,23,981,83.18,14.48,2.34,Biden
LOS ANGELES,9001005A,N,3006,1454,755,48,2257,64.42,33.45,2.13,Biden
LOS ANGELES,9001008A,N,2352,1334,308,34,1676,79.59,18.38,2.03,Biden
LOS ANGELES,9001009B,N,2094,1070,311,32,1413,75.73,22.01,2.26,Biden
LOS ANGELES,9001014A,N,2411,1325,314,31,1670,79.34,18.8,1.86,Biden
LOS ANGELES,9001015D,N,2356,1430,446,36,1912,74.79,23.33,1.88,Biden
LOS ANGELES,9001016A,N,2336,1472,363,29,1864,78.97,19.47,1.56,Biden
LOS ANGELES,9001021A,N,2539,1457,527,38,2022,72.06,26.06,1.88,Biden
LOS ANGELES,9001023A,N,2331,1228,315,32,1575,77.97,20.0,2.03,Biden
LOS ANGELES,9001024A,N,1512,743,127,21,891,83.39,14.25,2.36,Biden
LOS ANGELES,9001026A,N,1673,828,101,15,944,87.71,10.7,1.59,Biden
LOS ANGELES,9001031A,N,1789,811,123,15,949,85.46,12.96,1.58,Biden
LOS ANGELES,9001036B,N,2583,1368,785,33,2186,62.58,35.91,1.51,Biden
LOS ANGELES,9001037A,N,2578,1410,779,40,2229,63.26,34.95,1.79,Biden
LOS ANGELES,9001039A,N,2330,1427,523,25,1975,72.25,26.48,1.27,Biden
LOS ANGELES,9001042A,N,1744,655,76,18,749,87.45,10.15,2.4,Biden
LOS ANGELES,9001046A,N,1170,547,77,16,640,85.47,12.03,2.5,Biden
LOS ANGELES,9001049A,N,2670,1347,853,23,2223,60.59,38.37,1.03,Biden
LOS ANGELES,9001053A,N,907,134,26,6,166,80.72,15.66,3.61,Biden
LOS ANGELES,9001055A,N,1944,939,133,28,1100,85.36,12.09,2.55,Biden
LOS ANGELES,9001064A,N,1894,950,260,37,1247,76.18,20.85,2.97,Biden
LOS ANGELES,9001065C,N,1756,914,367,33,1314,69.56,27.93,2.51,Biden
LOS ANGELES,9001073A,Y,1125,735,244,4,983,74.77,24.82,0.41,Biden
LOS ANGELES,9001074A,N,3057,1824,792,39,2655,68.7,29.83,1.47,Biden
LOS ANGELES,9001077A,N,1704,957,125,36,1118,85.6,11.18,3.22,Biden
LOS ANGELES,9001080A,N,2575,1748,447,32,2227,78.49,20.07,1.44,Biden
LOS ANGELES,9001081A,N,1952,888,137,12,1037,85.63,13.21,1.16,Biden
LOS ANGELES,9001081C,N,1817,883,119,20,1022,86.4,11.64,1.96,Biden
LOS ANGELES,9001083A,N,2289,1359,468,33,1860,73.06,25.16,1.77,Biden
LOS ANGELES,9001087A,N,2536,1576,452,33,2061,76.47,21.93,1.6,Biden
LOS ANGELES,9001090A,N,1480,895,304,28,1227,72.94,24.78,2.28,Biden
LOS ANGELES,9001094A,N,2827,1750,561,47,2358,74.22,23.79,1.99,Biden
LOS ANGELES,9001095B,N,1561,1004,264,20,1288,77.95,20.5,1.55,Biden
LOS ANGELES,9001098A,N,2968,1719,377,44,2140,80.33,17.62,2.06,Biden
LOS ANGELES,9001100A,N,2222,1230,654,23,1907,64.5,34.29,1.21,Biden
LOS ANGELES,9001104A,N,2132,1379,139,41,1559,88.45,8.92,2.63,Biden
LOS ANGELES,9001105A,N,2490,1498,165,49,1712,87.5,9.64,2.86,Biden
LOS ANGELES,9001111A,N,2287,1543,183,38,1764,87.47,10.37,2.15,Biden
LOS ANGELES,9001113A,N,2627,1745,406,29,2180,80.05,18.62,1.33,Biden
LOS ANGELES,9001114A,N,2252,1172,288,38,1498,78.24,19.23,2.54,Biden
LOS ANGELES,9001117A,N,1640,641,50,26,717,89.4,6.97,3.63,Biden
LOS ANGELES,9001121B,N,2412,1523,440,33,1996,76.3,22.04,1.65,Biden
LOS ANGELES,9001127A,N,2009,1405,359,22,1786,78.67,20.1,1.23,Biden
LOS ANGELES,9001128A,N,1996,1267,225,18,1510,83.91,14.9,1.19,Biden
LOS ANGELES,9001130B,Y,954,502,67,8,577,87.0,11.61,1.39,Biden
LOS ANGELES,9001135A,N,2952,1917,569,30,2516,76.19,22.62,1.19,Biden
LOS ANGELES,9001135B,Y,2,2,0,0,2,100.0,0.0,0.0,Biden
LOS ANGELES,9001137A,N,2482,1615,334,54,2003,80.63,16.67,2.7,Biden
LOS ANGELES,9001138A,N,1650,591,88,17,696,84.91,12.64,2.44,Biden
LOS ANGELES,9001152A,N,2128,1398,278,28,1704,82.04,16.31,1.64,Biden
LOS ANGELES,9001158A,N,1395,913,217,23,1153,79.18,18.82,1.99,Biden
LOS ANGELES,9001159B,N,1875,855,96,27,978,87.42,9.82,2.76,Biden
LOS ANGELES,9001165A,N,2521,1671,268,32,1971,84.78,13.6,1.62,Biden
LOS ANGELES,9001167A,N,2474,1509,334,36,1879,80.31,17.78,1.92,Biden
LOS ANGELES,9001173A,N,2456,1751,337,28,2116,82.75,15.93,1.32,Biden
LOS ANGELES,9001175A,N,2201,1250,522,29,1801,69.41,28.98,1.61,Biden
LOS ANGELES,9001176A,N,1811,1231,342,19,1592,77.32,21.48,1.19,Biden
LOS ANGELES,9001180A,N,2281,1609,268,28,1905,84.46,14.07,1.47,Biden
LOS ANGELES,9001180H,Y,88,54,12,0,66,81.82,18.18,0.0,Biden
LOS ANGELES,9001184A,N,1895,1258,259,24,1541,81.64,16.81,1.56,Biden
LOS ANGELES,9001187A,N,2285,1366,547,30,1943,70.3,28.15,1.54,Biden
LOS ANGELES,9001188A,N,1733,652,94,30,776,84.02,12.11,3.87,Biden
LOS ANGELES,9001189B,N,1862,1076,95,21,1192,90.27,7.97,1.76,Biden
