area,vaccinations,pop_2019,vaccinations_pct,update_date
Los Angeles - Harbor Pines,621,1885,32.9,2021-03-31
Los Angeles - Harvard Heights,3149,13648,23.1,2021-03-31
Los Angeles - Harvard Park,6269,27989,22.4,2021-03-31
Los Angeles - Highland Park,11547,36926,31.3,2021-03-31
Los Angeles - Historic Filipinotown,3130,10974,28.5,2021-03-31
Los Angeles - Hollywood,14215,60385,23.5,2021-03-31
Los Angeles - Hollywood Hills,8458,25398,33.3,2021-03-31
Los Angeles - Hyde Park,5345,21809,24.5,2021-03-31
Los Angeles - Jefferson Park,1704,6031,28.3,2021-03-31
Los Angeles - Koreatown,9768,41524,23.5,2021-03-31
Los Angeles - Lafayette Square,906,3505,25.8,2021-03-31
Los Angeles - Lake Balboa,8910,32423,27.5,2021-03-31
Los Angeles - Lakeview Terrace,2897,10043,28.8,2021-03-31
Los Angeles - Leimert Park,3394,12337,27.5,2021-03-31
Los Angeles - Lincoln Heights,7188,24798,29,2021-03-31
Los Angeles - Little Armenia,1364,6705,20.3,2021-03-31
Los Angeles - Little Bangladesh,5803,22870,25.4,2021-03-31
Los Angeles - Little Tokyo,1388,2876,48.3,2021-03-31
Los Angeles - Longwood,907,3338,27.2,2021-03-31
Los Angeles - Los Feliz,6650,18552,35.8,2021-03-31
Los Angeles - Manchester Square,1653,6716,24.6,2021-03-31
Los Angeles - Mandeville Canyon,1341,2580,52,2021-03-31
Los Angeles - Mar Vista,12133,33940,35.7,2021-03-31
Los Angeles - Marina Peninsula,1516,3765,40.3,2021-03-31
Los Angeles - Melrose,18889,62874,30,2021-03-31
Los Angeles - Mid-city,3981,12179,32.7,2021-03-31
Los Angeles - Miracle Mile,5001,15322,32.6,2021-03-31
Los Angeles - Mission Hills,5933,18827,31.5,2021-03-31
Los Angeles - Mt. Washington,6280,18940,33.2,2021-03-31
Los Angeles - North Hills,12542,46307,27.1,2021-03-31
Los Angeles - North Hollywood,27388,119496,22.9,2021-03-31
Los Angeles - Northridge,18767,58451,32.1,2021-03-31
Los Angeles - Pacific Palisades,8095,16920,47.8,2021-03-31
Los Angeles - Pacoima,12359,54673,22.6,2021-03-31
Los Angeles - Palisades Highlands,1492,3182,46.9,2021-03-31
Los Angeles - Palms,10926,36258,30.1,2021-03-31
Los Angeles - Panorama City,13635,55481,24.6,2021-03-31
Los Angeles - Park La Brea,2630,10676,24.6,2021-03-31
Los Angeles - Pico-Union,7194,31571,22.8,2021-03-31
Los Angeles - Playa Del Rey,905,2671,33.9,2021-03-31
Los Angeles - Playa Vista,3846,8995,42.8,2021-03-31
Los Angeles - Porter Ranch,13223,29811,44.4,2021-03-31
Los Angeles - Rancho Park,2600,4981,52.2,2021-03-31
Los Angeles - Regent Square,645,2190,29.5,2021-03-31
Los Angeles - Reseda,19271,59993,32.1,2021-03-31
Los Angeles - Reseda Ranch,1102,3673,30,2021-03-31
Los Angeles - Reynier Village,1193,3290,36.3,2021-03-31
Los Angeles - San Pedro,17133,60461,28.3,2021-03-31
Los Angeles - Shadow Hills,1118,3772,29.6,2021-03-31
Los Angeles - Sherman Oaks,26451,71049,37.2,2021-03-31
Los Angeles - Silverlake,13008,36752,35.4,2021-03-31
Los Angeles - South Carthay,3128,8350,37.5,2021-03-31
Los Angeles - South Park,4579,26088,17.6,2021-03-31
Los Angeles - St Elmo Village,749,3466,21.6,2021-03-31
Los Angeles - Studio City,7110,18611,38.2,2021-03-31
Los Angeles - Sun Valley,10295,39885,25.8,2021-03-31
Los Angeles - Sunland,4883,17070,28.6,2021-03-31
Los Angeles - Sycamore Square,162,551,29.4,2021-03-31
Los Angeles - Sylmar,17631,61824,28.5,2021-03-31
Los Angeles - Tarzana,10142,24965,40.6,2021-03-31
Los Angeles - Temple-Beaudry,7354,30759,23.9,2021-03-31
Los Angeles - Thai Town,1771,8596,20.6,2021-03-31
Los Angeles - Toluca Lake,2487,7548,32.9,2021-03-31
Los Angeles - Toluca Terrace,348,977,35.6,2021-03-31
Los Angeles - Toluca Woods,548,1562,35.1,2021-03-31
Los Angeles - Tujunga,6176,22814,27.1,2021-03-31
Los Angeles - University Hills,688,2819,24.4,2021-03-31
Los Angeles - University Park,4726,23588,20,2021-03-31
Los Angeles - Valley Glen,5812,23760,24.5,2021-03-31
Los Angeles - Valley Village,6530,20238,32.3,2021-03-31
Los Angeles - Van Nuys,15182,69836,21.7,2021-03-31
Los Angeles - Venice,8802,28262,31.1,2021-03-31
Los Angeles - Vermont Knolls,2578,12638,20.4,2021-03-31
Los Angeles - Vermont Square,1450,5658,25.6,2021-03-31
Los Angeles - Vermont Vista,4466,28185,15.8,2021-03-31
Los Angeles - Vernon Central,6252,35744,17.5,2021-03-31
Los Angeles - Victoria Park,1601,6416,25,2021-03-31
Los Angeles - View Heights,965,3038,31.8,2021-03-31
Los Angeles - Watts,4762,28307,16.8,2021-03-31
Los Angeles - Wellington Square,1036,3743,27.7,2021-03-31
Los Angeles - West Adams,6091,21042,28.9,2021-03-31
Los Angeles - West Hills,13842,33945,40.8,2021-03-31
Los Angeles - West Los Angeles,11071,32337,34.2,2021-03-31
Los Angeles - West Vernon,8575,39282,21.8,2021-03-31
Los Angeles - Westchester,14297,42616,33.5,2021-03-31
Los Angeles - Westlake,8467,46290,18.3,2021-03-31
Los Angeles - Westwood,14784,48461,30.5,2021-03-31
Los Angeles - Wholesale District,9425,31989,29.5,2021-03-31
Los Angeles - Wilmington,8743,40636,21.5,2021-03-31
Los Angeles - Wilshire Center,10203,39616,25.8,2021-03-31
Los Angeles - Winnetka,12624,40246,31.4,2021-03-31
Los Angeles - Woodland Hills,22010,55829,39.4,2021-03-31
Unincorporated - Acton,1354,6783,20,2021-03-31
Unincorporated - Agua Dulce,816,3648,22.4,2021-03-31
Unincorporated - Altadena,14144,35764,39.5,2021-03-31
Unincorporated - Anaverde,277,1238,22.4,2021-03-31
Unincorporated - Angeles National Forest,229,1075,21.3,2021-03-31
Unincorporated - Arcadia,2633,6424,41,2021-03-31
Unincorporated - Athens Village,990,3643,27.2,2021-03-31
Unincorporated - Athens-Westmont,6170,31407,19.6,2021-03-31
Unincorporated - Avocado Heights,1327,5184,25.6,2021-03-31
Unincorporated - Azusa,3054,11706,26.1,2021-03-31
Unincorporated - Bandini Islands,Unreliable Data,0,Unreliable Data,2021-03-31
Unincorporated - Bassett,3580,11310,31.7,2021-03-31
Unincorporated - Bouquet Canyon,176,882,20,2021-03-31
Unincorporated - Bradbury,262,280,93.6,2021-03-31
Unincorporated - Canyon Country,382,1522,25.1,2021-03-31
Unincorporated - Castaic,5299,22023,24.1,2021-03-31
Unincorporated - Cerritos,155,450,34.4,2021-03-31
Unincorporated - Charter Oak,6,19,31.6,2021-03-31
Unincorporated - Claremont,148,536,27.6,2021-03-31
Unincorporated - Covina,4392,13359,32.9,2021-03-31
Unincorporated - Covina (Charter Oak),3156,10639,29.7,2021-03-31
Unincorporated - Del Aire,1147,3491,32.9,2021-03-31
Unincorporated - Del Rey,121,364,33.2,2021-03-31
Unincorporated - Del Sur,385,2078,18.5,2021-03-31
Unincorporated - Desert View Highlands,385,1943,19.8,2021-03-31
Unincorporated - Duarte,945,3315,28.5,2021-03-31
Unincorporated - East Covina,114,305,37.4,2021-03-31
Unincorporated - East La Mirada,1412,4324,32.7,2021-03-31
Unincorporated - East Lancaster,14,90,15.6,2021-03-31
Unincorporated - East Los Angeles,24050,90890,26.5,2021-03-31
Unincorporated - East Pasadena,2601,6254,41.6,2021-03-31
Unincorporated - East Rancho Dominguez,2127,10660,20,2021-03-31
Unincorporated - East Whittier,1154,4179,27.6,2021-03-31
Unincorporated - El Camino Village,2222,6573,33.8,2021-03-31
Unincorporated - El Monte,22,98,22.4,2021-03-31
Unincorporated - Elizabeth Lake,188,1410,13.3,2021-03-31
Unincorporated - Florence-Firestone,9108,45509,20,2021-03-31
Unincorporated - Franklin Canyon,Unreliable Data,11,Unreliable Data,2021-03-31
Unincorporated - Glendora,190,578,32.9,2021-03-31
Unincorporated - Hacienda Heights,16633,46574,35.7,2021-03-31
Unincorporated - Harbor Gateway,Unreliable Data,1,Unreliable Data,2021-03-31
Unincorporated - Hawthorne,484,1856,26.1,2021-03-31
Unincorporated - Hi Vista,132,852,15.5,2021-03-31
Unincorporated - Kagel/Lopez Canyons,205,1057,19.4,2021-03-31
Unincorporated - La Crescenta-Montrose,6055,16603,36.5,2021-03-31
Unincorporated - La Habra Heights,103,595,17.3,2021-03-31
Unincorporated - La Rambla,424,1643,25.8,2021-03-31
Unincorporated - La Verne,614,1616,38,2021-03-31
Unincorporated - Ladera Heights,2577,6058,42.5,2021-03-31
Unincorporated - Lake Hughes,50,499,10,2021-03-31
Unincorporated - Lake Los Angeles,1515,9635,15.7,2021-03-31
Unincorporated - Lake Manor,386,1380,28,2021-03-31
Unincorporated - Lakewood,29,104,27.9,2021-03-31
Unincorporated - Lennox,3444,16313,21.1,2021-03-31
Unincorporated - Leona Valley,280,1547,18.1,2021-03-31
Unincorporated - Littlerock,467,3194,14.6,2021-03-31
Unincorporated - Littlerock/Juniper Hills,288,1210,23.8,2021-03-31
Unincorporated - Littlerock/Pearblossom,448,2757,16.2,2021-03-31
Unincorporated - Llano,109,734,14.9,2021-03-31
Unincorporated - Long Beach,501,1229,40.8,2021-03-31
Unincorporated - Lynwood,Unreliable Data,0,Unreliable Data,2021-03-31
Unincorporated - Marina del Rey,2656,8322,31.9,2021-03-31
Unincorporated - Miracle Mile,Unreliable Data,3,Unreliable Data,2021-03-31
Unincorporated - Monrovia,1084,3124,34.7,2021-03-31
Unincorporated - Newhall,42,175,24,2021-03-31
Unincorporated - North Lancaster,237,1021,23.2,2021-03-31
Unincorporated - North Whittier,2288,6521,35.1,2021-03-31
Unincorporated - Northeast San Gabriel,7001,19550,35.8,2021-03-31
Unincorporated - Padua Hills,55,128,43,2021-03-31
Unincorporated - Palmdale,59,589,10,2021-03-31
Unincorporated - Palos Verdes Peninsula,204,547,37.3,2021-03-31
Unincorporated - Pearblossom/Llano,158,1630,9.7,2021-03-31
Unincorporated - Pellissier Village,144,454,31.7,2021-03-31
Unincorporated - Placerita Canyon,38,335,11.3,2021-03-31
Unincorporated - Pomona,133,1792,7.4,2021-03-31
Unincorporated - Quartz Hill,2379,10420,22.8,2021-03-31
Unincorporated - Rancho Dominguez,616,2239,27.5,2021-03-31
Unincorporated - Roosevelt,113,701,16.1,2021-03-31
Unincorporated - Rosewood,234,1027,22.8,2021-03-31
Unincorporated - Rosewood/East Gardena,300,975,30.8,2021-03-31
Unincorporated - Rosewood/West Rancho Dominguez,447,2572,17.4,2021-03-31
Unincorporated - Rowland Heights,14237,42449,33.5,2021-03-31
Unincorporated - San Clemente Island,Unreliable Data,4,Unreliable Data,2021-03-31
Unincorporated - San Francisquito Canyon/Bouquet Canyon,73,137,53.3,2021-03-31
Unincorporated - San Jose Hills,3819,15181,25.2,2021-03-31
Unincorporated - San Pasqual,758,1605,47.2,2021-03-31
Unincorporated - Sand Canyon,101,277,36.5,2021-03-31
Unincorporated - Santa Catalina Island,25,247,10.1,2021-03-31
Unincorporated - Santa Monica Mountains,5033,15724,32,2021-03-31
Unincorporated - Saugus,121,133,91,2021-03-31
Unincorporated - Saugus/Canyon Country,167,332,50.3,2021-03-31
Unincorporated - South Antelope Valley,69,413,16.7,2021-03-31
Unincorporated - South Edwards,Unreliable Data,0,Unreliable Data,2021-03-31
Unincorporated - South El Monte,319,1340,23.8,2021-03-31
Unincorporated - South San Gabriel,2814,7371,38.2,2021-03-31
Unincorporated - South Whittier,12099,45651,26.5,2021-03-31
Unincorporated - Southeast Antelope Valley,109,614,17.8,2021-03-31
Unincorporated - Stevenson Ranch,5655,16712,33.8,2021-03-31
Unincorporated - Sun Village,801,4525,17.7,2021-03-31
Unincorporated - Sunrise Village,323,1022,31.6,2021-03-31
Unincorporated - Twin Lakes/Oat Mountain,457,1362,33.6,2021-03-31
Unincorporated - Universal City,8,0,,2021-03-31
Unincorporated - Val Verde,604,2619,23.1,2021-03-31
Unincorporated - Valencia,862,2192,39.3,2021-03-31
Unincorporated - Valinda,5377,17856,30.1,2021-03-31
Unincorporated - View Park/Windsor Hills,3765,9812,38.4,2021-03-31
Unincorporated - Walnut,Unreliable Data,0,Unreliable Data,2021-03-31
Unincorporated - Walnut Park,3142,12006,26.2,2021-03-31
Unincorporated - West Antelope Valley,181,1318,13.7,2021-03-31
Unincorporated - West Carson,6737,18052,37.3,2021-03-31
Unincorporated - West Chatsworth,Unreliable Data,11,Unreliable Data,2021-03-31
Unincorporated - West LA,141,868,16.2,2021-03-31
Unincorporated - West Puente Valley,2281,7626,29.9,2021-03-31
Unincorporated - West Rancho Dominguez,239,1056,22.6,2021-03-31
Unincorporated - West Whittier/Los Nietos,6411,20804,30.8,2021-03-31
Unincorporated - Westfield/Academy Hills,555,1121,49.5,2021-03-31
Unincorporated - Westhills,312,751,41.5,2021-03-31
Unincorporated - White Fence Farms,743,3272,22.7,2021-03-31
Unincorporated - Whittier,1337,3155,42.4,2021-03-31
Unincorporated - Whittier Narrows,Unreliable Data,10,Unreliable Data,2021-03-31
Unincorporated - Willowbrook,4928,25308,19.5,2021-03-31
Unincorporated - Wiseburn,1590,4721,33.7,2021-03-31
City of Agoura Hills,8501,18019,47.2,2021-04-10
City of Alhambra,32896,72940,45.1,2021-04-10
City of Arcadia,23548,51103,46.1,2021-04-10
City of Artesia,6030,14266,42.3,2021-04-10
City of Avalon,321,3077,10.4,2021-04-10
City of Azusa,12973,41247,31.5,2021-04-10
City of Baldwin Park,21684,60553,35.8,2021-04-10
City of Bell,8261,27886,29.6,2021-04-10
City of Bell Gardens,8802,32283,27.3,2021-04-10
City of Bellflower,19827,61727,32.1,2021-04-10
City of Beverly Hills,15705,30382,51.7,2021-04-10
City of Bradbury,349,941,37.1,2021-04-10
City of Burbank,35947,89490,40.2,2021-04-10
City of Calabasas,10450,20686,50.5,2021-04-10
City of Carson,32397,77526,41.8,2021-04-10
City of Cerritos,23292,44733,52.1,2021-04-10
City of Claremont,14649,32385,45.2,2021-04-10
City of Commerce,3915,10126,38.7,2021-04-10
City of Compton,17463,73961,23.6,2021-04-10
City of Covina,16424,39838,41.2,2021-04-10
City of Cudahy,4677,18295,25.6,2021-04-10
City of Culver City,17718,33638,52.7,2021-04-10
City of Diamond Bar,22719,49867,45.6,2021-04-10
City of Downey,35317,91339,38.7,2021-04-10
City of Duarte,8043,18158,44.3,2021-04-10
City of El Monte,31910,92175,34.6,2021-04-10
City of El Segundo,6339,14398,44.0,2021-04-10
City of Gardena,19453,49730,39.1,2021-04-10
City of Glendale,60839,177007,34.4,2021-04-10
City of Glendora,18459,44071,41.9,2021-04-10
City of Hawaiian Gardens,3146,11169,28.2,2021-04-10
City of Hawthorne,20800,68128,30.5,2021-04-10
City of Hermosa Beach,7898,16777,47.1,2021-04-10
City of Hidden Hills,764,1685,45.3,2021-04-10
City of Huntington Park,12807,45409,28.2,2021-04-10
City of Industry,Unreliable Data,387,Unreliable Data,2021-04-10
City of Inglewood,27493,89367,30.8,2021-04-10
City of Irwindale,571,1243,45.9,2021-04-10
City of La Canada Flintridge,9688,18368,52.7,2021-04-10
City of La Habra Heights,1183,4904,24.1,2021-04-10
City of La Mirada,16664,41920,39.8,2021-04-10
City of La Puente,10593,32241,32.9,2021-04-10
City of La Verne,12039,28739,41.9,2021-04-10
City of Lakewood,27256,66714,40.9,2021-04-10
City of Lancaster,32622,125124,26.1,2021-04-10
City of Lawndale,8243,26413,31.2,2021-04-10
City of Lomita,6461,16936,38.1,2021-04-10
City of Long Beach,144781,380767,38.0,2021-04-10
City of Lynwood,16469,53781,30.6,2021-04-10
City of Malibu,4224,11005,38.4,2021-04-10
City of Manhattan Beach,15480,29889,51.8,2021-04-10
City of Maywood,6100,21041,29.0,2021-04-10
City of Monrovia,13186,31151,42.3,2021-04-10
City of Montebello,19137,51676,37.0,2021-04-10
City of Monterey Park,24896,52776,47.2,2021-04-10
City of Norwalk,30593,85167,35.9,2021-04-10
City of Palmdale,35094,122212,28.7,2021-04-10
City of Palos Verdes Estates,6190,12076,51.3,2021-04-10
City of Paramount,11772,42380,27.8,2021-04-10
City of Pasadena,57527,120740,47.6,2021-04-10
City of Pico Rivera,20186,51374,39.3,2021-04-10
City of Pomona,32936,120081,27.4,2021-04-10
City of Rancho Palos Verdes,18924,37678,50.2,2021-04-10
City of Redondo Beach,25698,55629,46.2,2021-04-10
City of Rolling Hills,826,1766,46.8,2021-04-10
City of Rolling Hills Estates,4069,7346,55.4,2021-04-10
City of Rosemead,20088,45986,43.7,2021-04-10
City of San Dimas,12606,29867,42.2,2021-04-10
City of San Fernando,6304,19438,32.4,2021-04-10
City of San Gabriel,15704,34577,45.4,2021-04-10
City of San Marino,6180,11597,53.3,2021-04-10
City of Santa Clarita,68937,176831,39.0,2021-04-10
City of Santa Fe Springs,5827,14943,39.0,2021-04-10
City of Santa Monica,39115,81541,48.0,2021-04-10
City of Sierra Madre,5105,9509,53.7,2021-04-10
City of Signal Hill,4063,9305,43.7,2021-04-10
City of South El Monte,5539,16486,33.6,2021-04-10
City of South Gate,24228,74389,32.6,2021-04-10
City of South Pasadena,11613,22155,52.4,2021-04-10
City of Temple City,14745,31528,46.8,2021-04-10
City of Torrance,55988,124794,44.9,2021-04-10
City of Vernon,Unreliable Data,230,Unreliable Data,2021-04-10
City of Walnut,13463,27126,49.6,2021-04-10
City of West Covina,38583,88873,43.4,2021-04-10
City of West Hollywood,15103,34326,44.0,2021-04-10
City of Westlake Village,2407,7436,32.4,2021-04-10
City of Whittier,27933,70656,39.5,2021-04-10
Los Angeles - Adams-Normandie,1962,6511,30.1,2021-04-10
Los Angeles - Alsace,2858,9551,29.9,2021-04-10
Los Angeles - Angeles National Forest,Unreliable Data,38,Unreliable Data,2021-04-10
Los Angeles - Angelino Heights,850,2077,40.9,2021-04-10
Los Angeles - Arleta,9772,27206,35.9,2021-04-10
Los Angeles - Atwater Village,5986,12795,46.8,2021-04-10
Los Angeles - Baldwin Hills,7707,24686,31.2,2021-04-10
Los Angeles - Bel Air,3774,7164,52.7,2021-04-10
Los Angeles - Beverly Crest,5551,10273,54.0,2021-04-10
Los Angeles - Beverlywood,5256,10108,52.0,2021-04-10
Los Angeles - Boyle Heights,20157,65483,30.8,2021-04-10
Los Angeles - Brentwood,13816,26320,52.5,2021-04-10
Los Angeles - Brookside,310,462,67.1,2021-04-10
Los Angeles - Cadillac-Corning,1703,5638,30.2,2021-04-10
Los Angeles - Canoga Park,15952,51304,31.1,2021-04-10
Los Angeles - Carthay,6268,12443,50.4,2021-04-10
Los Angeles - Central,6329,28582,22.1,2021-04-10
Los Angeles - Century City,6319,10589,59.7,2021-04-10
Los Angeles - Century Palms/Cove,5408,24721,21.9,2021-04-10
Los Angeles - Chatsworth,14390,31934,45.1,2021-04-10
Los Angeles - Cheviot Hills,4708,7395,63.7,2021-04-10
Los Angeles - Chinatown,2707,7441,36.4,2021-04-10
Los Angeles - Cloverdale/Cochran,3649,11658,31.3,2021-04-10
Los Angeles - Country Club Park,5057,12607,40.1,2021-04-10
Los Angeles - Crenshaw District,4048,11229,36.0,2021-04-10
Los Angeles - Crestview,4045,9029,44.8,2021-04-10
Los Angeles - Del Rey,10193,24687,41.3,2021-04-10
Los Angeles - Downtown,13170,32266,40.8,2021-04-10
Los Angeles - Eagle Rock,15037,33174,45.3,2021-04-10
Los Angeles - East Hollywood,7453,24278,30.7,2021-04-10
Los Angeles - Echo Park,4983,12147,41.0,2021-04-10
Los Angeles - El Sereno,12695,33277,38.1,2021-04-10
Los Angeles - Elysian Park,2294,4838,47.4,2021-04-10
Los Angeles - Elysian Valley,3379,8249,41.0,2021-04-10
Los Angeles - Encino,20240,37408,54.1,2021-04-10
Los Angeles - Exposition,1008,2673,37.7,2021-04-10
Los Angeles - Exposition Park,9932,36171,27.5,2021-04-10
Los Angeles - Faircrest Heights,1264,2972,42.5,2021-04-10
Los Angeles - Figueroa Park Square,1788,6785,26.4,2021-04-10
Los Angeles - Florence-Firestone,7809,34230,22.8,2021-04-10
Los Angeles - Glassell Park,10848,25558,42.4,2021-04-10
Los Angeles - Gramercy Place,2956,8956,33.0,2021-04-10
Los Angeles - Granada Hills,20657,49282,41.9,2021-04-10
Los Angeles - Green Meadows,3659,15495,23.6,2021-04-10
Los Angeles - Hancock Park,7019,13895,50.5,2021-04-10
Los Angeles - Harbor City,8156,23143,35.2,2021-04-10
Los Angeles - Harbor Gateway,10097,33924,29.8,2021-04-10
Los Angeles - Harbor Pines,760,1943,39.1,2021-04-10
Los Angeles - Harvard Heights,4011,14093,28.5,2021-04-10
Los Angeles - Harvard Park,8068,29098,27.7,2021-04-10
Los Angeles - Highland Park,14907,38099,39.1,2021-04-10
Los Angeles - Historic Filipinotown,3954,11283,35.0,2021-04-10
Los Angeles - Hollywood,19221,61217,31.4,2021-04-10
Los Angeles - Hollywood Hills,11336,25698,44.1,2021-04-10
Los Angeles - Hyde Park,6671,22545,29.6,2021-04-10
Los Angeles - Jefferson Park,2157,6266,34.4,2021-04-10
Los Angeles - Koreatown,12941,42577,30.4,2021-04-10
Los Angeles - Lafayette Square,1170,3612,32.4,2021-04-10
Los Angeles - Lake Balboa,11631,33490,34.7,2021-04-10
Los Angeles - Lakeview Terrace,3608,10445,34.5,2021-04-10
Los Angeles - Leimert Park,4178,12652,33.0,2021-04-10
Los Angeles - Lincoln Heights,9321,25595,36.4,2021-04-10
Los Angeles - Little Armenia,1746,6841,25.5,2021-04-10
Los Angeles - Little Bangladesh,7653,23428,32.7,2021-04-10
Los Angeles - Little Tokyo,1719,2898,59.3,2021-04-10
Los Angeles - Longwood,1153,3445,33.5,2021-04-10
Los Angeles - Los Feliz,8767,18815,46.6,2021-04-10
Los Angeles - Manchester Square,1997,6911,28.9,2021-04-10
