precinct,precinct_id,contest_title,all_votes,donald_j_trump,joseph_r_biden_jr,other_candidates,trump_pct,biden_pct,other_pct,winner_name,winner_votes,winning_pct,top_candidate_one,top_candidate_two,top_candidate_three,top_candidate_one_votes,top_candidate_two_votes,top_candidate_three_votes,top_candidate_one_pct,top_candidate_two_pct,top_candidate_three_pct
47259,101133,President,782.0,384.0,251.0,147.0,49.1,32.1,18.8,Donald J Trump,384.0,49.1,Donald J Trump,Joseph R Biden Jr,Nikki Haley,384.0,251.0,116.0,49.1,32.1,14.83
47260,101134,President,1611.0,710.0,608.0,293.0,44.07,37.74,18.19,Donald J Trump,710.0,44.07,Donald J Trump,Joseph R Biden Jr,Nikki Haley,710.0,608.0,176.0,44.07,37.74,10.92
47262,101135,President,817.0,333.0,331.0,153.0,40.76,40.51,18.73,Donald J Trump,333.0,40.76,Donald J Trump,Joseph R Biden Jr,Nikki Haley,333.0,331.0,113.0,40.76,40.51,13.83
47268,101136,President,636.0,281.0,256.0,99.0,44.18,40.25,15.57,Donald J Trump,281.0,44.18,Donald J Trump,Joseph R Biden Jr,Nikki Haley,281.0,256.0,54.0,44.18,40.25,8.49
47271,101137,President,697.0,321.0,248.0,128.0,46.05,35.58,18.36,Donald J Trump,321.0,46.05,Donald J Trump,Joseph R Biden Jr,Nikki Haley,321.0,248.0,81.0,46.05,35.58,11.62
47276,101138,President,320.0,169.0,100.0,51.0,52.81,31.25,15.94,Donald J Trump,169.0,52.81,Donald J Trump,Joseph R Biden Jr,Nikki Haley,169.0,100.0,41.0,52.81,31.25,12.81
47278,101139,President,995.0,389.0,457.0,149.0,39.1,45.93,14.97,Joseph R Biden Jr,457.0,45.93,Joseph R Biden Jr,Donald J Trump,Nikki Haley,457.0,389.0,97.0,45.93,39.1,9.75
47279,101140,President,831.0,376.0,300.0,155.0,45.25,36.1,18.65,Donald J Trump,376.0,45.25,Donald J Trump,Joseph R Biden Jr,Nikki Haley,376.0,300.0,96.0,45.25,36.1,11.55
47283,101141,President,661.0,260.0,278.0,123.0,39.33,42.06,18.61,Joseph R Biden Jr,278.0,42.06,Joseph R Biden Jr,Donald J Trump,Nikki Haley,278.0,260.0,80.0,42.06,39.33,12.1
47284,101142,President,606.0,215.0,298.0,93.0,35.48,49.17,15.35,Joseph R Biden Jr,298.0,49.17,Joseph R Biden Jr,Donald J Trump,Nikki Haley,298.0,215.0,31.0,49.17,35.48,5.12
47285,101143,President,1338.0,590.0,549.0,199.0,44.1,41.03,14.87,Donald J Trump,590.0,44.1,Donald J Trump,Joseph R Biden Jr,Nikki Haley,590.0,549.0,143.0,44.1,41.03,10.69
47290,101144,President,1009.0,421.0,414.0,174.0,41.72,41.03,17.24,Donald J Trump,421.0,41.72,Donald J Trump,Joseph R Biden Jr,Nikki Haley,421.0,414.0,118.0,41.72,41.03,11.69
47293,101145,President,1308.0,610.0,473.0,225.0,46.64,36.16,17.2,Donald J Trump,610.0,46.64,Donald J Trump,Joseph R Biden Jr,Nikki Haley,610.0,473.0,143.0,46.64,36.16,10.93
47295,101146,President,1330.0,591.0,513.0,226.0,44.44,38.57,16.99,Donald J Trump,591.0,44.44,Donald J Trump,Joseph R Biden Jr,Nikki Haley,591.0,513.0,138.0,44.44,38.57,10.38
47296,101147,President,1007.0,497.0,329.0,181.0,49.35,32.67,17.97,Donald J Trump,497.0,49.35,Donald J Trump,Joseph R Biden Jr,Nikki Haley,497.0,329.0,108.0,49.35,32.67,10.72
47332,101150,President,261.0,124.0,100.0,37.0,47.51,38.31,14.18,Donald J Trump,124.0,47.51,Donald J Trump,Joseph R Biden Jr,Nikki Haley,124.0,100.0,20.0,47.51,38.31,7.66
47336,101151,President,287.0,82.0,170.0,35.0,28.57,59.23,12.2,Joseph R Biden Jr,170.0,59.23,Joseph R Biden Jr,Donald J Trump,Nikki Haley,170.0,82.0,14.0,59.23,28.57,4.88
47344,101153,President,462.0,209.0,195.0,58.0,45.24,42.21,12.55,Donald J Trump,209.0,45.24,Donald J Trump,Joseph R Biden Jr,Nikki Haley,209.0,195.0,30.0,45.24,42.21,6.49
47346,101154,President,482.0,234.0,168.0,80.0,48.55,34.85,16.6,Donald J Trump,234.0,48.55,Donald J Trump,Joseph R Biden Jr,Nikki Haley,234.0,168.0,55.0,48.55,34.85,11.41
47351,101156,President,119.0,38.0,56.0,25.0,31.93,47.06,21.01,Joseph R Biden Jr,56.0,47.06,Joseph R Biden Jr,Donald J Trump,Nikki Haley,56.0,38.0,12.0,47.06,31.93,10.08
47352,101157,President,28.0,7.0,14.0,7.0,25.0,50.0,25.0,Joseph R Biden Jr,14.0,50.0,Joseph R Biden Jr,Donald J Trump,Jasmine Sherman,14.0,7.0,2.0,50.0,25.0,7.14
47357,101160,President,17.0,9.0,5.0,3.0,52.94,29.41,17.65,Donald J Trump,9.0,52.94,Donald J Trump,Joseph R Biden Jr,Nikki Haley,9.0,5.0,3.0,52.94,29.41,17.65
47802,101163,President,342.0,165.0,138.0,39.0,48.25,40.35,11.4,Donald J Trump,165.0,48.25,Donald J Trump,Joseph R Biden Jr,Nikki Haley,165.0,138.0,22.0,48.25,40.35,6.43
47807,101167,President,282.0,110.0,118.0,54.0,39.01,41.84,19.15,Joseph R Biden Jr,118.0,41.84,Joseph R Biden Jr,Donald J Trump,Nikki Haley,118.0,110.0,36.0,41.84,39.01,12.77
47810,101170,President,275.0,130.0,86.0,59.0,47.27,31.27,21.45,Donald J Trump,130.0,47.27,Donald J Trump,Joseph R Biden Jr,Nikki Haley,130.0,86.0,46.0,47.27,31.27,16.73
47812,101172,President,451.0,198.0,164.0,89.0,43.9,36.36,19.73,Donald J Trump,198.0,43.9,Donald J Trump,Joseph R Biden Jr,Nikki Haley,198.0,164.0,54.0,43.9,36.36,11.97
47814,101174,President,1157.0,536.0,422.0,199.0,46.33,36.47,17.2,Donald J Trump,536.0,46.33,Donald J Trump,Joseph R Biden Jr,Nikki Haley,536.0,422.0,141.0,46.33,36.47,12.19
48141,101176,President,691.0,369.0,185.0,137.0,53.4,26.77,19.83,Donald J Trump,369.0,53.4,Donald J Trump,Joseph R Biden Jr,Nikki Haley,369.0,185.0,119.0,53.4,26.77,17.22
48142,101177,President,1318.0,599.0,487.0,232.0,45.45,36.95,17.6,Donald J Trump,599.0,45.45,Donald J Trump,Joseph R Biden Jr,Nikki Haley,599.0,487.0,171.0,45.45,36.95,12.97
48143,101178,President,784.0,398.0,278.0,108.0,50.77,35.46,13.78,Donald J Trump,398.0,50.77,Donald J Trump,Joseph R Biden Jr,Nikki Haley,398.0,278.0,72.0,50.77,35.46,9.18
48147,101179,President,710.0,340.0,263.0,107.0,47.89,37.04,15.07,Donald J Trump,340.0,47.89,Donald J Trump,Joseph R Biden Jr,Nikki Haley,340.0,263.0,77.0,47.89,37.04,10.85
48148,101180,President,1234.0,599.0,416.0,219.0,48.54,33.71,17.75,Donald J Trump,599.0,48.54,Donald J Trump,Joseph R Biden Jr,Nikki Haley,599.0,416.0,150.0,48.54,33.71,12.16
48151,101181,President,1590.0,757.0,584.0,249.0,47.61,36.73,15.66,Donald J Trump,757.0,47.61,Donald J Trump,Joseph R Biden Jr,Nikki Haley,757.0,584.0,156.0,47.61,36.73,9.81
48152,101182,President,170.0,69.0,70.0,31.0,40.59,41.18,18.24,Joseph R Biden Jr,70.0,41.18,Joseph R Biden Jr,Donald J Trump,Nikki Haley,70.0,69.0,14.0,41.18,40.59,8.24
48155,101183,President,1100.0,590.0,339.0,171.0,53.64,30.82,15.55,Donald J Trump,590.0,53.64,Donald J Trump,Joseph R Biden Jr,Nikki Haley,590.0,339.0,115.0,53.64,30.82,10.45
48156,101184,President,916.0,489.0,277.0,150.0,53.38,30.24,16.38,Donald J Trump,489.0,53.38,Donald J Trump,Joseph R Biden Jr,Nikki Haley,489.0,277.0,101.0,53.38,30.24,11.03
48157,101185,President,1583.0,817.0,483.0,283.0,51.61,30.51,17.88,Donald J Trump,817.0,51.61,Donald J Trump,Joseph R Biden Jr,Nikki Haley,817.0,483.0,204.0,51.61,30.51,12.89
48161,101186,President,470.0,222.0,185.0,63.0,47.23,39.36,13.4,Donald J Trump,222.0,47.23,Donald J Trump,Joseph R Biden Jr,Nikki Haley,222.0,185.0,40.0,47.23,39.36,8.51
48165,101187,President,1498.0,760.0,474.0,264.0,50.73,31.64,17.62,Donald J Trump,760.0,50.73,Donald J Trump,Joseph R Biden Jr,Nikki Haley,760.0,474.0,188.0,50.73,31.64,12.55
48166,101188,President,788.0,375.0,270.0,143.0,47.59,34.26,18.15,Donald J Trump,375.0,47.59,Donald J Trump,Joseph R Biden Jr,Nikki Haley,375.0,270.0,110.0,47.59,34.26,13.96
48169,101189,President,1079.0,608.0,321.0,150.0,56.35,29.75,13.9,Donald J Trump,608.0,56.35,Donald J Trump,Joseph R Biden Jr,Nikki Haley,608.0,321.0,119.0,56.35,29.75,11.03
48173,101190,President,631.0,284.0,222.0,125.0,45.01,35.18,19.81,Donald J Trump,284.0,45.01,Donald J Trump,Joseph R Biden Jr,Nikki Haley,284.0,222.0,90.0,45.01,35.18,14.26
48245,101191,President,103.0,45.0,32.0,26.0,43.69,31.07,25.24,Donald J Trump,45.0,43.69,Donald J Trump,Joseph R Biden Jr,Nikki Haley,45.0,32.0,21.0,43.69,31.07,20.39
48249,101192,President,455.0,203.0,184.0,68.0,44.62,40.44,14.95,Donald J Trump,203.0,44.62,Donald J Trump,Joseph R Biden Jr,Nikki Haley,203.0,184.0,39.0,44.62,40.44,8.57
48250,101193,President,123.0,59.0,55.0,9.0,47.97,44.72,7.32,Donald J Trump,59.0,47.97,Donald J Trump,Joseph R Biden Jr,Nikki Haley,59.0,55.0,4.0,47.97,44.72,3.25
48252,101194,President,184.0,110.0,37.0,37.0,59.78,20.11,20.11,Donald J Trump,110.0,59.78,Donald J Trump,Joseph R Biden Jr,Nikki Haley,110.0,37.0,31.0,59.78,20.11,16.85
48257,101195,President,245.0,110.0,88.0,47.0,44.9,35.92,19.18,Donald J Trump,110.0,44.9,Donald J Trump,Joseph R Biden Jr,Nikki Haley,110.0,88.0,34.0,44.9,35.92,13.88
48800,101198,President,97.0,53.0,29.0,15.0,54.64,29.9,15.46,Donald J Trump,53.0,54.64,Donald J Trump,Joseph R Biden Jr,Nikki Haley,53.0,29.0,8.0,54.64,29.9,8.25
48801,101199,President,398.0,216.0,106.0,76.0,54.27,26.63,19.1,Donald J Trump,216.0,54.27,Donald J Trump,Joseph R Biden Jr,Nikki Haley,216.0,106.0,58.0,54.27,26.63,14.57
48806,101204,President,166.0,83.0,53.0,30.0,50.0,31.93,18.07,Donald J Trump,83.0,50.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,83.0,53.0,13.0,50.0,31.93,7.83
48807,101205,President,86.0,46.0,27.0,13.0,53.49,31.4,15.12,Donald J Trump,46.0,53.49,Donald J Trump,Joseph R Biden Jr,Nikki Haley,46.0,27.0,7.0,53.49,31.4,8.14
48808,101206,President,139.0,62.0,61.0,16.0,44.6,43.88,11.51,Donald J Trump,62.0,44.6,Donald J Trump,Joseph R Biden Jr,Nikki Haley,62.0,61.0,12.0,44.6,43.88,8.63
49114,101208,President,291.0,159.0,71.0,61.0,54.64,24.4,20.96,Donald J Trump,159.0,54.64,Donald J Trump,Joseph R Biden Jr,Nikki Haley,159.0,71.0,48.0,54.64,24.4,16.49
49116,101209,President,775.0,427.0,197.0,151.0,55.1,25.42,19.48,Donald J Trump,427.0,55.1,Donald J Trump,Joseph R Biden Jr,Nikki Haley,427.0,197.0,118.0,55.1,25.42,15.23
49118,101210,President,708.0,330.0,255.0,123.0,46.61,36.02,17.37,Donald J Trump,330.0,46.61,Donald J Trump,Joseph R Biden Jr,Nikki Haley,330.0,255.0,84.0,46.61,36.02,11.86
49126,101212,President,478.0,248.0,144.0,86.0,51.88,30.13,17.99,Donald J Trump,248.0,51.88,Donald J Trump,Joseph R Biden Jr,Nikki Haley,248.0,144.0,67.0,51.88,30.13,14.02
49129,101213,President,240.0,108.0,102.0,30.0,45.0,42.5,12.5,Donald J Trump,108.0,45.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,108.0,102.0,12.0,45.0,42.5,5.0
49131,101214,President,79.0,22.0,38.0,19.0,27.85,48.1,24.05,Joseph R Biden Jr,38.0,48.1,Joseph R Biden Jr,Donald J Trump,Nikki Haley,38.0,22.0,9.0,48.1,27.85,11.39
49132,101215,President,11.0,9.0,2.0,0.0,81.82,18.18,0.0,Donald J Trump,9.0,81.82,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,9.0,2.0,0.0,81.82,18.18,0.0
49134,101217,President,15.0,11.0,1.0,3.0,73.33,6.67,20.0,Donald J Trump,11.0,73.33,Donald J Trump,Nikki Haley,Joseph R Biden Jr,11.0,3.0,1.0,73.33,20.0,6.67
49333,101222,President,98.0,39.0,43.0,16.0,39.8,43.88,16.33,Joseph R Biden Jr,43.0,43.88,Joseph R Biden Jr,Donald J Trump,Nikki Haley,43.0,39.0,5.0,43.88,39.8,5.1
49335,101223,President,307.0,164.0,94.0,49.0,53.42,30.62,15.96,Donald J Trump,164.0,53.42,Donald J Trump,Joseph R Biden Jr,Nikki Haley,164.0,94.0,34.0,53.42,30.62,11.07
49338,101224,President,173.0,98.0,62.0,13.0,56.65,35.84,7.51,Donald J Trump,98.0,56.65,Donald J Trump,Joseph R Biden Jr,Nikki Haley,98.0,62.0,6.0,56.65,35.84,3.47
49341,101225,President,208.0,67.0,102.0,39.0,32.21,49.04,18.75,Joseph R Biden Jr,102.0,49.04,Joseph R Biden Jr,Donald J Trump,Nikki Haley,102.0,67.0,18.0,49.04,32.21,8.65
49346,101227,President,303.0,105.0,134.0,64.0,34.65,44.22,21.12,Joseph R Biden Jr,134.0,44.22,Joseph R Biden Jr,Donald J Trump,Nikki Haley,134.0,105.0,18.0,44.22,34.65,5.94
49348,101228,President,1783.0,858.0,606.0,319.0,48.12,33.99,17.89,Donald J Trump,858.0,48.12,Donald J Trump,Joseph R Biden Jr,Nikki Haley,858.0,606.0,252.0,48.12,33.99,14.13
49349,101229,President,365.0,179.0,121.0,65.0,49.04,33.15,17.81,Donald J Trump,179.0,49.04,Donald J Trump,Joseph R Biden Jr,Nikki Haley,179.0,121.0,45.0,49.04,33.15,12.33
49355,101232,President,127.0,56.0,53.0,18.0,44.09,41.73,14.17,Donald J Trump,56.0,44.09,Donald J Trump,Joseph R Biden Jr,Nikki Haley,56.0,53.0,9.0,44.09,41.73,7.09
49357,101234,President,353.0,189.0,98.0,66.0,53.54,27.76,18.7,Donald J Trump,189.0,53.54,Donald J Trump,Joseph R Biden Jr,Nikki Haley,189.0,98.0,47.0,53.54,27.76,13.31
49801,101237,President,562.0,282.0,191.0,89.0,50.18,33.99,15.84,Donald J Trump,282.0,50.18,Donald J Trump,Joseph R Biden Jr,Nikki Haley,282.0,191.0,57.0,50.18,33.99,10.14
49802,101238,President,112.0,66.0,23.0,23.0,58.93,20.54,20.54,Donald J Trump,66.0,58.93,Donald J Trump,Joseph R Biden Jr,Nikki Haley,66.0,23.0,17.0,58.93,20.54,15.18
49808,101240,President,27.0,19.0,7.0,1.0,70.37,25.93,3.7,Donald J Trump,19.0,70.37,Donald J Trump,Joseph R Biden Jr,Nikki Haley,19.0,7.0,1.0,70.37,25.93,3.7
49811,101243,President,295.0,116.0,119.0,60.0,39.32,40.34,20.34,Joseph R Biden Jr,119.0,40.34,Joseph R Biden Jr,Donald J Trump,Nikki Haley,119.0,116.0,32.0,40.34,39.32,10.85
49813,101244,President,14.0,6.0,5.0,3.0,42.86,35.71,21.43,Donald J Trump,6.0,42.86,Donald J Trump,Joseph R Biden Jr,Nikki Haley,6.0,5.0,2.0,42.86,35.71,14.29
49817,101247,President,363.0,178.0,136.0,49.0,49.04,37.47,13.5,Donald J Trump,178.0,49.04,Donald J Trump,Joseph R Biden Jr,Nikki Haley,178.0,136.0,43.0,49.04,37.47,11.85
49818,101248,President,103.0,53.0,37.0,13.0,51.46,35.92,12.62,Donald J Trump,53.0,51.46,Donald J Trump,Joseph R Biden Jr,Nikki Haley,53.0,37.0,7.0,51.46,35.92,6.8
49820,101249,President,34.0,21.0,7.0,6.0,61.76,20.59,17.65,Donald J Trump,21.0,61.76,Donald J Trump,Joseph R Biden Jr,Nikki Haley,21.0,7.0,2.0,61.76,20.59,5.88
49825,101252,President,133.0,54.0,55.0,24.0,40.6,41.35,18.05,Joseph R Biden Jr,55.0,41.35,Joseph R Biden Jr,Donald J Trump,Nikki Haley,55.0,54.0,10.0,41.35,40.6,7.52
49829,101256,President,11.0,0.0,8.0,3.0,0.0,72.73,27.27,Joseph R Biden Jr,8.0,72.73,Joseph R Biden Jr,Nikki Haley,Dean Phillips,8.0,2.0,1.0,72.73,18.18,9.09
49831,101258,President,26.0,8.0,14.0,4.0,30.77,53.85,15.38,Joseph R Biden Jr,14.0,53.85,Joseph R Biden Jr,Donald J Trump,Vivek Ramaswamy,14.0,8.0,1.0,53.85,30.77,3.85
49838,101265,President,121.0,61.0,40.0,20.0,50.41,33.06,16.53,Donald J Trump,61.0,50.41,Donald J Trump,Joseph R Biden Jr,Nikki Haley,61.0,40.0,13.0,50.41,33.06,10.74
50070,101270,President,972.0,558.0,232.0,182.0,57.41,23.87,18.72,Donald J Trump,558.0,57.41,Donald J Trump,Joseph R Biden Jr,Nikki Haley,558.0,232.0,138.0,57.41,23.87,14.2
50091,101275,President,158.0,76.0,56.0,26.0,48.1,35.44,16.46,Donald J Trump,76.0,48.1,Donald J Trump,Joseph R Biden Jr,Nikki Haley,76.0,56.0,17.0,48.1,35.44,10.76
50092,101276,President,1728.0,943.0,433.0,352.0,54.57,25.06,20.37,Donald J Trump,943.0,54.57,Donald J Trump,Joseph R Biden Jr,Nikki Haley,943.0,433.0,285.0,54.57,25.06,16.49
50093,101277,President,175.0,99.0,52.0,24.0,56.57,29.71,13.71,Donald J Trump,99.0,56.57,Donald J Trump,Joseph R Biden Jr,Nikki Haley,99.0,52.0,16.0,56.57,29.71,9.14
50094,101278,President,695.0,350.0,214.0,131.0,50.36,30.79,18.85,Donald J Trump,350.0,50.36,Donald J Trump,Joseph R Biden Jr,Nikki Haley,350.0,214.0,109.0,50.36,30.79,15.68
50115,101290,President,76.0,50.0,15.0,11.0,65.79,19.74,14.47,Donald J Trump,50.0,65.79,Donald J Trump,Joseph R Biden Jr,Nikki Haley,50.0,15.0,5.0,65.79,19.74,6.58
51069,101306,President,177.0,83.0,66.0,28.0,46.89,37.29,15.82,Donald J Trump,83.0,46.89,Donald J Trump,Joseph R Biden Jr,Nikki Haley,83.0,66.0,19.0,46.89,37.29,10.73
52001,101332,President,176.0,48.0,99.0,29.0,27.27,56.25,16.48,Joseph R Biden Jr,99.0,56.25,Joseph R Biden Jr,Donald J Trump,Nikki Haley,99.0,48.0,6.0,56.25,27.27,3.41
52002,101333,President,102.0,32.0,52.0,18.0,31.37,50.98,17.65,Joseph R Biden Jr,52.0,50.98,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,52.0,32.0,5.0,50.98,31.37,4.9
52003,101334,President,381.0,155.0,158.0,68.0,40.68,41.47,17.85,Joseph R Biden Jr,158.0,41.47,Joseph R Biden Jr,Donald J Trump,Nikki Haley,158.0,155.0,41.0,41.47,40.68,10.76
52004,101335,President,439.0,202.0,165.0,72.0,46.01,37.59,16.4,Donald J Trump,202.0,46.01,Donald J Trump,Joseph R Biden Jr,Nikki Haley,202.0,165.0,49.0,46.01,37.59,11.16
52009,101336,President,844.0,377.0,332.0,135.0,44.67,39.34,16.0,Donald J Trump,377.0,44.67,Donald J Trump,Joseph R Biden Jr,Nikki Haley,377.0,332.0,75.0,44.67,39.34,8.89
52010,101337,President,74.0,22.0,44.0,8.0,29.73,59.46,10.81,Joseph R Biden Jr,44.0,59.46,Joseph R Biden Jr,Donald J Trump,Nikki Haley,44.0,22.0,2.0,59.46,29.73,2.7
52011,101338,President,649.0,275.0,251.0,123.0,42.37,38.67,18.95,Donald J Trump,275.0,42.37,Donald J Trump,Joseph R Biden Jr,Nikki Haley,275.0,251.0,74.0,42.37,38.67,11.4
52016,101341,President,168.0,45.0,88.0,35.0,26.79,52.38,20.83,Joseph R Biden Jr,88.0,52.38,Joseph R Biden Jr,Donald J Trump,Nikki Haley,88.0,45.0,10.0,52.38,26.79,5.95
52022,101342,President,415.0,177.0,178.0,60.0,42.65,42.89,14.46,Joseph R Biden Jr,178.0,42.89,Joseph R Biden Jr,Donald J Trump,Nikki Haley,178.0,177.0,39.0,42.89,42.65,9.4
52024,101344,President,181.0,64.0,90.0,27.0,35.36,49.72,14.92,Joseph R Biden Jr,90.0,49.72,Joseph R Biden Jr,Donald J Trump,Nikki Haley,90.0,64.0,12.0,49.72,35.36,6.63
52025,101345,President,70.0,25.0,31.0,14.0,35.71,44.29,20.0,Joseph R Biden Jr,31.0,44.29,Joseph R Biden Jr,Donald J Trump,Nikki Haley,31.0,25.0,7.0,44.29,35.71,10.0
52026,101346,President,80.0,31.0,41.0,8.0,38.75,51.25,10.0,Joseph R Biden Jr,41.0,51.25,Joseph R Biden Jr,Donald J Trump,Nikki Haley,41.0,31.0,5.0,51.25,38.75,6.25
52027,101347,President,25.0,14.0,10.0,1.0,56.0,40.0,4.0,Donald J Trump,14.0,56.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,14.0,10.0,1.0,56.0,40.0,4.0
52029,101348,President,55.0,22.0,23.0,10.0,40.0,41.82,18.18,Joseph R Biden Jr,23.0,41.82,Joseph R Biden Jr,Donald J Trump,Nikki Haley,23.0,22.0,4.0,41.82,40.0,7.27
52031,101350,President,463.0,164.0,231.0,68.0,35.42,49.89,14.69,Joseph R Biden Jr,231.0,49.89,Joseph R Biden Jr,Donald J Trump,Nikki Haley,231.0,164.0,31.0,49.89,35.42,6.7
52032,101351,President,206.0,80.0,94.0,32.0,38.83,45.63,15.53,Joseph R Biden Jr,94.0,45.63,Joseph R Biden Jr,Donald J Trump,Nikki Haley,94.0,80.0,9.0,45.63,38.83,4.37
52033,101352,President,140.0,42.0,65.0,33.0,30.0,46.43,23.57,Joseph R Biden Jr,65.0,46.43,Joseph R Biden Jr,Donald J Trump,Nikki Haley,65.0,42.0,15.0,46.43,30.0,10.71
52034,101353,President,469.0,205.0,201.0,63.0,43.71,42.86,13.43,Donald J Trump,205.0,43.71,Donald J Trump,Joseph R Biden Jr,Nikki Haley,205.0,201.0,32.0,43.71,42.86,6.82
52035,101354,President,540.0,203.0,223.0,114.0,37.59,41.3,21.11,Joseph R Biden Jr,223.0,41.3,Joseph R Biden Jr,Donald J Trump,Nikki Haley,223.0,203.0,86.0,41.3,37.59,15.93
52037,101356,President,754.0,331.0,276.0,147.0,43.9,36.6,19.5,Donald J Trump,331.0,43.9,Donald J Trump,Joseph R Biden Jr,Nikki Haley,331.0,276.0,93.0,43.9,36.6,12.33
52042,101357,President,658.0,260.0,287.0,111.0,39.51,43.62,16.87,Joseph R Biden Jr,287.0,43.62,Joseph R Biden Jr,Donald J Trump,Nikki Haley,287.0,260.0,57.0,43.62,39.51,8.66
52043,101358,President,533.0,208.0,219.0,106.0,39.02,41.09,19.89,Joseph R Biden Jr,219.0,41.09,Joseph R Biden Jr,Donald J Trump,Nikki Haley,219.0,208.0,54.0,41.09,39.02,10.13
52044,101359,President,268.0,118.0,125.0,25.0,44.03,46.64,9.33,Joseph R Biden Jr,125.0,46.64,Joseph R Biden Jr,Donald J Trump,Nikki Haley,125.0,118.0,17.0,46.64,44.03,6.34
52045,101360,President,543.0,260.0,167.0,116.0,47.88,30.76,21.36,Donald J Trump,260.0,47.88,Donald J Trump,Joseph R Biden Jr,Nikki Haley,260.0,167.0,83.0,47.88,30.76,15.29
52047,101361,President,22.0,11.0,4.0,7.0,50.0,18.18,31.82,Donald J Trump,11.0,50.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,11.0,4.0,3.0,50.0,18.18,13.64
52048,101362,President,60.0,24.0,23.0,13.0,40.0,38.33,21.67,Donald J Trump,24.0,40.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,24.0,23.0,6.0,40.0,38.33,10.0
52049,101363,President,22.0,14.0,5.0,3.0,63.64,22.73,13.64,Donald J Trump,14.0,63.64,Donald J Trump,Joseph R Biden Jr,Nikki Haley,14.0,5.0,2.0,63.64,22.73,9.09
52051,101364,President,1326.0,598.0,501.0,227.0,45.1,37.78,17.12,Donald J Trump,598.0,45.1,Donald J Trump,Joseph R Biden Jr,Nikki Haley,598.0,501.0,144.0,45.1,37.78,10.86
52052,101365,President,128.0,46.0,61.0,21.0,35.94,47.66,16.41,Joseph R Biden Jr,61.0,47.66,Joseph R Biden Jr,Donald J Trump,Nikki Haley,61.0,46.0,17.0,47.66,35.94,13.28
52057,101367,President,28.0,4.0,18.0,6.0,14.29,64.29,21.43,Joseph R Biden Jr,18.0,64.29,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,18.0,4.0,3.0,64.29,14.29,10.71
52058,101368,President,164.0,66.0,78.0,20.0,40.24,47.56,12.2,Joseph R Biden Jr,78.0,47.56,Joseph R Biden Jr,Donald J Trump,Nikki Haley,78.0,66.0,8.0,47.56,40.24,4.88
52059,101369,President,316.0,140.0,127.0,49.0,44.3,40.19,15.51,Donald J Trump,140.0,44.3,Donald J Trump,Joseph R Biden Jr,Nikki Haley,140.0,127.0,17.0,44.3,40.19,5.38
52062,101370,President,121.0,41.0,64.0,16.0,33.88,52.89,13.22,Joseph R Biden Jr,64.0,52.89,Joseph R Biden Jr,Donald J Trump,Nikki Haley,64.0,41.0,7.0,52.89,33.88,5.79
52063,101371,President,87.0,43.0,30.0,14.0,49.43,34.48,16.09,Donald J Trump,43.0,49.43,Donald J Trump,Joseph R Biden Jr,Nikki Haley,43.0,30.0,9.0,49.43,34.48,10.34
52064,101372,President,27.0,11.0,10.0,6.0,40.74,37.04,22.22,Donald J Trump,11.0,40.74,Donald J Trump,Joseph R Biden Jr,Nikki Haley,11.0,10.0,5.0,40.74,37.04,18.52
52065,101373,President,678.0,343.0,209.0,126.0,50.59,30.83,18.58,Donald J Trump,343.0,50.59,Donald J Trump,Joseph R Biden Jr,Nikki Haley,343.0,209.0,91.0,50.59,30.83,13.42
52131,101378,President,849.0,396.0,323.0,130.0,46.64,38.04,15.31,Donald J Trump,396.0,46.64,Donald J Trump,Joseph R Biden Jr,Nikki Haley,396.0,323.0,78.0,46.64,38.04,9.19
52164,101379,President,218.0,87.0,103.0,28.0,39.91,47.25,12.84,Joseph R Biden Jr,103.0,47.25,Joseph R Biden Jr,Donald J Trump,Nikki Haley,103.0,87.0,10.0,47.25,39.91,4.59
52167,101380,President,659.0,296.0,277.0,86.0,44.92,42.03,13.05,Donald J Trump,296.0,44.92,Donald J Trump,Joseph R Biden Jr,Nikki Haley,296.0,277.0,45.0,44.92,42.03,6.83
52180,101381,President,31.0,10.0,13.0,8.0,32.26,41.94,25.81,Joseph R Biden Jr,13.0,41.94,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,13.0,10.0,3.0,41.94,32.26,9.68
52184,101382,President,580.0,268.0,219.0,93.0,46.21,37.76,16.03,Donald J Trump,268.0,46.21,Donald J Trump,Joseph R Biden Jr,Nikki Haley,268.0,219.0,55.0,46.21,37.76,9.48
52186,101383,President,733.0,273.0,349.0,111.0,37.24,47.61,15.14,Joseph R Biden Jr,349.0,47.61,Joseph R Biden Jr,Donald J Trump,Nikki Haley,349.0,273.0,67.0,47.61,37.24,9.14
52194,101385,President,73.0,31.0,33.0,9.0,42.47,45.21,12.33,Joseph R Biden Jr,33.0,45.21,Joseph R Biden Jr,Donald J Trump,Nikki Haley,33.0,31.0,5.0,45.21,42.47,6.85
