intldes,norad_cat_id,object_type,satname,country,launch,site,decay,period,inclination,apogee,perigee,comment,commentcode,rcsvalue,rcs_size,file,launch_year,launch_num,launch_piece,current,object_name,object_id,object_number
1982-116H,35516,DEBRIS,SL-3 DEB,CIS,1982-12-14,PKMTR,,101.64,81.25,886,787,,,0,SMALL,7966,1982,116,H,Y,SL-3 DEB,1982-116H,35516
1987-068CQ,35521,DEBRIS,SL-14 DEB,CIS,1987-08-18,PKMTR,,103.79,82.55,946,929,,,0,SMALL,7966,1987,68,CQ,Y,SL-14 DEB,1987-068CQ,35521
2006-006CL,35543,DEBRIS,BREEZE-M DEB,CIS,2006-02-28,TTMTR,,287.86,52.76,15481,646,,,0,SMALL,7966,2006,6,CL,Y,BREEZE-M DEB,2006-006CL,35543
1993-036AMB,35584,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,101.05,74.09,907,710,,,0,SMALL,7966,1993,36,AMB,Y,COSMOS 2251 DEB,1993-036AMB,35584
1993-036AQE,35709,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.86,74.01,789,715,,,0,SMALL,7966,1993,36,AQE,Y,COSMOS 2251 DEB,1993-036AQE,35709
1993-036AQP,35718,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.66,74.04,757,727,,,0,SMALL,7966,1993,36,AQP,Y,COSMOS 2251 DEB,1993-036AQP,35718
1993-036AQV,35724,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.09,74.03,762,668,,,0,SMALL,7966,1993,36,AQV,Y,COSMOS 2251 DEB,1993-036AQV,35724
1993-036ARH,35763,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.17,73.86,777,662,,,0,SMALL,7966,1993,36,ARH,Y,COSMOS 2251 DEB,1993-036ARH,35763
1993-036ARR,35771,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,104.33,74.18,1192,734,,,0,SMALL,7966,1993,36,ARR,Y,COSMOS 2251 DEB,1993-036ARR,35771
1993-036ASJ,35788,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.65,74.02,711,677,,,0,SMALL,7966,1993,36,ASJ,Y,COSMOS 2251 DEB,1993-036ASJ,35788
1997-051SP,35805,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.57,86.32,877,694,,,0,SMALL,7966,1997,51,SP,Y,IRIDIUM 33 DEB,1997-051SP,35805
1993-036ATD,35831,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.34,74.01,753,702,,,0,SMALL,7966,1993,36,ATD,Y,COSMOS 2251 DEB,1993-036ATD,35831
1993-036ATN,35840,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,101.38,73.94,930,719,,,0,SMALL,7966,1993,36,ATN,Y,COSMOS 2251 DEB,1993-036ATN,35840
2009-050A,35873,PAYLOAD,NIMIQ 5,CA,2009-09-17,TTMTR,,1436.10,0.06,35800,35773,,,0,LARGE,7966,2009,50,A,Y,NIMIQ 5,2009-050A,35873
1993-036ATY,35885,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.42,74.03,796,761,,,0,SMALL,7966,1993,36,ATY,Y,COSMOS 2251 DEB,1993-036ATY,35885
1993-036AUV,35906,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.36,74.02,709,556,,,0,SMALL,7966,1993,36,AUV,Y,COSMOS 2251 DEB,1993-036AUV,35906
1997-051TU,35911,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.60,86.23,852,722,,,0,SMALL,7966,1997,51,TU,Y,IRIDIUM 33 DEB,1997-051TU,35911
1997-051UF,35922,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,98.84,86.39,723,683,,,0,SMALL,7966,1997,51,UF,Y,IRIDIUM 33 DEB,1997-051UF,35922
2009-057D,35954,DEBRIS,DMSP 5D-3 F18 DEB,US,2009-10-18,AFWTR,,101.49,98.55,833,825,,,0,SMALL,7966,2009,57,D,Y,DMSP 5D-3 F18 DEB,2009-057D,35954
1993-036AXA,36008,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,103.07,74.02,1070,737,,,0,SMALL,7966,1993,36,AXA,Y,COSMOS 2251 DEB,1993-036AXA,36008
1997-051US,36011,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.35,86.34,791,760,,,0,SMALL,7966,1997,51,US,Y,IRIDIUM 33 DEB,1997-051US,36011
1997-051VA,36019,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,98.78,86.39,704,696,,,0,SMALL,7966,1997,51,VA,Y,IRIDIUM 33 DEB,1997-051VA,36019
1997-051VC,36021,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.14,86.42,858,672,,,0,SMALL,7966,1997,51,VC,Y,IRIDIUM 33 DEB,1997-051VC,36021
1993-036AYB,36064,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.65,73.84,787,696,,,0,SMALL,7966,1993,36,AYB,Y,COSMOS 2251 DEB,1993-036AYB,36064
2009-061C,36090,DEBRIS,CZ-2C DEB,PRC,2009-11-12,JSC,,98.53,97.99,744,633,,,0,SMALL,7966,2009,61,C,Y,CZ-2C DEB,2009-061C,36090
1999-025DRN,36141,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.55,98.50,980,778,,,0,SMALL,7966,1999,25,DRN,Y,FENGYUN 1C DEB,1999-025DRN,36141
1999-025DTH,36184,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.93,98.60,998,796,,,0,SMALL,7966,1999,25,DTH,Y,FENGYUN 1C DEB,1999-025DTH,36184
1999-025DVG,36231,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.06,98.60,901,812,,,0,SMALL,7966,1999,25,DVG,Y,FENGYUN 1C DEB,1999-025DVG,36231
1999-025DVV,36244,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.99,98.93,893,812,,,0,SMALL,7966,1999,25,DVV,Y,FENGYUN 1C DEB,1999-025DVV,36244
1999-025DWY,36271,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.32,99.06,891,751,,,0,SMALL,7966,1999,25,DWY,Y,FENGYUN 1C DEB,1999-025DWY,36271
1982-025L,36326,DEBRIS,METEOR 2-8 DEB,CIS,1982-03-25,PKMTR,,102.31,82.53,894,842,,,0,SMALL,7966,1982,25,L,Y,METEOR 2-8 DEB,1982-025L,36326
1982-025R,36331,DEBRIS,METEOR 2-8 DEB,CIS,1982-03-25,PKMTR,,101.98,82.53,853,851,,,0,SMALL,7966,1982,25,R,Y,METEOR 2-8 DEB,1982-025R,36331
2010-002C,36360,DEBRIS,BREEZE-M DEB (TANK),CIS,2010-01-28,TTMTR,,613.03,46.17,34272,781,,,0,LARGE,7966,2010,2,C,Y,BREEZE-M DEB (TANK),2010-002C,36360
1993-036AYV,36368,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,101.62,74.17,950,721,,,0,SMALL,7966,1993,36,AYV,Y,COSMOS 2251 DEB,1993-036AYV,36368
1993-036AYZ,36372,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.56,74.02,767,708,,,0,SMALL,7966,1993,36,AYZ,Y,COSMOS 2251 DEB,1993-036AYZ,36372
2010-009E,36417,DEBRIS,CZ-4C DEB,PRC,2010-03-05,JSC,,107.05,63.39,1388,792,,,0,LARGE,7966,2010,9,E,Y,CZ-4C DEB,2010-009E,36417
1993-036BBJ,36459,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,101.99,74.05,955,751,,,0,SMALL,7966,1993,36,BBJ,Y,COSMOS 2251 DEB,1993-036BBJ,36459
2010-010C,36501,DEBRIS,BREEZE-M DEB (TANK),CIS,2010-03-20,TTMTR,,247.75,49.64,13056,322,,,0,LARGE,7966,2010,10,C,Y,BREEZE-M DEB (TANK),2010-010C,36501
1993-036BCR,36531,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,103.23,74.11,1091,731,,,0,SMALL,7966,1993,36,BCR,Y,COSMOS 2251 DEB,1993-036BCR,36531
1993-036BDV,36559,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,104.79,74.14,1222,747,,,0,SMALL,7966,1993,36,BDV,Y,COSMOS 2251 DEB,1993-036BDV,36559
2010-022A,36585,PAYLOAD,NAVSTAR 65 (USA 213),US,2010-05-28,AFETR,,717.99,54.88,20456,19909,,,0,LARGE,7966,2010,22,A,Y,NAVSTAR 65 (USA 213),2010-022A,36585
1999-025EBJ,36736,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.93,98.90,903,797,,,0,SMALL,7966,1999,25,EBJ,Y,FENGYUN 1C DEB,1999-025EBJ,36736
2010-035B,36796,PAYLOAD,STUDSAT,IND,2010-07-12,SRI,,96.75,98.22,612,594,,,0,MEDIUM,7966,2010,35,B,Y,STUDSAT,2010-035B,36796
1982-025AV,36858,DEBRIS,METEOR 2-8 DEB,CIS,1982-03-25,PKMTR,,102.25,82.52,900,831,,,0,SMALL,7966,1982,25,AV,Y,METEOR 2-8 DEB,1982-025AV,36858
1981-043N,36875,DEBRIS,METEOR 2-7 DEB,CIS,1981-05-14,PKMTR,,99.43,81.26,745,718,,,0,SMALL,7966,1981,43,N,Y,METEOR 2-7 DEB,1981-043N,36875
1981-043S,36879,DEBRIS,METEOR 2-7 DEB,CIS,1981-05-14,PKMTR,,100.88,81.25,833,768,,,0,SMALL,7966,1981,43,S,Y,METEOR 2-7 DEB,1981-043S,36879
1987-011R,36937,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.38,65.02,791,762,,,0,SMALL,7966,1987,11,R,Y,COSMOS 1818 COOLANT,1987-011R,36937
2006-006CW,36964,DEBRIS,BREEZE-M DEB,CIS,2006-02-28,TTMTR,,263.15,52.06,14042,408,,,0,SMALL,7966,2006,6,CW,Y,BREEZE-M DEB,2006-006CW,36964
1999-025ECA,36994,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.60,98.64,1014,843,,,0,SMALL,7966,1999,25,ECA,Y,FENGYUN 1C DEB,1999-025ECA,36994
1999-025EEG,37048,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.66,98.92,1216,835,,,0,SMALL,7966,1999,25,EEG,Y,FENGYUN 1C DEB,1999-025EEG,37048
1999-025EES,37058,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.26,96.70,731,620,,,0,SMALL,7966,1999,25,EES,Y,FENGYUN 1C DEB,1999-025EES,37058
1999-025EEU,37060,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.00,99.27,960,841,,,0,SMALL,7966,1999,25,EEU,Y,FENGYUN 1C DEB,1999-025EEU,37060
2010-051A,37179,PAYLOAD,SHIJIAN 6 04A (SJ-6 04A),PRC,2010-10-06,TSC,,96.36,97.75,604,565,,,0,LARGE,7966,2010,51,A,Y,SHIJIAN 6 04A (SJ-6 04A),2010-051A,37179
1993-036BJM,37297,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.25,74.02,689,661,,,0,SMALL,7966,1993,36,BJM,Y,COSMOS 2251 DEB,1993-036BJM,37297
2008-006C,37381,ROCKET BODY,BREEZE-M R/B,CIS,2008-02-11,TTMTR,,1513.84,9.77,38401,36189,,,0,LARGE,7966,2008,6,C,Y,BREEZE-M R/B,2008-006C,37381
1999-025EGA,37408,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.54,98.53,728,650,,,0,SMALL,7966,1999,25,EGA,Y,FENGYUN 1C DEB,1999-025EGA,37408
1999-025EGB,37409,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.04,97.78,941,769,,,0,SMALL,7966,1999,25,EGB,Y,FENGYUN 1C DEB,1999-025EGB,37409
1999-025EGJ,37416,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.38,99.23,809,744,,,0,SMALL,7966,1999,25,EGJ,Y,FENGYUN 1C DEB,1999-025EGJ,37416
1999-025EHL,37442,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.62,99.14,717,668,,,0,SMALL,7966,1999,25,EHL,Y,FENGYUN 1C DEB,1999-025EHL,37442
1999-025EJR,37471,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.69,98.75,778,518,,,0,SMALL,7966,1999,25,EJR,Y,FENGYUN 1C DEB,1999-025EJR,37471
1999-025EJW,37476,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,121.43,98.96,2623,866,,,0,SMALL,7966,1999,25,EJW,Y,FENGYUN 1C DEB,1999-025EJW,37476
1993-036BLU,37491,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,105.16,73.91,1248,755,,,0,SMALL,7966,1993,36,BLU,Y,COSMOS 2251 DEB,1993-036BLU,37491
1993-036BLZ,37496,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.23,73.97,821,623,,,0,SMALL,7966,1993,36,BLZ,Y,COSMOS 2251 DEB,1993-036BLZ,37496
1993-036BNG,37527,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.82,74.01,675,634,,,0,SMALL,7966,1993,36,BNG,Y,COSMOS 2251 DEB,1993-036BNG,37527
1993-036BNZ,37544,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.00,73.97,636,594,,,0,SMALL,7966,1993,36,BNZ,Y,COSMOS 2251 DEB,1993-036BNZ,37544
1993-036BPC,37547,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.44,74.04,704,664,,,0,SMALL,7966,1993,36,BPC,Y,COSMOS 2251 DEB,1993-036BPC,37547
1997-051XK,37550,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.60,86.38,741,737,,,0,SMALL,7966,1997,51,XK,Y,IRIDIUM 33 DEB,1997-051XK,37550
1997-051XS,37557,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.30,86.38,854,691,,,0,SMALL,7966,1997,51,XS,Y,IRIDIUM 33 DEB,1997-051XS,37557
2004-025L,37586,DEBRIS,SL-24 DEB,CIS,2004-06-29,TTMTR,,103.05,98.18,1139,667,,,0,SMALL,7966,2004,25,L,Y,SL-24 DEB,2004-025L,37586
1999-025EKK,37591,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.22,98.42,966,761,,,0,SMALL,7966,1999,25,EKK,Y,FENGYUN 1C DEB,1999-025EKK,37591
1999-025EKM,37593,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.18,99.06,944,684,,,0,SMALL,7966,1999,25,EKM,Y,FENGYUN 1C DEB,1999-025EKM,37593
1990-081CY,37612,DEBRIS,CZ-4 DEB,PRC,1990-09-03,TSC,,99.87,98.43,778,727,,,0,SMALL,7966,1990,81,CY,Y,CZ-4 DEB,1990-081CY,37612
1990-081DJ,37622,DEBRIS,CZ-4 DEB,PRC,1990-09-03,TSC,,100.12,98.47,792,737,,,0,SMALL,7966,1990,81,DJ,Y,CZ-4 DEB,1990-081DJ,37622
1978-026HX,37636,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,102.71,98.73,931,843,,,0,SMALL,7966,1978,26,HX,Y,DELTA 1 DEB,1978-026HX,37636
1978-026JP,37652,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,101.67,98.64,857,818,,,0,SMALL,7966,1978,26,JP,Y,DELTA 1 DEB,1978-026JP,37652
1978-026JQ,37653,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,102.57,99.18,909,852,,,0,SMALL,7966,1978,26,JQ,Y,DELTA 1 DEB,1978-026JQ,37653
1999-025ELE,37689,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.27,98.92,840,798,,,0,SMALL,7966,1999,25,ELE,Y,FENGYUN 1C DEB,1999-025ELE,37689
1999-025ELV,37704,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.48,98.33,1203,831,,,0,SMALL,7966,1999,25,ELV,Y,FENGYUN 1C DEB,1999-025ELV,37704
2011-039D,37768,DEBRIS,CZ-2C DEB,PRC,2011-07-29,JSC,,100.66,98.20,897,683,,,0,SMALL,7966,2011,39,D,Y,CZ-2C DEB,2011-039D,37768
2011-044A,37788,PAYLOAD,EDUSAT,IT,2011-08-17,OREN,,97.88,98.43,685,630,,,0,MEDIUM,7966,2011,44,A,Y,EDUSAT,2011-044A,37788
2011-048A,37806,PAYLOAD,COSMOS 2473,CIS,2011-09-20,TTMTR,,1437.70,1.53,35822,35814,,,0,LARGE,7966,2011,48,A,Y,COSMOS 2473,2011-048A,37806
1966-040AY,37893,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.28,100.51,1150,1052,,,0,SMALL,7966,1966,40,AY,Y,NIMBUS 2 DEB,1966-040AY,37893
1999-025EMY,37899,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.03,98.84,1163,829,,,0,SMALL,7966,1999,25,EMY,Y,FENGYUN 1C DEB,1999-025EMY,37899
1999-025ENB,37902,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,107.09,98.68,1347,837,,,0,SMALL,7966,1999,25,ENB,Y,FENGYUN 1C DEB,1999-025ENB,37902
1999-025END,37904,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.97,98.28,812,702,,,0,SMALL,7966,1999,25,END,Y,FENGYUN 1C DEB,1999-025END,37904
1993-036BPS,37967,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,101.15,74.02,951,676,,,0,SMALL,7966,1993,36,BPS,Y,COSMOS 2251 DEB,1993-036BPS,37967
1993-036BQA,37975,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.44,74.02,907,652,,,0,SMALL,7966,1993,36,BQA,Y,COSMOS 2251 DEB,1993-036BQA,37975
1993-036BQC,37977,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.53,73.98,760,712,,,0,SMALL,7966,1993,36,BQC,Y,COSMOS 2251 DEB,1993-036BQC,37977
1993-036BQJ,37983,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,96.78,74.00,617,592,,,0,SMALL,7966,1993,36,BQJ,Y,COSMOS 2251 DEB,1993-036BQJ,37983
1993-036BRH,38006,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,101.14,73.86,890,736,,,0,SMALL,7966,1993,36,BRH,Y,COSMOS 2251 DEB,1993-036BRH,38006
1993-036BRU,38062,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.00,74.02,734,687,,,0,SMALL,7966,1993,36,BRU,Y,COSMOS 2251 DEB,1993-036BRU,38062
1993-036BRW,38064,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.73,74.03,788,703,,,0,SMALL,7966,1993,36,BRW,Y,COSMOS 2251 DEB,1993-036BRW,38064
2012-009B,38094,ROCKET BODY,ATLAS 5 CENTAUR R/B,US,2012-02-24,AFETR,,679.86,18.35,35161,3307,,,0,LARGE,7966,2012,9,B,Y,ATLAS 5 CENTAUR R/B,2012-009B,38094
1999-025EPQ,38119,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.82,98.61,1254,718,,,0,SMALL,7966,1999,25,EPQ,Y,FENGYUN 1C DEB,1999-025EPQ,38119
1999-025EPU,38123,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,108.63,100.15,1492,835,,,0,SMALL,7966,1999,25,EPU,Y,FENGYUN 1C DEB,1999-025EPU,38123
1999-025EPY,38127,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.45,98.99,824,735,,,0,SMALL,7966,1999,25,EPY,Y,FENGYUN 1C DEB,1999-025EPY,38127
1999-025EQF,38134,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.04,98.49,946,765,,,0,SMALL,7966,1999,25,EQF,Y,FENGYUN 1C DEB,1999-025EQF,38134
1999-025EQK,38138,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.59,98.86,870,798,,,0,SMALL,7966,1999,25,EQK,Y,FENGYUN 1C DEB,1999-025EQK,38138
1999-025EQV,38148,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.22,99.04,1091,825,,,0,SMALL,7966,1999,25,EQV,Y,FENGYUN 1C DEB,1999-025EQV,38148
1999-025ERL,38163,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.78,99.22,951,829,,,0,SMALL,7966,1999,25,ERL,Y,FENGYUN 1C DEB,1999-025ERL,38163
2011-068E,38177,DEBRIS,CZ-2D DEB,PRC,2011-11-20,JSC,,100.17,98.56,864,669,,,0,SMALL,7966,2011,68,E,Y,CZ-2D DEB,2011-068E,38177
1993-036BSG,38192,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.95,74.02,670,651,,,0,SMALL,7966,1993,36,BSG,Y,COSMOS 2251 DEB,1993-036BSG,38192
1993-036BTA,38210,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.69,74.02,662,635,,,0,SMALL,7966,1993,36,BTA,Y,COSMOS 2251 DEB,1993-036BTA,38210
1993-036BTM,38221,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.80,74.01,703,604,,,0,SMALL,7966,1993,36,BTM,Y,COSMOS 2251 DEB,1993-036BTM,38221
1997-051ZC,38228,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,101.15,86.29,862,765,,,0,SMALL,7966,1997,51,ZC,Y,IRIDIUM 33 DEB,1997-051ZC,38228
1997-051ZF,38231,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,94.81,86.23,525,494,,,0,SMALL,7966,1997,51,ZF,Y,IRIDIUM 33 DEB,1997-051ZF,38231
1979-095BS,38272,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.57,81.20,858,808,,,0,SMALL,7966,1979,95,BS,Y,METEOR 2-5 DEB,1979-095BS,38272
1979-095BT,38273,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.37,81.21,825,822,,,0,SMALL,7966,1979,95,BT,Y,METEOR 2-5 DEB,1979-095BT,38273
1979-095BX,38277,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,100.89,81.21,810,792,,,0,SMALL,7966,1979,95,BX,Y,METEOR 2-5 DEB,1979-095BX,38277
1979-095BZ,38279,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,100.56,81.20,789,782,,,0,SMALL,7966,1979,95,BZ,Y,METEOR 2-5 DEB,1979-095BZ,38279
1965-027CT,38390,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.04,90.28,1297,1252,,,0,SMALL,7966,1965,27,CT,Y,OPS 4682 DEB,1965-027CT,38390
1965-027DH,38404,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.88,90.27,1282,1253,,,0,SMALL,7966,1965,27,DH,Y,OPS 4682 DEB,1965-027DH,38404
1965-027DK,38406,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.83,90.27,1286,1243,,,0,SMALL,7966,1965,27,DK,Y,OPS 4682 DEB,1965-027DK,38406
1965-027DR,38412,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.29,90.27,1309,1263,,,0,SMALL,7966,1965,27,DR,Y,OPS 4682 DEB,1965-027DR,38412
1965-027EG,38427,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.44,90.28,1318,1267,,,0,SMALL,7966,1965,27,EG,Y,OPS 4682 DEB,1965-027EG,38427
1965-027FB,38446,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.69,90.26,1268,1248,,,0,SMALL,7966,1965,27,FB,Y,OPS 4682 DEB,1965-027FB,38446
1988-005AS,38539,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.39,82.53,946,891,,,0,SMALL,7966,1988,5,AS,Y,METEOR 2-17 DEB,1988-005AS,38539
2008-011AU,38597,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,404.58,49.24,22929,555,,,0,SMALL,7966,2008,11,AU,Y,BREEZE-M DEB,2008-011AU,38597
2008-011BD,38606,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,468.58,48.60,26641,571,,,0,MEDIUM,7966,2008,11,BD,Y,BREEZE-M DEB,2008-011BD,38606
2008-011BN,38615,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,461.85,49.22,26205,623,,,0,SMALL,7966,2008,11,BN,Y,BREEZE-M DEB,2008-011BN,38615
2012-029D,38662,DEBRIS,CZ-4C DEB,PRC,2012-05-29,TSC,,109.17,100.38,1287,1090,,,0,SMALL,7966,2012,29,D,Y,CZ-4C DEB,2012-029D,38662
1999-025ETF,38714,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.47,97.88,879,587,,,0,SMALL,7966,1999,25,ETF,Y,FENGYUN 1C DEB,1999-025ETF,38714
1999-025ETQ,38723,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.47,99.46,813,749,,,0,SMALL,7966,1999,25,ETQ,Y,FENGYUN 1C DEB,1999-025ETQ,38723
2012-048L,38768,PAYLOAD,AEROCUBE 4.5B,US,2012-09-13,AFWTR,,96.13,64.67,689,458,,,0,SMALL,7966,2012,48,L,Y,AEROCUBE 4.5B,2012-048L,38768
1999-025ETZ,38785,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.94,98.01,1057,738,,,0,SMALL,7966,1999,25,ETZ,Y,FENGYUN 1C DEB,1999-025ETZ,38785
1999-025EUJ,38794,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.81,99.11,1147,824,,1,0,SMALL,7966,1999,25,EUJ,Y,FENGYUN 1C DEB,1999-025EUJ,38794
1999-025EUP,38799,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.58,98.52,935,637,,,0,SMALL,7966,1999,25,EUP,Y,FENGYUN 1C DEB,1999-025EUP,38799
1974-029D,38843,DEBRIS,COSMOS 651 DEB,CIS,1974-05-15,TTMTR,,103.17,64.97,943,874,,,0,SMALL,7966,1974,29,D,Y,COSMOS 651 DEB,1974-029D,38843
2012-055A,38857,PAYLOAD,GALILEO-FM3,ESA,2012-10-12,FRGUI,,844.71,55.10,23232,23212,,,0,LARGE,7966,2012,55,A,Y,GALILEO-FM3,2012-055A,38857
2012-064A,38997,PAYLOAD,HJ-1C,PRC,2012-11-18,TSC,,93.05,97.10,429,419,,,0,LARGE,7966,2012,64,A,Y,HJ-1C,2012-064A,38997
2012-065B,39009,ROCKET BODY,BREEZE-M R/B,CIS,2012-11-20,TTMTR,,645.57,30.03,35321,1409,,,0,LARGE,7966,2012,65,B,Y,BREEZE-M R/B,2012-065B,39009
