intldes,norad_cat_id,object_type,satname,country,launch,site,decay,period,inclination,apogee,perigee,comment,commentcode,rcsvalue,rcs_size,file,launch_year,launch_num,launch_piece,current,object_name,object_id,object_number
1999-025EWB,39114,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.47,98.99,885,772,,,0,SMALL,7966,1999,25,EWB,Y,FENGYUN 1C DEB,1999-025EWB,39114
2013-031E,39192,ROCKET BODY,FREGAT R/B,CIS,2013-06-25,FRGUI,,276.40,0.15,7692,7663,,,0,MEDIUM,7966,2013,31,E,Y,FREGAT R/B,2013-031E,39192
2013-034A,39199,PAYLOAD,IRNSS R1A,IND,2013-07-01,SRI,,1436.08,32.15,35870,35703,,,0,LARGE,7966,2013,34,A,Y,IRNSS R1A,2013-034A,39199
2013-035D,39205,DEBRIS,CZ-2C DEB,PRC,2013-07-15,JSC,,98.82,97.87,771,634,,,0,SMALL,7966,2013,35,D,Y,CZ-2C DEB,2013-035D,39205
2013-055F,39270,PAYLOAD,POPACS 3,US,2013-09-29,AFWTR,,101.40,81.01,1327,323,,,0,SMALL,7966,2013,55,F,Y,POPACS 3,2013-055F,39270
1992-093JV,39304,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.79,71.21,959,823,,,0,SMALL,7966,1992,93,JV,Y,SL-16 DEB,1992-093JV,39304
1994-029AER,39306,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,100.84,81.77,1040,557,,,0,SMALL,7966,1994,29,AER,Y,PEGASUS DEB,1994-029AER,39306
2013-066S,39432,PAYLOAD,ICUBE 1,PAKI,2013-11-21,OREN,,96.56,97.47,615,573,,,0,SMALL,7966,2013,66,S,Y,ICUBE 1,2013-066S,39432
2013-066AF,39445,PAYLOAD,HINCUBE,NOR,2013-11-21,OREN,,97.12,97.61,662,580,,,0,SMALL,7966,2013,66,AF,Y,HINCUBE,2013-066AF,39445
1999-025EWG,39539,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,96.71,98.96,668,534,,,0,SMALL,7966,1999,25,EWG,Y,FENGYUN 1C DEB,1999-025EWG,39539
1999-025EWH,39540,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,108.57,106.18,1499,822,,,0,SMALL,7966,1999,25,EWH,Y,FENGYUN 1C DEB,1999-025EWH,39540
1993-036BUB,39545,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,102.52,73.94,1032,724,,,0,SMALL,7966,1993,36,BUB,Y,COSMOS 2251 DEB,1993-036BUB,39545
1993-036BUK,39553,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,103.43,74.03,1081,760,,,0,SMALL,7966,1993,36,BUK,Y,COSMOS 2251 DEB,1993-036BUK,39553
1993-036BUV,39590,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.68,74.03,706,685,,,0,SMALL,7966,1993,36,BUV,Y,COSMOS 2251 DEB,1993-036BUV,39590
1979-095CE,39603,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.72,81.21,851,829,,,0,SMALL,7966,1979,95,CE,Y,METEOR 2-5 DEB,1979-095CE,39603
1979-095CH,39606,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.35,81.20,833,812,,,0,SMALL,7966,1979,95,CH,Y,METEOR 2-5 DEB,1979-095CH,39606
2014-010A,39612,PAYLOAD,EXPRESS AT1,CIS,2014-03-15,TTMTR,,1436.09,0.04,35787,35786,,,0,LARGE,7966,2014,10,A,Y,EXPRESS AT1,2014-010A,39612
2014-015C,39632,DEBRIS,DMSP 5D-3 F19 DEB,US,2014-04-03,AFWTR,,101.57,98.71,837,830,,,0,SMALL,7966,2014,15,C,Y,DMSP 5D-3 F19 DEB,2014-015C,39632
2014-017A,39635,PAYLOAD,IRNSS 1B,IND,2014-04-04,SRI,,1436.12,29.00,35867,35707,,,0,LARGE,7966,2014,17,A,Y,IRNSS 1B,2014-017A,39635
1977-055C,39690,DEBRIS,COSMOS 921 DEB,CIS,1977-06-24,PKMTR,,95.77,75.83,578,534,,,0,SMALL,7966,1977,55,C,Y,COSMOS 921 DEB,1977-055C,39690
1991-009DM,39698,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,117.92,74.05,1730,1445,,,0,SMALL,7966,1991,9,DM,Y,SL-8 DEB,1991-009DM,39698
1992-093KD,39713,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.22,71.12,930,797,,,0,SMALL,7966,1992,93,KD,Y,SL-16 DEB,1992-093KD,39713
1992-093KM,39721,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.28,71.19,1007,821,,,0,SMALL,7966,1992,93,KM,Y,SL-16 DEB,1992-093KM,39721
1992-093KS,39726,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.55,71.16,1016,837,,,0,SMALL,7966,1992,93,KS,Y,SL-16 DEB,1992-093KS,39726
1997-051AAJ,39777,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.84,85.98,862,735,,,0,SMALL,7966,1997,51,AAJ,Y,IRIDIUM 33 DEB,1997-051AAJ,39777
1997-051AAP,39782,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,97.54,86.41,651,631,,,0,SMALL,7966,1997,51,AAP,Y,IRIDIUM 33 DEB,1997-051AAP,39782
1997-051AAT,39786,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,97.64,86.37,650,641,,,0,SMALL,7966,1997,51,AAT,Y,IRIDIUM 33 DEB,1997-051AAT,39786
2008-046K,39798,DEBRIS,SL-12 DEB,CIS,2008-09-25,TTMTR,,336.74,64.25,18974,336,,,0,SMALL,7966,2008,46,K,Y,SL-12 DEB,2008-046K,39798
2008-046L,39799,DEBRIS,SL-12 DEB,CIS,2008-09-25,TTMTR,,340.36,64.86,19079,461,,,0,SMALL,7966,2008,46,L,Y,SL-12 DEB,2008-046L,39799
1987-020EU,39820,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,115.64,73.63,1506,1463,,,0,SMALL,7966,1987,20,EU,Y,COSMOS 1823 DEB,1987-020EU,39820
1987-020EX,39823,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,115.72,73.71,1528,1448,,,0,SMALL,7966,1987,20,EX,Y,COSMOS 1823 DEB,1987-020EX,39823
1991-009DV,39837,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,110.11,73.80,1262,1201,,,0,SMALL,7966,1991,9,DV,Y,SL-8 DEB,1991-009DV,39837
1992-093KU,39842,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,96.91,70.95,634,588,,,0,SMALL,7966,1992,93,KU,Y,SL-16 DEB,1992-093KU,39842
1992-093KW,39844,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,100.53,70.66,819,749,,,0,SMALL,7966,1992,93,KW,Y,SL-16 DEB,1992-093KW,39844
1992-093LA,39848,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,100.15,71.24,810,721,,,0,SMALL,7966,1992,93,LA,Y,SL-16 DEB,1992-093LA,39848
1992-093LG,39854,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,101.98,71.01,914,790,,,0,SMALL,7966,1992,93,LG,Y,SL-16 DEB,1992-093LG,39854
1992-093LS,39864,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.20,71.15,951,774,,,0,SMALL,7966,1992,93,LS,Y,SL-16 DEB,1992-093LS,39864
1993-016AV,39871,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,96.64,71.03,641,554,,,0,SMALL,7966,1993,16,AV,Y,SL-16 DEB,1993-016AV,39871
1993-016BL,39886,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,98.68,71.02,741,649,,,0,SMALL,7966,1993,16,BL,Y,SL-16 DEB,1993-016BL,39886
1993-016BM,39887,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.47,70.95,926,731,,,0,SMALL,7966,1993,16,BM,Y,SL-16 DEB,1993-016BM,39887
1993-016BN,39888,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.59,70.96,914,754,,,0,SMALL,7966,1993,16,BN,Y,SL-16 DEB,1993-016BN,39888
1993-016BT,39893,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.05,70.97,890,727,,,0,SMALL,7966,1993,16,BT,Y,SL-16 DEB,1993-016BT,39893
1993-016CF,39905,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.32,70.96,906,736,,,0,SMALL,7966,1993,16,CF,Y,SL-16 DEB,1993-016CF,39905
1981-053NE,39944,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,98.74,82.83,712,685,,,0,SMALL,7966,1981,53,NE,Y,COSMOS 1275 DEB,1981-053NE,39944
1981-053NL,39950,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.64,83.18,1061,894,,,0,SMALL,7966,1981,53,NL,Y,COSMOS 1275 DEB,1981-053NL,39950
1981-053PB,39965,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.24,82.97,992,926,,,0,SMALL,7966,1981,53,PB,Y,COSMOS 1275 DEB,1981-053PB,39965
1987-068DC,39976,DEBRIS,SL-14 DEB,CIS,1987-08-18,PKMTR,,102.99,82.55,906,895,,,0,SMALL,7966,1987,68,DC,Y,SL-14 DEB,1987-068DC,39976
1987-068DM,39985,DEBRIS,SL-14 DEB,CIS,1987-08-18,PKMTR,,102.60,82.53,890,873,,,0,SMALL,7966,1987,68,DM,Y,SL-14 DEB,1987-068DM,39985
2014-032A,40001,PAYLOAD,COSMOS 2500 (GLONASS),CIS,2014-06-14,PKMTR,,675.73,65.78,19147,19113,,,0,LARGE,7966,2014,32,A,Y,COSMOS 2500 (GLONASS),2014-032A,40001
2014-033L,40020,PAYLOAD,BRITE TORONTO,CA,2014-06-19,OREN,,98.17,97.76,732,611,,,0,MEDIUM,7966,2014,33,L,Y,BRITE TORONTO,2014-033L,40020
2014-033AM,40045,PAYLOAD,AEROCUBE 6A,US,2014-06-19,OREN,,97.55,97.67,682,602,,,0,SMALL,7966,2014,33,AM,Y,AEROCUBE 6A,2014-033AM,40045
2014-046A,40107,PAYLOAD,ASIASAT 8,AC,2014-08-05,AFETR,,1436.10,0.05,35797,35776,,,0,LARGE,7966,2014,46,A,Y,ASIASAT 8,2014-046A,40107
2010-042M,40160,DEBRIS,CZ-3B DEB,PRC,2010-09-04,XSC,,758.28,26.62,41191,1143,,,0,MEDIUM,7966,2010,42,M,Y,CZ-3B DEB,2010-042M,40160
2012-008P,40204,DEBRIS,CZ-3C DEB,PRC,2012-02-24,XSC,,634.58,19.96,35428,739,,,0,MEDIUM,7966,2012,8,P,Y,CZ-3C DEB,2012-008P,40204
1993-036BUX,40218,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.22,74.03,781,757,,,0,SMALL,7966,1993,36,BUX,Y,COSMOS 2251 DEB,1993-036BUX,40218
1997-082P,40254,DEBRIS,IRIDIUM 47 DEB,US,1997-12-20,AFWTR,,102.73,86.03,1031,744,,,0,SMALL,7966,1997,82,P,Y,IRIDIUM 47 DEB,1997-082P,40254
2002-005K,40327,DEBRIS,IRIDIUM 91 DEB,US,2002-02-11,AFWTR,,98.44,86.38,695,673,,,0,SMALL,7966,2002,5,K,Y,IRIDIUM 91 DEB,2002-005K,40327
2014-080C,40340,PAYLOAD,YAOGAN 25C,PRC,2014-12-10,JSC,,107.05,63.40,1258,922,,,0,LARGE,7966,2014,80,C,Y,YAOGAN 25C,2014-080C,40340
2015-007B,40391,ROCKET BODY,FALCON 9 R/B,US,2015-02-11,AFETR,,35114.35,34.51,641287,56374,,,0,,7966,2015,7,B,Y,FALCON 9 R/B,2015-007B,40391
1995-015L,40399,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.44,98.79,834,820,,,0,SMALL,7966,1995,15,L,Y,DMSP 5D-2 F13 DEB,1995-015L,40399
1995-015BD,40461,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,99.94,98.80,788,723,,,0,SMALL,7966,1995,15,BD,Y,DMSP 5D-2 F13 DEB,1995-015BD,40461
1995-015BF,40463,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.35,98.69,814,737,,,0,SMALL,7966,1995,15,BF,Y,DMSP 5D-2 F13 DEB,1995-015BF,40463
1995-015BX,40479,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.61,98.81,837,833,,,0,SMALL,7966,1995,15,BX,Y,DMSP 5D-2 F13 DEB,1995-015BX,40479
1995-015CG,40493,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,99.00,98.74,751,671,,,0,SMALL,7966,1995,15,CG,Y,DMSP 5D-2 F13 DEB,1995-015CG,40493
1995-015DH,40521,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.68,98.68,820,762,,,0,SMALL,7966,1995,15,DH,Y,DMSP 5D-2 F13 DEB,1995-015DH,40521
1995-015DN,40526,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.09,98.72,834,787,,,0,SMALL,7966,1995,15,DN,Y,DMSP 5D-2 F13 DEB,1995-015DN,40526
2013-057C,40530,DEBRIS,CZ-4B DEB,PRC,2013-10-25,JSC,,99.87,75.06,909,595,,,0,SMALL,7966,2013,57,C,Y,CZ-4B DEB,2013-057C,40530
2015-013A,40534,PAYLOAD,NAVSTAR 73 (USA 260),US,2015-03-25,AFETR,,717.99,53.78,20363,20002,,,0,LARGE,7966,2015,13,A,Y,NAVSTAR 73 (USA 260),2015-013A,40534
1995-015DX,40564,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.76,98.69,816,774,,,0,SMALL,7966,1995,15,DX,Y,DMSP 5D-2 F13 DEB,1995-015DX,40564
1995-015EP,40580,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.70,98.87,853,825,,,0,SMALL,7966,1995,15,EP,Y,DMSP 5D-2 F13 DEB,1995-015EP,40580
1995-015ES,40583,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.63,98.70,820,757,,,0,SMALL,7966,1995,15,ES,Y,DMSP 5D-2 F13 DEB,1995-015ES,40583
1966-040BF,40642,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.12,100.33,1131,1055,,,0,SMALL,7966,1966,40,BF,Y,NIMBUS 2 DEB,1966-040BF,40642
1995-015FT,40679,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.45,98.75,801,759,,,0,SMALL,7966,1995,15,FT,Y,DMSP 5D-2 F13 DEB,1995-015FT,40679
1999-025EXB,40695,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.70,99.43,961,528,,,0,SMALL,7966,1999,25,EXB,Y,FENGYUN 1C DEB,1999-025EXB,40695
1984-072E,40703,DEBRIS,METEOR 2-11 DEB,CIS,1984-07-05,PKMTR,,103.64,82.53,942,919,,,0,SMALL,7966,1984,72,E,Y,METEOR 2-11 DEB,1984-072E,40703
2015-032E,40719,PAYLOAD,DEORBITSAIL,UK,2015-07-10,SRI,,97.44,97.80,648,624,,,0,SMALL,7966,2015,32,E,Y,DEORBITSAIL,2015-032E,40719
1979-104AJ,40781,DEBRIS,ARIANE 1 DEB,ESA,1979-12-24,FRGUI,,458.92,18.94,26156,504,,,0,MEDIUM,7966,1979,104,AJ,Y,ARIANE 1 DEB,1979-104AJ,40781
1993-036BVW,40793,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,102.89,73.98,1062,729,,,0,SMALL,7966,1993,36,BVW,Y,COSMOS 2251 DEB,1993-036BVW,40793
1993-036BWA,40797,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.25,73.94,713,541,,,0,SMALL,7966,1993,36,BWA,Y,COSMOS 2251 DEB,1993-036BWA,40797
2007-003AS,40813,DEBRIS,CZ-3A DEB,PRC,2007-02-02,XSC,,847.76,26.64,46001,586,,,0,MEDIUM,7966,2007,3,AS,Y,CZ-3A DEB,2007-003AS,40813
2010-057AJ,40817,DEBRIS,CZ-3C DEB,PRC,2010-10-31,XSC,,655.21,19.93,36488,733,,,0,MEDIUM,7966,2010,57,AJ,Y,CZ-3C DEB,2010-057AJ,40817
2011-077AH,40852,DEBRIS,CZ-3B DEB,PRC,2011-12-19,XSC,,755.28,26.74,41323,866,,,0,MEDIUM,7966,2011,77,AH,Y,CZ-3B DEB,2011-077AH,40852
2015-045C,40891,ROCKET BODY,FREGAT R/B,CIS,2015-09-11,FRGUI,,858.02,55.63,23602,23463,,,0,,7966,2015,45,C,Y,FREGAT R/B,2015-045C,40891
2015-049N,40911,PAYLOAD,XW-2B,PRC,2015-09-19,TSC,,94.86,97.49,522,501,,,0,SMALL,7966,2015,49,N,Y,XW-2B,2015-049N,40911
2015-052G,40936,PAYLOAD,EXACTVIEW 9,CA,2015-09-28,SRI,,97.50,6.00,647,632,,,0,SMALL,7966,2015,52,G,Y,EXACTVIEW 9,2015-052G,40936
1997-051ABL,40998,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.14,86.38,772,759,,,0,SMALL,7966,1997,51,ABL,Y,IRIDIUM 33 DEB,1997-051ABL,40998
1999-025EXF,41001,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.26,98.95,847,789,,,0,SMALL,7966,1999,25,EXF,Y,FENGYUN 1C DEB,1999-025EXF,41001
1999-025EXG,41002,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.62,98.18,1035,824,,,0,SMALL,7966,1999,25,EXG,Y,FENGYUN 1C DEB,1999-025EXG,41002
1999-025EXM,41007,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.52,99.93,1110,834,,,0,SMALL,7966,1999,25,EXM,Y,FENGYUN 1C DEB,1999-025EXM,41007
1999-025EXT,41013,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.04,99.06,1194,611,,,0,SMALL,7966,1999,25,EXT,Y,FENGYUN 1C DEB,1999-025EXT,41013
2000-055V,41062,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.28,98.78,887,846,,,0,SMALL,7966,2000,55,V,Y,NOAA 16 DEB,2000-055V,41062
2000-055AK,41076,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,98.67,99.22,840,551,,,0,SMALL,7966,2000,55,AK,Y,NOAA 16 DEB,2000-055AK,41076
2000-055AN,41079,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,104.22,98.93,1066,851,,,0,SMALL,7966,2000,55,AN,Y,NOAA 16 DEB,2000-055AN,41079
2000-055AQ,41081,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.82,99.19,953,737,,,0,SMALL,7966,2000,55,AQ,Y,NOAA 16 DEB,2000-055AQ,41081
2000-055BR,41134,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.17,98.76,882,841,,,0,SMALL,7966,2000,55,BR,Y,NOAA 16 DEB,2000-055BR,41134
2000-055BU,41137,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.95,98.78,871,831,,,0,SMALL,7966,2000,55,BU,Y,NOAA 16 DEB,2000-055BU,41137
2000-055BX,41140,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.82,98.80,843,751,,,0,SMALL,7966,2000,55,BX,Y,NOAA 16 DEB,2000-055BX,41140
2000-055CD,41146,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.79,98.85,864,823,,,0,SMALL,7966,2000,55,CD,Y,NOAA 16 DEB,2000-055CD,41146
2015-077E,41170,PAYLOAD,GALASSIA,SING,2015-12-16,SRI,,94.88,14.99,521,505,,,0,SMALL,7966,2015,77,E,Y,GALASSIA,2015-077E,41170
2000-055DK,41206,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.89,98.71,858,839,,,0,SMALL,7966,2000,55,DK,Y,NOAA 16 DEB,2000-055DK,41206
2000-055DX,41218,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.68,98.82,882,795,,,0,SMALL,7966,2000,55,DX,Y,NOAA 16 DEB,2000-055DX,41218
2000-055ED,41224,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.06,98.94,879,834,,,0,SMALL,7966,2000,55,ED,Y,NOAA 16 DEB,2000-055ED,41224
2000-055FW,41270,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.20,98.97,887,839,,,0,SMALL,7966,2000,55,FW,Y,NOAA 16 DEB,2000-055FW,41270
2000-055FX,41271,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.31,98.81,820,727,,,0,SMALL,7966,2000,55,FX,Y,NOAA 16 DEB,2000-055FX,41271
2000-055GP,41287,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.37,98.89,899,842,,,0,SMALL,7966,2000,55,GP,Y,NOAA 16 DEB,2000-055GP,41287
2000-055GW,41294,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.24,98.84,833,802,,,0,SMALL,7966,2000,55,GW,Y,NOAA 16 DEB,2000-055GW,41294
2000-055HK,41307,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.53,98.92,850,812,,,0,SMALL,7966,2000,55,HK,Y,NOAA 16 DEB,2000-055HK,41307
2000-055HR,41348,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.64,98.83,862,811,,,0,SMALL,7966,2000,55,HR,Y,NOAA 16 DEB,2000-055HR,41348
2000-055JJ,41365,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.19,98.87,848,782,,,0,SMALL,7966,2000,55,JJ,Y,NOAA 16 DEB,2000-055JJ,41365
2000-055JR,41372,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.48,99.04,837,725,,,0,SMALL,7966,2000,55,JR,Y,NOAA 16 DEB,2000-055JR,41372
2000-055KB,41398,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.53,98.81,847,815,,,0,SMALL,7966,2000,55,KB,Y,NOAA 16 DEB,2000-055KB,41398
2000-055KK,41406,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.01,98.91,838,775,,,0,SMALL,7966,2000,55,KK,Y,NOAA 16 DEB,2000-055KK,41406
2000-055KY,41419,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.85,98.88,858,834,,,0,SMALL,7966,2000,55,KY,Y,NOAA 16 DEB,2000-055KY,41419
2000-055LL,41431,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.31,98.93,811,735,,,0,SMALL,7966,2000,55,LL,Y,NOAA 16 DEB,2000-055LL,41431
2000-055LN,41433,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.01,99.00,828,785,,,0,SMALL,7966,2000,55,LN,Y,NOAA 16 DEB,2000-055LN,41433
2000-055LY,41500,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.10,99.00,844,777,,,0,SMALL,7966,2000,55,LY,Y,NOAA 16 DEB,2000-055LY,41500
2000-055ML,41512,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.05,98.91,839,778,,,0,SMALL,7966,2000,55,ML,Y,NOAA 16 DEB,2000-055ML,41512
2000-055ND,41529,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.49,98.81,907,846,,,0,SMALL,7966,2000,55,ND,Y,NOAA 16 DEB,2000-055ND,41529
2008-067K,41561,DEBRIS,SL-12 DEB,CIS,2008-12-25,TTMTR,,312.62,65.15,17395,365,,,0,SMALL,7966,2008,67,K,Y,SL-12 DEB,2008-067K,41561
2016-040P,41612,PAYLOAD,FLOCK 2P 10,US,2016-06-22,SRI,,94.02,97.26,477,465,,,0,SMALL,7966,2016,40,P,Y,FLOCK 2P 10,2016-040P,41612
2000-055PD,41664,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.13,98.91,824,800,,,0,SMALL,7966,2000,55,PD,Y,NOAA 16 DEB,2000-055PD,41664
1999-025EYB,41824,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.95,98.83,898,803,,,0,SMALL,7966,1999,25,EYB,Y,FENGYUN 1C DEB,1999-025EYB,41824
2016-067E,41852,PAYLOAD,AEROCUBE 8D,US,2016-11-11,AFWTR,,96.15,97.98,581,567,,,0,SMALL,7966,2016,67,E,Y,AEROCUBE 8D,2016-067E,41852
2016-069D,41862,PAYLOAD,GALILEO 18 (26E),ESA,2016-11-17,FRGUI,,844.70,54.78,23229,23215,,,0,LARGE,7966,2016,69,D,Y,GALILEO 18 (26E),2016-069D,41862
2017-002A,41913,PAYLOAD,XY S 1,PRC,2017-01-09,JSC,,95.10,97.32,531,515,,,0,MEDIUM,7966,2017,2,A,Y,XY S 1,2017-002A,41913
2017-008J,41956,PAYLOAD,FLOCK 3P 24,US,2017-02-15,SRI,,94.04,97.30,476,468,,,0,SMALL,7966,2017,8,J,Y,FLOCK 3P 24,2017-008J,41956
2017-008AD,41975,PAYLOAD,FLOCK 3P 11,US,2017-02-15,SRI,,94.11,97.29,480,471,,,0,SMALL,7966,2017,8,AD,Y,FLOCK 3P 11,2017-008AD,41975
2017-008BV,42015,PAYLOAD,PEASSS,NETH,2017-02-15,SRI,,94.19,97.28,483,476,,,0,SMALL,7966,2017,8,BV,Y,PEASSS,2017-008BV,42015
2017-008CM,42031,PAYLOAD,FLOCK 3P 46,US,2017-02-15,SRI,,94.11,97.29,479,471,,,0,SMALL,7966,2017,8,CM,Y,FLOCK 3P 46,2017-008CM,42031
1968-114T,42091,DEBRIS,DELTA 1 DEB,US,1968-12-15,AFWTR,,115.48,101.46,1506,1449,,,0,SMALL,7966,1968,114,T,Y,DELTA 1 DEB,1968-114T,42091
1968-114U,42092,DEBRIS,DELTA 1 DEB,US,1968-12-15,AFWTR,,114.39,101.64,1449,1406,,,0,SMALL,7966,1968,114,U,Y,DELTA 1 DEB,1968-114U,42092
1968-114V,42093,DEBRIS,DELTA 1 DEB,US,1968-12-15,AFWTR,,111.78,102.53,1404,1213,,,0,SMALL,7966,1968,114,V,Y,DELTA 1 DEB,1968-114V,42093
1981-053PH,42097,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.10,82.81,904,812,,,0,SMALL,7966,1981,53,PH,Y,COSMOS 1275 DEB,1981-053PH,42097
1981-053PV,42109,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.50,82.95,992,950,,,0,SMALL,7966,1981,53,PV,Y,COSMOS 1275 DEB,1981-053PV,42109
1981-053QP,42127,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.19,82.83,889,836,,,0,SMALL,7966,1981,53,QP,Y,COSMOS 1275 DEB,1981-053QP,42127
1981-053RM,42149,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.00,82.80,1008,887,,,0,SMALL,7966,1981,53,RM,Y,COSMOS 1275 DEB,1981-053RM,42149
