jurisdiction_of_occurrence,mmwr_year,mmwr_week,week_ending_date,all_cause,natural_cause
Oregon,2014,16,2014-04-19,626.0,579.0
Oregon,2014,17,2014-04-26,643.0,609.0
Oregon,2014,18,2014-05-03,681.0,630.0
Oregon,2014,19,2014-05-10,653.0,605.0
Oregon,2014,20,2014-05-17,664.0,608.0
Oregon,2014,21,2014-05-24,632.0,579.0
Oregon,2014,22,2014-05-31,588.0,541.0
Oregon,2014,23,2014-06-07,601.0,536.0
Oregon,2014,24,2014-06-14,605.0,545.0
Oregon,2014,25,2014-06-21,621.0,570.0
Oregon,2014,26,2014-06-28,654.0,612.0
Oregon,2014,27,2014-07-05,620.0,560.0
Oregon,2014,28,2014-07-12,646.0,590.0
Oregon,2014,29,2014-07-19,624.0,564.0
Oregon,2014,30,2014-07-26,638.0,563.0
Oregon,2014,31,2014-08-02,581.0,525.0
Oregon,2014,32,2014-08-09,606.0,552.0
Oregon,2014,33,2014-08-16,654.0,588.0
Oregon,2014,34,2014-08-23,594.0,540.0
Oregon,2014,35,2014-08-30,647.0,590.0
Oregon,2014,36,2014-09-06,609.0,555.0
Oregon,2014,37,2014-09-13,627.0,585.0
Oregon,2014,38,2014-09-20,668.0,612.0
Oregon,2014,39,2014-09-27,645.0,587.0
Oregon,2014,40,2014-10-04,680.0,624.0
Oregon,2014,41,2014-10-11,675.0,613.0
Oregon,2014,42,2014-10-18,653.0,582.0
Oregon,2014,43,2014-10-25,663.0,600.0
Oregon,2014,44,2014-11-01,652.0,604.0
Oregon,2014,45,2014-11-08,624.0,569.0
Oregon,2014,46,2014-11-15,658.0,606.0
Oregon,2014,47,2014-11-22,724.0,672.0
Oregon,2014,48,2014-11-29,682.0,616.0
Oregon,2014,49,2014-12-06,674.0,614.0
Oregon,2014,50,2014-12-13,682.0,616.0
Oregon,2014,51,2014-12-20,694.0,639.0
Oregon,2014,52,2014-12-27,660.0,606.0
Oregon,2014,53,2015-01-03,727.0,668.0
Oregon,2015,1,2015-01-10,747.0,695.0
Oregon,2015,2,2015-01-17,733.0,679.0
Oregon,2015,3,2015-01-24,752.0,708.0
Oregon,2015,4,2015-01-31,769.0,707.0
Oregon,2015,5,2015-02-07,799.0,750.0
Oregon,2015,6,2015-02-14,766.0,725.0
Oregon,2015,7,2015-02-21,713.0,658.0
Oregon,2015,8,2015-02-28,681.0,632.0
Oregon,2015,9,2015-03-07,694.0,644.0
Oregon,2015,10,2015-03-14,725.0,679.0
Oregon,2015,11,2015-03-21,670.0,615.0
Oregon,2015,12,2015-03-28,713.0,664.0
Oregon,2015,13,2015-04-04,662.0,604.0
Oregon,2015,14,2015-04-11,669.0,616.0
Oregon,2015,15,2015-04-18,682.0,634.0
Oregon,2015,16,2015-04-25,700.0,630.0
Oregon,2015,17,2015-05-02,705.0,646.0
Oregon,2015,18,2015-05-09,705.0,640.0
Oregon,2015,19,2015-05-16,729.0,673.0
Oregon,2015,20,2015-05-23,684.0,616.0
Oregon,2015,21,2015-05-30,661.0,613.0
Oregon,2015,22,2015-06-06,658.0,603.0
Oregon,2015,23,2015-06-13,609.0,551.0
Oregon,2015,24,2015-06-20,689.0,623.0
Oregon,2015,25,2015-06-27,725.0,659.0
Oregon,2015,26,2015-07-04,633.0,548.0
Oregon,2015,27,2015-07-11,644.0,568.0
Oregon,2015,28,2015-07-18,682.0,627.0
Oregon,2015,29,2015-07-25,640.0,591.0
Oregon,2015,30,2015-08-01,638.0,582.0
Oregon,2015,31,2015-08-08,574.0,519.0
Oregon,2015,32,2015-08-15,645.0,595.0
Oregon,2015,33,2015-08-22,658.0,600.0
Oregon,2015,34,2015-08-29,644.0,584.0
Oregon,2015,35,2015-09-05,598.0,536.0
Oregon,2015,36,2015-09-12,674.0,611.0
Oregon,2015,37,2015-09-19,646.0,589.0
Oregon,2015,38,2015-09-26,663.0,598.0
Oregon,2015,39,2015-10-03,688.0,629.0
Oregon,2015,40,2015-10-10,664.0,596.0
Oregon,2015,41,2015-10-17,626.0,569.0
Oregon,2015,42,2015-10-24,642.0,597.0
Oregon,2015,43,2015-10-31,641.0,587.0
Oregon,2015,44,2015-11-07,656.0,608.0
Oregon,2015,45,2015-11-14,714.0,645.0
Oregon,2015,46,2015-11-21,694.0,643.0
Oregon,2015,47,2015-11-28,732.0,666.0
Oregon,2015,48,2015-12-05,746.0,682.0
Oregon,2015,49,2015-12-12,735.0,685.0
Oregon,2015,50,2015-12-19,691.0,628.0
Oregon,2015,51,2015-12-26,694.0,627.0
Oregon,2015,52,2016-01-02,687.0,620.0
Oregon,2016,1,2016-01-09,731.0,672.0
Oregon,2016,2,2016-01-16,677.0,614.0
Oregon,2016,3,2016-01-23,711.0,652.0
Oregon,2016,4,2016-01-30,692.0,643.0
Oregon,2016,5,2016-02-06,705.0,647.0
Oregon,2016,6,2016-02-13,694.0,632.0
Oregon,2016,7,2016-02-20,686.0,636.0
Oregon,2016,8,2016-02-27,698.0,641.0
Oregon,2016,9,2016-03-05,756.0,701.0
Oregon,2016,10,2016-03-12,753.0,701.0
Oregon,2016,11,2016-03-19,711.0,662.0
Oregon,2016,12,2016-03-26,711.0,652.0
Oregon,2016,13,2016-04-02,681.0,625.0
Oregon,2016,14,2016-04-09,686.0,615.0
Oregon,2016,15,2016-04-16,718.0,656.0
Oregon,2016,16,2016-04-23,705.0,646.0
Oregon,2016,17,2016-04-30,612.0,559.0
Oregon,2016,18,2016-05-07,705.0,643.0
Oregon,2016,19,2016-05-14,678.0,626.0
Oregon,2016,20,2016-05-21,633.0,574.0
Oregon,2016,21,2016-05-28,679.0,624.0
Oregon,2016,22,2016-06-04,653.0,582.0
Oregon,2016,23,2016-06-11,628.0,578.0
Oregon,2016,24,2016-06-18,658.0,599.0
Oregon,2016,25,2016-06-25,641.0,576.0
Oregon,2016,26,2016-07-02,690.0,614.0
Oregon,2016,27,2016-07-09,646.0,602.0
Oregon,2016,28,2016-07-16,694.0,638.0
Oregon,2016,29,2016-07-23,639.0,587.0
Oregon,2016,30,2016-07-30,673.0,603.0
Oregon,2016,31,2016-08-06,646.0,567.0
Oregon,2016,32,2016-08-13,638.0,574.0
Oregon,2016,33,2016-08-20,672.0,602.0
Oregon,2016,34,2016-08-27,617.0,557.0
Oregon,2016,35,2016-09-03,693.0,624.0
Oregon,2016,36,2016-09-10,608.0,541.0
Oregon,2016,37,2016-09-17,641.0,579.0
Oregon,2016,38,2016-09-24,676.0,615.0
Oregon,2016,39,2016-10-01,672.0,601.0
Oregon,2016,40,2016-10-08,681.0,621.0
Oregon,2016,41,2016-10-15,712.0,655.0
Oregon,2016,42,2016-10-22,639.0,586.0
Oregon,2016,43,2016-10-29,692.0,620.0
Oregon,2016,44,2016-11-05,698.0,650.0
Oregon,2016,45,2016-11-12,692.0,631.0
Oregon,2016,46,2016-11-19,702.0,642.0
Oregon,2016,47,2016-11-26,712.0,655.0
Oregon,2016,48,2016-12-03,709.0,659.0
Oregon,2016,49,2016-12-10,713.0,644.0
Oregon,2016,50,2016-12-17,766.0,709.0
Oregon,2016,51,2016-12-24,749.0,690.0
Oregon,2016,52,2016-12-31,811.0,737.0
Oregon,2017,1,2017-01-07,903.0,821.0
Oregon,2017,2,2017-01-14,870.0,812.0
Oregon,2017,3,2017-01-21,870.0,807.0
Oregon,2017,4,2017-01-28,772.0,717.0
Oregon,2017,5,2017-02-04,816.0,762.0
Oregon,2017,6,2017-02-11,786.0,720.0
Oregon,2017,7,2017-02-18,748.0,687.0
Oregon,2017,8,2017-02-25,700.0,643.0
Oregon,2017,9,2017-03-04,764.0,705.0
Oregon,2017,10,2017-03-11,759.0,704.0
Oregon,2017,11,2017-03-18,716.0,662.0
Oregon,2017,12,2017-03-25,676.0,620.0
Oregon,2017,13,2017-04-01,672.0,625.0
Oregon,2017,14,2017-04-08,665.0,591.0
Oregon,2017,15,2017-04-15,686.0,626.0
Oregon,2017,16,2017-04-22,731.0,668.0
Oregon,2017,17,2017-04-29,711.0,659.0
Oregon,2017,18,2017-05-06,697.0,643.0
Oregon,2017,19,2017-05-13,714.0,653.0
Oregon,2017,20,2017-05-20,708.0,640.0
Oregon,2017,21,2017-05-27,667.0,603.0
Oregon,2017,22,2017-06-03,661.0,601.0
Oregon,2017,23,2017-06-10,672.0,604.0
Oregon,2017,24,2017-06-17,651.0,601.0
Oregon,2017,25,2017-06-24,642.0,582.0
Oregon,2017,26,2017-07-01,667.0,599.0
Oregon,2017,27,2017-07-08,649.0,574.0
Oregon,2017,28,2017-07-15,661.0,599.0
Oregon,2017,29,2017-07-22,703.0,641.0
Oregon,2017,30,2017-07-29,664.0,603.0
Oregon,2017,31,2017-08-05,658.0,590.0
Oregon,2017,32,2017-08-12,680.0,596.0
Oregon,2017,33,2017-08-19,651.0,591.0
Oregon,2017,34,2017-08-26,665.0,592.0
Oregon,2017,35,2017-09-02,633.0,575.0
Oregon,2017,36,2017-09-09,647.0,588.0
Oregon,2017,37,2017-09-16,605.0,559.0
Oregon,2017,38,2017-09-23,673.0,601.0
Oregon,2017,39,2017-09-30,636.0,582.0
Oregon,2017,40,2017-10-07,696.0,638.0
Oregon,2017,41,2017-10-14,723.0,654.0
Oregon,2017,42,2017-10-21,700.0,641.0
Oregon,2017,43,2017-10-28,668.0,596.0
Oregon,2017,44,2017-11-04,714.0,653.0
Oregon,2017,45,2017-11-11,705.0,629.0
Oregon,2017,46,2017-11-18,702.0,625.0
Oregon,2017,47,2017-11-25,648.0,578.0
Oregon,2017,48,2017-12-02,656.0,604.0
Oregon,2017,49,2017-12-09,654.0,607.0
Oregon,2017,50,2017-12-16,693.0,637.0
Oregon,2017,51,2017-12-23,762.0,713.0
Oregon,2017,52,2017-12-30,797.0,735.0
Oregon,2018,1,2018-01-06,794.0,728.0
Oregon,2018,2,2018-01-13,842.0,771.0
Oregon,2018,3,2018-01-20,788.0,728.0
Oregon,2018,4,2018-01-27,735.0,656.0
Oregon,2018,5,2018-02-03,701.0,635.0
Oregon,2018,6,2018-02-10,707.0,658.0
Oregon,2018,7,2018-02-17,677.0,613.0
Oregon,2018,8,2018-02-24,734.0,692.0
Oregon,2018,9,2018-03-03,702.0,653.0
Oregon,2018,10,2018-03-10,720.0,662.0
Oregon,2018,11,2018-03-17,791.0,718.0
Oregon,2018,12,2018-03-24,715.0,655.0
Oregon,2018,13,2018-03-31,735.0,686.0
Oregon,2018,14,2018-04-07,743.0,689.0
Oregon,2018,15,2018-04-14,733.0,673.0
Oregon,2018,16,2018-04-21,694.0,647.0
Oregon,2018,17,2018-04-28,698.0,630.0
Oregon,2018,18,2018-05-05,670.0,612.0
Oregon,2018,19,2018-05-12,628.0,580.0
Oregon,2018,20,2018-05-19,681.0,608.0
Oregon,2018,21,2018-05-26,648.0,596.0
Oregon,2018,22,2018-06-02,677.0,614.0
Oregon,2018,23,2018-06-09,658.0,601.0
Oregon,2018,24,2018-06-16,711.0,629.0
Oregon,2018,25,2018-06-23,676.0,610.0
Oregon,2018,26,2018-06-30,671.0,604.0
Oregon,2018,27,2018-07-07,645.0,580.0
Oregon,2018,28,2018-07-14,682.0,611.0
Oregon,2018,29,2018-07-21,620.0,557.0
Oregon,2018,30,2018-07-28,624.0,564.0
Oregon,2018,31,2018-08-04,676.0,620.0
Oregon,2018,32,2018-08-11,651.0,582.0
Oregon,2018,33,2018-08-18,663.0,581.0
Oregon,2018,34,2018-08-25,653.0,585.0
Oregon,2018,35,2018-09-01,644.0,600.0
Oregon,2018,36,2018-09-08,606.0,546.0
Oregon,2018,37,2018-09-15,631.0,556.0
Oregon,2018,38,2018-09-22,651.0,597.0
Oregon,2018,39,2018-09-29,684.0,615.0
Oregon,2018,40,2018-10-06,683.0,600.0
Oregon,2018,41,2018-10-13,686.0,625.0
Oregon,2018,42,2018-10-20,679.0,608.0
Oregon,2018,43,2018-10-27,687.0,623.0
Oregon,2018,44,2018-11-03,629.0,573.0
Oregon,2018,45,2018-11-10,709.0,655.0
Oregon,2018,46,2018-11-17,689.0,623.0
Oregon,2018,47,2018-11-24,737.0,679.0
Oregon,2018,48,2018-12-01,696.0,648.0
Oregon,2018,49,2018-12-08,755.0,687.0
Oregon,2018,50,2018-12-15,683.0,626.0
Oregon,2018,51,2018-12-22,732.0,680.0
Oregon,2018,52,2018-12-29,724.0,661.0
Oregon,2019,1,2019-01-05,747.0,671.0
Oregon,2019,2,2019-01-12,780.0,710.0
Oregon,2019,3,2019-01-19,765.0,693.0
Oregon,2019,4,2019-01-26,716.0,652.0
Oregon,2019,5,2019-02-02,678.0,618.0
Oregon,2019,6,2019-02-09,739.0,668.0
Oregon,2019,7,2019-02-16,721.0,655.0
Oregon,2019,8,2019-02-23,756.0,687.0
Oregon,2019,9,2019-03-02,750.0,691.0
Oregon,2019,10,2019-03-09,772.0,707.0
Oregon,2019,11,2019-03-16,781.0,717.0
Oregon,2019,12,2019-03-23,782.0,731.0
Oregon,2019,13,2019-03-30,775.0,693.0
Oregon,2019,14,2019-04-06,773.0,720.0
Oregon,2019,15,2019-04-13,700.0,643.0
Oregon,2019,16,2019-04-20,740.0,663.0
Oregon,2019,17,2019-04-27,680.0,617.0
Oregon,2019,18,2019-05-04,673.0,614.0
Oregon,2019,19,2019-05-11,733.0,655.0
Oregon,2019,20,2019-05-18,706.0,656.0
Oregon,2019,21,2019-05-25,736.0,670.0
Oregon,2019,22,2019-06-01,709.0,642.0
Oregon,2019,23,2019-06-08,686.0,615.0
Oregon,2019,24,2019-06-15,666.0,592.0
Oregon,2019,25,2019-06-22,745.0,659.0
Oregon,2019,26,2019-06-29,669.0,614.0
Oregon,2019,27,2019-07-06,658.0,590.0
Oregon,2019,28,2019-07-13,698.0,630.0
Oregon,2019,29,2019-07-20,673.0,603.0
Oregon,2019,30,2019-07-27,680.0,613.0
Oregon,2019,31,2019-08-03,658.0,597.0
Oregon,2019,32,2019-08-10,660.0,578.0
Oregon,2019,33,2019-08-17,670.0,595.0
Oregon,2019,34,2019-08-24,650.0,594.0
Oregon,2019,35,2019-08-31,662.0,592.0
Oregon,2019,36,2019-09-07,691.0,603.0
Oregon,2019,37,2019-09-14,689.0,605.0
Oregon,2019,38,2019-09-21,663.0,605.0
Oregon,2019,39,2019-09-28,714.0,658.0
Oregon,2019,40,2019-10-05,734.0,679.0
Oregon,2019,41,2019-10-12,688.0,621.0
Oregon,2019,42,2019-10-19,741.0,674.0
Oregon,2019,43,2019-10-26,742.0,684.0
Oregon,2019,44,2019-11-02,714.0,650.0
Oregon,2019,45,2019-11-09,754.0,690.0
Oregon,2019,46,2019-11-16,754.0,692.0
Oregon,2019,47,2019-11-23,702.0,631.0
Oregon,2019,48,2019-11-30,736.0,681.0
Oregon,2019,49,2019-12-07,713.0,659.0
Oregon,2019,50,2019-12-14,760.0,707.0
Oregon,2019,51,2019-12-21,745.0,682.0
Oregon,2019,52,2019-12-28,739.0,684.0
Pennsylvania,2014,1,2014-01-04,2549.0,2370.0
Pennsylvania,2014,2,2014-01-11,2818.0,2632.0
Pennsylvania,2014,3,2014-01-18,2596.0,2417.0
Pennsylvania,2014,4,2014-01-25,2674.0,2493.0
Pennsylvania,2014,5,2014-02-01,2658.0,2511.0
Pennsylvania,2014,6,2014-02-08,2733.0,2567.0
Pennsylvania,2014,7,2014-02-15,2635.0,2461.0
Pennsylvania,2014,8,2014-02-22,2644.0,2481.0
Pennsylvania,2014,9,2014-03-01,2584.0,2418.0
Pennsylvania,2014,10,2014-03-08,2579.0,2416.0
Pennsylvania,2014,11,2014-03-15,2584.0,2405.0
Pennsylvania,2014,12,2014-03-22,2607.0,2431.0
Pennsylvania,2014,13,2014-03-29,2467.0,2298.0
Pennsylvania,2014,14,2014-04-05,2549.0,2371.0
Pennsylvania,2014,15,2014-04-12,2554.0,2378.0
Pennsylvania,2014,16,2014-04-19,2490.0,2306.0
Pennsylvania,2014,17,2014-04-26,2515.0,2342.0
Pennsylvania,2014,18,2014-05-03,2612.0,2425.0
Pennsylvania,2014,19,2014-05-10,2657.0,2453.0
Pennsylvania,2014,20,2014-05-17,2399.0,2211.0
Pennsylvania,2014,21,2014-05-24,2395.0,2221.0
Pennsylvania,2014,22,2014-05-31,2416.0,2230.0
Pennsylvania,2014,23,2014-06-07,2347.0,2161.0
Pennsylvania,2014,24,2014-06-14,2336.0,2160.0
Pennsylvania,2014,25,2014-06-21,2389.0,2202.0
Pennsylvania,2014,26,2014-06-28,2330.0,2137.0
Pennsylvania,2014,27,2014-07-05,2389.0,2225.0
Pennsylvania,2014,28,2014-07-12,2380.0,2188.0
Pennsylvania,2014,29,2014-07-19,2354.0,2185.0
Pennsylvania,2014,30,2014-07-26,2326.0,2148.0
Pennsylvania,2014,31,2014-08-02,2297.0,2112.0
Pennsylvania,2014,32,2014-08-09,2353.0,2171.0
Pennsylvania,2014,33,2014-08-16,2311.0,2122.0
Pennsylvania,2014,34,2014-08-23,2235.0,2062.0
Pennsylvania,2014,35,2014-08-30,2162.0,1978.0
Pennsylvania,2014,36,2014-09-06,2404.0,2191.0
Pennsylvania,2014,37,2014-09-13,2211.0,2035.0
Pennsylvania,2014,38,2014-09-20,2287.0,2079.0
Pennsylvania,2014,39,2014-09-27,2382.0,2209.0
Pennsylvania,2014,40,2014-10-04,2375.0,2214.0
Pennsylvania,2014,41,2014-10-11,2479.0,2299.0
Pennsylvania,2014,42,2014-10-18,2547.0,2345.0
Pennsylvania,2014,43,2014-10-25,2392.0,2208.0
Pennsylvania,2014,44,2014-11-01,2450.0,2246.0
Pennsylvania,2014,45,2014-11-08,2565.0,2386.0
Pennsylvania,2014,46,2014-11-15,2553.0,2365.0
Pennsylvania,2014,47,2014-11-22,2563.0,2380.0
Pennsylvania,2014,48,2014-11-29,2531.0,2356.0
Pennsylvania,2014,49,2014-12-06,2508.0,2341.0
Pennsylvania,2014,50,2014-12-13,2679.0,2502.0
Pennsylvania,2014,51,2014-12-20,2660.0,2467.0
Pennsylvania,2014,52,2014-12-27,2752.0,2576.0
Pennsylvania,2014,53,2015-01-03,2837.0,2628.0
Pennsylvania,2015,1,2015-01-10,3126.0,2926.0
Pennsylvania,2015,2,2015-01-17,3187.0,3005.0
Pennsylvania,2015,3,2015-01-24,3090.0,2888.0
Pennsylvania,2015,4,2015-01-31,2882.0,2710.0
Pennsylvania,2015,5,2015-02-07,2851.0,2665.0
Pennsylvania,2015,6,2015-02-14,2977.0,2777.0
Pennsylvania,2015,7,2015-02-21,2886.0,2689.0
Pennsylvania,2015,8,2015-02-28,2928.0,2733.0
Pennsylvania,2015,9,2015-03-07,2911.0,2717.0
Pennsylvania,2015,10,2015-03-14,2822.0,2633.0
Pennsylvania,2015,11,2015-03-21,2695.0,2526.0
Pennsylvania,2015,12,2015-03-28,2729.0,2548.0
Pennsylvania,2015,13,2015-04-04,2692.0,2501.0
Pennsylvania,2015,14,2015-04-11,2607.0,2390.0
Pennsylvania,2015,15,2015-04-18,2716.0,2539.0
Pennsylvania,2015,16,2015-04-25,2545.0,2333.0
Pennsylvania,2015,17,2015-05-02,2557.0,2370.0
Pennsylvania,2015,18,2015-05-09,2498.0,2275.0
Pennsylvania,2015,19,2015-05-16,2524.0,2319.0
Pennsylvania,2015,20,2015-05-23,2388.0,2195.0
Pennsylvania,2015,21,2015-05-30,2550.0,2329.0
Pennsylvania,2015,22,2015-06-06,2365.0,2168.0
Pennsylvania,2015,23,2015-06-13,2400.0,2182.0
Pennsylvania,2015,24,2015-06-20,2336.0,2156.0
Pennsylvania,2015,25,2015-06-27,2327.0,2147.0
Pennsylvania,2015,26,2015-07-04,2435.0,2226.0
Pennsylvania,2015,27,2015-07-11,2402.0,2202.0
Pennsylvania,2015,28,2015-07-18,2297.0,2111.0
Pennsylvania,2015,29,2015-07-25,2297.0,2085.0
Pennsylvania,2015,30,2015-08-01,2289.0,2102.0
Pennsylvania,2015,31,2015-08-08,2255.0,2048.0
Pennsylvania,2015,32,2015-08-15,2350.0,2153.0
Pennsylvania,2015,33,2015-08-22,2320.0,2096.0
Pennsylvania,2015,34,2015-08-29,2303.0,2112.0
Pennsylvania,2015,35,2015-09-05,2422.0,2188.0
Pennsylvania,2015,36,2015-09-12,2314.0,2135.0
Pennsylvania,2015,37,2015-09-19,2354.0,2167.0
Pennsylvania,2015,38,2015-09-26,2397.0,2209.0
Pennsylvania,2015,39,2015-10-03,2367.0,2159.0
Pennsylvania,2015,40,2015-10-10,2630.0,2395.0
Pennsylvania,2015,41,2015-10-17,2450.0,2227.0
Pennsylvania,2015,42,2015-10-24,2476.0,2312.0
Pennsylvania,2015,43,2015-10-31,2478.0,2282.0
Pennsylvania,2015,44,2015-11-07,2552.0,2333.0
Pennsylvania,2015,45,2015-11-14,2398.0,2202.0
Pennsylvania,2015,46,2015-11-21,2480.0,2325.0
Pennsylvania,2015,47,2015-11-28,2507.0,2325.0
Pennsylvania,2015,48,2015-12-05,2514.0,2309.0
Pennsylvania,2015,49,2015-12-12,2575.0,2388.0
Pennsylvania,2015,50,2015-12-19,2468.0,2272.0
Pennsylvania,2015,51,2015-12-26,2672.0,2487.0
Pennsylvania,2015,52,2016-01-02,2471.0,2314.0
Pennsylvania,2016,1,2016-01-09,2744.0,2568.0
Pennsylvania,2016,2,2016-01-16,2744.0,2551.0
Pennsylvania,2016,3,2016-01-23,2747.0,2572.0
Pennsylvania,2016,4,2016-01-30,2839.0,2647.0
Pennsylvania,2016,5,2016-02-06,2755.0,2540.0
Pennsylvania,2016,6,2016-02-13,2679.0,2498.0
Pennsylvania,2016,7,2016-02-20,2796.0,2573.0
Pennsylvania,2016,8,2016-02-27,2604.0,2387.0
Pennsylvania,2016,9,2016-03-05,2736.0,2530.0
Pennsylvania,2016,10,2016-03-12,2743.0,2524.0
Pennsylvania,2016,11,2016-03-19,2711.0,2489.0
Pennsylvania,2016,12,2016-03-26,2687.0,2470.0
Pennsylvania,2016,13,2016-04-02,2684.0,2484.0
Pennsylvania,2016,14,2016-04-09,2595.0,2391.0
Pennsylvania,2016,15,2016-04-16,2590.0,2369.0
Pennsylvania,2016,16,2016-04-23,2689.0,2482.0
Pennsylvania,2016,17,2016-04-30,2504.0,2298.0
Pennsylvania,2016,18,2016-05-07,2465.0,2263.0
Pennsylvania,2016,19,2016-05-14,2425.0,2237.0
Pennsylvania,2016,20,2016-05-21,2371.0,2169.0
Pennsylvania,2016,21,2016-05-28,2432.0,2212.0
Pennsylvania,2016,22,2016-06-04,2314.0,2123.0
Pennsylvania,2016,23,2016-06-11,2386.0,2156.0
Pennsylvania,2016,24,2016-06-18,2411.0,2209.0
Pennsylvania,2016,25,2016-06-25,2329.0,2124.0
Pennsylvania,2016,26,2016-07-02,2532.0,2289.0
Pennsylvania,2016,27,2016-07-09,2313.0,2083.0
Pennsylvania,2016,28,2016-07-16,2410.0,2194.0
Pennsylvania,2016,29,2016-07-23,2434.0,2195.0
Pennsylvania,2016,30,2016-07-30,2363.0,2135.0
Pennsylvania,2016,31,2016-08-06,2369.0,2126.0
Pennsylvania,2016,32,2016-08-13,2432.0,2224.0
Pennsylvania,2016,33,2016-08-20,2428.0,2210.0
Pennsylvania,2016,34,2016-08-27,2451.0,2231.0
Pennsylvania,2016,35,2016-09-03,2397.0,2178.0
Pennsylvania,2016,36,2016-09-10,2424.0,2173.0
Pennsylvania,2016,37,2016-09-17,2481.0,2244.0
Pennsylvania,2016,38,2016-09-24,2365.0,2142.0
Pennsylvania,2016,39,2016-10-01,2504.0,2263.0
Pennsylvania,2016,40,2016-10-08,2577.0,2315.0
Pennsylvania,2016,41,2016-10-15,2563.0,2339.0
Pennsylvania,2016,42,2016-10-22,2535.0,2298.0
Pennsylvania,2016,43,2016-10-29,2555.0,2339.0
Pennsylvania,2016,44,2016-11-05,2644.0,2404.0
Pennsylvania,2016,45,2016-11-12,2620.0,2372.0
Pennsylvania,2016,46,2016-11-19,2646.0,2383.0
Pennsylvania,2016,47,2016-11-26,2700.0,2451.0
Pennsylvania,2016,48,2016-12-03,2736.0,2485.0
Pennsylvania,2016,49,2016-12-10,2756.0,2513.0
Pennsylvania,2016,50,2016-12-17,2768.0,2563.0
Pennsylvania,2016,51,2016-12-24,2773.0,2513.0
Pennsylvania,2016,52,2016-12-31,2924.0,2671.0
Pennsylvania,2017,1,2017-01-07,2976.0,2728.0
Pennsylvania,2017,2,2017-01-14,2926.0,2673.0
Pennsylvania,2017,3,2017-01-21,2972.0,2725.0
Pennsylvania,2017,4,2017-01-28,2983.0,2728.0
Pennsylvania,2017,5,2017-02-04,2836.0,2591.0
Pennsylvania,2017,6,2017-02-11,2871.0,2635.0
Pennsylvania,2017,7,2017-02-18,2991.0,2731.0
Pennsylvania,2017,8,2017-02-25,2887.0,2609.0
Pennsylvania,2017,9,2017-03-04,2885.0,2607.0
Pennsylvania,2017,10,2017-03-11,2905.0,2630.0
Pennsylvania,2017,11,2017-03-18,2797.0,2540.0
Pennsylvania,2017,12,2017-03-25,2781.0,2555.0
Pennsylvania,2017,13,2017-04-01,2754.0,2528.0
Pennsylvania,2017,14,2017-04-08,2752.0,2499.0
Pennsylvania,2017,15,2017-04-15,2677.0,2436.0
Pennsylvania,2017,16,2017-04-22,2555.0,2322.0
Pennsylvania,2017,17,2017-04-29,2595.0,2328.0
Pennsylvania,2017,18,2017-05-06,2507.0,2241.0
Pennsylvania,2017,19,2017-05-13,2464.0,2242.0
Pennsylvania,2017,20,2017-05-20,2559.0,2312.0
Pennsylvania,2017,21,2017-05-27,2489.0,2208.0
Pennsylvania,2017,22,2017-06-03,2531.0,2263.0
Pennsylvania,2017,23,2017-06-10,2539.0,2302.0
Pennsylvania,2017,24,2017-06-17,2547.0,2287.0
Pennsylvania,2017,25,2017-06-24,2501.0,2256.0
Pennsylvania,2017,26,2017-07-01,2408.0,2166.0
Pennsylvania,2017,27,2017-07-08,2410.0,2172.0
Pennsylvania,2017,28,2017-07-15,2390.0,2140.0
Pennsylvania,2017,29,2017-07-22,2436.0,2170.0
Pennsylvania,2017,30,2017-07-29,2295.0,2043.0
Pennsylvania,2017,31,2017-08-05,2408.0,2121.0
Pennsylvania,2017,32,2017-08-12,2448.0,2198.0
Pennsylvania,2017,33,2017-08-19,2418.0,2195.0
Pennsylvania,2017,34,2017-08-26,2355.0,2141.0
Pennsylvania,2017,35,2017-09-02,2444.0,2194.0
Pennsylvania,2017,36,2017-09-09,2410.0,2175.0
Pennsylvania,2017,37,2017-09-16,2546.0,2282.0
Pennsylvania,2017,38,2017-09-23,2453.0,2217.0
Pennsylvania,2017,39,2017-09-30,2483.0,2222.0
Pennsylvania,2017,40,2017-10-07,2490.0,2261.0
Pennsylvania,2017,41,2017-10-14,2488.0,2254.0
Pennsylvania,2017,42,2017-10-21,2534.0,2313.0
Pennsylvania,2017,43,2017-10-28,2568.0,2344.0
Pennsylvania,2017,44,2017-11-04,2588.0,2342.0
Pennsylvania,2017,45,2017-11-11,2519.0,2289.0
Pennsylvania,2017,46,2017-11-18,2654.0,2416.0
Pennsylvania,2017,47,2017-11-25,2593.0,2361.0
Pennsylvania,2017,48,2017-12-02,2705.0,2464.0
Pennsylvania,2017,49,2017-12-09,2729.0,2498.0
Pennsylvania,2017,50,2017-12-16,2734.0,2513.0
Pennsylvania,2017,51,2017-12-23,2758.0,2505.0
Pennsylvania,2017,52,2017-12-30,2956.0,2737.0
Pennsylvania,2018,1,2018-01-06,3004.0,2740.0
Pennsylvania,2018,2,2018-01-13,3174.0,2962.0
Pennsylvania,2018,3,2018-01-20,3057.0,2815.0
Pennsylvania,2018,4,2018-01-27,3011.0,2784.0
Pennsylvania,2018,5,2018-02-03,2933.0,2696.0
Pennsylvania,2018,6,2018-02-10,2925.0,2720.0
Pennsylvania,2018,7,2018-02-17,2896.0,2670.0
