zip,False,True
95864,16755.0,2395.0
95865,355.0,38.0
95866,252.0,38.0
95899,324.0,29.0
95901,20853.0,3679.0
95903,793.0,156.0
95910,99.0,7.0
95912,3964.0,1205.0
95913,321.0,122.0
95914,675.0,178.0
95915,27.0,3.0
95916,1155.0,202.0
95917,2315.0,632.0
95918,1866.0,541.0
95919,941.0,201.0
95920,213.0,77.0
95922,492.0,107.0
95923,165.0,37.0
95924,993.0,213.0
95925,200.0,42.0
95926,20633.0,2856.0
95927,1736.0,518.0
95928,21833.0,3989.0
95929,74.0,59.0
95930,222.0,43.0
95932,5723.0,1510.0
95934,271.0,52.0
95935,567.0,106.0
95936,532.0,95.0
95937,1012.0,220.0
95938,3277.0,1053.0
95939,250.0,96.0
95940,61.0,7.0
95941,377.0,83.0
95942,1193.0,267.0
95943,753.0,502.0
95944,84.0,6.0
95945,20182.0,3603.0
95946,8215.0,1530.0
95947,1742.0,337.0
95948,7678.0,1790.0
95949,17059.0,3170.0
95950,388.0,97.0
95951,1980.0,193.0
95953,7277.0,1392.0
95954,8801.0,1146.0
95955,1115.0,475.0
95956,418.0,71.0
95957,582.0,227.0
95958,77.0,14.0
95959,15743.0,2860.0
95960,1201.0,238.0
95961,16888.0,2448.0
95962,1193.0,238.0
95963,11676.0,2782.0
95965,13216.0,2671.0
95966,20187.0,3735.0
95967,1086.0,207.0
95968,1429.0,233.0
95969,21346.0,3196.0
95970,495.0,211.0
95971,5867.0,1169.0
95972,167.0,20.0
95973,25031.0,4500.0
95974,312.0,183.0
95975,1532.0,308.0
95977,1257.0,273.0
95978,205.0,16.0
95979,394.0,121.0
95980,24.0,1.0
95981,143.0,61.0
95982,2454.0,714.0
95983,386.0,117.0
95984,96.0,11.0
95986,135.0,12.0
95987,4396.0,1032.0
95988,6430.0,1738.0
95991,26201.0,4155.0
95992,1113.0,517.0
95993,25937.0,6246.0
96001,23190.0,4801.0
96002,22691.0,3878.0
96003,30587.0,5792.0
96006,518.0,186.0
96007,16250.0,3582.0
96008,1445.0,362.0
96009,522.0,179.0
96010,151.0,44.0
96011,121.0,29.0
96013,2841.0,734.0
96014,195.0,58.0
96015,257.0,111.0
96016,303.0,76.0
96017,103.0,18.0
96019,6797.0,1061.0
96020,2678.0,555.0
96021,11499.0,2292.0
96022,11154.0,3037.0
96023,770.0,230.0
96024,802.0,166.0
96025,2107.0,288.0
96027,1888.0,543.0
96028,1114.0,306.0
96029,125.0,69.0
96031,121.0,32.0
96032,2062.0,600.0
96033,355.0,50.0
96034,275.0,100.0
96035,2236.0,582.0
96037,388.0,106.0
96038,574.0,238.0
96039,835.0,205.0
96040,207.0,50.0
96041,2150.0,493.0
96044,869.0,178.0
96046,266.0,51.0
96047,650.0,210.0
96048,661.0,160.0
96049,1261.0,554.0
96050,368.0,103.0
96051,1025.0,222.0
96052,1263.0,226.0
96054,326.0,108.0
96055,2828.0,624.0
96056,1378.0,457.0
96057,1343.0,255.0
96058,566.0,178.0
96059,438.0,111.0
96061,49.0,11.0
96062,839.0,290.0
96063,79.0,14.0
96064,3730.0,1067.0
96065,299.0,82.0
96067,7129.0,1484.0
96068,50.0,8.0
96069,713.0,219.0
96071,121.0,25.0
96073,3905.0,1209.0
96074,105.0,32.0
96075,209.0,57.0
96076,150.0,32.0
96078,213.0,98.0
96079,43.0,5.0
96080,19809.0,5242.0
96084,429.0,96.0
96085,58.0,18.0
96086,280.0,84.0
96087,830.0,190.0
96088,3758.0,833.0
96089,295.0,47.0
96090,336.0,58.0
96091,837.0,193.0
96092,372.0,119.0
96093,3936.0,835.0
96094,5596.0,1012.0
96095,17.0,6.0
96096,623.0,174.0
96097,8233.0,1929.0
96099,810.0,245.0
96101,4308.0,1109.0
96103,1740.0,305.0
96104,634.0,216.0
96105,394.0,124.0
96106,534.0,123.0
96107,766.0,128.0
96108,117.0,39.0
96109,756.0,154.0
96110,67.0,42.0
96111,63.0,13.0
96112,130.0,38.0
96113,640.0,78.0
96114,2503.0,764.0
96115,124.0,50.0
96116,215.0,65.0
96117,300.0,103.0
96118,1402.0,272.0
96119,64.0,21.0
96120,806.0,175.0
96121,353.0,90.0
96122,3561.0,730.0
96123,78.0,23.0
96124,355.0,102.0
96125,381.0,75.0
96126,317.0,111.0
96127,529.0,172.0
96128,496.0,249.0
96129,228.0,78.0
96130,10967.0,2492.0
96132,22.0,6.0
96133,98.0,19.0
96134,1632.0,456.0
96135,86.0,30.0
96136,105.0,42.0
96137,3158.0,654.0
96140,1249.0,217.0
96141,752.0,127.0
96142,825.0,110.0
96143,2713.0,279.0
96145,3989.0,790.0
96146,1411.0,256.0
96148,912.0,143.0
96150,14951.0,2088.0
96151,4760.0,383.0
96155,806.0,99.0
96156,17.0,1.0
96158,2613.0,303.0
96160,1821.0,426.0
96161,11778.0,2409.0
96162,1101.0,151.0
96310,12.0,1.0
96349,12.0,2.0
96379,11.0,3.0
96617,29.0,2.0
96629,60.0,1.0
96632,45.0,2.0
96643,19.0,1.0
96660,25.0,
96661,18.0,3.0
96667,14.0,
96671,10.0,1.0
96672,18.0,1.0
96675,12.0,
96678,19.0,3.0
96701,25.0,2.0
96704,16.0,1.0
96706,51.0,6.0
96707,40.0,9.0
96708,27.0,3.0
96712,24.0,2.0
96714,11.0,
96720,31.0,6.0
96722,23.0,5.0
96732,18.0,2.0
96734,88.0,7.0
96738,12.0,2.0
96740,81.0,15.0
96741,14.0,
96743,27.0,2.0
96744,49.0,5.0
96745,13.0,2.0
96746,35.0,3.0
96749,16.0,
96753,75.0,8.0
96754,18.0,2.0
96756,14.0,2.0
96761,63.0,13.0
96768,13.0,4.0
96778,17.0,6.0
96782,12.0,4.0
96786,13.0,2.0
96789,45.0,3.0
96792,10.0,2.0
96793,39.0,1.0
96797,30.0,2.0
96813,30.0,3.0
96814,28.0,3.0
96815,51.0,6.0
96816,50.0,6.0
96817,26.0,3.0
96818,49.0,4.0
96819,24.0,4.0
96821,38.0,2.0
96822,50.0,1.0
96825,41.0,10.0
96826,15.0,2.0
96913,11.0,
96915,12.0,2.0
97005,27.0,6.0
97006,30.0,1.0
97007,28.0,
97008,20.0,4.0
97013,16.0,4.0
97015,17.0,2.0
97030,15.0,1.0
97031,12.0,4.0
97034,41.0,8.0
97035,37.0,6.0
97045,13.0,1.0
97062,42.0,94.0
97068,38.0,5.0
97070,28.0,3.0
97071,10.0,5.0
97078,11.0,2.0
97080,16.0,2.0
97086,19.0,2.0
97103,15.0,
97116,13.0,1.0
97123,17.0,2.0
97124,42.0,12.0
97132,14.0,
97140,15.0,1.0
97201,23.0,3.0
97202,33.0,9.0
97203,19.0,5.0
97205,13.0,1.0
97206,26.0,4.0
97209,44.0,52.0
97210,28.0,3.0
97211,63.0,272.0
97212,21.0,2.0
97213,16.0,4.0
97214,34.0,7.0
97215,14.0,2.0
97217,39.0,4.0
97219,30.0,4.0
97220,17.0,4.0
97221,15.0,
97222,27.0,8.0
97223,29.0,2.0
97224,18.0,2.0
97225,18.0,1.0
97229,46.0,5.0
97230,15.0,1.0
97232,58.0,9.0
97233,11.0,1.0
97236,11.0,1.0
97239,21.0,1.0
97266,15.0,1.0
97267,12.0,1.0
97269,23.0,5.0
97301,15.0,
97302,17.0,1.0
97303,11.0,2.0
97304,12.0,2.0
97305,12.0,
97306,9.0,2.0
97321,11.0,4.0
97322,16.0,
97330,15.0,6.0
97333,21.0,3.0
97355,14.0,1.0
97365,18.0,
97367,14.0,1.0
97381,10.0,1.0
97401,45.0,4.0
97402,43.0,12.0
97404,19.0,5.0
97405,29.0,2.0
97411,10.0,1.0
97415,72.0,7.0
97420,30.0,11.0
97424,13.0,
97439,24.0,4.0
97440,7.0,46.0
97444,13.0,
97470,16.0,5.0
97471,22.0,4.0
97477,18.0,4.0
97478,19.0,3.0
97501,56.0,23.0
97502,28.0,27.0
97503,11.0,2.0
97504,66.0,7.0
97520,55.0,12.0
97523,14.0,1.0
97524,12.0,1.0
97526,30.0,4.0
97527,44.0,6.0
97530,15.0,4.0
97537,11.0,
97538,8.0,3.0
97540,16.0,6.0
97601,37.0,7.0
97603,34.0,5.0
97624,10.0,3.0
97630,9.0,7.0
97632,15.0,5.0
97633,8.0,3.0
97635,71.0,23.0
97701,45.0,8.0
97702,65.0,8.0
97703,33.0,
97707,10.0,2.0
97708,61.0,77.0
97739,10.0,1.0
97756,22.0,7.0
98001,18.0,5.0
98002,17.0,1.0
98003,32.0,2.0
98004,96.0,18.0
98005,25.0,1.0
98006,52.0,2.0
98007,21.0,3.0
98008,14.0,
98011,23.0,30.0
98012,35.0,1.0
98020,15.0,
98021,18.0,2.0
98023,30.0,1.0
98026,20.0,1.0
98027,31.0,181.0
98028,9.0,2.0
98029,18.0,2.0
98030,13.0,2.0
98031,24.0,3.0
98032,30.0,19.0
98033,64.0,13.0
98034,35.0,2.0
98036,18.0,1.0
98037,18.0,3.0
98038,19.0,2.0
98040,53.0,3.0
98042,18.0,3.0
98043,10.0,1.0
98052,70.0,9.0
98053,15.0,2.0
98055,18.0,1.0
98056,22.0,10.0
98057,22.0,1.0
98058,29.0,2.0
98059,14.0,
98070,14.0,1.0
98071,8.0,8.0
98072,42.0,50.0
98074,25.0,3.0
98075,18.0,2.0
98077,15.0,1.0
98083,11.0,5.0
98087,26.0,1.0
98092,21.0,1.0
98101,44.0,9.0
98102,46.0,4.0
98103,38.0,12.0
98104,23.0,2.0
98105,49.0,8.0
98106,13.0,1.0
98107,32.0,5.0
98108,10.0,1.0
98109,63.0,5.0
98110,31.0,9.0
98112,37.0,3.0
98115,40.0,5.0
98116,36.0,5.0
98117,21.0,4.0
98118,22.0,3.0
98119,39.0,21.0
98121,42.0,7.0
98122,33.0,4.0
98124,2.0,11.0
98125,30.0,4.0
98126,12.0,
98133,30.0,4.0
98136,16.0,3.0
98144,26.0,4.0
98146,18.0,1.0
98155,26.0,4.0
98166,9.0,2.0
98168,34.0,19.0
98177,19.0,2.0
98178,15.0,6.0
98188,11.0,7.0
98198,25.0,4.0
98199,36.0,4.0
98201,12.0,
98203,36.0,1.0
98204,40.0,3.0
98208,29.0,5.0
98221,35.0,3.0
98223,16.0,2.0
98225,27.0,4.0
98226,20.0,3.0
98229,19.0,2.0
98230,20.0,3.0
98233,11.0,2.0
98245,11.0,6.0
98250,22.0,2.0
98258,23.0,2.0
98264,11.0,1.0
98270,17.0,
98271,12.0,4.0
98272,7.0,4.0
98273,11.0,
98274,7.0,4.0
98275,26.0,1.0
98277,76.0,14.0
98282,16.0,3.0
98284,10.0,13.0
98290,11.0,4.0
98292,12.0,2.0
98310,15.0,2.0
98311,35.0,1.0
98312,37.0,8.0
98315,18.0,2.0
98327,28.0,1.0
98332,31.0,6.0
98335,44.0,2.0
98337,11.0,1.0
98338,8.0,3.0
98362,21.0,4.0
98366,23.0,1.0
98367,14.0,1.0
98370,37.0,3.0
98371,15.0,7.0
98372,15.0,2.0
98373,29.0,39.0
98374,22.0,
98375,18.0,1.0
98382,26.0,3.0
98383,37.0,5.0
98387,25.0,2.0
98388,11.0,
98390,45.0,8.0
98391,16.0,3.0
98401,10.0,2.0
98402,11.0,2.0
98405,10.0,3.0
98406,14.0,
98407,27.0,1.0
98409,18.0,2.0
98422,17.0,
98424,5.0,7.0
98433,73.0,3.0
98439,21.0,2.0
98444,15.0,2.0
98445,23.0,
98466,30.0,6.0
98467,10.0,1.0
98498,23.0,4.0
98499,25.0,2.0
98501,21.0,3.0
98502,26.0,3.0
98503,24.0,
98506,12.0,
98512,22.0,2.0
98513,25.0,
98516,28.0,5.0
98532,10.0,4.0
98584,12.0,1.0
98597,11.0,3.0
98604,23.0,4.0
98607,35.0,7.0
98626,11.0,
98632,21.0,11.0
98642,12.0,2.0
98660,6.0,6.0
98661,195.0,317.0
98662,26.0,2.0
98664,18.0,2.0
98665,19.0,8.0
98671,14.0,2.0
98682,35.0,8.0
98683,16.0,6.0
98684,21.0,14.0
98685,19.0,3.0
98686,13.0,2.0
98801,14.0,4.0
98837,14.0,2.0
98901,14.0,
98902,15.0,1.0
98908,13.0,1.0
98926,11.0,2.0
99011,12.0,
99019,20.0,2.0
99163,15.0,
99203,11.0,1.0
99206,18.0,5.0
99208,22.0,3.0
99218,8.0,3.0
99220,11.0,2.0
99223,21.0,3.0
99224,12.0,
99301,25.0,5.0
99336,15.0,
99352,15.0,1.0
99362,18.0,1.0
99501,12.0,3.0
99502,9.0,3.0
99503,29.0,10.0
99504,9.0,2.0
99506,11.0,1.0
99507,18.0,2.0
99508,18.0,
99515,13.0,3.0
99517,10.0,3.0
99577,14.0,1.0
99603,14.0,
99654,10.0,2.0
99669,12.0,1.0
99709,13.0,9.0
99801,25.0,1.0
99999,10.0,1.0
Other,32082.0,5058.0
