name,kind,group,coat_color,mane_color,eye_color,first_appearance,first_season,coat_hex,mane_hex,eye_hex
Sugarshine,pegasus,mare,"hsl(299, 36%, 77%)","hsl(329, 44%, 74%)","hsl(311, 51%, 78%)",4260320,False,EEBABB,3059C0,D15796
Sunlight,pegasus,stallion,"hsl(062, 42%, 87%)","hsl(059, 56%, 82%)","hsl(000, 100%, 100%)",2221656,False,BBA07C,A3714D,A2DD8D
Sunny Delivery,pegasus,mare,"hsl(47, 76%, 66%)","hsl(344, 56%, 39%)","hsl(195, 72%, 71%)",8100420,False,FEFBFC,5A4176,6BC9FF
Sunny Rays,pegasus,mare,"hsl(045, 100%, 76%)","hsl(302, 89%, 78%)","hsl(338, 51%, 68%)",1080005,True,F6DC8E,7F40BF,D9CC78
Sunstone,pegasus,mare,"hsl(034, 100%, 53%)","hsl(180, 84%, 38%)","hsl(271, 76%, 58%)",2110154,False,C4BD92,6D6354,4B4DB4
Sweet Buzz,pegasus,mare,"hsl(257, 57%, 81%)","hsl(64, 56%, 80%)","hsl(325, 45%, 62%)",6200041,False,F5A3F3,B9DABD,FFFFFF
Cheerful FanSweet Pepper,pegasus,mare,"hsl(337, 41%, 45%)","hsl(20, 72%, 62%)","hsl(195, 77%, 73%)",6130155,False,F1EAD0,333333,94FFED
Wavy-Haired PegasusThe Tenth Doctor / Doctor Whooves #3,pegasus,stallion,"hsl(213, 97%, 88%)","hsl(211, 47%, 34%)","hsl(047, 37%, 50%)",1160917,True,D38DC6,985D7F,B01C70
Tiger Lily,pegasus,mare,"hsl(358, 88%, 72%)","hsl(022, 100%, 75%)","hsl(297, 90%, 84%)",1260527,True,B5B5B5,ED9512,F9C48B
Photographer PonyTracy Flash,pegasus,mare,"hsl(058, 93%, 78%)","hsl(184, 56%, 74%)","hsl(050, 100%, 50%)",1201104,True,F0BCC5,FFD666,65A6EC
Tropical Storm,pegasus,mare,"hsl(123, 73%, 76%)","hsl(335, 100%, 82%)","hsl(045, 94%, 63%)",1110602,True,E7E9E9,9028C8,676BA2
Trusty Splendor,pegasus,stallion,"hsl(34, 53%, 57%)","hsl(211, 61%, 52%)","hsl(212, 72%, 27%)",82500,False,A29AE5,CB7343,DC284C
Turquoise Thunder,pegasus,mare,"hsl(173, 86%, 80%)","hsl(357, 88%, 70%)","hsl(197, 87%, 65%)",4100424,False,F1FB98,D1ECF0,A30065
Tut Junah,pegasus,stallion,"hsl(355, 68%, 63%)","hsl(102, 74%, 73%)","hsl(110, 63%, 61%)",7180639,False,BBF2F7,F8F99A,60C544
Vapor's MomTwirly Whirly,pegasus,mare,"hsl(54, 82%, 78%)","hsl(138, 43%, 65%)","hsl(206, 35%, 61%)",6241045,False,B1E2B8,333333,BA77FD
Snooty Fashion ScenesterValley Trend,pegasus,mare,"hsl(168, 33%, 85%)","hsl(356, 49%, 36%)","hsl(232, 44%, 44%)",8041059,False,B7DF34,F5F0C2,4E8FC1
Velvet Light,pegasus,mare,"hsl(305, 39%, 76%)","hsl(268, 30%, 59%)","hsl(337, 53%, 73%)",4200641,False,FCFCFC,6E78AF,86D4EE
Whirlwind Romance,pegasus,mare,"hsl(38, 84%, 71%)","hsl(357, 43%, 49%)","hsl(228, 34%, 58%)",6200040,False,D4BFEE,E5FEFF,FFBDE4
Wind Chill,pegasus,mare,"hsl(186, 63%, 77%)","hsl(128, 36%, 72%)","hsl(043, 61%, 74%)",1111559,True,315DA0,5A508B,8EC0DC
Wing Wishes,pegasus,mare,"hsl(358, 60%, 83%)","hsl(260, 60%, 65%)","hsl(039, 100%, 50%)",1161308,True,3C629A,FDFDFC,BF1D78
Furniture SalesponyWooden Legs,pegasus,stallion,"hsl(34, 32%, 61%)","hsl(285, 2%, 36%)","hsl(220, 91%, 73%)",5191213,False,BFDBE8,BCC9DC,66C94F
Acrylic Paint,unicorn,stallion,"hsl(336, 71%, 99%)","hsl(223, 60%, 47%)","hsl(172, 60%, 59%)",4120228,False,A47D56,34193E,D1AE61
Aloha,unicorn,mare,"hsl(45, 85%, 76%)","hsl(25, 36%, 47%)","hsl(338, 67%, 44%)",6180318,False,6997BF,F075BB,65B3E6
Excitable VillagerAmethyst Skim,unicorn,mare,"hsl(052, 30%, 67%)","hsl(268, 29%, 36%)","hsl(042, 42%, 61%)",5010502,False,F98D85,AB5F9A,FFFFFF
Amethyst Star,unicorn,mare,"hsl(301, 80%, 80%)","hsl(270, 50%, 50%)","hsl(279, 38%, 50%)",1010243,True,EFF5AD,972144,51E153
Apple Polish,unicorn,mare,"hsl(047, 55%, 88%)","hsl(034, 13%, 38%)","hsl(210, 100%, 67%)",1231258,True,E896A7,A877CA,8839C0
Apple Stars,unicorn,mare,"hsl(311, 44%, 69%)","hsl(126, 30%, 79%)","hsl(325, 59%, 44%)",2180550,False,EEE7ED,E13D53,776C5A
Arpeggio,unicorn,stallion,"hsl(000, 0%, 71%)","hsl(000, 0%, 20%)","hsl(255, 71%, 84%)",1231258,True,E3A2F6,E5F1A2,2E98D6
Bacon Braids,unicorn,mare,"hsl(350, 64%, 84%)","hsl(325, 24%, 48%)","hsl(320, 80%, 43%)",5010502,False,B9986E,C39950,54819C
Bags Valet,unicorn,stallion,"hsl(160, 6%, 91%)","hsl(036, 86%, 50%)",black,2090043,False,998466,EB7AD4,3C4872
Ballad,unicorn,mare,"hsl(247, 59%, 75%)","hsl(044, 100%, 70%)","hsl(239, 36%, 50%)",2031633,False,9B7955,AFCCDE,B477E9
Banana Fluff,unicorn,mare,"hsl(066, 93%, 79%)","hsl(279, 67%, 47%)","hsl(294, 92%, 69%)",2051820,False,89CAEB,70E6CC,FFB752
Beyond,unicorn,mare,"hsl(185, 79%, 85%)","hsl(021, 57%, 53%)","hsl(051, 73%, 58%)",4220332,False,E6C08E,FB9250,AC0270
Spa WorkerBirch Bucket,unicorn,stallion,"hsl(128, 45%, 79%)","hsl(188, 51%, 88%)","hsl(205, 86%, 77%)",6100915,False,F9DB62,F6E48E,C37B79
Bittersweet,unicorn,mare,"hsl(74, 73%, 54%)","hsl(61, 89%, 79%)","hsl(162, 71%, 62%)",5100005,False,E9E37C,7B00BD,589C30
Black Marble,unicorn,stallion,"hsl(000, 00%, 99%)","hsl(000, 00%, 20%)","hsl(203, 50%, 71%)",1260947,True,C2F6B6,65659A,BA8740
Blossom Delight,unicorn,mare,"hsl(267, 58%, 84%)","hsl(55, 71%, 86%)",,5190920,False,F2F7F2,F6EB98,5ECF44
Blue Belle,unicorn,mare,"hsl(216, 53%, 41%)","hsl(231, 29%, 56%)","hsl(244, 52%, 73%)",1260526,True,ECEA83,F3DFAA,3890C7
Blue Moon,unicorn,stallion,"hsl(216, 44%, 42%)","hsl(182, 100%, 95%)","hsl(202, 70%, 65%)",1260348,True,B596C0,7AD6CA,59A659
Blueberry Frosting,unicorn,mare,"hsl(200, 48%, 83%)","hsl(250, 27%, 43%)","hsl(321, 77%, 43%)",5010529,False,DE8C96,F2DBFF,28354D
Brass Blare,unicorn,stallion,"hsl(030, 31%, 49%)","hsl(060, 20%, 99%)","hsl(000, 100%, 100%)",3041539,False,C16C70,C4C4C4,6FC3AA
Bright Bulb,unicorn,stallion,"hsl(208, 40%, 58%)","hsl(216, 31%, 80%)","hsl(206, 77%, 88%)",3050304,False,FFF980,F6F4A7,DD985F
Burning Heart,unicorn,mare,"hsl(4, 91%, 75%)","hsl(284, 43%, 17%)","hsl(289, 22%, 40%)",5261346,False,4A4A4A,9980FF,76B5B7
Carbon Fizz,unicorn,mare,"hsl(65, 78%, 82%)","hsl(326, 81%, 70%)","hsl(192, 62%, 71%)",8080521,False,C0E7C5,9ED0EB,2F77B6
Laid-Back FanCarrot Bun,unicorn,mare,"hsl(348, 64%, 75%)","hsl(313, 31%, 52%)","hsl(115, 53%, 56%)",6130114,False,94E8FF,3366CC,81ABEE
Posh PonyCayenne,unicorn,mare,"hsl(315, 19%, 92%)","hsl(342, 64%, 36%)","hsl(318, 47%, 44%)",5140635,False,FDFFC7,8260A4,F0CD75
Charm,unicorn,mare,"hsl(286, 83%, 80%)","hsl(275, 44%, 63%)","hsl(329, 57%, 58%)",1260349,True,FEFDE7,DEDEDE,82C4DE
Cherry Spices,unicorn,mare,"hsl(033, 35%, 58%)","hsl(352, 73%, 56%)","hsl(104, 54%, 71%)",4240433,False,DCF6DA,9495DB,C9BF6E
Choco Cozy,unicorn,,,,,,False,999DCC,FFFFFF,FF99C9
Chocolate Sun,unicorn,stallion,"hsl(035, 20%, 50%)","hsl(069, 74%, 79%)","hsl(202, 100%, 71%)",1260348,True,F2FAAE,3BABBA,BB86DA
Chocolate Tail,unicorn,stallion,"hsl(031, 29%, 47%)","hsl(038, 49%, 54%)","hsl(052, 56%, 66%)",1030728,True,FFFFFF,F8B4ED,8B4B64
Cinnabelle,unicorn,mare,"hsl(200, 71%, 73%)","hsl(312, 74%, 70%)","hsl(239, 41%, 50%)",2121542,False,9467A8,63528E,C9316E
Cipher Splash,unicorn,mare,"hsl(034, 64%, 73%)","hsl(203, 42%, 78%)","hsl(000, 100%, 100%)",2180516,False,DE7E5E,473015,C4EB89
Citrine Spark,unicorn,mare,"hsl(48, 93%, 68%)","hsl(167, 70%, 67%)","hsl(170, 100%, 79%)",8010703,False,EFB480,4494C5,82DCE8
Fashionable PonyCitrus Blush,unicorn,mare,"hsl(57, 71%, 70%)","hsl(23, 96%, 65%)","hsl(326, 73%, 40%)",5141918,False,FCF6BA,8DBDC9,8D6FB3
Cloverbelle,unicorn,mare,"hsl(109, 79%, 84%)","hsl(050, 85%, 76%)","hsl(031, 90%, 76%)",4240440,False,82694F,F7D378,937258
Cold Front,unicorn,mare,"hsl(120, 24%, 96%)","hsl(279, 100%, 37%)","hsl(211, 78%, 66%)",2051820,False,E3B268,FEC262,8B36A6
Comet Tail,unicorn,stallion,"hsl(059, 73%, 72%)","hsl(240, 21%, 50%)","hsl(236, 24%, 52%)",2090544,False,84C9E7,3E5860,88D85A
Coral Bits,unicorn,mare,"hsl(285, 25%, 67%)","hsl(53, 84%, 78%)","hsl(348, 72%, 51%)",6121935,False,B889E1,EBA8CB,E75A27
Line PonyCranberry Muffin,unicorn,mare,"hsl(353, 55%, 71%)","hsl(43, 76%, 81%)","hsl(323, 100%, 32%)",6200043,False,F2CF82,BBC077,A59D78
Crimson Heart,unicorn,stallion,"hsl(357, 41%, 59%)","hsl(172, 53%, 66%)","hsl(107, 53%, 52%)",6180318,False,C482A3,DEA768,C22460
Crystal Clear,unicorn,mare,"hsl(057, 100%, 75%)","hsl(278, 100%, 93%)","hsl(270, 97%, 73%)",1231258,True,7B769E,9C2B8B,F2D140
Wedding Guest PonyDark Moon,unicorn,stallion,"hsl(000, 00%, 29%)","hsl(000, 00%, 77%)","hsl(206, 48%, 53%)",2090544,False,F2F6A2,CDF462,6DC4D9
Dear Darling,unicorn,mare,"hsl(128, 45%, 83%)","hsl(59, 81%, 81%)","hsl(195, 76%, 73%)",7080750,False,8974B9,6666B2,C11588
Diamond Mint,unicorn,mare,"hsl(193, 100%, 79%)","hsl(252, 100%, 75%)","hsl(324, 100%, 87%)",1020127,True,BFDFDB,9B9169,BCA657
Distant Star,unicorn,mare,"hsl(62, 100%, 89%)","hsl(201, 66%, 77%)","hsl(202, 53%, 71%)",5120448,False,FCFA83,F9FDA5,8D62A3
DJ Pon-3,unicorn,mare,"hsl(57, 92%, 95%)","hsl(220, 60%, 50%)","hsl(326, 74%, 43%)",1141337,True,CCBE7B,9AA2A0,8F2F92
Dr Steth,unicorn,stallion,"hsl(116, 60%, 91%)","hsl(270, 27%, 51%)","hsl(109, 53%, 55%)",6040406,False,E2BA55,DADC7F,DC28A9
Distinguished Waiter PonyEarl Grey,unicorn,stallion,"hsl(235, 33%, 70%)","hsl(000, 0%, 87%)","hsl(041, 55%, 60%)",2090144,False,705086,D8973B,4B5CAA
Electric Sky,unicorn,mare,"hsl(66, 88%, 83%)","hsl(239, 50%, 72%)","hsl(204, 72%, 65%)",5250258,False,499C9B,81ABEE,8052A3
Eliza,unicorn,mare,"hsl(000, 100%, 100%)","hsl(000, 100%, 100%)","hsl(000, 100%, 100%)",2121542,False,F3ED95,F2ECCA,91A848
Fat Stacks,unicorn,stallion,"hsl(282, 27%, 53%)","hsl(187, 52%, 48%)","hsl(121, 71%, 60%)",6200043,False,DECED6,B90E83,E3C359
Fiery Fricket,unicorn,mare,"hsl(15, 66%, 62%)","hsl(310, 83%, 84%)","hsl(275, 54%, 49%)",6200044,False,525D8E,C97240,F1E49D
Fine Catch,unicorn,stallion,"hsl(28, 78%, 72%)","hsl(257, 27%, 44%)","hsl(38, 14%, 41%)",8210223,False,DEDEDE,90775A,8A22AA
Fine Line,unicorn,mare,"hsl(054, 92%, 86%)","hsl(032, 54%, 18%)","hsl(202, 67%, 51%)",1260348,True,BBF3F7,D85F95,ECDE79
Flank Sinatra,unicorn,stallion,"hsl(031, 24%, 41%)","hsl(203, 53%, 52%)","hsl(202, 30%, 47%)",2260557,False,ABA88C,F9AD9A,5C2386
Fly Wishes,unicorn,mare,"hsl(036, 69%, 65%)","hsl(192, 36%, 67%)","hsl(226, 31%, 34%)",2180549,False,E0FFEC,63B0D4,4CCDCD
Four Step,unicorn,mare,"hsl(198, 67%, 71%)","hsl(043, 89%, 72%)","hsl(272, 72%, 69%)",1260349,True,ADE3A5,FAFFA3,6EC4F2
Foxxy Trot,unicorn,mare,"hsl(272, 60%, 71%)","hsl(037, 99%, 69%)","hsl(035, 100%, 66%)",4191429,False,FFF761,2ABCCF,8AE6FF
Fresh Coat,unicorn,mare,"hsl(41, 81%, 73%)","hsl(194, 22%, 31%)","hsl(321, 98%, 34%)",6120938,False,F8D3C9,D0D9EB,FFFFFF
Fuchsia Fizz,unicorn,mare,"hsl(330, 36%, 64%)","hsl(329, 62%, 79%)","hsl(001, 38%, 62%)",1011846,True,E3DE7D,F9CB67,6BFFE6
Gary Coronet,unicorn,stallion,"hsl(248, 17%, 54%)","hsl(064, 37%, 61%)","hsl(098, 53%, 40%)",4241452,False,C9A0E3,3D3029,875997
Ginger Shade,unicorn,stallion,"hsl(63, 82%, 80%)","hsl(32, 64%, 64%)","hsl(35, 49%, 49%)",6120936,False,B491DE,CB7CAA,CCC466
Giza Hafir,unicorn,stallion,"hsl(258, 33%, 59%)","hsl(309, 57%, 39%)","hsl(109, 59%, 54%)",7180639,False,D08BC4,2B475E,5098BE
Trendy ChoreographerGlamour Trot,unicorn,stallion,"hsl(174, 33%, 81%)","hsl(76, 87%, 67%)","hsl(203, 56%, 50%)",7081305,False,D8E5F3,563064,09C379
Gold Slipper,unicorn,mare,"hsl(059, 95%, 75%)","hsl(240, 33%, 55%)","hsl(120, 30%, 50%)",1261815,True,76A3CB,FFF3A3,5C47D1
Golden Gavel,unicorn,stallion,"hsl(050, 44%, 64%)","hsl(048, 20%, 51%)","hsl(219, 31%, 23%)",2090604,False,F8E37C,FCFCFC,A981BB
Goldie Fortune,unicorn,,,,,,False,B9D9F3,B3E9EA,8D5E25
Head Chef PonyGourmand Ramsay,unicorn,stallion,"hsl(43, 71%, 61%)","hsl(63, 96%, 82%)","hsl(162, 41%, 60%)",6121910,False,668DA9,E53434,BEC4EE
Heather Harp,unicorn,mare,"hsl(275, 25%, 42%)","hsl(163, 4%, 62%)","hsl(027, 65%, 62%)",4220530,False,94FFDB,E9B186,EF9B52
High Roller,unicorn,stallion,"hsl(179, 36%, 45%)","hsl(61, 57%, 68%)","hsl(182, 31%, 59%)",6200043,False,A6B7CE,211B18,95CD2D
Masked Pony 1Hippocratic Oath,unicorn,stallion,"hsl(56, 80%, 77%)","hsl(35, 67%, 54%)","hsl(208, 59%, 45%)",6231801,False,F8F7C9,3F5C8D,D69FBD
Holly Dash,unicorn,mare,"hsl(332, 19%, 84%)","hsl(217, 76%, 72%)","hsl(217, 76%, 72%)",1022027,True,F4F1EB,64558B,BEB046
Hors D'oeuvre,unicorn,stallion,"hsl(229, 27%, 44%)","hsl(051, 61%, 87%)","hsl(043, 81%, 70%)",1230421,True,BCDFE6,ED5EAB,7ED383
Duchess of MaretoniaIce Mirror,unicorn,mare,"hsl(000, 0%, 87%)","hsl(319, 86%, 39%)","hsl(197, 58%, 69%)",4240440,False,F2DC6E,DBD9F2,AAD5CF
Infinity,unicorn,stallion,"hsl(184, 79%, 85%)","hsl(022, 56%, 52%)","hsl(053, 46%, 61%)",4220332,False,B7FBC5,A390C1,FFFFFF
The Inquisitor,unicorn,mare,"hsl(054, 16%, 61%)","hsl(032, 23%, 46%)","hsl(332, 100%, 80%)",1110600,True,88C7F2,EBF7FA,6891E8
Isla Breeze,unicorn,,,,,,False,FBE9F2,0F1043,87DC47
Wide-Eyed VillagerIvy Vine,unicorn,mare,"hsl(142, 100%, 94%)","hsl(333, 61%, 61%)","hsl(278, 53%, 69%)",5010502,False,737C82,A5C79E,3E796A
Juno,unicorn,mare,"hsl(113, 53%, 77%)","hsl(12, 89%, 79%)","hsl(337, 30%, 42%)",5261346,False,D9E2ED,EAB053,9D399C
Lemon Hearts,unicorn,mare,"hsl(057, 100%, 69%)","hsl(199, 57%, 61%)","hsl(336, 61%, 49%)",1010217,True,CCCCCC,F4B4D3,FFFFFF
Lemon Honey,unicorn,mare,"hsl(13, 77%, 88%)","hsl(63, 100%, 82%)","hsl(84, 71%, 73%)",5121935,False,E0EAFA,E57771,6ECAD8
Lemony Gem,unicorn,mare,"hsl(057, 65%, 69%)","hsl(187, 66%, 49%)","hsl(187, 69%, 71%)",1031654,True,BBCBFC,523245,BA4562
Lilac Hearts,unicorn,mare,"hsl(276, 55%, 76%)","hsl(221, 41%, 87%)",,2110547,False,FAF6E5,4A4A4A,AF79AF
Lilac Notes,unicorn,mare,"hsl(267, 54%, 72%)","hsl(041, 92%, 69%)","hsl(266, 31%, 57%)",4220318,False,D9BFD4,495ACA,D0B643
Lilly Love,unicorn,mare,"hsl(310, 42%, 68%)","hsl(21, 20%, 20%)","hsl(27, 25%, 46%)",5140607,False,B9DFE9,C1A4A9,9089A9
Lipstick Vanity,unicorn,mare,"hsl(212, 54%, 90%)","hsl(325, 43%, 64%)","hsl(286, 51%, 43%)",6180318,False,BDFFB2,944C87,A70168
Log Jam,unicorn,stallion,"hsl(208, 45%, 63%)","hsl(207, 37%, 27%)","hsl(098, 62%, 60%)",5010502,False,9B8CAB,D2B1D3,784CAE
Lolli Love,unicorn,mare,"hsl(50, 90%, 73%)","hsl(284, 35%, 29%)","hsl(16, 80%, 53%)",6231427,False,E9E9C9,5F3F92,581D5E
Love Melody,unicorn,mare,"hsl(207, 71%, 84%)","hsl(52, 100%, 82%)","hsl(49, 20%, 56%)",5261346,False,E2F3F3,71AFCC,76F9E3
Stylish FanLove Sketch,unicorn,mare,"hsl(205, 28%, 53%)","hsl(0, 0%, 99%)","hsl(337, 69%, 45%)",6130114,False,AEC5F9,F8EDF6,776C69
Lyra Heartstrings,unicorn,mare,"hsl(160, 100%, 79%)","hsl(181, 56%, 81%)","hsl(049, 87%, 60%)",1010243,True,A5E9E3,F38C94,5C8093
Magnet Bolt,unicorn,stallion,"hsl(215, 29%, 73%)","hsl(0, 77%, 55%)","hsl(192, 59%, 64%)",5250301,False,9A82C0,7380E8,99D1E6
Maple Cheer,unicorn,mare,"hsl(058, 78%, 88%)","hsl(026, 69%, 72%)","hsl(320, 80%, 42%)",5010502,False,FDFBDD,5F3543,81D5EE
Timekeeper PonyMedallion Gold,unicorn,stallion,"hsl(036, 31%, 94%)","hsl(020, 16%, 11%)","hsl(047, 43%, 54%)",4101926,False,81CFF3,A3C0F0,E7C865
Midwinter Grace,unicorn,mare,"hsl(190, 45%, 82%)","hsl(218, 38%, 40%)","hsl(280, 26%, 51%)",2260557,False,D7E8BF,DE834A,D3D14A
Mint Condition,unicorn,stallion,"hsl(50, 84%, 69%)","hsl(256, 24%, 44%)","hsl(298, 51%, 38%)",6130155,False,F2FEAE,BF5818,7566A3
Pony ShopperMinty Bubblegum,unicorn,mare,"hsl(133, 89%, 85%)","hsl(328, 80%, 65%)","hsl(317, 72%, 51%)",6040429,False,D5DE87,84E2E7,FFFFFF
Minuette,unicorn,mare,"hsl(204, 80%, 74%)","hsl(245, 48%, 90%)","hsl(229, 39%, 48%)",1010220,True,F6FFE0,312744,EDC540
Miss Hackney,unicorn,mare,"hsl(330, 71%, 95%)","hsl(264, 28%, 66%)","hsl(274, 33%, 48%)",5120654,False,B2978A,FFF88F,70C440
Monochrome Sunset,unicorn,mare,"hsl(204, 6%, 48%)","hsl(191, 57%, 95%)","hsl(074, 40%, 47%)",3132048,False,6C6293,55BED3,BCAF4E
Goth PonyMoonlight Raven,unicorn,mare,"hsl(213, 35%, 89%)","hsl(238, 64%, 16%)","hsl(46, 71%, 62%)",5141824,False,FFFECC,BBD5E8,5F5095
Mossy Rock,unicorn,stallion,"hsl(0, 0%, 80%)","hsl(110, 27%, 70%)","hsl(51, 75%, 78%)",6200043,False,F9FDD8,2B4F73,9E6D42
Mulberry Flowers,unicorn,mare,"hsl(217, 72%, 93%)","hsl(37, 78%, 62%)","hsl(286, 67%, 40%)",8010653,False,E2B588,CFBC5E,50BFE7
Nachtmusik,unicorn,mare,"hsl(225, 91%, 86%)","hsl(331, 74%, 83%)","hsl(53, 75%, 70%)",5131402,False,B7D7E1,BFDFF7,B70B67
Morning Roast,unicorn,mare,"hsl(49, 68%, 94%)","hsl(3, 69%, 67%)","hsl(275, 59%, 33%)",5121935,False,8F8CC0,632C51,536C74
Detective PonyNatural Deduction,unicorn,stallion,"hsl(312, 25%, 80%)","hsl(325, 24%, 26%)","hsl(180, 56%, 55%)",5151402,False,CC6B70,6B856C,8DA0AA
Neon Lights,unicorn,stallion,"hsl(192, 52%, 82%)","hsl(000, 0%, 29%)","hsl(201, 83%, 69%)",2080312,False,EAA648,FFC061,D4B877
Smiley SomnambulanNile Faras,unicorn,mare,"hsl(112, 100%, 85%)","hsl(232, 55%, 54%)","hsl(193, 100%, 77%)",7180639,False,9E83A0,9B7EC8,6BADD6
Nixie,unicorn,mare,"hsl(269, 16%, 61%)","hsl(350, 19%, 70%)","hsl(000, 100%, 100%)",1092002,True,F7F8CE,666666,62ABD5
Nook,unicorn,mare,"hsl(060, 42%, 85%)","hsl(311, 32%, 44%)","hsl(170, 100%, 71%)",4120534,False,F1B350,71383C,6CB7EA
Architecture PonyNorth Point,unicorn,mare,"hsl(180, 40%, 92%)","hsl(298, 28%, 76%)","hsl(285, 26%, 47%)",5141822,False,D9CC8C,666CA9,A0C8E4
Perceptive Friendship StudentNovember Rain,unicorn,stallion,"hsl(222, 86%, 83%)","hsl(263, 40%, 41%)","hsl(55, 50%, 60%)",8010703,False,91C7CF,99387A,10B79E
Ocean Breeze,unicorn,mare,"hsl(175, 60%, 78%)","hsl(199, 47%, 62%)","hsl(201, 46%, 53%)",2051820,False,A18FC7,362343,CA94FA
Jeweled PonyOld Money,unicorn,mare,"hsl(264, 33%, 63%)","hsl(311, 44%, 95%)","hsl(156, 91%, 40%)",8041024,False,E49949,527C8E,B48B64
Masked NurseOpen Heart,unicorn,mare,"hsl(56, 89%, 93%)","hsl(355, 81%, 75%)","hsl(249, 60%, 55%)",6231754,False,EA95B7,CA444F,7EAEE2
Orchid Dew,unicorn,mare,"hsl(199, 83%, 73%)","hsl(233, 72%, 68%)","hsl(281, 30%, 62%)",1131126,True,8DC3C4,9E573D,C69939
Delivery PonyPackage Deal,unicorn,stallion,"hsl(85, 48%, 83%)","hsl(340, 28%, 29%)","hsl(33, 58%, 35%)",5150248,False,F7F8ED,DBE1DF,77CEFD
Passionate,unicorn,mare,"hsl(069, 98%, 84%)","hsl(217, 72%, 79%)","hsl(233, 59%, 84%)",4260320,False,F3D1CE,D699CE,27B9AD
Mistmane's MotherPeaceful Flower,unicorn,mare,"hsl(66, 57%, 70%)","hsl(23, 69%, 58%)","hsl(28, 83%, 63%)",7160908,False,9B815F,BBB1F1,6F5695
Banner VendorPeachy Pitt,unicorn,mare,"hsl(077, 100%, 94%)","hsl(023, 78%, 42%)","hsl(081, 64%, 49%)",4120233,False,F4EDF7,9468DE,AEC1DB
Peanut Pastry,unicorn,mare,"hsl(19, 21%, 62%)","hsl(183, 67%, 71%)","hsl(327, 40%, 73%)",5141301,False,B55A87,174B82,A59AA7
Peanut Plant,unicorn,stallion,"hsl(252, 20%, 48%)","hsl(261, 27%, 21%)","hsl(53, 48%, 51%)",6130114,False,C52B63,D57CB4,6DDD40
Perfect Timing,unicorn,mare,"hsl(059, 100%, 90%)","hsl(056, 100%, 78%)","hsl(124, 49%, 66%)",1110601,True,507CAF,FFFFFF,81AB59
Pinny Lane,unicorn,mare,"hsl(066, 90%, 92%)","hsl(190, 59%, 58%)","hsl(172, 34%, 75%)",2060050,False,AEDBC2,501282,7A769E
Pixie,unicorn,mare,"hsl(030, 61%, 71%)","hsl(205, 49%, 82%)","hsl(000, 100%, 100%)",1092002,True,FFFFFF,4E4746,19719A
Student 1Polo Play,unicorn,stallion,"hsl(194, 42%, 80%)","hsl(210, 46%, 31%)","hsl(221, 74%, 66%)",5100413,False,E6E384,C0D5F7,76B706
Elite PonyPonet,unicorn,stallion,"hsl(244, 29%, 65%)","hsl(050, 54%, 59%)","hsl(094, 68%, 57%)",1011845,True,8094AC,5085F7,696090
Poppycock,unicorn,stallion,"hsl(357, 49%, 61%)","hsl(206, 78%, 86%)","hsl(164, 32%, 36%)",2260557,False,6090BE,5E1A0D,89D2E6
Snobbish Waiter PonyPort Wine,unicorn,stallion,"hsl(35, 79%, 60%)","hsl(319, 38%, 28%)","hsl(301, 47%, 42%)",6030607,False,FF80D2,F7F19C,F5D88A
Precious,unicorn,mare,"hsl(296, 13%, 57%)","hsl(122, 11%, 47%)","hsl(000, 100%, 100%)",1110601,True,94DDE5,3B3DBF,24ABE0
Press Release,unicorn,mare,"hsl(062, 75%, 89%)","hsl(036, 100%, 69%)","hsl(188, 58%, 64%)",1201020,True,99E5EA,061928,7550A5
Nasal PonyPretzel,unicorn,mare,"hsl(37, 85%, 63%)","hsl(263, 40%, 64%)","hsl(345, 46%, 50%)",5141824,False,F2BDFF,FFFFFF,52C8D1
Primrose,unicorn,mare,,,,,False,BDDBD9,4B5577,BF6012
Slick Waiter PonyPristine,unicorn,stallion,"hsl(050, 50%, 70%)","hsl(000, 0%, 40%)","hsl(300, 25%, 58%)",2090942,False,C08059,C3402C,4FC480
Puppydog Tails,unicorn,stallion,"hsl(188, 39%, 69%)","hsl(355, 34%, 33%)","hsl(49, 60%, 54%)",6140854,False,87D4CB,45A16A,B00370
Purple Stuff,unicorn,stallion,"hsl(259, 33%, 67%)","hsl(234, 28%, 53%)","hsl(253, 16%, 60%)",2260557,False,EE9E4F,E7FDFE,6EE750
Quiet Gestures,unicorn,mare,"hsl(31, 74%, 59%)","hsl(319, 46%, 41%)","hsl(323, 99%, 33%)",5100334,False,E1C07A,4881D5,BE5CC7
Rachel Hay,unicorn,mare,"hsl(336, 67%, 75%)","hsl(276, 31%, 20%)","hsl(267, 39%, 49%)",6121935,False,707D89,C31D76,46C427
Mistmane's FatherRain Swirl,unicorn,stallion,"hsl(181, 32%, 66%)","hsl(198, 27%, 44%)","hsl(295, 53%, 24%)",7160908,False,C2666E,3B9153,7DDDE8
Rainbow Stars,unicorn,mare,"hsl(65, 43%, 95%)","hsl(355, 56%, 53%)","hsl(170, 92%, 72%)",5170727,False,9584C2,422E38,9AF07F
Ramal Kthyb,unicorn,mare,"hsl(6, 61%, 88%)","hsl(16, 44%, 43%)","hsl(13, 6%, 44%)",8190935,False,C4F2D3,ACD7D2,40CC24
