name,kind,group,coat_color,mane_color,eye_color,first_appearance,first_season,coat_hex,mane_hex,eye_hex
Rare Find,unicorn,stallion,"hsl(034, 24%, 49%)","hsl(160, 9%, 87%)","hsl(201, 23%, 47%)",2090544,False,CEE9D7,777DBB,88D959
Bookstore Pony 1Raspberry Latte,unicorn,mare,"hsl(282, 38%, 95%)","hsl(308, 43%, 72%)","hsl(196, 60%, 75%)",8080540,False,A0834B,5E85B5,6BC6FF
Cruise Pony 1Raspberry Sorbet,unicorn,mare,"hsl(330, 38%, 53%)","hsl(249, 69%, 82%)","hsl(194, 76%, 72%)",7220203,False,CCCCCC,DEE6ED,E66700
Red Rose,unicorn,mare,"hsl(338, 64%, 47%)","hsl(262, 64%, 64%)","hsl(046, 73%, 65%)",1141406,True,DEFBFC,726A5F,6FD4D8
Rhythm / Night Shade,unicorn,mare,"hsl(212, 37%, 50%)","hsl(211, 70%, 30%)","hsl(059, 61%, 56%)",1022023,True,D68D51,FF99D1,3C6367
Trainer 1Roar Horn,unicorn,stallion,"hsl(147, 38%, 77%)","hsl(322, 51%, 66%)","hsl(255, 25%, 52%)",6200502,False,D4C9A5,FD9BC4,84A8D2
Rosewood Brook,unicorn,mare,"hsl(000, 100%, 100%)","hsl(000, 100%, 100%)","hsl(000, 100%, 100%)",2121542,False,CBF1D2,689F2D,C4604A
Trim EEA OfficialRosy Pearl,unicorn,mare,"hsl(58, 66%, 71%)","hsl(273, 76%, 29%)","hsl(46, 83%, 59%)",6200043,False,EAECF0,CFA5E9,55F6C3
Dapper PonyRotten Apple,unicorn,stallion,"hsl(213, 21%, 59%)","hsl(13, 6%, 29%)","hsl(98, 53%, 51%)",5151746,False,E3B33B,F6FA2E,C68B15
Royal Pin,unicorn,stallion,"hsl(209, 42%, 56%)","hsl(217, 77%, 86%)","hsl(053, 45%, 52%)",1012015,True,FDFDAA,EB6A14,CEC064
Royal Ribbon,unicorn,mare,"hsl(321, 100%, 75%)","hsl(221, 91%, 64%)","hsl(253, 30%, 45%)",1030726,True,F1A7C8,BA6D99,C08521
Say Cheese,unicorn,mare,"hsl(186, 61%, 74%)","hsl(10, 76%, 21%)","hsl(28, 41%, 44%)",5140635,False,E8E682,EBDA93,8E392F
Sea Spray​[​dubious – discuss‍​]​,unicorn,mare,"hsl(184, 66%, 76%)","hsl(056, 85%, 79%)","hsl(196, 76%, 61%)",3051931,False,E6D098,FCE7A1,7E7CE4
Sea Swirl,unicorn,mare,"hsl(288, 100%, 87%)","hsl(239, 53%, 49%)","hsl(328, 89%, 38%)",1011640,True,F8F0D8,764A87,A8D987
Sherbet Sunset,unicorn,,,,,,False,C5AFDE,F0F0F0,62C24C
Shrimp Cuisine,unicorn,stallion,"hsl(176, 29%, 80%)","hsl(207, 75%, 9%)","hsl(194, 17%, 39%)",6121935,False,CAE9C3,3A393C,27A041
Silver Spanner,unicorn,mare,"hsl(023, 45%, 55%)","hsl(000, 0%, 100%)","hsl(201, 15%, 61%)",1011916,True,8DB0E2,EF9E4D,A1ABF7
Slapshot,unicorn,mare,"hsl(173, 47%, 68%)","hsl(226, 23%, 38%)","hsl(42, 52%, 65%)",6181937,False,C3DFDF,FFB8E6,19BE19
Smiley Star,unicorn,stallion,"hsl(30, 82%, 62%)","hsl(8, 63%, 47%)","hsl(203, 57%, 63%)",6231701,False,FAF9B7,3E1E43,266E82
Trendy Photographer PonySnapshot,unicorn,stallion,"hsl(41, 63%, 68%)","hsl(144, 40%, 45%)","hsl(202, 58%, 61%)",5140635,False,FCFAEE,635036,0D962F
South Pole,unicorn,stallion,"hsl(211, 10%, 49%)","hsl(182, 92%, 95%)","hsl(204, 75%, 67%)",1260457,True,9B95B2,131217,E1DC84
Spellbound,unicorn,stallion,"hsl(355, 43%, 58%)","hsl(216, 63%, 56%)","hsl(205, 56%, 76%)",6200043,False,938A8B,C0EF52,C439D0
Trainer 2Sprigfield,unicorn,stallion,"hsl(256, 34%, 64%)","hsl(328, 74%, 44%)","hsl(171, 84%, 39%)",6200502,False,5F5458,5B245B,4EA5B7
Spring Fresh,unicorn,mare,"hsl(139, 64%, 86%)","hsl(137, 42%, 40%)","hsl(272, 91%, 78%)",1260525,True,99EBD2,383649,5AA3D3
Sprout Greenhoof,unicorn,mare,"hsl(140, 38%, 86%)","hsl(330, 18%, 22%)","hsl(29, 35%, 55%)",6200043,False,E6E6E6,F5F1C2,B87856
Stage Tales,unicorn,stallion,"hsl(40, 36%, 46%)","hsl(173, 35%, 76%)","hsl(211, 63%, 69%)",8010714,False,B5D3DE,CBDCE2,5BC8A0
Star Bright,unicorn,stallion,"hsl(000, 0%, 80%)","hsl(235, 33%, 60%)","hsl(041, 55%, 50%)",2090544,False,C16953,FCFDFD,C2B1C8
Star Dream / Sky Dream,unicorn,stallion,"hsl(183, 84%, 93%)","hsl(213, 37%, 54%)","hsl(201, 97%, 73%)",1260457,True,D5B9DF,D63848,ADF5D8
Dignified Shop-PonyStärke Kragen,unicorn,stallion,"hsl(27, 62%, 58%)","hsl(208, 31%, 90%)","hsl(175, 65%, 44%)",6091324,False,8CA4A6,EAFAF5,78BBE8
Steeplechase,unicorn,stallion,"hsl(46, 35%, 74%)","hsl(35, 9%, 41%)",,5100413,False,F1CD83,F2F4F1,2A79A7
Strawberry Lime,unicorn,mare,"hsl(131, 58%, 87%)","hsl(327, 100%, 80%)","hsl(264, 27%, 46%)",1260921,True,949AAD,E67919,DEE694
Sugarberry,unicorn,mare,"hsl(220, 16%, 93%)","hsl(335, 96%, 80%)","hsl(214, 38%, 77%)",1111631,True,989661,FEFBFE,60959F
Sunset Rain,unicorn,mare,"hsl(043, 75%, 56%)","hsl(089, 56%, 40%)","hsl(291, 7%, 63%)",4260316,False,FBFB74,F7FBFD,779970
Sunshine Petals,unicorn,mare,"hsl(060, 95%, 83%)","hsl(277, 60%, 78%)","hsl(103, 70%, 56%)",4080432,False,E5F0FF,C9C9C9,E3F4C3
Bright PonySunshine Smiles,unicorn,mare,"hsl(333, 73%, 80%)","hsl(61, 95%, 58%)","hsl(91, 33%, 51%)",5141823,False,CBE5FB,EDB1C8,AA2C74
Sunspot,unicorn,stallion,"hsl(59, 69%, 71%)","hsl(24, 84%, 50%)","hsl(247, 17%, 54%)",5261435,False,BA9969,FFFFFF,502A79
Swan Song,unicorn,mare,"hsl(043, 61%, 75%)","hsl(326, 36%, 58%)","hsl(199, 72%, 35%)",2090141,False,F6F4AC,DE3F94,72F38E
Sweet Biscuit,unicorn,mare,"hsl(45, 69%, 91%)","hsl(48, 69%, 75%)","hsl(82, 94%, 37%)",5140604,False,FCF9CF,FBF3F7,1E1C1A
Sweet Dreams,unicorn,mare,"hsl(268,42%,78%)","hsl(046, 94%, 81%)","hsl(252, 20%, 47%)",1260525,True,97B0BF,FBFBEE,DB51AD
Sweet Service,unicorn,mare,"hsl(109, 46%, 84%)","hsl(283, 29%, 41%)","hsl(193, 65%, 72%)",6090230,False,F8CEE4,FBF7FC,F4AEF0
Top Marks,unicorn,stallion,"hsl(215, 60%, 72%)","hsl(000, 0%, 94%)","hsl(044, 84%, 75%)",1231258,True,D2ECF4,F3F6DF,37D7CA
Pony Vendor 3Top Notch,unicorn,stallion,"hsl(180, 31%, 82%)","hsl(260, 3%, 23%)","hsl(197, 75%, 51%)",2121542,False,CEC983,ECE8A7,D1674D
Tropical Dream,unicorn,mare,"hsl(59, 87%, 85%)","hsl(30, 84%, 62%)","hsl(266, 35%, 48%)",5100005,False,B5C48D,FAD1E8,FFFFFF
Twinkleshine,unicorn,mare,"hsl(051, 68%, 96%)","hsl(321, 100%, 86%)","hsl(184, 58%, 57%)",1010217,True,9DCDCB,D8DFBF,A3CE46
Undertone,unicorn,stallion,"hsl(254, 16%, 64%)","hsl(292, 38%, 19%)",,5240901,False,9DA1AF,FCF9E8,BCF362
Valor Valentine,unicorn,,,,,,False,BAC59B,D3C688,FA99E0
Songbird Serenade's AgentVinny,unicorn,stallion,"hsl(353, 4%, 56%)","hsl(34, 30%, 30%)",,MLPTM1203,False,ECACBA,E7CAE1,5D9EDF
Watermelon Shimmer,unicorn,,,,,,False,A38162,F8F9D2,A96FCE
Songbird Serenade's BodyguardWhinnyfield,unicorn,stallion,"hsl(338, 6%, 35%)","hsl(252, 12%, 8%)",,MLPTM1203,False,D2DEEE,F7F7F7,7810A8
Incidental PonyWhoa Nelly,unicorn,mare,"hsl(162, 67%, 76%)","hsl(78, 83%, 63%)","hsl(27, 83%, 41%)",5051212,False,A9BCD6,E57915,6EDECF
Written Script,unicorn,stallion,"hsl(000, 0%, 90%)","hsl(300, 43%, 25%)","hsl(145, 50%, 54%)",2080005,False,BBDFE8,B0C9C6,44C551
Booksmart,unicorn,mare,"hsl(196, 38%, 79%)","hsl(245, 15%, 25%)","hsl(322, 97%, 35%)",5121935,False,D1C69E,000000,116E67
Buzzard Hooffield,earth,stallion,"hsl(12, 47%, 54%)","hsl(55, 72%, 86%)","hsl(108, 76%, 61%)",5230513,False,E0E0E0,CD763C,FBAE50
Chelsea Porcelain,earth,mare,"hsl(284, 38%, 80%)","hsl(196, 28%, 84%)","hsl(295, 49%, 57%)",2080404,False,F3EAD3,4B2F6F,C8B0DE
Stuffy DignitaryCommander Redfeather,earth,stallion,"hsl(185, 13%, 60%)","hsl(180, 33%, 99%)","hsl(108, 67%, 46%)",4240440,False,D6D6F5,10E0CB,FFEA70
Edler[sic] StallionCortland,earth,stallion,"hsl(40, 80%, 73%)","hsl(354, 66%, 53%)","hsl(186, 70%, 70%)",7180639,False,EAE4A4,527EBC,F47F4E
Dusty McColt,earth,stallion,"hsl(226, 13%, 63%)","hsl(162, 63%, 95%)","hsl(106, 79%, 72%)",5231140,False,5B3262,78E2C3,00031A
Pest Control PonyEgon,earth,stallion,"hsl(057, 22%, 49%)","hsl(100, 13%, 95%)","hsl(110, 70%, 47%)",5040416,False,F8AFDB,89FBD1,0D66AB
Senior DeputyFetter Keys,earth,stallion,"hsl(60, 94%, 72%)","hsl(28, 80%, 50%)","hsl(98, 63%, 60%)",5060050,False,91B1DE,4C3924,A8C261
Foggy Fleece,pegasus,mare,"hsl(216, 100%, 95%)","hsl(300, 50%, 99%)","hsl(203, 100%, 71%)",1161238,True,E9D3E8,E3DB63,AA9446
Grandpa Skies,unicorn,stallion,"hsl(208, 85%, 89%)","hsl(200, 60%, 98%)","hsl(27, 100%, 45%)",RR2049,False,F2F18C,4ED7DA,F0E48F
Mr. Greenhooves,earth,stallion,"hsl(036, 37%, 57%)","hsl(000, 0%, 79%)","hsl(182, 57%, 64%)",1060120,True,B89E75,2D4B71,FFFFFF
Groucho Mark,earth,stallion,"hsl(58, 81%, 82%)","hsl(337, 62%, 81%)","hsl(186, 26%, 32%)",5190826,False,86CBCB,816046,2AC63F
Haymaker,pegasus,stallion,"hsl(56, 89%, 90%)","hsl(0, 100%, 100%)","hsl(212, 46%, 67%)",4100530,False,DDCBF1,CCD4EA,1C1C1C
Haymish,earth,stallion,"hsl(203, 24%, 67%)","hsl(328, 71%, 56%)","hsl(011, 51%, 53%)",3031439,False,F6FAD1,67ACC5,7F9938
Hearty Brew,earth,mare,"hsl(328, 75%, 89%)","hsl(334, 54%, 97%)","hsl(161, 90%, 65%)",7221438,False,FCFBF7,8772FD,439AD0
Serene DignitaryImmemoria,earth,mare,"hsl(194, 61%, 89%)","hsl(60, 64%, 96%)","hsl(40, 81%, 43%)",4240440,False,8ED2EB,7B73A5,38A3F5
Lemongrass,earth,mare,"hsl(56, 43%, 66%)","hsl(285, 50%, 98%)","hsl(52, 52%, 60%)",7101151,False,EEC3E7,681173,A6E548
Unicorn PainterLeonardo da Brinci,unicorn,stallion,"hsl(76, 32%, 66%)","hsl(68, 57%, 92%)","hsl(38, 71%, 44%)",5101403,False,7ED6FB,F9C8F1,E67F8B
Ticket Taker PonyLoose Tracks,earth,stallion,"hsl(178, 32%, 71%)","hsl(57, 64%, 79%)","hsl(6, 50%, 37%)",8230223,False,BCC9CD,DA8BB1,2C5781
Old GardenerLotus Petal,unicorn,mare,"hsl(226, 10%, 65%)","hsl(327, 81%, 90%)","hsl(241, 66%, 69%)",7251322,False,FDFFD1,A7392F,1E1C1A
Ma Switchell,earth,mare,"hsl(76, 27%, 69%)","hsl(73, 33%, 81%)","hsl(96, 52%, 69%)",4172030,False,B7948A,7A7966,5E7E82
Moody Root,earth,stallion,"hsl(347, 62%, 80%)","hsl(49, 78%, 95%)","hsl(109, 49%, 53%)",RR1413,False,CAF7E6,599051,5EC2DE
Ol' Salt,earth,stallion,"hsl(029, 26%, 51%)","hsl(050, 46%, 68%)","hsl(133, 61%, 39%)",1210726,True,AE804C,C43189,E8C9E8
Pearly Stitch,earth,mare,"hsl(215, 46%, 88%)","hsl(314, 38%, 85%)","hsl(233, 84%, 80%)",2080404,False,F7E0BF,FFB2F7,7ACF63
Peduncle Bloom,earth,stallion,"hsl(214, 35%, 75%)","hsl(62, 76%, 90%)","hsl(120, 77%, 42%)",7101026,False,E8DC92,9E754C,5B9F95
Pipe Down,earth,stallion,"hsl(191, 49%, 82%)",,"hsl(193, 55%, 33%)",2260557,False,FEFFC7,EBDC89,FFFFFF
Sand Trap,earth,stallion,"hsl(047, 36%, 72%)","hsl(000, 0%, 97%)","hsl(135, 84%, 32%)",2061620,False,FBE0FF,D6543D,7DD8BA
Hayseed Swamp StallionSavage Honeydew,earth,stallion,"hsl(0, 0%, 88%)","hsl(29, 83%, 49%)","hsl(57, 61%, 70%)",4172013,False,BCDDE7,D7CD75,50E7C1
Soybean Sorbet,earth,mare,"hsl(44, 56%, 89%)","hsl(173, 19%, 74%)","hsl(295, 62%, 52%)",7061108,False,B4C9D0,806047,697696
Mr. Waddle,earth,stallion,"hsl(240, 61%, 90%)","hsl(000, 0%, 0%)","hsl(190, 42%, 51%)",2080407,False,E2C174,F6CDB6,007180
Wilma,earth,mare,"hsl(055, 63%, 78%)","hsl(024, 59%, 52%)","hsl(204, 58%, 59%)",2260557,False,9FAAD0,E96D9C,60B9DC
Apple Bytes,earth,filly,"hsl(291,33%,29%)","hsl(266,40%,31%)","hsl(021,41%,53%)",2170332,False,CBC7CC,B4D5E4,3E5CA8
Aquamarine,earth,filly,"hsl(324, 84%, 83%)","hsl(174, 87%, 47%)","hsl(158, 50%, 57%)",4150337,False,D6FFCC,FAFAFA,389299
Archer,earth,filly,"hsl(215, 54%, 72%)","hsl(215, 44%, 53%)","hsl(283, 17%, 74%)",1120004,True,FFB2D4,F7CE4B,7C6046
Aura,earth,filly,"hsl(302, 33%, 87%)","hsl(162, 65%, 68%)","hsl(156, 78%, 82%)",1070140,True,EBEBEB,BE9AE5,D733A0
Barley Barrel,pegasus,filly,"hsl(59, 80%, 75%)","hsl(158, 93%, 76%)","hsl(204, 71%, 69%)",RR1341,False,CBAEF4,7564AA,F7EC73
Barley Grind,earth,colt,"hsl(37, 32%, 59%)","hsl(32, 35%, 22%)","hsl(202, 60%, 41%)",6030206,False,B8B1CD,7B73A5,FFD6FF
Bee Bop,pegasus,filly,"hsl(180, 40%, 66%)","hsl(056, 70%, 64%)","hsl(066, 62%, 74%)",1121951,True,FFFCE5,828E6B,FDE662
Beesting ,pegasus,filly,"hsl(269, 57%, 87%)","hsl(181, 65%, 58%)","hsl(190, 25%, 50%)",6241031,False,D5F7A6,ECE1A2,4EF4D0
Berryjack,earth,filly,"hsl(66, 80%, 90%)","hsl(214, 43%, 31%)","hsl(110, 17%, 52%)",,False,8ECDB7,E6E5A2,FED971
Poofy-Maned SchoolponyBlade Runner,earth,colt,"hsl(040, 50%, 98%)","hsl(027, 30%, 39%)","hsl(081, 68%, 86%)",4150259,False,A5CFBE,73262E,7B0EAA
Bloo,unicorn,filly,"hsl(196, 70%, 74%)","hsl(225, 42%, 86%)","hsl(326, 59%, 42%)",2180318,False,CDBFE3,474747,685A62
Blue Lily,earth,filly,"hsl(310, 56%, 85%)","hsl(196, 45%, 59%)","hsl(269, 48%, 32%)",6140634,False,B3BCCC,EB6666,4994DA
Blueberry Swirl,earth,filly,"hsl(198, 94%, 74%)","hsl(249, 97%, 72%)","hsl(133, 84%, 70%)",1231004,True,A28688,2E6399,DACADE
Bolt,earth,filly,"hsl(194, 14%, 77%)","hsl(250, 22%, 55%)","hsl(029, 7%, 11%)",1121047,True,B0B0B0,E05CA0,B280AB
Clever SchoolponyBoysenberry,earth,filly,"hsl(063, 100%, 91%)","hsl(293, 74%, 26%)","hsl(320, 66%, 59%)",4150311,False,E9C372,DD7C22,B188B4
Pink-Maned FillyBrown Sugar,unicorn,filly,"hsl(013, 24%, 63%)","hsl(310, 80%, 88%)","hsl(303, 76%, 82%)",4191049,False,FFBA70,FDF3C9,F1926A
Bubblegum Brush,earth,filly,"hsl(157, 74%, 88%)","hsl(331, 52%, 70%)","hsl(175, 67%, 53%)",5180439,False,FFADFF,F3A153,82CCD9
Game-Playin' SchoolponyButton Mash,earth,colt,"hsl(032, 39%, 49%)","hsl(005, 56%, 42%)","hsl(012, 59%, 56%)",2170333,False,F1EFB6,78E298,EEF98B
Caramel Coffee,earth,colt,"hsl(035, 78%, 86%)","hsl(057, 9%, 44%)","hsl(000, 100%, 100%)",2230620,False,859EC7,465B9B,96DFED
Big-Mouthed SchoolponyCarrot Crunch,earth,colt,"hsl(52, 65%, 74%)","hsl(112, 28%, 44%)","hsl(79, 58%, 54%)",5180441,False,BEDFF9,6A5644,DE5971
Cerise Bud,unicorn,filly,"hsl(061, 100%, 89%)","hsl(324, 60%, 48%)","hsl(083, 86%, 67%)",4120555,False,D3A3E6,2986AE,5DA1C6
Cheery,pegasus,filly,"hsl(292, 100%, 94%)","hsl(306, 100%, 85%)","hsl(316, 91%, 79%)",1231932,True,78BAA4,725640,78BBE8
Chip Mint,pegasus,colt,"hsl(194, 47%, 82%)","hsl(030, 35%, 46%)","hsl(210, 67%, 62%)",2180519,False,BFA782,FFEC80,E2C0EC
Chirpy Hooves,pegasus,filly,"hsl(195, 23%, 76%)","hsl(051, 71%, 73%)","hsl(277, 49%, 62%)",4220938,False,E5B26C,9E3024,B7DCD5
Imperial ColtCinnamon Tea,unicorn,colt,"hsl(42, 65%, 67%)","hsl(9, 65%, 54%)","hsl(281, 83%, 36%)",7160908,False,E3E5B8,A9A7D7,BE81DF
Cloudy Daze,pegasus,,"hsl(227, 34%, 72%)","hsl(54, 55%, 65%)","hsl(172, 63%, 65%)",5160859,False,BDEEFF,66D9F0,5D49D0
Cool Gray,pegasus,colt,"hsl(285, 4%, 79%)","hsl(26, 29%, 39%)","hsl(126, 53%, 52%)",7141420,False,EFDE81,534384,FFFFFF
Sandbar's SisterCoral Currents,earth,filly,"hsl(108, 100%, 90%)","hsl(21, 78%, 84%)","hsl(175, 73%, 25%)",8151401,False,90C874,D9E580,85640F
Coronet,earth,filly,"hsl(334, 100%, 85%)","hsl(337, 74%, 67%)","hsl(033, 96%, 65%)",1121933,True,768798,6C64FC,D3BD92
Cotton Cloudy,pegasus,filly,"hsl(000, 0%, 92%)","hsl(199, 47%, 80%)","hsl(271, 41%, 78%)",1120244,True,C581C4,FFFBE5,A9D3E5
Cotton Top,earth,filly,"hsl(265, 76%, 82%)","hsl(000, 0%, 98%)","hsl(051, 100%, 72%)",1231004,True,FFFFFF,9DE5EC,87CED9
Crackle Pop,pegasus,colt,"hsl(255, 22%, 75%)","hsl(46, 91%, 63%)","hsl(18, 88%, 63%)",6140854,False,F3F896,998EF1,429ECD
Cream Puff,earth,filly,"hsl(053, 100%, 95%)","hsl(269, 59%, 75%)","hsl(233, 100%, 5%)",2080308,False,998C66,B635A2,A688DD
Snake-Charming ColtCucumber Seed,earth,colt,"hsl(85, 84%, 81%)","hsl(254, 29%, 53%)","hsl(206, 86%, 36%)",7210038,False,314D6D,E8B564,18E2D8
Cyan Skies,pegasus,filly,"hsl(159, 39%, 68%)","hsl(250, 22%, 55%)","hsl(076, 44%, 57%)",1121523,True,92D3F2,D42195,B85C00
Danny Trottance,earth,colt,"hsl(156, 31%, 73%)","hsl(81, 14%, 49%)","hsl(47, 42%, 47%)",5071433,False,FCABCC,37608B,E0E891
Fire ChiefDinky Doo,unicorn,filly,"hsl(264, 40%, 82%)","hsl(051, 66%, 78%)","hsl(053, 76%, 75%)",1110505,True,F2F6DA,BE8EEC,CFBCE1
Dipsy,unicorn,,"hsl(217, 20%, 75%)","hsl(059, 58%, 77%)","hsl(000, 100%, 100%)",2130022,False,FCFCFC,FFEF85,B3D062
Novice ArchaeologistDust Brush,earth,colt,"hsl(356, 13%, 58%)","hsl(354, 50%, 30%)","hsl(128, 65%, 47%)",7251155,False,CA86B4,37F1C9,635B7B
Finish Line,earth,filly,"hsl(000, 0%, 69%)","hsl(000, 0%, 28%)","hsl(000, 0%, 11%)",1121047,True,D3F3F3,EFF1BB,67D4EF
Firelock,unicorn,filly,"hsl(041, 73%, 68%)","hsl(000, 77%, 66%)","hsl(076, 46%, 41%)",2230623,False,FFD48A,4D91D1,7BD1C2
Earnest SchoolponyFirst Base,earth,colt,"hsl(031, 100%, 72%)","hsl(210, 54%, 39%)","hsl(203, 60%, 54%)",4120614,False,FEFFCC,8C7E91,3C83F6
Fruitbasket,earth,filly,"hsl(300, 100%, 84%)","hsl(329, 68%, 62%)","hsl(206, 90%, 59%)",1231004,True,AFD9C4,CE5140,A4E042
Sweet-Toothed SchoolponyGallop J. Fry,earth,colt,"hsl(058, 68%, 83%)","hsl(029, 73%, 50%)","hsl(084, 75%, 59%)",4150253,False,C59A6D,EECC86,B2A34D
Rookie ArchaeologistGentiana,earth,filly,"hsl(217, 37%, 65%)","hsl(48, 93%, 89%)","hsl(353, 67%, 70%)",7251206,False,94A3A8,503048,60FBD2
Ginger Tea,earth,filly,"hsl(206, 83%, 86%)","hsl(29, 87%, 64%)",black,7221135,False,F7FBC1,8FF5B9,2162C4
Grape Stem,earth,filly,"hsl(283, 57%, 77%)","hsl(138, 65%, 68%)",black,7221313,False,E7DDA7,F7C797,FFFFFF
Green Daze,earth,colt,"hsl(160, 32%, 60%)","hsl(225, 38%, 44%)","hsl(210, 49%, 34%)",2230616,False,EDE7DE,78CDDD,BB4BC3
Hairpin Turn,earth,filly,"hsl(036, 32%, 63%)","hsl(029, 22%, 34%)","hsl(029, 7%, 11%)",1121047,True,5AC5D8,FF871F,AACD9D
Hard Rock,earth,colt,"hsl(35, 70%, 66%)","hsl(198, 62%, 42%)","hsl(187, 16%, 44%)",6190216,False,D1FFE9,8ADBEF,BAEEE2
Heidi Hay,earth,filly,"hsl(063, 47%, 81%)","hsl(026, 28%, 35%)","hsl(193, 66%, 62%)",4151648,False,EBC2AD,B91D61,28EBC4
Honey Drop,earth,filly,"hsl(195, 100%, 87%)","hsl(051, 100%, 75%)","hsl(300, 41%, 85%)",1231004,True,FFEA70,426F9A,BFDF68
Sincere Friendship StudentHyper Sonic,pegasus,filly,"hsl(51, 77%, 72%)","hsl(6, 63%, 38%)","hsl(107, 53%, 60%)",8010955,False,E4CAE8,89FBD1,3D931B
Key Lime,earth,filly,"hsl(100, 43%, 62%)","hsl(242, 38%, 75%)","hsl(171, 27%, 49%)",2230621,False,F7D28D,C7B2F5,55A3D3
Lance,earth,colt,"hsl(210, 14%, 53%)","hsl(190, 82%, 67%)","hsl(000, 100%, 100%)",2061622,False,97B5CE,E6ADE2,BDE59A
Lavandula,earth,filly,"hsl(301, 37%, 64%)","hsl(255, 33%, 39%)","hsl(160, 54%, 67%)",5240327,False,F2F18C,7637A0,2ED1AE
Lemon Daze,earth,filly,"hsl(000, 0%, 100%)","hsl(067, 66%, 70%)","hsl(165, 76%, 61%)",2080622,False,FFADEB,412BB1,85DBD5
Lemon Scratch,earth,filly,"hsl(063, 87%, 78%)","hsl(243, 96%, 69%)","hsl(222, 18%, 50%)",2230623,False,E8D4ED,EAEBBD,B885DB
Lickety Split,earth,colt,"hsl(045, 20%, 50%)","hsl(051, 100%, 95%)","hsl(187, 100%, 25%)",2100725,False,DFD0B9,241909,DEE996
Lightning Flare,earth,colt,"hsl(212, 38%, 31%)","hsl(185, 67%, 77%)","hsl(197, 64%, 62%)",4191049,False,F6C3FE,EB8EE3,35B7DE
Lily Dache,earth,filly,"hsl(199, 78%, 76%)","hsl(247, 78%, 75%)","hsl(223, 46%, 45%)",1121605,True,EB6B96,AC92D3,FFFFFF
Strong SchoolponyLily Longsocks,earth,filly,"hsl(336, 93%, 83%)","hsl(309, 55%, 46%)","hsl(184, 46%, 41%)",5180224,False,EAD661,9E88C8,676889
Little Match,unicorn,filly,"hsl(68, 62%, 91%)","hsl(37, 74%, 65%)","hsl(29, 28%, 38%)",6080338,False,E8E9F8,C9404B,D46378
Nearsighted SchoolponyLittle Red,earth,filly,"hsl(000, 0%, 99%)","hsl(321, 73%, 48%)","hsl(320, 67%, 52%)",4150525,False,E0DFB8,7151A4,76DB93
Little Violet,unicorn,filly,"hsl(320, 39%, 66%)","hsl(211, 43%, 38%)","hsl(55, 89%, 71%)",7261124,False,D8BFF8,66D9F0,BF952B
Liza Doolots,unicorn,filly,"hsl(180, 57%, 89%)","hsl(271, 71%, 74%)","hsl(300, 100%, 92%)",1110505,True,EBF9DD,461C7D,F18A65
Mango Dash,pegasus,filly,"hsl(038, 100%, 77%)","hsl(052, 100%, 76%)","hsl(051, 98%, 69%)",1070140,True,F9B3D6,ECBBAC,DB51AD
Mint Flower,earth,filly,"hsl(061, 100%, 90%)","hsl(167, 87%, 58%)","hsl(167, 88%, 63%)",4191049,False,FBF693,B6D7E7,DB9EC7
Mint Tea,unicorn,filly,"hsl(150, 36%, 77%)","hsl(062, 66%, 84%)","hsl(044, 99%, 72%)",5010502,False,EEAFC5,E96D9C,EBF99A
Mocha Berry,unicorn,colt,"hsl(31, 43%, 60%)","hsl(209, 59%, 56%)","hsl(282, 85%, 36%)",7210038,False,E1B7E1,67668A,3A78BB
Natural Satellite,unicorn,filly,"hsl(195, 10%, 62%)","hsl(285, 8%, 53%)","hsl(323, 7%, 38%)",5261938,False,EDEDED,F9E47B,D733A0
Nature Walk,earth,filly,"hsl(64, 88%, 87%)","hsl(7, 59%, 53%)","hsl(209, 66%, 57%)",5240327,False,FFB2D4,505077,C22460
Noi,earth,filly,"hsl(051, 57%, 78%)","hsl(040, 76%, 73%)","hsl(290, 23%, 83%)",1120004,True,A295A3,3F466E,83F6FC
Nursery Rhyme,earth,filly,"hsl(035, 30%, 90%)","hsl(315, 25%, 25%)","hsl(309, 25%, 60%)",2161722,False,BABABA,D17D29,7A9169
Ocean Sky,pegasus,filly,"hsl(189, 62%, 60%)","hsl(145, 83%, 76%)","hsl(296, 23%, 62%)",6241031,False,879DC4,51596C,FFFFFF
Peach Fuzz,earth,filly,"hsl(151, 100%, 91%)","hsl(030, 86%, 78%)","hsl(018, 83%, 68%)",4150259,False,CFE8ED,C22E9D,009E61
Peachy Petal,pegasus,filly,"hsl(020, 61%, 80%)","hsl(190, 60%, 67%)","hsl(189, 53%, 68%)",1022028,True,F2F3E7,759BCC,87F8DC
Peachy Pie,earth,filly,"hsl(051, 100%, 72%)","hsl(028, 100%, 56%)","hsl(066, 90%, 76%)",1181523,True,B4E5EE,DAEFF6,AD6ED4
Pearly Whites,unicorn,filly,"hsl(292, 39%, 85%)","hsl(192, 76%, 74%)","hsl(190, 71%, 76%)",4111328,False,F7B0DB,8FF0D3,D378A3
Pepper Pot,earth,filly,"hsl(39, 87%, 76%)","hsl(334, 73%, 42%)","hsl(349, 67%, 61%)",8141040,False,D9C992,D1C62E,B61B5E
Perky Prep,earth,colt,"hsl(207, 36%, 70%)","hsl(209, 40%, 43%)","hsl(201, 48%, 57%)",6141433,False,DFB5EE,FAFAFA,8B0953
