player,nation,clubname,age,position,starts,minutes,matches_played,playing_time_90,goals,assists,penalty_kick_attempts,penalty_kicks,non_penalty_goals,yellow_cards,red_cards
Christian Fuchs,at,Leicester City,34-358,DF,8,702.0,9,7.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Daniel Amartey,gh,Leicester City,26-100,DF,6,587.0,10,6.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Luke Thomas,eng,Leicester City,19-294,DF,6,405.0,6,4.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Hamza Choudhury,eng,Leicester City,23-181,MF,4,305.0,9,3.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cengiz Ünder,tr,Leicester City,23-260,"MF,FW",1,281.0,9,3.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Sidnei Tavares,pt,Leicester City,19-183,MF,1,85.0,2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islam Slimani,dz,Leicester City,32-286,FW,0,20.0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demarai Gray,eng,Leicester City,24-276,FW,0,19.0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Morgan,jm,Leicester City,37-069,DF,0,18.0,3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khanya Leshabela,za,Leicester City,21-194,MF,0,10.0,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vontae Daley Campbell,eng,Leicester City,19-363,DF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Flynn,ie,Leicester City,19-168,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ward,wal,Leicester City,27-282,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Højbjerg,dk,Tottenham Hotspur,25-238,MF,29,2610.0,29,29.0,1.0,3.0,0.0,0.0,1.0,6.0,0.0
Hugo Lloris,fr,Tottenham Hotspur,34-095,GK,29,2610.0,29,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Son Heung-min,kr,Tottenham Hotspur,28-266,FW,28,2350.0,28,26.1,13.0,9.0,0.0,0.0,13.0,0.0,0.0
Harry Kane,eng,Tottenham Hotspur,27-246,FW,27,2363.0,27,26.3,17.0,13.0,4.0,4.0,13.0,1.0,0.0
Tanguy Ndombele,fr,Tottenham Hotspur,24-093,MF,24,1752.0,26,19.5,3.0,1.0,0.0,0.0,3.0,2.0,0.0
Eric Dier,eng,Tottenham Hotspur,27-075,DF,21,1890.0,21,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Toby Alderweireld,be,Tottenham Hotspur,32-029,DF,18,1610.0,18,17.9,1.0,0.0,0.0,0.0,1.0,2.0,0.0
Sergio Reguilón,es,Tottenham Hotspur,24-105,DF,17,1461.0,18,16.2,0.0,3.0,0.0,0.0,0.0,4.0,0.0
Davinson Sánchez,co,Tottenham Hotspur,24-292,DF,15,1306.0,16,14.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Moussa Sissoko,fr,Tottenham Hotspur,31-227,MF,14,1463.0,22,16.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ben Davies,wal,Tottenham Hotspur,27-341,DF,14,1346.0,20,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Serge Aurier,ci,Tottenham Hotspur,28-097,DF,14,1155.0,14,12.8,2.0,1.0,0.0,0.0,2.0,0.0,0.0
Matt Doherty,ie,Tottenham Hotspur,29-074,DF,12,1142.0,15,12.7,0.0,2.0,0.0,0.0,0.0,4.0,1.0
Lucas Moura,br,Tottenham Hotspur,28-230,"FW,MF",11,1103.0,24,12.3,3.0,3.0,0.0,0.0,3.0,0.0,0.0
Steven Bergwijn,nl,Tottenham Hotspur,23-174,"FW,MF",11,1046.0,17,11.6,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Harry Winks,eng,Tottenham Hotspur,25-057,MF,7,637.0,10,7.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Gareth Bale,wal,Tottenham Hotspur,31-258,FW,6,556.0,12,6.2,5.0,2.0,0.0,0.0,5.0,1.0,0.0
Érik Lamela,ar,Tottenham Hotspur,29-027,"FW,MF",5,601.0,17,6.7,1.0,0.0,0.0,0.0,1.0,6.0,1.0
Giovani Lo Celso,ar,Tottenham Hotspur,24-356,MF,5,504.0,12,5.6,1.0,1.0,0.0,0.0,1.0,4.0,0.0
Joe Rodon,wal,Tottenham Hotspur,23-160,DF,5,462.0,8,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japhet Tanganga,eng,Tottenham Hotspur,22-000,DF,3,225.0,3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Vinícius,br,Tottenham Hotspur,26-006,FW,2,263.0,8,2.9,1.0,0.0,0.0,0.0,1.0,2.0,0.0
Dele Alli,eng,Tottenham Hotspur,24-354,MF,2,238.0,9,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dane Scarlett,eng,Tottenham Hotspur,17-007,FW,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie Devine,eng,Tottenham Hotspur,16-242,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gedson Fernandes,pt,Tottenham Hotspur,22-081,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Hart,eng,Tottenham Hotspur,33-346,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megan Finnigan,eng,Everton,22-363,DF,18,1575.0,18,17.5,1.0,1.0,0.0,0.0,1.0,3.0,0.0
Izzy Christiansen,eng,Everton,29-192,MF,18,1560.0,18,17.3,5.0,4.0,1.0,1.0,4.0,1.0,0.0
Ingrid Moe Wold,no,Everton,31-061,DF,16,1369.0,17,15.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Rikke Læntver Sevecke,dk,Everton,24-289,DF,15,1306.0,16,14.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Sandy MacIver,eng,Everton,22-286,GK,14,1188.0,14,13.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Danielle Turner,eng,Everton,30-080,DF,14,1129.0,14,12.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Hayley Raso,au,Everton,26-207,"FW,DF",13,1158.0,18,12.9,5.0,2.0,0.0,0.0,5.0,2.0,0.0
Nicoline Sørensen,dk,Everton,23-228,FW,12,1109.0,18,12.3,2.0,3.0,0.0,0.0,2.0,1.0,0.0
Claire Emslie,sco,Everton,27-023,FW,12,931.0,15,10.3,3.0,5.0,0.0,0.0,3.0,2.0,0.0
Lucy Graham,sco,Everton,24-172,"MF,FW",11,1087.0,16,12.1,4.0,3.0,1.0,1.0,3.0,0.0,0.0
Valérie Gauvin,fr,Everton,24-303,FW,9,727.0,13,8.1,5.0,1.0,2.0,2.0,3.0,0.0,0.0
Simone Magill,nir,Everton,26-150,"FW,MF",7,628.0,13,7.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0
Abbey-Leigh Stringer,eng,Everton,25-318,MF,7,614.0,12,6.8,0.0,1.0,0.0,0.0,0.0,3.0,0.0
Jill Scott,eng,Everton,34-057,MF,7,611.0,7,6.8,2.0,0.0,0.0,0.0,2.0,2.0,0.0
Maéva Clemaron,fr,Everton,28-141,MF,6,544.0,9,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Damaris Egurrola,es,Everton,21-217,"MF,DF",6,526.0,6,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tinja-Riikka Korpela,fi,Everton,34-330,GK,4,432.0,5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poppy Pattinson,eng,Everton,20-335,DF,3,415.0,7,4.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Alisha Lehmann,ch,Everton,22-069,FW,2,276.0,6,3.1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Gabrielle George,eng,Everton,24-057,DF,2,212.0,4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grace Clinton,eng,Everton,0,"MF,FW",2,192.0,5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chantelle Boye-Hlorkah,eng,Everton,25-204,"FW,MF",0,171.0,10,1.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Molly Pike,eng,Everton,20-068,"MF,DF",0,60.0,4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kika van Es,nl,Everton,29-171,DF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Kirby,0,Everton,0,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anna Pederson,eng,Everton,19-012,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ramsdale,eng,Sheffield United,22-321,GK,29,2610.0,29,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Chris Basham,eng,Sheffield United,32-254,"DF,MF",26,2126.0,26,23.6,0.0,1.0,0.0,0.0,0.0,3.0,0.0
George Baldock,eng,Sheffield United,28-022,DF,24,2113.0,24,23.5,0.0,2.0,0.0,0.0,0.0,4.0,0.0
John Egan,ie,Sheffield United,28-162,DF,22,1895.0,22,21.1,0.0,1.0,0.0,0.0,0.0,6.0,1.0
Enda Stevens,ie,Sheffield United,30-265,DF,21,1890.0,21,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Ethan Ampadu,wal,Sheffield United,20-198,"DF,MF",21,1871.0,22,20.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0
John Lundstram,eng,Sheffield United,27-041,MF,21,1831.0,24,20.3,0.0,2.0,1.0,0.0,0.0,7.0,1.0
John Fleck,sco,Sheffield United,29-219,MF,20,1765.0,22,19.6,0.0,2.0,0.0,0.0,0.0,3.0,0.0
David McGoldrick,ie,Sheffield United,33-122,"FW,MF",19,1622.0,26,18.0,6.0,1.0,0.0,0.0,6.0,5.0,0.0
Oliver Norwood,nir,Sheffield United,29-353,MF,17,1436.0,23,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Oliver Burke,sco,Sheffield United,23-358,FW,12,1029.0,19,11.4,1.0,1.0,0.0,0.0,1.0,2.0,0.0
Sander Berge,no,Sheffield United,23-045,MF,12,1016.0,13,11.3,1.0,1.0,1.0,1.0,0.0,4.0,0.0
Oliver McBurnie,sco,Sheffield United,24-300,FW,11,1229.0,21,13.7,1.0,0.0,0.0,0.0,1.0,2.0,0.0
Ben Osborn,eng,Sheffield United,26-238,"MF,DF",9,911.0,15,10.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rhian Brewster,eng,Sheffield United,20-364,FW,9,864.0,20,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kean Bryan,eng,Sheffield United,24-150,DF,9,745.0,10,8.3,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Jayden Bogle,eng,Sheffield United,20-247,DF,8,806.0,11,9.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
Billy Sharp,eng,Sheffield United,35-054,FW,7,735.0,16,8.2,3.0,0.0,2.0,2.0,1.0,1.0,0.0
Max Lowe,eng,Sheffield United,23-324,DF,7,550.0,8,6.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jack Robinson,eng,Sheffield United,27-211,DF,6,607.0,8,6.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Phil Jagielka,eng,Sheffield United,38-226,DF,5,428.0,8,4.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Lys Mousset,fr,Sheffield United,25-051,"FW,MF",2,264.0,8,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack O'Connell,eng,Sheffield United,27-002,DF,2,180.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iliman Ndiaye,fr,Sheffield United,21-252,MF,0,12.0,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antwoine Hackford,eng,Sheffield United,17-011,"DF,FW",0,11.0,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zak Brunt,eng,Sheffield United,19-134,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Foderingham,eng,Sheffield United,30-076,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyron Gordon,eng,Sheffield United,18-311,DF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frankie Maguire,eng,Sheffield United,17-245,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Verrips,nl,Sheffield United,24-118,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rui Patrício,pt,Wolverhampton Wanderers,33-044,GK,29,2609.0,29,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Conor Coady,eng,Wolverhampton Wanderers,28-034,DF,28,2493.0,28,27.7,1.0,0.0,0.0,0.0,1.0,4.0,0.0
Pedro Neto,pt,Wolverhampton Wanderers,21-022,"FW,MF",28,2429.0,29,27.0,5.0,5.0,0.0,0.0,5.0,4.0,0.0
Nélson Semedo,pt,Wolverhampton Wanderers,27-135,DF,26,2296.0,26,25.5,0.0,1.0,0.0,0.0,0.0,4.0,0.0
Rúben Neves,pt,Wolverhampton Wanderers,24-018,MF,24,2079.0,28,23.1,5.0,1.0,3.0,3.0,2.0,6.0,0.0
João Moutinho,pt,Wolverhampton Wanderers,34-204,MF,23,2030.0,27,22.6,1.0,1.0,0.0,0.0,1.0,5.0,1.0
Leander Dendoncker,be,Wolverhampton Wanderers,25-350,"MF,DF",21,1879.0,24,20.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Adama Traoré,es,Wolverhampton Wanderers,25-065,FW,20,1963.0,28,21.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Romain Saïss,ma,Wolverhampton Wanderers,31-005,DF,20,1777.0,20,19.7,3.0,0.0,0.0,0.0,3.0,2.0,0.0
Willy Boly,ci,Wolverhampton Wanderers,30-056,DF,17,1530.0,17,17.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Daniel Podence,pt,Wolverhampton Wanderers,25-161,"FW,MF",17,1316.0,18,14.6,3.0,2.0,0.0,0.0,3.0,2.0,0.0
Max Kilman,eng,Wolverhampton Wanderers,23-312,DF,12,1121.0,15,12.5,0.0,1.0,0.0,0.0,0.0,3.0,0.0
Raúl Jiménez,mx,Wolverhampton Wanderers,29-330,FW,10,823.0,10,9.1,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Rayan Aït Nouri,fr,Wolverhampton Wanderers,19-298,DF,8,702.0,13,7.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Willian José,br,Wolverhampton Wanderers,29-128,FW,8,659.0,9,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Marçal,br,Wolverhampton Wanderers,32-040,DF,7,615.0,12,6.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Jonny Castro,es,Wolverhampton Wanderers,27-028,DF,7,495.0,7,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio Silva,pt,Wolverhampton Wanderers,18-255,FW,6,823.0,23,9.1,2.0,0.0,1.0,1.0,1.0,2.0,0.0
Ki-Jana Hoever,nl,Wolverhampton Wanderers,19-072,DF,3,396.0,9,4.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Vitinha,pt,Wolverhampton Wanderers,21-046,MF,2,232.0,12,2.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rúben Vinagre,pt,Wolverhampton Wanderers,21-356,DF,1,173.0,2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen Otasowie,us,Wolverhampton Wanderers,19-345,MF,1,117.0,5,1.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Morgan Gibbs-White,eng,Wolverhampton Wanderers,21-063,"FW,MF",1,104.0,4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Cutrone,it,Wolverhampton Wanderers,23-087,"FW,MF",0,25.0,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oskar Buur,dk,Wolverhampton Wanderers,23-000,DF,0,22.0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Ruddy,eng,Wolverhampton Wanderers,34-158,GK,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Bueno,es,Wolverhampton Wanderers,18-194,DF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Theo Corbeanu,ca,Wolverhampton Wanderers,18-318,FW,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Cundle,eng,Wolverhampton Wanderers,18-339,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Jota,pt,Wolverhampton Wanderers,24-117,"FW,MF",0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigel Lonwijk,nl,Wolverhampton Wanderers,18-155,DF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Marques,ch,Wolverhampton Wanderers,18-075,DF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Perry,eng,Wolverhampton Wanderers,19-259,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Richards,ie,Wolverhampton Wanderers,19-167,DF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meritan Shabani,al,Wolverhampton Wanderers,22-016,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Søndergaard,dk,Wolverhampton Wanderers,20-073,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben White,eng,Brighton & Hove Albion,23-174,"DF,MF",28,2472.0,28,27.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Lewis Dunk,eng,Brighton & Hove Albion,29-130,DF,26,2339.0,26,26.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0
Yves Bissouma,ml,Brighton & Hove Albion,24-213,MF,26,2302.0,27,25.6,1.0,0.0,0.0,0.0,1.0,6.0,1.0
Neal Maupay,fr,Brighton & Hove Albion,24-229,"FW,MF",24,2050.0,27,22.8,8.0,2.0,4.0,3.0,5.0,1.0,0.0
Leandro Trossard,be,Brighton & Hove Albion,26-117,"FW,MF",22,1989.0,26,22.1,4.0,5.0,0.0,0.0,4.0,2.0,0.0
Adam Webster,eng,Brighton & Hove Albion,26-086,DF,22,1964.0,22,21.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Joël Veltman,nl,Brighton & Hove Albion,29-075,DF,20,1831.0,23,20.3,1.0,1.0,0.0,0.0,1.0,3.0,0.0
Solly March,eng,Brighton & Hove Albion,26-254,DF,19,1672.0,21,18.6,2.0,1.0,0.0,0.0,2.0,0.0,0.0
Pascal Groß,de,Brighton & Hove Albion,29-289,MF,18,1698.0,25,18.9,2.0,6.0,3.0,2.0,0.0,1.0,0.0
Robert Sánchez,es,Brighton & Hove Albion,23-133,GK,18,1620.0,18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Burn,eng,Brighton & Hove Albion,28-326,DF,17,1517.0,20,16.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Adam Lallana,eng,Brighton & Hove Albion,32-325,"MF,FW",13,1187.0,23,13.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Mathew Ryan,au,Brighton & Hove Albion,28-357,GK,11,990.0,11,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tariq Lamptey,eng,Brighton & Hove Albion,20-182,DF,11,886.0,11,9.8,1.0,1.0,0.0,0.0,1.0,4.0,1.0
Alexis Mac Allister,ar,Brighton & Hove Albion,22-097,"MF,FW",10,825.0,15,9.2,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Danny Welbeck,eng,Brighton & Hove Albion,30-125,FW,9,906.0,16,10.1,3.0,1.0,1.0,0.0,3.0,0.0,0.0
Aaron Connolly,ie,Brighton & Hove Albion,21-062,FW,9,722.0,15,8.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
Steven Alzate,co,Brighton & Hove Albion,22-204,"MF,DF",8,741.0,12,8.2,1.0,0.0,0.0,0.0,1.0,2.0,0.0
Alireza Jahanbakhsh,ir,Brighton & Hove Albion,27-232,"FW,MF",2,264.0,13,2.9,0.0,1.0,0.0,0.0,0.0,2.0,0.0
Davy Pröpper,nl,Brighton & Hove Albion,29-210,MF,2,213.0,7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo,br,Brighton & Hove Albion,25-321,"DF,MF",2,206.0,3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Moder,pl,Brighton & Hove Albion,21-358,DF,1,100.0,3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Tau,za,Brighton & Hove Albion,26-322,"FW,MF",1,85.0,2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andi Zeqiri,ch,Brighton & Hove Albion,21-282,"DF,FW",0,121.0,5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reda Khadra,de,Brighton & Hove Albion,19-270,FW,0,5.0,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayson Molumby,ie,Brighton & Hove Albion,21-237,MF,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Izquierdo,co,Brighton & Hove Albion,28-267,"FW,MF",0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Jenks,eng,Brighton & Hove Albion,19-019,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michał Karbownik,pl,Brighton & Hove Albion,20-018,DF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Mcgill,eng,Brighton & Hove Albion,21-006,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Sanders,eng,Brighton & Hove Albion,22-086,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Steele,eng,Brighton & Hove Albion,30-225,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale Stephens,eng,Brighton & Hove Albion,31-292,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Walton,eng,Brighton & Hove Albion,25-142,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jensen Weir,sco,Brighton & Hove Albion,19-089,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magdalena Eriksson,se,Chelsea,27-204,DF,16,1460.0,17,16.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Millie Bright,eng,Chelsea,27-222,DF,16,1459.0,17,16.2,1.0,1.0,0.0,0.0,1.0,3.0,0.0
Jonna Andersson,se,Chelsea,28-088,DF,15,1305.0,15,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Kerr,au,Chelsea,27-202,FW,15,1211.0,18,13.5,14.0,6.0,0.0,0.0,14.0,0.0,0.0
Maren Mjelde,no,Chelsea,31-145,DF,14,1214.0,15,13.5,2.0,1.0,2.0,2.0,0.0,1.0,0.0
Melanie Leupolz,de,Chelsea,26-351,MF,14,1189.0,15,13.2,4.0,1.0,2.0,1.0,3.0,2.0,0.0
Ji So-yun,kr,Chelsea,30-038,MF,14,1174.0,17,13.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0
Ann-Katrin Berger,de,Chelsea,30-173,GK,13,1170.0,13,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fran Kirby,eng,Chelsea,27-275,"FW,MF",13,1109.0,15,12.3,12.0,9.0,0.0,0.0,12.0,0.0,0.0
Pernille Harder,dk,Chelsea,28-136,"MF,FW",12,1098.0,18,12.2,8.0,3.0,0.0,0.0,8.0,0.0,0.0
Erin Cuthbert,sco,Chelsea,22-255,"MF,FW",11,965.0,15,10.7,1.0,5.0,0.0,0.0,1.0,0.0,0.0
Sophie Ingle,wal,Chelsea,29-210,"MF,DF",10,956.0,15,10.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bethany England,eng,Chelsea,26-301,FW,9,857.0,16,9.5,6.0,6.0,0.0,0.0,6.0,0.0,0.0
Guro Reiten,no,Chelsea,26-248,"FW,MF",8,733.0,15,8.1,0.0,3.0,0.0,0.0,0.0,1.0,0.0
Niamh Charles,eng,Chelsea,21-283,"DF,FW",4,428.0,9,4.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Hannah Blundell,eng,Chelsea,26-310,DF,4,382.0,5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessie Fleming,ca,Chelsea,23-020,"MF,FW",3,362.0,11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carly Telford,eng,Chelsea,33-267,GK,3,270.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zecira Musovic,se,Chelsea,24-309,GK,2,180.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessica Carter,eng,Chelsea,23-155,DF,1,92.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Thorisdottir,no,Chelsea,27-299,DF,1,81.0,2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Spence,eng,Chelsea,28-159,MF,0,93.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agnes Beever-Jones,eng,Chelsea,17-247,FW,0,25.0,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorja Fox,eng,Chelsea,17-215,DF,0,7.0,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Fleming,eng,Chelsea,19-081,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily Murphy,eng,Chelsea,18-029,FW,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily Orman,eng,Chelsea,18-146,GK,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Wardlaw,eng,Chelsea,18-039,MF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
